Player,Team,VAEP_off,VAEP_def,VAEP_total,VAEP Rating,Games
B. England,Tottenham Hotspur,-0.043089270810722266,0.00039336353666803915,-0.042695907274054215,47.9,3
G. Geyoro,London City Lionesses,-0.044693301619506104,-3.497652545389757e-05,-0.044728278144960006,47.88,2
A. Patten,Aston Villa,-0.051267674496683756,-5.99723394729767e-08,-0.051267734469023225,47.79,2
N. Björn,Chelsea,-0.05694056316174719,-3.144286655354513e-07,-0.05694087759041273,47.71,2
L. Kop,Tottenham Hotspur,-0.060670533526398264,0.0,-0.060670533526398264,47.66,3
C. Kapocs,Liverpool,-0.061901663492704456,-1.5585239188560415e-07,-0.06190181934509634,47.65,2
G. Fisk,Liverpool,-0.06321020259942678,-2.420489667309738e-06,-0.06321262308909409,47.63,2
E. Salmon,Aston Villa,-0.06650341149426371,1.5107235967493538e-06,-0.06650190077066698,47.59,2
K. Shaw,Manchester City,-0.06653365368856809,-8.14584283766344e-08,-0.06653373514699631,47.58,3
K. Seike,Brighton & Hove Albion,-0.06936824853075915,-8.145660115015546e-08,-0.06936832998736031,47.55,2
P. Tullis-Joyce,Manchester United,-0.07030156670505053,0.0,-0.07030156670505053,47.53,2
Y. Hasegawa,Manchester City,-0.07146956440584781,-3.470502074637816e-05,-0.07150426942659428,47.52,3
A. Ale,Leicester City,-0.07424272538075607,-6.873246908311177e-05,-0.07431145784983918,47.48,2
R. Mace,Everton,-0.08357269180599725,-3.4706718904763664e-05,-0.08360739852490201,47.36,3
E. Terland,Manchester United,-0.09768262411441657,-1.593619929737405e-12,-0.09768262411601018,47.17,2
S. Tierney,Leicester City,-0.10436923705186561,1.7637321296077154e-06,-0.10436747331973599,47.08,2
A. Yamashita,Manchester City,-0.13394802805414027,0.0,-0.13394802805414027,46.68,1
K. Holmgaard,Everton,-0.13622330379453962,2.147582693313203e-08,-0.1362232823187127,46.65,3
H. Hampton,Chelsea,-0.15569703313865796,0.0,-0.15569703313865796,46.39,2
E. Carpenter,Chelsea,-0.16706719960016037,-3.4760361677194974e-05,-0.16710195996183758,46.24,2
E. Linari,London City Lionesses,-0.1725812836062992,-0.0001545341738437911,-0.172735817780143,46.16,2
D. Janssen,Manchester United,-0.1804389953510044,-2.5184783996984327e-06,-0.18044151382940413,46.06,2
B. Mead,Arsenal,-0.2494267557900396,-3.570071495498831e-07,-0.24942711279718913,45.14,2
V. Hanshaw,West Ham United,-0.31635613140751845,-3.478308582021364e-05,-0.31639091449333867,44.24,2
S. Kumagai,London City Lionesses,-0.35330535868341695,-1.156064796160853e-06,-0.3533065147482131,43.75,3
R. Daly,Aston Villa,-0.4102356766781104,-4.857990965114721e-07,-0.4102361624772069,42.98,2
F. Maanum,Arsenal,-0.7184060503863704,8.160128630019107e-08,-0.718405968785084,38.86,2
T. Koga,Tottenham Hotspur,-0.7890304764472637,-2.1779839141644155e-06,-0.7890326544311779,37.91,3
F. Kirby,Brighton & Hove Albion,-0.8067396592826462,1.5324143259996421e-06,-0.8067381268683204,37.67,2
A. Fujino,Manchester City,-0.8127682618125668,-7.103254507726295e-09,-0.8127682689158213,37.59,2
A. Beever-Jones,Chelsea,-0.8305093572977625,-1.7760857983584422e-07,-0.8305095349063422,37.36,2
J. Riviere,Manchester United,-0.8315170466508077,-3.4505487447955625e-05,-0.8315515521382557,37.34,2
C. Kelly,Arsenal,-0.8579416851416101,-1.3432646458517975e-07,-0.8579418194680746,36.99,1
Jana Fernández,London City Lionesses,-0.8626043703671725,7.343288778126946e-07,-0.8626036360382947,36.93,3
C. Hunt,Tottenham Hotspur,-0.8647744930571476,-9.23440665559434e-08,-0.8647745854012141,36.9,3
O. Ahtinen,Tottenham Hotspur,-0.8969655564208985,-3.935071430874155e-07,-0.8969659499280417,36.47,3
S. Kerr,Chelsea,-0.9119526693267139,0.0,-0.9119526693267139,36.26,1
J. Park,Manchester United,-0.916105177550982,-3.256500594943562e-05,-0.9161377425569315,36.21,2
L. Hemp,Manchester City,-0.9165960655334604,7.559693473721207e-08,-0.9165959899365257,36.2,3
J. Leitzig,Leicester City,-0.9261067280372369,2.4258962736296626e-06,-0.9261043021409634,36.08,2
C. Wheeler,Everton,-0.9287197716415007,-2.3711147830930083e-07,-0.928720008752979,36.04,3
E. van Egmond,Leicester City,-0.9351746298704934,-6.401558420591704e-07,-0.9351752700263354,35.95,2
V. Miedema,Manchester City,-0.9483921786281221,1.0828430369675353e-05,-0.9483813501977524,35.78,3
C. Holland,Liverpool,-0.021263110553819065,-0.9992289446508232,-1.0204920552046424,34.81,2
S. Zadorsky,West Ham United,-1.0347878389191096,-1.793853098514019e-07,-1.0347880183044196,34.62,2
K. Reid,Arsenal,-1.3299619290435916,-6.997254658250211e-07,-1.3299626287690574,30.67,2
Ornella Vignola,Everton,-1.6522235194268213,-4.69991642337964e-07,-1.6522239894184636,26.35,3
S. Blackstenius,Arsenal,-1.7077222260428624,-2.8570759819663987e-14,-1.707722226042891,25.61,2
K. Snoeijs,Everton,-1.883100654419917,-1.17739797440888e-07,-1.8831007721597144,23.26,3
E. Nyström,West Ham United,-1.9795569861957683,-9.965792358144612e-05,-1.9796566441193495,21.97,2
M. Malard,Manchester United,-3.5714581937986183,-4.840623153186735e-07,-3.571458677860934,0.65,2
