playerName,Team,ActualDisruptions,ExpectedDisruptions
A. Ale,Leicester City,13,12.64
A. Beever-Jones,Chelsea,2,9.120000000000001
A. Csiki,West Ham United,2,0.24
A. Dennis,Tottenham Hotspur,1,0.7020000000000001
A. Denton,West Ham United,9,11.505
A. Fujino,Manchester City,4,6.9079999999999995
A. Greenwood,Manchester City,5,13.090000000000002
A. Kennedy,London City Lionesses,7,2.8440000000000003
A. Neville,Tottenham Hotspur,2,0.088
A. Nildén,Tottenham Hotspur,18,22.733999999999998
A. Patten,Aston Villa,9,5.014
A. Russo,Arsenal,3,9.198
A. Sandberg,Manchester United,12,6.288
A. Thompson,Chelsea,3,5.92
A. Tysiak,West Ham United,3,2.4480000000000004
A. Yamashita,Manchester City,0,0.552
B. England,Tottenham Hotspur,3,8.652000000000001
B. Mead,Arsenal,9,10.431000000000001
B. Olsson,Liverpool,4,0.7979999999999999
B. Rayner,Brighton & Hove Albion,1,1.365
C. Bizet,Manchester United,15,9.855
C. Boureille,Leicester City,9,3.366
C. Brosnan,Everton,0,0.519
C. Brown,London City Lionesses,3,0.804
C. Foord,Arsenal,6,6.23
C. Grant,Aston Villa,4,12.687999999999999
C. Grant,Tottenham Hotspur,4,1.6800000000000002
C. Hayes,Brighton & Hove Albion,2,3.66
C. Holland,Liverpool,6,9.01
C. Hunt,Tottenham Hotspur,6,16.146
C. Kapocs,Liverpool,3,4.8
C. Kelly,Arsenal,6,4.403
C. Macário,Chelsea,2,5.408
C. Nnadozie,Brighton & Hove Albion,0,1.428
C. Rule,Brighton & Hove Albion,15,11.932
C. Swaby,Leicester City,0,0.0
C. Tandberg,Tottenham Hotspur,7,7.6000000000000005
C. Wheeler,Everton,16,10.92
Carla Camacho,Brighton & Hove Albion,1,1.3860000000000001
D. Janssen,Manchester United,10,6.846
D. Spence,Tottenham Hotspur,12,7.59
D. van Domselaar,Arsenal,0,2.41
E. Carpenter,Chelsea,16,14.8
E. Cuthbert,Chelsea,11,10.655999999999999
E. Fox,Arsenal,8,35.178000000000004
E. Linari,London City Lionesses,12,6.75
E. Nyström,West Ham United,11,10.17
E. Ramsey,Everton,0,0.0
E. Roebuck,Aston Villa,0,0.097
E. Salmon,Aston Villa,3,6.858
E. Stenevik,Everton,4,2.265
E. Summanen,Tottenham Hotspur,17,9.824
E. Terland,Manchester United,4,4.4079999999999995
E. Toone,Manchester United,4,18.981
E. van Egmond,Leicester City,7,5.106
Elene Lete,London City Lionesses,0,1.092
F. Kirby,Brighton & Hove Albion,8,12.687999999999999
F. Kirby,Liverpool,0,0.452
F. Maanum,Arsenal,3,4.3790000000000004
F. Morgan,West Ham United,6,3.996
F. Nagano,Liverpool,4,9.048
F. Rolfö,Manchester United,3,3.2470000000000003
F. Tsunoda,Brighton & Hove Albion,1,0.02
G. Bonner,Liverpool,11,13.86
G. Clinton,Manchester City,5,1.045
G. Evans,Liverpool,5,6.936
G. Fisk,Liverpool,9,19.404
G. George,Manchester United,4,0.552
G. Geyoro,London City Lionesses,4,1.6480000000000001
G. Mullett,Aston Villa,1,0.741
G. Prior,Manchester City,5,10.911999999999999
G. Reiten,Chelsea,5,1.314
H. Cain,Leicester City,4,11.183
H. Eiríksdóttir,Leicester City,2,4.526
H. Hampton,Chelsea,0,2.3209999999999997
H. Hayashi,Everton,6,1.9380000000000002
H. Kitagawa,Everton,2,0.496
H. Ladd,Everton,4,0.536
H. Miyazawa,Manchester United,14,11.388
H. Payne,Leicester City,8,5.01
I. Belloumou,West Ham United,6,1.183
I. Beney,Manchester City,7,1.52
I. Goodwin,London City Lionesses,5,9.3
J. Baijings,Aston Villa,9,4.464
J. Cayman,Leicester City,8,6.72
J. Clark,Liverpool,4,5.152
J. Leitzig,Leicester City,0,0.88
J. Naz,Tottenham Hotspur,5,15.872
J. Park,Manchester United,10,12.6
J. Rantala,Leicester City,1,0.8670000000000001
J. Riviere,Manchester United,12,16.629
J. Roddar,London City Lionesses,1,3.096
J. Rose,Manchester City,6,1.2429999999999999
J. Rybrink,Tottenham Hotspur,4,11.214
J. Rytting Kaneryd,Chelsea,3,5.46
J. Thibaud,Leicester City,25,20.52
J. Zigiotti Olme,Manchester United,19,26.27
J. Čanković,Brighton & Hove Albion,14,18.232
Jana Fernández,London City Lionesses,19,13.959
K. Asllani,London City Lionesses,6,14.31
K. Casparij,Manchester City,18,27.176000000000002
K. Gago,Everton,2,1.1700000000000002
K. Gorry,West Ham United,14,14.448
K. Graham,Tottenham Hotspur,1,1.026
K. Hanson,Aston Villa,3,4.9
K. Holmgaard,Everton,8,8.055
K. Keating,Manchester City,0,0.387
K. Little,Arsenal,9,22.617
K. MacLean,Liverpool,4,1.428
K. McCabe,Arsenal,10,20.46
K. Reid,Arsenal,8,17.296
K. Robinson,Everton,1,3.875
K. Seike,Brighton & Hove Albion,5,14.003
K. Shaw,Manchester City,7,14.986
K. Snoeijs,Everton,3,4.3500000000000005
K. Szemik,West Ham United,0,0.498
K. Walsh,Chelsea,8,16.027
K. Zelem,London City Lionesses,2,1.358
Kerolin,Manchester City,1,2.781
L. Blindkilde Brown,Manchester City,17,8.942
L. Coombs,Manchester City,0,0.216
L. Gunning-Williams,Tottenham Hotspur,2,0.31
L. Hemp,Manchester City,6,7.29
L. Kendall,Aston Villa,4,1.106
L. Kiernan,Liverpool,0,0.003
L. Kop,Tottenham Hotspur,0,1.475
L. Lindström,London City Lionesses,1,0.78
L. Murphy,Manchester City,2,1.4949999999999999
L. Naalsund,Manchester United,3,1.095
L. Parker,Aston Villa,0,0.032
L. Wandeler,West Ham United,2,0.0
L. Wilms,Aston Villa,10,13.279
L. Woodham,Liverpool,5,3.0660000000000003
L. Wubben-Moy,Arsenal,0,0.0
Leila Ouahabi,Manchester City,9,7.776
Lucía Corrales,London City Lionesses,11,2.567
M. Agyemang,Brighton & Hove Albion,12,15.105
M. Auée,Brighton & Hove Albion,3,0.525
M. Bright,Chelsea,8,15.795
M. Enderby,Liverpool,2,4.6000000000000005
M. Haley,Brighton & Hove Albion,4,2.1590000000000003
M. Hamano,Chelsea,7,6.5600000000000005
M. Höbinger,Liverpool,1,6.125000000000001
M. Kearns,Aston Villa,7,6.138
M. Le Tissier,Manchester United,8,21.12
M. Malard,Manchester United,7,13.328000000000001
M. Minami,Brighton & Hove Albion,13,7.152
M. Mpome,Brighton & Hove Albion,0,0.0
M. Olislagers,Brighton & Hove Albion,8,13.414
M. Pacheco,Everton,16,12.095
M. Paví,West Ham United,1,0.259
M. Symonds,Brighton & Hove Albion,18,11.79
M. Taylor,Aston Villa,3,0.56
M. Thomas,Tottenham Hotspur,0,0.559
M. Turner,Manchester United,1,0.438
M. Vinberg,Tottenham Hotspur,0,0.28
M. Walsh,West Ham United,2,0.188
Maite Oroz,Tottenham Hotspur,3,0.10400000000000001
Mariona Caldentey,Arsenal,11,38.07
Martina Fernández,Everton,3,19.448
María Pérez,London City Lionesses,6,2.352
N. Björn,Chelsea,10,18.8
N. Charles,Chelsea,7,3.19
N. Las,Leicester City,0,0.015
N. Layzell,Manchester City,0,0.124
N. Maritz,Aston Villa,1,3.95
N. Mouchon,Leicester City,0,0.052000000000000005
N. Noordam,Brighton & Hove Albion,1,2.95
N. Parris,London City Lionesses,4,10.682
O. Ahtinen,Tottenham Hotspur,7,2.7720000000000002
O. Deslandes,Aston Villa,6,4.5840000000000005
O. Holdt,Tottenham Hotspur,5,2.121
O. Jean-François,Chelsea,0,1.3090000000000002
O. McLoughlin,Leicester City,15,4.809
O. Siren,West Ham United,19,10.965000000000002
O. Smith,Arsenal,8,11.022
Ornella Vignola,Everton,8,6.903
P. Tullis-Joyce,Manchester United,0,0.552
Paula Tomás,Aston Villa,3,0.116
R. Ayane,Leicester City,0,0.055
R. Borggräfe,Liverpool,0,0.138
R. Daly,Aston Villa,8,2.9259999999999997
R. Imuran,London City Lionesses,13,7.008
R. Ishikawa,Everton,2,7.696000000000001
R. Kafaji,Brighton & Hove Albion,2,3.024
R. Mace,Everton,17,13.684
R. Maltby,Aston Villa,3,0.504
R. McLauchlan,Brighton & Hove Albion,7,7.144
R. Shimizu,Liverpool,2,1.0170000000000001
R. Ueki,West Ham United,6,8.815
R. Williams,Manchester United,0,0.056
R. van Gool,Everton,10,11.73
S. Baltimore,Chelsea,5,7.8069999999999995
S. Blackstenius,Arsenal,1,2.511
S. Brasero-Carreira,West Ham United,0,0.024
S. Catley,Arsenal,8,14.406
S. D'Angelo,Aston Villa,0,0.306
S. Franssi,London City Lionesses,2,0.9540000000000001
S. Haug,Liverpool,1,0.945
S. Jakobsson,London City Lionesses,1,0.14400000000000002
S. Kees,Leicester City,14,7.752000000000001
S. Kerr,Chelsea,0,0.10200000000000001
S. Kerr,Liverpool,6,4.726
S. Kumagai,London City Lionesses,14,9.826
S. Lohmann,Manchester City,9,1.19
S. Lundgaard,Liverpool,0,0.0
S. Martinez,West Ham United,2,4.550000000000001
S. Mayling,Aston Villa,2,0.125
S. Nüsken,Chelsea,1,0.009000000000000001
S. O’Brien,Leicester City,2,0.54
S. Piubel,West Ham United,4,1.08
S. Sherwood,Leicester City,0,0.0
S. Tierney,Leicester City,24,12.218
S. Zadorsky,West Ham United,8,12.600000000000001
T. Goldie,London City Lionesses,3,0.023
T. Heron,Brighton & Hove Albion,0,0.028
T. Hinds,Arsenal,3,0.375
T. Koga,Tottenham Hotspur,12,9.724
T. Payne,Everton,3,1.387
V. Asseyi,West Ham United,21,18.459
V. Buurman,Chelsea,4,2.6130000000000004
V. Hanshaw,West Ham United,7,3.984
V. Miedema,Manchester City,5,11.766
V. Pelova,Arsenal,1,1.44
W. Kaptein,Chelsea,6,12.896
W. Sangaré,London City Lionesses,7,2.548
Y. Endo,West Ham United,1,0.124
Y. Hasegawa,Manchester City,18,21.261
Y. Momiki,Everton,9,10.34
