playerName,Team,ActualDisruptions,ExpectedDisruptions
A. Anderson,Glasgow City,8,2.384
A. Black,Aberdeen,13,10.656
A. Bulloch,Motherwell,13,6.370000000000001
A. Clarke,Aberdeen,2,3.5380000000000003
A. Denholm,Motherwell,3,0.025
A. Easdon,Montrose,0,0.0
A. Gallacher,Celtic,6,20.956
A. Griffiths,Rangers,12,10.45
A. Handley,Partick Thistle,20,33.15
A. Harrison,Glasgow City,1,5.3340000000000005
A. Muir,Glasgow City,10,14.94
A. Richardson,Celtic,2,0.61
A. Robertson,Montrose,16,10.88
A. Streicek,Celtic,8,22.464000000000002
A. Tobin,Aberdeen,20,24.633
B. Collins,Motherwell,27,41.478
B. Galloway,Aberdeen,1,2.6839999999999997
B. Greenwood,Hearts,0,0.043000000000000003
B. Hay,Rangers,8,26.696
B. Hutchison,Hearts,2,4.224
C. Boyce,Motherwell,5,21.442000000000004
C. Cowper,Montrose,11,4.515000000000001
C. Delworth,Montrose,4,0.324
C. Docherty,Hamilton Academical,1,0.265
C. Gibb,Hibernian,5,23.328000000000003
C. Gover,Montrose,17,8.397
C. Grant,Hibernian,13,26.151000000000003
C. Johns,Hearts,10,29.596
C. Lafaix,Rangers,4,1.82
C. McCulloch,Partick Thistle,12,14.148000000000001
C. McGuire,Hamilton Academical,0,0.0
C. Muir,Hamilton Academical,2,2.277
C. Nicolson,Hamilton Academical,0,0.0
C. Walsh,Celtic,12,28.858
C. Warrington,Glasgow City,2,6.66
C. Watson,Motherwell,5,11.47
D. Brown,Motherwell,0,0.0
D. Dawson,Celtic,0,0.525
D. Falconer,Partick Thistle,11,22.1
D. Miller,Aberdeen,0,0.44999999999999996
D. Taylor,Montrose,4,2.871
D. Ypema,Hearts,13,41.2
E. Adams,Hibernian,2,7.9639999999999995
E. Austin,Rangers,7,26.04
E. Brown,Hamilton Academical,2,2.6
E. Brownlie,Glasgow City,0,5.808999999999999
E. Clachers,Glasgow City,0,0.0
E. Halliday,Hamilton Academical,0,1.8960000000000001
E. Husband,Hearts,7,33.728
E. Ilijoski,Aberdeen,14,6.925000000000001
E. Lawton,Celtic,25,49.875
