Player,Team,GPA,Avg,GPA Rating
C. Gibb,Hibernian,3.109,0.6218,58.32
C. Grant,Hibernian,3.2630000000000003,0.6526000000000001,59.42
E. Adams,Hibernian,1.4529999999999998,0.29059999999999997,46.43
E. Notley,Hibernian,2.558,0.5115999999999999,54.36
J. Fitzgerald,Hibernian,0.437,0.2185,39.14
J. Ramsay,Hibernian,0.168,0.084,37.2
K. McGovern,Hibernian,2.282,0.45640000000000003,52.38
K. Morrison,Hibernian,1.4,0.27999999999999997,46.05
K. Reilly,Hibernian,1.451,0.4836666666666667,46.42
L. Doran-Barr,Hibernian,0.33399999999999996,0.16699999999999998,38.4
L. Taylor,Hibernian,4.075,0.8150000000000001,65.25
M. Boughton,Hibernian,0.137,0.0685,36.98
M. McAlonie,Hibernian,0.41200000000000003,0.41200000000000003,38.96
N. Schumacher,Hibernian,3.1310000000000002,0.6262000000000001,58.48
R. Boyle,Hibernian,1.9620000000000002,0.654,50.08
R. Livingstone,Hibernian,1.779,0.44475,48.77
S. Herron,Hibernian,0.179,0.179,37.28
S. Hunter,Hibernian,1.6990000000000003,0.5663333333333334,48.2
S. Papadopoulos,Hibernian,4.109,0.8218,65.5
T. Bowie,Hibernian,1.636,0.3272,47.74
T. Burchill,Hibernian,1.287,0.25739999999999996,45.24
B. Greenwood,Hearts,0.41200000000000003,0.20600000000000002,38.96
B. Hutchison,Hearts,0.9580000000000002,0.23950000000000005,42.88
C. Johns,Hearts,2.2,0.36666666666666664,51.79
D. Ypema,Hearts,4.846,0.9692000000000001,70.79
E. Husband,Hearts,5.839,0.9731666666666667,77.92
E. Shore,Hearts,3.593,0.5988333333333333,61.79
G. Hunter,Hearts,0.7180000000000001,0.35900000000000004,41.15
G. Timms,Hearts,1.952,0.39039999999999997,50.01
J. Andrews,Hearts,2.41,0.40166666666666667,53.3
J. Husband,Hearts,3.083,0.5138333333333334,58.13
J. Slattery,Hearts,1.168,0.19466666666666665,44.38
K. Halliday,Hearts,0.747,0.18675,41.36
K. Jardine,Hearts,1.266,0.211,45.09
L. Wade,Hearts,2.7110000000000003,0.45183333333333336,55.46
L. Waldie,Hearts,5.064,1.0128,72.35
M. Forsyth,Hearts,2.593,0.43216666666666664,54.61
R. Johnstone,Hearts,3.6100000000000003,0.6016666666666667,61.92
