playerName,Team,ActualDisruptions,ExpectedDisruptions
R. Tietz,Carl Zeiss Jena,6,7.038
R. Walkling,Werder Bremen,3,0.59
S. Agrež,Köln,11,7.300000000000001
S. Ballisager,Bayern München,0,5.236
S. Beck,Werder Bremen,5,6.327
S. Cerci,Hoffenheim,6,11.623000000000001
S. Fölmli,Freiburg,1,1.0710000000000002
S. Haering,Carl Zeiss Jena,1,0.246
S. Hillebrand,Hamburger SV,3,6.321000000000001
S. Homann,Nürnberg,15,10.125
S. Huth,Wolfsburg,9,20.148000000000003
S. Jessen,Köln,4,13.860000000000001
S. Johannes,Wolfsburg,0,0.996
S. Linder,Wolfsburg,0,0.185
S. Ličina,Nürnberg,5,3.3899999999999997
S. Matysik,Köln,9,5.643000000000001
S. Nachtigall,Freiburg,6,4.795999999999999
S. Profé,Hamburger SV,1,0.009000000000000001
S. Schmid,Carl Zeiss Jena,7,1.8900000000000001
S. Starke,RB Leipzig,9,8.908000000000001
S. Steuerwald,Union Berlin,9,7.981
S. Stoldt,Hamburger SV,3,5.1259999999999994
S. Vallotto,Wolfsburg,0,0.42300000000000004
S. Van Belle,SGS Essen,3,3.325
S. Vobian,Freiburg,4,4.71
S. Weidauer,Union Berlin,2,11.346
S. Zadrazil,Bayern München,8,6.58
S. Zdebel,Bayer Leverkusen,14,13.275
T. Bjelde,Wolfsburg,3,0.44100000000000006
T. Blumenberg,Freiburg,1,2.7300000000000004
T. Hansen,Bayern München,3,3.567
T. Ihlenburg,Carl Zeiss Jena,5,4.182
T. Mahmoud,Werder Bremen,1,0.252
T. Pawollek,Union Berlin,5,7.752000000000001
T. Schneider,Union Berlin,16,25.872
V. Ampoorter,Hoffenheim,9,16.335
V. Diehm,Hoffenheim,7,15.687999999999999
V. Endemann,Wolfsburg,3,4.446
V. Fudalla,Bayer Leverkusen,0,5.390000000000001
V. Fürst,SGS Essen,14,9.87
V. Gilles,Bayern München,7,26.432000000000002
V. Haim,Bayer Leverkusen,0,0.189
V. Kardeşler,Hamburger SV,0,0.028
V. Krug,RB Leipzig,6,4.725
V. Leimenstoll,Köln,0,0.66
V. Mädl,Bayer Leverkusen,3,3.136
V. Schulz,Hamburger SV,3,0.48
V. Schwalm,Hamburger SV,0,0.133
V. Wieder,Werder Bremen,2,2.664
W. Zawistowska,Köln,0,0.663
İ. Açıkgöz,Eintracht Frankfurt,3,0.0
