playerName,Team,ActualDisruptions,ExpectedDisruptions
A. Aagaard,Union Berlin,0,0.0
A. Achcińska,Köln,8,13.764
A. Aehling,Union Berlin,11,7.644
A. Arfaoui,Werder Bremen,10,9.588000000000001
A. Bienz,Freiburg,2,1.8699999999999999
A. Bohnen,Köln,0,0.0
A. Böhler,Hamburger SV,2,0.801
A. Caruso,Bayern München,1,2.34
A. Csillag,Freiburg,1,1.6500000000000001
A. Gambone,Nürnberg,9,3.132
A. Gerhardt,Köln,14,9.68
A. Halverkamps,Union Berlin,1,1.3679999999999999
A. Ilestedt,Eintracht Frankfurt,3,9.075000000000001
A. Kerim-Lindland,Wolfsburg,0,0.0
A. Margraf,Carl Zeiss Jena,3,0.6970000000000001
A. Moraitou,Union Berlin,1,0.128
A. Norheim,RB Leipzig,2,3.0290000000000004
A. Polášková,Nürnberg,8,6.622999999999999
A. Popp,Wolfsburg,7,21.240000000000002
A. Schasching,RB Leipzig,16,7.336
A. Stolze,Köln,0,0.032
A. Thöle,Nürnberg,0,0.0
A. Weiß,Union Berlin,6,15.458
A. Wucher,Hamburger SV,2,0.322
A. Şehitler,Bayern München,0,0.9440000000000001
B. Fischer,Carl Zeiss Jena,1,0.15
B. Fördős,Nürnberg,2,2.184
B. Sterner,SGS Essen,0,0.0
C. Bösl,Union Berlin,0,1.32
C. D'Angelo,Werder Bremen,9,18.081
C. Degen,Köln,3,0.20700000000000002
C. Dijkstra,Wolfsburg,3,21.05
C. Fröhlich,Nürnberg,3,0.315
C. Hahn,Hoffenheim,3,4.392
C. Imping,Köln,14,16.38
C. Kehrer,Bayer Leverkusen,0,0.184
C. Kramer,Bayer Leverkusen,0,0.37800000000000006
C. Küver,Wolfsburg,6,12.168
C. Meyer,Hamburger SV,3,3.451
C. Simon,Bayern München,9,10.848
C. Wamser,Bayer Leverkusen,24,32.486
C. Wenger,Bayer Leverkusen,9,12.767999999999999
C. Zicai,Wolfsburg,9,28.458
D. Açıkgöz,Eintracht Frankfurt,3,1.166
D. Boboy,RB Leipzig,1,3.68
D. Grabowska,Hoffenheim,8,6.699000000000001
D. Orschmann,Union Berlin,5,12.597000000000001
E. Campbell,Union Berlin,11,19.84
E. Herzog,RB Leipzig,0,0.784
E. Hirche,Hamburger SV,3,1.184
E. Mahmutovic,Bayern München,0,0.616
E. Markou,Eintracht Frankfurt,0,0.0
E. Memeti,Eintracht Frankfurt,9,12.446
E. Merino Gonzalez,Bayer Leverkusen,11,16.013
E. Mühlemann,Carl Zeiss Jena,0,0.064
E. Peddemors,Wolfsburg,11,6.468
E. Pápai,Werder Bremen,3,0.935
E. Reske,Carl Zeiss Jena,7,1.17
E. Senß,Eintracht Frankfurt,10,13.287999999999998
E. Ásgeirsdóttir,RB Leipzig,0,0.708
F. Delacauw,Hoffenheim,6,7.5
F. Harsch,Hoffenheim,0,0.005
F. Kett,Bayern München,6,17.28
F. Mai,Nürnberg,3,1.8360000000000003
F. Repohl,Bayer Leverkusen,0,2.938
F. Sträßer,Carl Zeiss Jena,13,10.842
G. Chmielinski,RB Leipzig,2,5.328
G. Gwinn,Bayern München,0,0.12
G. Hoffmann,RB Leipzig,0,4.386
G. Reuteler,Eintracht Frankfurt,8,27.323
G. Stanway,Bayern München,8,15.950000000000001
G. Stegemann,Freiburg,7,6.159999999999999
G. Viggósdóttir,Bayern München,0,4.465999999999999
H. Etzold,Carl Zeiss Jena,1,2.783
H. Németh,Werder Bremen,7,2.15
H. Raso,Eintracht Frankfurt,1,0.432
I. Daedelow,Bayer Leverkusen,1,0.012
I. Heikkinen,Union Berlin,2,0.646
I. Jaron,Carl Zeiss Jena,10,10.712000000000002
I. Schuldt,Hamburger SV,0,0.11800000000000001
I. Sigurðardóttir,Freiburg,0,0.315
J. Baumgärtel,Nürnberg,3,1.7850000000000001
J. Bonsu,Carl Zeiss Jena,24,10.222
J. Brengel,Nürnberg,4,1.012
J. Damnjanović,Bayern München,6,12.852
J. Debitzki,SGS Essen,1,2.7750000000000004
J. Dönges,Hamburger SV,5,2.704
J. Feldkamp,SGS Essen,7,12.374
J. Grimm,Hoffenheim,1,1.232
J. Hipp,Union Berlin,2,1.3800000000000001
J. Janssens,Hoffenheim,12,32.4
J. Kielland,Wolfsburg,5,9.555
J. Lahr,Hamburger SV,11,5.13
J. Landenberger,RB Leipzig,10,7.406
J. Levels,Wolfsburg,14,30.590000000000003
J. Magerl,RB Leipzig,7,5.15
J. Meißner,SGS Essen,20,13.875
J. Mickenhagen,Bayer Leverkusen,6,0.665
J. Minge,Wolfsburg,10,19.395
J. Pollak,Nürnberg,16,4.752000000000001
J. Rankin,Hoffenheim,3,5.136
J. Schiffarth,Köln,0,0.17500000000000002
J. Steinert,Union Berlin,6,1.6480000000000001
J. Stierli,Freiburg,10,4.238
J. Teulings,Eintracht Frankfurt,4,1.848
J. Veit,Eintracht Frankfurt,12,5.817
J. Vidal,Bayer Leverkusen,1,0.018000000000000002
J. Wedemeyer,Wolfsburg,10,34.194
J. Wirtz,Werder Bremen,9,3.686
Judit Pujols,Wolfsburg,0,0.012
K. Bussy,Wolfsburg,3,1.5
K. Bühl,Bayern München,4,30.240000000000002
K. Kögel,Bayer Leverkusen,9,12.24
K. Naschenweng,Bayern München,1,1.7160000000000002
K. Orschmann,Union Berlin,9,1.3130000000000002
K. Piljić,Bayer Leverkusen,10,7.05
K. Potsi,SGS Essen,3,1.452
K. Ronan,Werder Bremen,3,0.371
K. Sindermann,SGS Essen,0,1.446
K. Svensson Senelius,Nürnberg,4,0.028
L. Altenburg,Eintracht Frankfurt,0,0.34
L. Andrade,Köln,4,2.546
L. Baum,RB Leipzig,8,17.544
L. Beerensteyn,Wolfsburg,1,0.744
L. Bender,Bayer Leverkusen,3,0.648
L. Benkarth,Freiburg,0,4.264
L. Birkholz,Freiburg,1,3.392
L. Bäcker,SGS Essen,0,0.252
L. Dallmann,Bayern München,2,2.184
L. Dick,Hoffenheim,1,1.673
L. Donhauser,Köln,8,7.722
L. Doorn,Hoffenheim,6,8.883
L. Eggert,Hamburger SV,20,25.116000000000003
L. Egli,Freiburg,1,0.28200000000000003
L. Elmazi,SGS Essen,3,4.590000000000001
L. Feiersinger,Köln,12,15.75
L. Freigang,Eintracht Frankfurt,5,9.87
L. Gloning,Hoffenheim,10,6.18
L. Gora,Carl Zeiss Jena,3,0.9900000000000001
L. Gräwe,Eintracht Frankfurt,15,7.917000000000001
L. Guttenberger,Nürnberg,10,2.66
L. Haidner,Hamburger SV,0,0.035
L. Hausicke,Werder Bremen,6,4.401
L. Heiseler,Union Berlin,4,3.256
L. Joly,RB Leipzig,9,2.144
L. Karl,Freiburg,16,14.652
L. Kaut,Hoffenheim,5,7.684
L. Kolb,Freiburg,6,3.7800000000000002
L. Köpp,SGS Essen,3,3.8080000000000003
L. Miller,Nürnberg,6,1.936
L. Mühlhaus,Werder Bremen,6,19.338
L. Natter,Hoffenheim,0,1.464
L. Oberdorf,Bayern München,12,16.401000000000003
L. Ostermeier,SGS Essen,36,28.665000000000003
L. Paulick,Eintracht Frankfurt,0,0.051000000000000004
L. Pucks,SGS Essen,10,4.131
L. Rusek,Nürnberg,0,1.362
L. Schmitz,Köln,0,0.428
L. Schüller,Bayern München,2,1.2960000000000003
L. Sieger,Hamburger SV,0,0.20400000000000001
L. Turányi,Bayer Leverkusen,9,15.6
L. Vogt,Köln,17,14.958
L. Wrede,Hamburger SV,19,9.09
M. Berentzen,SGS Essen,6,6.2780000000000005
M. Brunnthaler,Hamburger SV,3,14.868
M. Büchele,Hamburger SV,6,2.001
M. Dešić,Werder Bremen,2,7.776
M. El Sherif,Werder Bremen,0,3.29
M. Eriksson,Bayern München,0,1.624
M. Felde,Freiburg,11,4.267
M. Friedrich,Bayer Leverkusen,0,0.0
M. Grohs,Bayern München,0,0.0
M. Günster,Nürnberg,2,0.168
M. Hegering,Köln,7,7.0200000000000005
M. Julević,Carl Zeiss Jena,4,1.586
M. Kadowaki,RB Leipzig,1,0.9520000000000001
M. Kössler,Hoffenheim,4,9.5
M. Mikolajová,Hamburger SV,8,6.664000000000001
M. Müller,RB Leipzig,12,4.116
M. Schimmer,RB Leipzig,8,9.717
M. Schneider,Freiburg,9,0.7740000000000001
M. Steiner,Hoffenheim,2,0.972
M. Sternad,Werder Bremen,0,0.8
M. Tanikawa,Bayern München,3,7.272000000000001
M. Ulbrich,Werder Bremen,6,5.95
M. Weiß,Werder Bremen,13,11.713
M. Wiankowska,Köln,2,0.9630000000000001
N. Anyomi,Eintracht Frankfurt,0,2.349
N. Bauereisen,Union Berlin,2,0.37
N. Dudek,RB Leipzig,2,5.239
N. Gentile,Carl Zeiss Jena,9,9.956
N. Herrmann,Carl Zeiss Jena,1,0.068
N. Ivelj,Eintracht Frankfurt,3,1.4849999999999999
N. Juckel,Carl Zeiss Jena,15,8.246
N. Kowalski,SGS Essen,4,5.343
N. Lein,Nürnberg,14,6.324000000000001
N. Lührßen,Eintracht Frankfurt,12,16.008
N. Ojukwu,Freiburg,1,1.1400000000000001
N. Reissner,Union Berlin,3,9.849
N. Riesen,Eintracht Frankfurt,5,8.358
N. Räcke,Hamburger SV,2,2.7900000000000005
N. Sinka,Hoffenheim,1,0.18000000000000002
N. Szenk,Freiburg,18,17.34
O. Woś,Nürnberg,7,3.5999999999999996
P. Bartz,Bayer Leverkusen,1,0.1
P. Flach,SGS Essen,14,8.596
P. Harder,Bayern München,3,4.588
P. Machtens,Hamburger SV,13,6.048
P. Oteng,RB Leipzig,2,0.16
P. Platner,SGS Essen,4,2.4
P. Wolter,Eintracht Frankfurt,2,10.353000000000002
R. Blomqvist,Eintracht Frankfurt,1,6.216
R. Chiba,Eintracht Frankfurt,0,3.131
R. Dieckmann,Werder Bremen,3,0.0
R. Grant,Bayer Leverkusen,11,12.626999999999999
R. Maier,SGS Essen,6,13.42
