Player,Team,Passes,Total_xT,xT
A. Achcińska,Köln,103,0.76426962,0.764
A. Aehling,Union Berlin,176,0.28125403000000004,0.281
A. Arfaoui,Werder Bremen,74,1.41029549,1.41
A. Bienz,Freiburg,30,0.27136763999999997,0.271
A. Böhler,Hamburger SV,49,0.44976735999999995,0.45
A. Caruso,Bayern München,40,0.32888727,0.329
A. Csillag,Freiburg,22,0.06845564,0.068
A. Gambone,Nürnberg,42,0.57457244,0.575
A. Gerhardt,Köln,112,0.033552889999999995,0.034
A. Halverkamps,Union Berlin,32,0.60972012,0.61
A. Ilestedt,Eintracht Frankfurt,294,0.8294907,0.829
A. Margraf,Carl Zeiss Jena,11,-0.023837659999999997,-0.024
A. Moraitou,Union Berlin,23,0.03329778,0.033
A. Norheim,RB Leipzig,170,0.37587471,0.376
A. Polášková,Nürnberg,65,-0.05422508999999998,-0.054
A. Popp,Wolfsburg,129,0.41462578,0.415
A. Schasching,RB Leipzig,170,0.31394716,0.314
A. Stolze,Köln,6,0.02401379,0.024
A. Thöle,Nürnberg,1,0.003186659999999999,0.003
A. Weiß,Union Berlin,174,1.40525688,1.405
A. Wucher,Hamburger SV,18,0.56037089,0.56
A. Şehitler,Bayern München,29,0.022556160000000002,0.023
B. Fischer,Carl Zeiss Jena,18,0.00391202,0.004
B. Fördős,Nürnberg,71,0.31863374,0.319
B. Sterner,SGS Essen,1,0.0093758,0.009
C. Bösl,Union Berlin,142,0.21289464000000002,0.213
C. D'Angelo,Werder Bremen,222,0.05447469,0.054
C. Degen,Köln,46,0.09604239,0.096
C. Dijkstra,Wolfsburg,317,1.0275972,1.028
C. Fröhlich,Nürnberg,30,0.03534137,0.035
C. Hahn,Hoffenheim,79,0.040606710000000004,0.041
C. Imping,Köln,124,0.6204439,0.62
C. Kehrer,Bayer Leverkusen,6,-0.06074559999999999,-0.061
C. Kramer,Bayer Leverkusen,25,-0.019973559999999994,-0.02
C. Küver,Wolfsburg,217,0.16232742,0.162
C. Meyer,Hamburger SV,51,0.29024985000000003,0.29
C. Simon,Bayern München,257,0.36190904999999995,0.362
C. Wamser,Bayer Leverkusen,242,1.09581347,1.096
C. Wenger,Bayer Leverkusen,234,0.94541555,0.945
C. Zicai,Wolfsburg,143,0.46908953,0.469
D. Açıkgöz,Eintracht Frankfurt,68,0.10227163,0.102
D. Boboy,RB Leipzig,45,0.38773743,0.388
D. Grabowska,Hoffenheim,101,0.13331484999999998,0.133
D. Orschmann,Union Berlin,101,0.33350688,0.334
E. Campbell,Union Berlin,100,0.47756993,0.478
E. Herzog,RB Leipzig,117,0.11516225000000002,0.115
E. Hirche,Hamburger SV,42,0.09824774,0.098
E. Mahmutovic,Bayern München,113,0.06402647000000002,0.064
E. Memeti,Eintracht Frankfurt,153,0.52700302,0.527
E. Merino Gonzalez,Bayer Leverkusen,135,1.98396106,1.984
E. Mühlemann,Carl Zeiss Jena,11,-8.413999999999991e-05,-0.0
E. Peddemors,Wolfsburg,97,0.23467955,0.235
E. Pápai,Werder Bremen,23,0.0022647200000000013,0.002
E. Reske,Carl Zeiss Jena,42,0.09097468,0.091
E. Senß,Eintracht Frankfurt,196,0.26984597,0.27
E. Ásgeirsdóttir,RB Leipzig,28,0.031958429999999996,0.032
F. Delacauw,Hoffenheim,50,0.3084844,0.308
F. Harsch,Hoffenheim,1,0.004429620000000002,0.004
F. Kett,Bayern München,151,1.20723981,1.207
F. Mai,Nürnberg,37,0.57187225,0.572
F. Repohl,Bayer Leverkusen,164,0.30554412000000003,0.306
F. Sträßer,Carl Zeiss Jena,113,0.909096,0.909
G. Chmielinski,RB Leipzig,76,0.41121661,0.411
G. Gwinn,Bayern München,14,-0.03607897,-0.036
