playerName,Team,ActualDisruptions,ExpectedDisruptions
S. Svava,OL Lyonnes,0,0.319
T. Chawinga,OL Lyonnes,0,0.32999999999999996
T. David,Lens,1,0.0
T. Elimbi Gilbert,PSG,1,6.402
T. Gallais,Le Havre,2,0.112
T. Greboval,Paris FC,2,0.6960000000000001
T. Joseph,Olympique Marseille,13,6.45
T. Laplacette,Olympique Marseille,11,19.095000000000002
T. Samoura,PSG,5,0.385
T. Sissoko,Paris FC,4,1.6480000000000001
Tarciane,OL Lyonnes,3,10.578000000000001
V. Bècho,OL Lyonnes,3,4.998
V. Faure,Saint-Étienne,0,0.016
W. Fon,Saint-Étienne,5,1.817
W. Renard,OL Lyonnes,5,5.590000000000001
Wang Yanwen,Dijon,3,6.683000000000001
Wu Chengshu,Dijon,2,2.394
Z. Stiévenart,Le Havre,6,8.648
É. Bonet,Strasbourg,4,0.81
É. De Almeida,PSG,8,7.421
É. Kouache,Le Havre,15,8.424000000000001
É. Rambaud,Montpellier,3,1.9440000000000002
É. Tsé,Le Havre,13,2.975
