Player,Team,Passes,Total_xT,xT
C. Wardlaw,Newcastle United,235,0.08856483999999999,0.089
C. Wellings,Nottingham Forest,15,-0.004056239999999997,-0.004
D. Cooper,Newcastle United,262,0.19077105,0.191
D. Rose,Nottingham Forest,81,0.32846872,0.328
D. Stokes,Newcastle United,116,0.04253681,0.043
E. Batty,Nottingham Forest,140,0.15818195,0.158
E. Bissell,Charlton Athletic,27,0.07424882,0.074
E. Boddy,Newcastle United,5,0.011935309999999998,0.012
E. Brazil,Southampton,74,0.58199306,0.582
E. Butler,Sheffield United,8,0.014497849999999998,0.014
E. Hack,Southampton,77,0.39176804,0.392
E. Hed,Nottingham Forest,167,-0.00012367000000000107,-0.0
E. Hughes,Crystal Palace,51,-0.44595026,-0.446
E. Jones,Portsmouth,31,-0.0031515599999999994,-0.003
E. Jones,Sunderland,8,0.01550271,0.016
E. Kelly,Newcastle United,64,0.19022229999999998,0.19
E. Kinzett,Sheffield United,115,0.34408188,0.344
E. Mason,Charlton Athletic,65,-0.19577461999999998,-0.196
E. Morgan,Bristol City,76,0.39102071,0.391
E. Murphy,Newcastle United,103,0.17255163,0.173
E. N'Dow,Charlton Athletic,134,0.69260543,0.693
E. Powell,Bristol City,40,0.3880557,0.388
E. Roberts,Southampton,5,0.002399949999999998,0.002
E. Rutherford,Portsmouth,4,-0.006019449999999999,-0.006
E. Scarr,Sunderland,83,0.39173431000000003,0.392
E. Syme,Bristol City,101,0.27283886,0.273
E. Taylor,Sheffield United,182,0.65939567,0.659
E. Watson,Crystal Palace,10,0.02475526,0.025
E. Wilson,Durham,11,0.0,0.0
F. Bentley,Bristol City,121,0.30031866,0.3
F. Gregory,Newcastle United,109,0.6040284899999999,0.604
F. Liefting,Newcastle United,91,0.31242390000000003,0.312
F. Stenson,Southampton,183,0.37223907,0.372
F. Thomas,Nottingham Forest,98,-0.010182279999999997,-0.01
G. Ayre,Durham,134,0.79752419,0.798
G. Brougham,Nottingham Forest,215,0.46736542,0.467
G. Ede,Durham,26,0.020999459999999998,0.021
G. Freeland,Portsmouth,67,0.08858057999999999,0.089
G. Humphries,Portsmouth,79,0.22176037999999998,0.222
G. Kenney,Charlton Athletic,30,0.08337566,0.083
G. Lawley,Bristol City,127,0.3018157,0.302
G. Moloney,Sunderland,129,0.39118578,0.391
G. Neville,Ipswich Town,227,1.4256383099999999,1.426
G. Pearse,Charlton Athletic,87,0.02192798,0.022
H. Bennett,Bristol City,151,0.2272891,0.227
H. Blake,Durham,50,0.28560922,0.286
H. Coan,Portsmouth,145,0.08720288,0.087
H. Greenwood,Sunderland,107,0.23444447,0.234
H. Nolan,Crystal Palace,202,0.21118232,0.211
H. Olding,Nottingham Forest,28,0.08447604,0.084
I. Atkinson,Sunderland,59,0.1453507,0.145
I. Collins,Portsmouth,84,0.0009038699999999993,0.001
I. Hebard,Bristol City,6,0.002798740000000001,0.003
I. Pendlebury,Sheffield United,6,-0.0011984600000000002,-0.001
I. Riley,Crystal Palace,26,0.14921283999999999,0.149
I. Watts,Southampton,35,0.69815667,0.698
J. Brown,Sunderland,192,1.59713094,1.597
J. Bull,Portsmouth,110,1.5791541,1.579
J. Chime,Charlton Athletic,10,0.024608440000000002,0.025
J. Dahou,Portsmouth,16,0.11788686,0.118
J. Dear,Ipswich Town,87,0.61826476,0.618
J. Finn,Sunderland,19,0.05570025000000001,0.056
J. Fox,Newcastle United,6,0.04209606,0.042
J. Gale,Portsmouth,36,0.20307690999999997,0.203
J. Gray,Portsmouth,109,0.17726250000000002,0.177
J. Green,Crystal Palace,149,0.79323628,0.793
J. Hutton,Charlton Athletic,176,0.35575047,0.356
J. McQuade,Newcastle United,97,0.29384895,0.294
J. Napier,Crystal Palace,152,0.23086190999999998,0.231
J. Nobbs,Newcastle United,105,0.01759026999999999,0.018
J. Ralph,Sheffield United,13,0.14619298,0.146
J. Reavill,Sheffield United,184,1.18983595,1.19
J. Simpson,Southampton,207,0.55218243,0.552
J. Stapleton,Nottingham Forest,213,0.34480761,0.345
J. Vanhaevermaet,Crystal Palace,173,0.47612199,0.476
Ji So-Yun,Birmingham City,126,0.5834890199999999,0.583
K. Barry,Sunderland,9,0.0143731,0.014
K. Bradley,Charlton Athletic,45,-0.20706245,-0.207
K. Flannery,Charlton Athletic,113,0.48521923,0.485
K. Howat,Crystal Palace,79,0.30928551,0.309
K. Keane,Sheffield United,47,0.06443684000000001,0.064
K. Kitching,Sunderland,79,0.17792148,0.178
K. Muya,Charlton Athletic,38,-0.06825558999999999,-0.068
K. Robertson,Ipswich Town,31,0.033957509999999996,0.034
K. Sena,Southampton,2,0.0,0.0
K. Skeels,Charlton Athletic,158,0.5660203899999999,0.566
K. Smith,Nottingham Forest,134,0.6891869899999999,0.689
K. Watson,Sunderland,73,0.74408367,0.744
L. Bance,Birmingham City,3,0.0021521900000000035,0.002
L. Briggs,Durham,142,0.23524935000000002,0.235
L. Brown,Crystal Palace,15,0.034502309999999994,0.035
L. Cataldo,Newcastle United,139,0.73367836,0.734
L. Cowan,Sheffield United,155,1.2970581399999999,1.297
L. Crosthwaite,Birmingham City,144,0.33019616,0.33
L. Fitzgerald,Charlton Athletic,29,0.15699182,0.157
L. Griffiths,Sunderland,189,0.039150920000000006,0.039
L. Joel,Newcastle United,36,0.0889045,0.089
L. Johnson,Portsmouth,24,0.01956245,0.02
L. Lloyd-Smith,Bristol City,49,0.5613008,0.561
L. McFarland,Durham,23,0.06516714000000001,0.065
L. Mitchell,Ipswich Town,110,0.06081410999999999,0.061
L. Newell,Birmingham City,39,0.04055486,0.041
L. O'Brien,Ipswich Town,18,-0.033949399999999984,-0.034
L. Thomas,Birmingham City,149,0.38027184,0.38
L. Thomas,Sheffield United,18,0.23523989,0.235
L. Watson,Durham,2,0.0,0.0
Lee Geum-Min,Birmingham City,26,0.40310672,0.403
Lucy Quinn,Birmingham City,23,0.04744235,0.047
M. Bashford,Southampton,108,0.41371568999999997,0.414
M. Boswell,Ipswich Town,182,0.91997037,0.92
M. Collett,Southampton,115,0.92856918,0.929
M. Corbyn,Sunderland,17,-0.19129215,-0.191
M. Dafeur,Bristol City,65,0.36407107,0.364
M. Earl,Ipswich Town,6,0.0002323199999999994,0.0
M. Farrugia,Bristol City,28,0.02900652,0.029
M. Foster,Durham,195,0.82499499,0.825
M. Gautrat,Newcastle United,137,0.36164056999999994,0.362
M. Grec,Newcastle United,8,-0.0006315599999999998,-0.001
M. Green,Nottingham Forest,85,0.19329881,0.193
M. Hornby,Portsmouth,47,0.14473013,0.145
M. Lambert,Durham,79,-0.039576469999999975,-0.04
M. McAlonie,Southampton,103,0.25285873999999997,0.253
M. McAteer,Charlton Athletic,52,0.05392763000000002,0.054
M. Meena,Bristol City,16,0.012099499999999996,0.012
M. Mott,Southampton,36,0.19688927,0.197
M. Pike,Newcastle United,70,0.39207140999999995,0.392
M. Ross,Charlton Athletic,46,0.026374090000000003,0.026
M. Rouse,Sheffield United,107,0.12375337999999997,0.124
M. Sharpe,Crystal Palace,101,1.331188,1.331
M. Sheva,Sunderland,82,0.21905471,0.219
M. Speckmaier,Durham,24,0.006078330000000003,0.006
M. Ward,Bristol City,77,0.04990016,0.05
M. Wearing,Ipswich Town,13,0.02596888,0.026
N. Dunbar,Sunderland,1,0.0012505899999999993,0.001
N. Fenton,Sunderland,186,1.90073246,1.901
N. Herron,Birmingham City,180,0.21494476,0.215
N. Negri,Ipswich Town,159,0.50490857,0.505
N. Thomas,Ipswich Town,56,0.027203080000000004,0.027
Nahikari García,Nottingham Forest,64,0.27761057,0.278
O. Hurtré,Birmingham City,29,0.04401580000000001,0.044
O. Johnson,Bristol City,7,-0.042322500000000006,-0.042
O. Sevenius,Newcastle United,55,0.45665026999999997,0.457
P. Peake,Ipswich Town,152,0.16468255,0.165
P. Pritchard,Durham,40,-0.13564594,-0.136
R. Blades,Sunderland,2,0.40400408,0.404
R. Dean,Ipswich Town,40,-0.045864289999999995,-0.046
R. Doe,Ipswich Town,24,0.02313755,0.023
R. Hardy,Bristol City,54,-0.0763374,-0.076
R. Holloway,Birmingham City,239,0.05043903,0.05
R. Littlejohn,Crystal Palace,9,0.008563190000000004,0.009
R. McKenna,Birmingham City,202,1.42371583,1.424
R. Roberts,Sunderland,134,0.61615939,0.616
R. Rowe,Nottingham Forest,34,0.41005044999999996,0.41
R. Seaby,Ipswich Town,18,0.0061045899999999965,0.006
R. Tucker,Southampton,18,-0.054384039999999995,-0.054
S. Barker,Portsmouth,16,0.16297994999999998,0.163
S. Cooke,Birmingham City,238,0.72832558,0.728
S. Hayles,Newcastle United,28,0.03555875,0.036
S. Hopcroft,Crystal Palace,18,0.055583869999999994,0.056
S. Hughes,Ipswich Town,58,0.03552113999999999,0.036
S. Ingle,Bristol City,93,0.12084968,0.121
S. Magill,Birmingham City,50,-0.02499978999999997,-0.025
S. O'Rourke,Sheffield United,97,0.16178393,0.162
S. Peskett,Ipswich Town,85,1.34700852,1.347
S. Struck,Bristol City,16,0.01753203,0.018
S. Whitehouse,Charlton Athletic,102,0.22339761,0.223
S. Wilson,Durham,155,0.39465142999999997,0.395
S. Yáñez,Crystal Palace,165,0.23210359000000003,0.232
T. Almqvist,Nottingham Forest,22,-0.020604619999999997,-0.021
T. Bourne,Southampton,229,0.48717247,0.487
T. Bristow,Sheffield United,27,0.09595898,0.096
T. George,Sheffield United,98,0.49849188,0.498
T. Primmer,Portsmouth,39,0.36765539999999997,0.368
T. Toland,Durham,121,0.47633034999999996,0.476
V. Jones,Bristol City,35,-0.027411859999999996,-0.027
V. Lia,Nottingham Forest,59,0.47706547,0.477
V. Sarri,Birmingham City,147,0.23783303999999997,0.238
Vicky Losada,Bristol City,68,0.23692184,0.237
