Player,Team,VAEP_off,VAEP_def,VAEP_total,VAEP Rating,Games
N. Fenton,Sunderland,9.845398343516093,-0.00020499459734915642,9.845193348918743,104.41,3
L. Griffiths,Sunderland,6.801261702362244,-7.834650601206318e-06,6.801253867711642,85.15,3
K. Kitching,Sunderland,6.095930103621526,-1.051831204985041e-05,6.095919585309476,80.69,3
L. Crosthwaite,Birmingham City,5.0593318213166105,0.9991729027804085,6.058504724097019,80.45,2
A. Ferguson,Southampton,5.465865541631137,-0.00011906143462494888,5.465746480196513,76.7,2
D. Cooper,Newcastle United,5.347678024248151,-0.00013372863480955513,5.347544295613341,75.96,2
M. Collett,Southampton,5.254327569291781,3.12942031598904e-05,5.25435886349494,75.37,2
E. Kelly,Newcastle United,5.057775593122854,-5.637714972486408e-05,5.05771921597313,74.12,2
K. Watson,Sunderland,4.961782671055298,-2.361342121262136e-06,4.961780309713176,73.52,3
S. Peskett,Ipswich Town,4.926661737719784,1.1848526110655777e-06,4.926662922572395,73.29,2
M. Bashford,Southampton,4.187265087614079,-1.097945192925226e-05,4.18725410816215,68.62,2
C. Boye-Hlorkah,Nottingham Forest,4.0927741237010915,-0.00021580507554765682,4.092558318625543,68.02,2
I. Atkinson,Sunderland,4.082481805026338,-2.681504870873848e-05,4.082454989977629,67.95,3
M. Ross,Charlton Athletic,4.0447555271561475,-0.0006340578362065899,4.044121469319941,67.71,2
C. Newsham,Charlton Athletic,4.0085635380449105,3.3155026477871846e-05,4.0085966930713886,67.49,2
O. Sevenius,Newcastle United,3.9626686057170266,-7.259458204959694e-08,3.9626685331224447,67.2,2
L. O'Brien,Ipswich Town,3.9530920026593095,8.963253753357787e-07,3.9530928989846847,67.13,2
J. Brown,Sunderland,3.7731225712828422,6.051988688432595e-06,3.7731286232715306,66.0,3
L. Newell,Birmingham City,3.744833122461688,-0.0001993001757078397,3.7446338222859805,65.82,2
T. Toland,Durham,3.445946796407279,-5.601796747264792e-06,3.4459411946105316,63.93,3
A. Weerden,Crystal Palace,3.0654372810421484,8.397728213814246e-06,3.0654456787703617,61.52,2
S. Wilson,Durham,2.0399356505063975,0.998436692546348,3.0383723430527456,61.35,3
M. McAteer,Charlton Athletic,3.034143112848639,-1.0613383887196548e-05,3.034132499464752,61.32,2
T. George,Sheffield United,2.977904914268962,-1.226497032594353e-05,2.977892649298636,60.97,2
B. Lumsden,Newcastle United,2.941862919788471,0.00014270421812024114,2.9420056240065913,60.74,2
D. Rose,Nottingham Forest,2.9200869141891874,6.867258776859451e-06,2.920093781447964,60.6,2
L. Cowan,Sheffield United,2.9026579290467827,-3.6130386859105774e-06,2.902654316008097,60.49,2
T. Bourne,Southampton,2.8344456955973345,-5.760140698984418e-06,2.8344399354566354,60.06,2
C. Cornet,Birmingham City,2.7424673654681953,1.0035445393129274e-05,2.742477400913588,59.48,2
G. Ayre,Durham,2.733477816109498,1.3050202630915333e-06,2.733479121129761,59.42,3
C. Wellings,Nottingham Forest,2.6204062077217882,0.0,2.6204062077217882,58.7,1
R. Hardy,Bristol City,2.562966896634379,-0.00011640464600690421,2.562850491988372,58.34,2
B. Roe,Ipswich Town,2.4988785340174013,-0.00013485085994346805,2.498743683157458,57.93,2
H. Blake,Durham,2.379934422467641,-1.092597379048465e-06,2.3799333298702616,57.18,3
R. Doe,Ipswich Town,2.3200760520035444,-0.00015337445479209365,2.3199226775487523,56.8,1
E. Syme,Bristol City,2.280090017807087,5.971820151546537e-06,2.2800959896272386,56.55,2
N. Herron,Birmingham City,2.1764334443267424,1.7407448616326736e-07,2.1764336184012283,55.9,2
A. Mannion,Newcastle United,2.143747790357143,-0.00046400940202889074,2.143283780955114,55.69,2
J. Stapleton,Nottingham Forest,2.1072941934110068,-1.4054612342493658e-06,2.1072927879497727,55.46,2
