Player,Team,VAEP_off,VAEP_def,VAEP_total,VAEP Rating,Games
C. Arthur,Crystal Palace,1.9981352249816116,2.7574508367985417e-05,1.9981627994899793,57.2,2
E. Mason,Charlton Athletic,1.9918754853096912,-6.72056512531551e-07,1.9918748132531785,57.15,2
I. Watts,Southampton,1.9883179285840866,0.0,1.9883179285840866,57.13,2
G. Lawley,Bristol City,1.9733959558345513,1.2987869159569393e-06,1.9733972546214673,57.02,2
E. Powell,Bristol City,1.9719124828749122,-0.00010931823789167271,1.9718031646370207,57.01,2
B. Lumsden,Newcastle United,1.9418629747539125,0.00014270421812024114,1.9420056789720328,56.79,2
C. Peplow,Southampton,1.94156596316576,7.210941742956698e-07,1.9415666842599344,56.79,2
S. Cooke,Birmingham City,1.9329776339765694,2.964494946700489e-06,1.932980598471516,56.72,2
L. Cowan,Sheffield United,1.9026579575695957,-3.6130386859105774e-06,1.9026543445309096,56.5,2
L. Cataldo,Newcastle United,1.8834011675638727,2.7797470991602963e-05,1.8834289650348641,56.36,2
T. Bourne,Southampton,1.8688450023377559,-5.760140698984418e-06,1.8688392421970568,56.26,2
G. Moloney,Sunderland,1.8602884769793682,3.3302935412289597e-06,1.8602918072729095,56.2,3
J. Green,Crystal Palace,1.8369009181983713,-1.8805577555183207e-05,1.8368821126208161,56.03,2
J. Napier,Crystal Palace,1.8268393867579027,-0.00016789166157681512,1.8266714950963259,55.95,2
L. Griffiths,Sunderland,1.8012620050870787,-7.834650601206318e-06,1.8012541704364773,55.77,3
M. Foster,Durham,1.7860069668395686,-0.00012345982803909904,1.7858835070115295,55.65,3
E. Kinzett,Sheffield United,1.7315664539299518,1.0840278225708458e-06,1.7315675379577744,55.26,2
C. Harrison-Murray,Birmingham City,1.6808040260798158,0.0001844338971110941,1.6809884599769271,54.89,2
R. Hardy,Bristol City,1.5629669059630582,-0.00011640464600690421,1.5628505013170513,54.04,2
E. Scarr,Sunderland,1.48132501018036,-0.0004959976588570562,1.4808290125215031,53.44,3
S. Magill,Birmingham City,1.4352064465745502,1.605144657185644e-05,1.4352224980211221,53.11,2
H. Blake,Durham,1.387512926348344,-1.092597379048465e-06,1.3875118337509649,52.76,3
J. Simpson,Southampton,1.3840092749226396,-0.00015440163724909507,1.3838548732853904,52.74,2
F. Gregory,Newcastle United,1.3365086775146724,-8.496004010466476e-05,1.3364237174745677,52.39,2
A. Rodgers,Nottingham Forest,1.3103687300328406,-9.80716856170441e-06,1.3103589228642787,52.2,2
J. Ralph,Sheffield United,1.2837710376294473,-3.376066411657777e-06,1.2837676615630356,52.01,2
G. Ede,Durham,1.2791987697326292,3.0279789923850536e-05,1.2792290495225531,51.98,2
F. Stenson,Southampton,1.2737755817934304,0.0,1.2737755817934304,51.94,2
C. Hamilton,Nottingham Forest,1.2671113038035065,1.93251908489921e-06,1.2671132363225914,51.89,2
T. Toland,Durham,1.23816283360291,-5.601796747264792e-06,1.2381572318061627,51.68,3
M. Speckmaier,Durham,1.154279287312236,-2.971332087009197e-06,1.154276315980149,51.07,2
A. Blanchard,Crystal Palace,1.1426666692868814,2.517444871573517e-05,1.1426918437355973,50.98,2
A. Everett,Crystal Palace,1.1150990616140162,-0.00020283109465826088,1.114896230519358,50.78,1
K. Smith,Nottingham Forest,1.0772311828482464,1.0464218351700117e-06,1.0772322292700816,50.51,1
T. Primmer,Portsmouth,1.0736748595042214,2.4953825475443273e-05,1.0736998133296969,50.48,2
L. Mitchell,Ipswich Town,1.0761812152423123,-0.004623502600886887,1.0715577126414253,50.47,2
E. Brazil,Southampton,1.0631442989338329,-1.0138524756785693e-05,1.0631341604090763,50.41,2
E. Batty,Nottingham Forest,1.0592938554015583,0.0,1.0592938554015583,50.38,2
J. Hutton,Charlton Athletic,1.050262554179295,1.0182603205579458e-06,1.0502635724396157,50.31,2
H. Olding,Nottingham Forest,1.0421305607326066,6.500621515184218e-08,1.0421306257388216,50.25,2
E. Murphy,Newcastle United,1.0384859262642208,-0.0001478615782885782,1.038338064685932,50.23,2
A. Stobbs,Durham,1.033697630412706,-8.877767610147859e-09,1.0336976215349383,50.19,1
M. Ward,Bristol City,1.0318177393075993,-6.821504223462458e-07,1.031817057157177,50.18,2
K. Robertson,Ipswich Town,1.020899386152307,-0.0005617692452398402,1.020337616907067,50.1,2
J. Reavill,Sheffield United,1.013539431107136,-1.0944146868261436e-05,1.0135284869602674,50.05,2
K. Sena,Southampton,1.0102393365732953,0.0,1.0102393365732953,50.02,1
J. Dear,Ipswich Town,1.0049803376400461,-9.899370625336881e-06,1.0049704382694207,49.98,2
A. Nixon,Portsmouth,1.0045552987577036,-6.385996144521559e-07,1.004554660158089,49.98,1
M. Earl,Ipswich Town,1.003628350415056,-1.357614337994054e-07,1.0036282146536222,49.97,2
K. Barry,Sunderland,1.0017680292733826,2.1515513866063133e-06,1.0017701808247692,49.96,2
O. Johnson,Bristol City,1.0014932716048284,2.3492902910356275e-07,1.0014935065338573,49.96,1
J. Dahou,Portsmouth,0.99890754820758,0.00014577441442527572,0.9990533226220053,49.94,2
J. Finn,Sunderland,0.9977703192312688,-0.00015744557363935868,0.9976128736576294,49.93,3
N. Herron,Birmingham City,0.9960561170710148,1.7407448616326736e-07,0.996056291145501,49.92,2
L. McFarland,Durham,0.9929789867411745,-5.69169692170877e-07,0.9929784175714822,49.9,3
K. Flannery,Charlton Athletic,0.9899222454982106,-0.00014382931813300529,0.9897784161800776,49.87,2
A. Akpan,Southampton,0.9891004825834065,1.1818757645782828e-06,0.9891016644591711,49.87,2
M. Sheva,Sunderland,0.9770739525221248,4.9498304956687645e-06,0.9770789023526205,49.78,1
C. Sheppard,Durham,0.9725900245054094,0.0,0.9725900245054094,49.75,3
E. Morgan,Bristol City,0.9714521990543892,-0.0002042463962540458,0.9712479526581351,49.74,1
N. Thomas,Ipswich Town,0.9664929157708099,-0.00042983929870755506,0.9660630764721022,49.7,2
K. Bradley,Charlton Athletic,0.9375124916672029,-0.0026946661851952737,0.9348178254820076,49.47,1
L. Brown,Crystal Palace,0.9249812623216996,1.1805032580574744e-07,0.9249813803720255,49.4,1
R. McKenna,Birmingham City,0.9131682802457742,3.5333911349684472e-06,0.9131718136369091,49.32,2
E. Watson,Crystal Palace,0.900597587542799,-1.1806243923150649e-06,0.9005964069184067,49.23,2
I. Riley,Crystal Palace,0.8988789251830208,-0.00047677510304937115,0.8984021500799715,49.21,1
B. Louis,Birmingham City,0.8948107354659259,-0.00844269896386493,0.886368036502061,49.12,2
A. Primus,Southampton,0.8803145429293598,0.0003406422610166786,0.8806551851903766,49.08,2
M. Lambert,Durham,1.7792698145052797,-0.9992063719918204,0.7800634425134593,48.35,3
C. Mustaki,Nottingham Forest,0.7515268189135477,-6.221562834741085e-07,0.7515261967572643,48.14,2
E. Hed,Nottingham Forest,0.7015112360619835,6.903712883251588e-06,0.7015181397748668,47.78,1
L. Briggs,Durham,0.6540192151643602,-0.00013858052832266303,0.6538806346360375,47.43,3
C. Wardlaw,Newcastle United,0.4717817268992959,1.1849969344866312e-05,0.47179357686864065,46.11,2
L. Joel,Newcastle United,0.4599263171655715,2.7133901603493795e-06,0.4599290305557318,46.03,2
Nahikari García,Nottingham Forest,0.41538139578323857,-0.00014176227317829767,0.41523963351006027,45.7,2
V. Sarri,Birmingham City,0.40742929159489116,-3.235513517012085e-06,0.4074260560813742,45.64,2
A. Lafayette,Sheffield United,0.3345361762544561,2.8587855817595853e-05,0.3345647641102738,45.12,2
S. Whitehouse,Charlton Athletic,0.2807469287525945,-0.00048040358394113206,0.2802665251686534,44.72,2
A. Goddard,Southampton,0.21644134947458865,-0.0004858521519235307,0.21595549732266514,44.25,2
M. Farrugia,Bristol City,0.15701949559347803,0.0,0.15701949559347803,43.83,1
M. McAlonie,Southampton,0.1448861255043642,-4.8983929814655185e-06,0.1448812271113827,43.74,2
J. McQuade,Newcastle United,0.13741465411974738,1.2157472185764949e-05,0.13742681159193312,43.68,2
B. Salicki,Durham,0.12372560248977044,-2.740799867859749e-07,0.12372532840978365,43.58,1
Lee Geum-Min,Birmingham City,0.11605375789574371,0.0004803897446201537,0.11653414764036386,43.53,1
C. Devlin,Sheffield United,0.09636559623054143,-0.0008102231339076586,0.0955553730966337,43.38,2
R. Rowe,Nottingham Forest,0.08651485479125406,1.1410207500192487e-05,0.08652626499875427,43.31,2
K. Skeels,Charlton Athletic,0.06420611558633707,4.129719036045508e-06,0.06421024530537311,43.15,2
M. Pike,Newcastle United,0.06284422424054961,0.00019979775376504475,0.06304402199431472,43.14,2
G. Neville,Ipswich Town,0.06031086523326588,3.574965222382954e-06,0.06031444019848826,43.12,2
G. Kenney,Charlton Athletic,0.05746244900385618,-6.812135757072971e-06,0.057455636868099104,43.1,2
L. Lloyd-Smith,Bristol City,0.054178219102815416,6.156398159479374e-06,0.0541843755009749,43.08,1
J. Gray,Portsmouth,0.05219687399753887,0.0,0.05219687399753887,43.07,2
L. Johnson,Portsmouth,0.05339569381156498,-3.384672622906417e-06,0.05339230913894207,43.07,1
Ji So-Yun,Birmingham City,0.04432382059379966,1.917688345193116e-06,0.04432573828214485,43.01,1
L. Fitzgerald,Charlton Athletic,0.04155862142412498,-2.7850989656533373e-08,0.04155859357313534,42.99,2
S. Ingle,Bristol City,0.03574077912982509,-4.2894182025038004e-07,0.03574035018800484,42.95,2
C. Moan,Newcastle United,0.0296357869360912,-0.00014808261250013997,0.029487704323591057,42.9,2
S. Hopcroft,Crystal Palace,0.024057492375760818,0.0,0.024057492375760818,42.86,1
M. Sharpe,Crystal Palace,0.02245188797198879,-2.496753946274563e-07,0.022451638296594162,42.85,1
M. Rouse,Sheffield United,0.02285862472571452,6.797881950457841e-06,0.02286542260766499,42.85,1
J. Chime,Charlton Athletic,0.02071976582041073,3.800523127376412e-06,0.020723566343538107,42.84,1
E. Jones,Sunderland,0.017875594711956908,9.23076104370919e-08,0.017875687019567342,42.82,2
P. Pritchard,Durham,0.012289087740734814,-3.3535019694585397e-07,0.012288752390537871,42.78,3
H. Greenwood,Sunderland,0.008783562054386808,-7.1165451277280226e-06,0.008776445509259077,42.75,3
A. Aherne,Sheffield United,0.007120037757368726,-1.8189474828644744e-05,0.007101848282540082,42.74,2
C. Sáez,Bristol City,0.007312125193476507,-2.3890712788741265e-06,0.007309736122197633,42.74,2
T. Bristow,Sheffield United,0.006859440371645495,-3.4964545145819445e-06,0.0068559439171309135,42.74,2
A. Rowbotham,Portsmouth,0.007766901314027883,-0.00015565334256308156,0.007611247971464802,42.74,2
P. Peake,Ipswich Town,0.00727983089564279,2.876039501196677e-07,0.007280118499592909,42.74,2
S. Barker,Portsmouth,0.005807283777586897,1.1476554940703792e-05,0.0058187603325276,42.73,1
M. Dafeur,Bristol City,0.006117523471590068,0.0,0.006117523471590068,42.73,1
E. Butler,Sheffield United,0.0022789375423593597,-6.119241416917019e-08,0.00227887634994519,42.7,1
N. Negri,Ipswich Town,0.0019672743237837626,-5.054953008745964e-07,0.001966768828482888,42.7,2
C. Parker-Smith,Sheffield United,0.0023046093394456517,0.0,0.0023046093394456517,42.7,2
R. Tucker,Southampton,0.0005439458150928603,1.2947708080329383e-05,0.0005568935231731897,42.69,2
N. Dunbar,Sunderland,0.0,0.0,0.0,42.69,1
T. Almqvist,Nottingham Forest,0.0016349026125380515,-0.00047966144350547116,0.00115524116903258,42.69,1
R. Holloway,Birmingham City,0.00014855230421481467,8.397011748446438e-06,0.00015694931596325288,42.69,2
S. Robson,Durham,0.0,0.0,0.0,42.69,1
I. Collins,Portsmouth,0.0005310517785303433,0.0,0.0005310517785303433,42.69,1
M. Mott,Southampton,0.0,0.0,0.0,42.69,1
A. Jones,Durham,0.0,0.0,0.0,42.69,2
M. Wearing,Ipswich Town,-0.00020603027436668882,3.855690547121812e-07,-0.00020564470531197663,42.68,1
E. Hack,Southampton,-0.0011809282072532878,0.0,-0.0011809282072532878,42.68,1
B. Westrup,Sunderland,-0.0005910386384814714,0.0,-0.0005910386384814714,42.68,1
A. Baker,Birmingham City,-0.0005253738249914679,4.0804961724076413e-07,-0.0005249657753742271,42.68,1
M. Corbyn,Sunderland,-0.0011072756784711838,-0.0001167993958250167,-0.0012240750742962005,42.68,1
A. Thestrup,Charlton Athletic,-0.00285216141455552,1.3286049360998584e-06,-0.002850832809619425,42.67,2
G. Humphries,Portsmouth,-0.0022809408137910506,0.0,-0.0022809408137910506,42.67,2
L. Bance,Birmingham City,-0.0016180820657839185,1.3767868792612195e-07,-0.001617944387095989,42.67,1
H. Bennett,Bristol City,-0.0020586438162937693,-0.0004912521811416036,-0.002549895997435373,42.67,2
E. Boddy,Newcastle United,-0.0027754951669731872,7.359866153469316e-08,-0.0027754215683116527,42.67,1
M. Hornby,Portsmouth,-0.0023347633149445133,0.0,-0.0023347633149445133,42.67,1
V. Lia,Nottingham Forest,-0.001886040524064755,2.8327495314035174e-06,-0.0018832077745333528,42.67,2
E. Jones,Portsmouth,-0.001963519656935901,1.2268542642011222e-05,-0.0019512511142938892,42.67,2
M. Gautrat,Newcastle United,-0.0025251479267125697,-1.8972171448430523e-05,-0.0025441200981610006,42.67,1
L. Watson,Durham,-0.0017017456731142607,-9.968253297963011e-06,-0.0017117139264122238,42.67,1
R. Seaby,Ipswich Town,-0.003278674080264445,0.0,-0.003278674080264445,42.66,1
I. Hebard,Bristol City,-0.0037055828418404773,-6.04876338250958e-08,-0.0037056433294743027,42.66,1
E. Wilson,Durham,-0.004573974179823968,3.945333302519975e-06,-0.004570028846521448,42.65,1
G. Freeland,Portsmouth,-0.00609197629275539,-2.3531173004737687e-07,-0.0060922116044854376,42.64,2
M. Green,Nottingham Forest,-0.006905767383838391,2.3287748557859792e-06,-0.006903438608982605,42.64,1
H. Nolan,Crystal Palace,-0.005840923512362826,-0.0001654293354630906,-0.006006352847825919,42.64,2
G. Pearse,Charlton Athletic,-0.0077604506789975365,0.0,-0.0077604506789975365,42.63,1
S. Hughes,Ipswich Town,-0.007343654048107983,-5.548618832382539e-06,-0.007349202666940366,42.63,1
D. Stokes,Newcastle United,-0.008822439348550013,-2.0425674071704035e-05,-0.008842865022621719,42.62,2
F. Thomas,Nottingham Forest,-0.009821901203658818,2.7997625192907233e-05,-0.00979390357846591,42.61,1
E. Roberts,Southampton,-0.011270319487108934,5.8684670407345364e-08,-0.011270260802438528,42.6,1
R. Blades,Sunderland,-0.013264181701382802,5.624499783690212e-05,-0.0132079367035459,42.59,1
S. O'Rourke,Sheffield United,-0.017431315070604202,1.0532016251257293e-06,-0.01743026186897908,42.56,2
J. Bull,Portsmouth,-0.020210637396070263,-6.332004797548912e-07,-0.020211270596550018,42.54,2
K. Muya,Charlton Athletic,-0.02145492187138341,-8.505274625934139e-05,-0.021539974617642753,42.53,2
E. Hughes,Crystal Palace,-0.022412137549105208,-9.208408058592667e-09,-0.022412146757513268,42.52,2
J. Gale,Portsmouth,-0.02937370112263965,-4.896836490325476e-06,-0.029378597959129976,42.47,1
A. Claypole,Nottingham Forest,-0.033577067233426156,-3.7436886411478286e-07,-0.033577441602290266,42.44,2
O. Hurtré,Birmingham City,-0.03887927963954351,-0.00012808936600973967,-0.03900736900555325,42.4,1
S. Hayles,Newcastle United,-0.058211814175713535,-6.801156968619789e-06,-0.05821861533268217,42.26,2
L. Thomas,Sheffield United,-0.06557338639171695,5.224768476126366e-08,-0.06557333414403219,42.21,2
F. Bentley,Bristol City,-0.06660863740257648,0.0,-0.06660863740257648,42.2,2
K. Howat,Crystal Palace,-0.07520790921409808,-0.0006829349188487649,-0.07589084413294683,42.13,2
H. Coan,Portsmouth,-0.11965648154914973,-4.7212976265601883e-07,-0.11965695367891238,41.82,2
L. Thomas,Birmingham City,-0.1523903839423885,0.0,-0.1523903839423885,41.58,2
B. Hepple,Durham,-0.23446584008874297,1.6396115854012272e-06,-0.23446420047715763,40.98,3
M. Meena,Bristol City,-0.2509182264880576,-2.375294446638065e-10,-0.25091822672558706,40.86,1
J. Vanhaevermaet,Crystal Palace,-0.27717387237390856,-0.00015163411640301954,-0.2773255064903116,40.67,2
R. Dean,Ipswich Town,-0.33653393797209546,1.396602099321936e-05,-0.3365199719511023,40.24,2
Vicky Losada,Bristol City,-0.41024415180633683,-2.2388005772962955e-05,-0.4102665398121098,39.71,2
Lucy Quinn,Birmingham City,-0.4580693722575572,1.5054386675581702e-07,-0.4580692217136904,39.36,1
R. Roberts,Sunderland,-0.8496465980535545,-3.148494728894064e-05,-0.8496780830008434,36.52,3
E. Bissell,Charlton Athletic,-0.9036657632198694,1.277354108322212e-06,-0.9036644858657611,36.12,2
S. Yáñez,Crystal Palace,0.0009289944555692242,-0.9842107694631615,-0.9832817750075924,35.55,2
A. Larkin,Crystal Palace,-1.6943179447902434,1.5380913452516045e-05,-1.6943025638767908,30.38,2
