id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist
2758994873,1,34,16,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2024-12-14T16:45:06.356Z,2024-12-14T17:36:29Z,5422083589,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5422083571,30,"ai2jlzvprjrgdyvkgo5kqfl2i, tzc4bqcf2wkz1k7d96l8g3my, 7um4xb0p8zr4o11lsyd9n0hqt, 5nad4qgy5hlwfsm64mhkwadw5, 78f7fs64o2wlgzys9fmlmk1yh, elelvar8kyxwpfqzwr1v00b85, a1v4wcs80zp79nq6u2efnzgfd, 6aaes6ikbmrg75h6asm58wpg5, ctzcuzproy4kwpa5wweruw3px, drwlmmiguqz2mfzsh6gjmklx, 1to70vfsch5kwvw3kjgo1iggl, 55djg9khr4ffwd6aisz5yi9ec, 1oib97ihu6ofz1fvsvih0mnkl, bdxyymqus7p5r9g6spjbq02xh, zk4ronpcad8dn05o88b29yhh, bpktqs6zdoml7z1ykcqhif2wa, 9zdmc8v5sfrv9z7da49odn4a2, 3kg34rp7ealsortc9i0bqyxw4, e3mxj8l3xrr2fa55nqpp86jv8, 5kbwhmf4o0nfhvcl3j774fzoq",5422083575,59,"27, 29, 6, 10, 15, 5, 7, 25, 9, 24, 8, 26, 21, 20, 14, 13, 17, 31, 30, 2",5422083585,194,ctzcuzproy4kwpa5wweruw3px,5422321755,197,25081,5422083579,130,2,5422083573,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5422083581,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758995703,1,34,16,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-12-14T16:45:30.404Z,2024-12-14T17:36:07Z,5422088083,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5422088095,194,5t9mthxv6kthq6tnntv5q4fdh,5422088089,130,13,5422312909,197,5135,5422088087,59,"32, 27, 19, 3, 5, 16, 6, 10, 9, 11, 8, 28, 17, 20, 47, 48, 59, 60, 63, 61",5422088091,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5422088099,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5422088081,30,"el8c138wsa0bnop68caop5uxh, 8jcspom7vgzuzen8yw4php711, dedol1cdecfmywapqdnndxucp, 8lf62k2iwmb23gywex08s6m09, 18f6a50q9okw7dcii40i8vd91, dld1dfaxrkcje24pmw72odzpw, 5t9mthxv6kthq6tnntv5q4fdh, 2hkkfeyzmu2pkqgjw3bpl7cnp, c705ailfiov40xwoysz0ggct1, d1fnp3b9t3mfz4aj2csayfhwq, 52w10pe7mkfv4twb2p2c5ugnp, 4uest450f12ikgunglu92j0tl, 7273nb8va4nhiathm3qpatii1, 9t2pn6dp6w38b169a5qo9c60a, an79zf7u85feg0fakuxdfkaok, 3u11jnsce7ee4ufu04ptvzb4k, 4payujvwgv750r4y1eeprn1g4, 7cz4dkzyhc4vozz3a25icnpqs, 99s0gm8evx0ftk6pyc6pju3v8, 3m0u2csibgcyfm6sf8jzq5ct0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759046879,2,32,1,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2024-12-14T17:30:21.124Z,2024-12-14T17:30:28Z,5422354465,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759046865,2,32,1,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-12-14T17:30:21.124Z,2024-12-14T17:30:21Z,5422354429,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759047015,3,1,1,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,50,50,2024-12-14T17:30:21.125Z,2024-12-14T17:47:22Z,5422355115,212,17.1,5422355111,140,36.1,5422355113,141,37.0,5422355119,279,S,5422355117,213,3.69,5422355109,56,Back,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759047023,4,1,1,0,2,dcdnoyf6kzhj46iyfm7xq43fy,1,37.4,38.9,2024-12-14T17:30:23.560Z,2024-12-14T17:30:29Z,5422355155,213,1.98,5422355145,56,Back,5422355151,212,18.9,5422355149,141,64.3,5422355147,140,30.2,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759047065,5,1,1,0,5,dcdnoyf6kzhj46iyfm7xq43fy,1,29.5,58.4,2024-12-14T17:30:26.312Z,2024-12-14T17:30:31Z,5422355341,141,35.8,5422355337,56,Back,5422355345,213,4.28,5422355343,212,16.9,5422355339,140,22.8,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759047121,6,1,1,0,9,dcdnoyf6kzhj46iyfm7xq43fy,1,25.9,39.1,2024-12-14T17:30:30.920Z,2024-12-14T17:30:35Z,5422355655,56,Back,5422355659,141,66.7,5422355669,213,1.67,5422355665,212,18.9,5422355657,140,24.2,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759047151,7,1,1,0,13,dcdnoyf6kzhj46iyfm7xq43fy,1,28.3,69.4,2024-12-14T17:30:34.968Z,2024-12-14T17:30:37Z,5422355895,212,31.6,5422355889,56,Center,5422355891,140,58.0,5422355893,141,77.2,5422355897,213,0.17,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759047171,8,1,1,0,16,dcdnoyf6kzhj46iyfm7xq43fy,1,60.6,81.1,2024-12-14T17:30:37.159Z,2024-12-14T17:30:38Z,5422355979,140,63.3,5422355981,141,88.0,5422355977,56,Left,5422355985,213,1.03,5422355983,212,5.5,,,,,,,,,,52w10pe7mkfv4twb2p2c5ugnp,P. Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
