id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,keyPass,qualifier/18/value,qualifier/16/value
2730411989,1,34,16,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-10-05T10:45:51Z,2024-10-05T11:31:12Z,5266254661,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5266254665,130,13,5266254669,194,5t9mthxv6kthq6tnntv5q4fdh,5266254671,197,5135,5266254659,30,"el8c138wsa0bnop68caop5uxh, 8m3okb64mh1m7dfmp0km4wct1, 8lf62k2iwmb23gywex08s6m09, dld1dfaxrkcje24pmw72odzpw, 18f6a50q9okw7dcii40i8vd91, 589yqifloa5j7qwp2gnemyml1, dedol1cdecfmywapqdnndxucp, 5t9mthxv6kthq6tnntv5q4fdh, c705ailfiov40xwoysz0ggct1, 52w10pe7mkfv4twb2p2c5ugnp, 9t2pn6dp6w38b169a5qo9c60a, a7mvfblbrdc2xzot87jwzk4d0, 2hkkfeyzmu2pkqgjw3bpl7cnp, af3x1ptiil8vti00lxf1x8ewa, d1fnp3b9t3mfz4aj2csayfhwq, 5zscs0qkg39k01a2n0qu9tvkk, 2w5e7dfxr588qpxex7cstyyy2, 8jcspom7vgzuzen8yw4php711, 4uest450f12ikgunglu92j0tl, 4payujvwgv750r4y1eeprn1g4",5266254663,59,"32, 14, 3, 16, 5, 2, 19, 6, 9, 8, 20, 7, 10, 18, 11, 21, 23, 27, 28, 59",5266254667,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5266254673,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730412009,1,34,16,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-10-05T10:45:54.595Z,2024-10-05T12:22:49Z,5266254825,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5266254821,194,amg2zai9038cdz9uuql3l9rkl,5266254817,130,17,5266254823,197,8381,5266254815,59,"1, 23, 3, 15, 4, 16, 8, 7, 9, 10, 20, 35, 2, 33, 14, 5, 25, 11, 19, 17",5266254811,30,"e0gysmymetthyhdkn2q54l51x, 1vpy4utdaxo6zs2enj4tphejt, 3ws5zg8wy6j86cr8yrqxnsx9m, cnq88jph2nrn0o2tosrp4rmxh, 9cjjs4piq3t12iltsfon52h91, 8jooatan3cxd38v2jyf23pot1, 1dbhha29epjmo8g4xfm5taaj9, brppytuf1766c50274dkue5pm, amg2zai9038cdz9uuql3l9rkl, dzfr9ktjmxqj2eh2xibt7konp, cpvbitkove7bavl96lkgs1vc9, 3i90wgjkjzq4krgms7tfhp5p0, 3tz0jq7tbg6u1dm6qlx53u6s5, b3i5okqaspq6w7w456ab4cxjp, 6f8lpm5ckuv4z0tbur533qpxx, cs8bo5xvtd2bq7kd91flepwwl, d80r13kh5f6bcpwsy3cka75d5, 5ye5h1o9ndhfeqdi8mh4f9une, 321yjdo3gio1l33hc1pdps4wl, 9jitxfwaeix5fn1n3dhartbhm",5266254819,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5266254813,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437023,2,32,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-10-05T11:30:24.163Z,2024-10-05T11:30:24Z,5266373687,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437029,2,32,1,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-10-05T11:30:24.163Z,2024-10-05T11:30:26Z,5266373711,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437035,3,1,1,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,50,50,2024-10-05T11:30:24.257Z,2024-10-05T11:30:26Z,5266373737,56,Back,5266373745,213,3.49,5266373741,141,43.0,5266373747,279,S,5266373743,212,14.1,5266373739,140,37.4,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437093,4,1,1,0,1,dcdnoyf6kzhj46iyfm7xq43fy,1,36.9,45.2,2024-10-05T11:30:26.131Z,2024-10-05T11:30:29Z,5266374031,141,70.0,5266374035,213,2.05,5266374029,140,28.6,5266374033,212,19.0,5266374027,56,Back,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437117,5,1,1,0,4,dcdnoyf6kzhj46iyfm7xq43fy,1,27.5,71.5,2024-10-05T11:30:29.157Z,2024-10-05T11:30:31Z,5266374157,212,34.4,5266374163,1,,5266374153,140,25.5,5266374159,213,4.65,5266374155,141,21.0,5266374151,56,Back,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437207,6,1,1,0,7,dcdnoyf6kzhj46iyfm7xq43fy,1,26,23.4,2024-10-05T11:30:31.282Z,2024-10-05T11:30:36Z,5266374583,141,49.3,5266374587,213,1.72,5266374581,140,23.5,5266374579,56,Back,5266374585,212,17.8,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437265,7,1,1,0,12,dcdnoyf6kzhj46iyfm7xq43fy,1,26.4,52.5,2024-10-05T11:30:36.275Z,2024-10-05T11:30:40Z,5266374857,56,Back,5266374865,213,4.81,5266374861,141,26.7,5266374859,140,28.1,5266374863,212,17.6,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437323,8,1,1,0,15,dcdnoyf6kzhj46iyfm7xq43fy,1,36.6,23.7,2024-10-05T11:30:40.019Z,2024-10-05T11:30:44Z,5266375095,56,Back,5266375099,140,44.3,5266375103,212,15.6,5266375101,141,4.0,5266375105,213,5.26,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437379,9,1,1,0,20,dcdnoyf6kzhj46iyfm7xq43fy,0,60.9,4,2024-10-05T11:30:44.771Z,2024-10-05T11:30:48Z,5266375373,56,Right,5266375377,141,6.1,5266375379,212,27.7,5266375381,213,0.05,5266375371,155,,5266375375,140,87.2,,,,,,,8m3okb64mh1m7dfmp0km4wct1,F. Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437381,3,49,1,0,23,8l30dsub3sutr6j3ruvk650xc,1,12,95.4,2024-10-05T11:30:48.153Z,2024-10-05T11:30:48Z,,,,,,,,,,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437411,4,1,1,0,24,8l30dsub3sutr6j3ruvk650xc,1,11.8,95.4,2024-10-05T11:30:48.729Z,2024-10-05T11:30:50Z,5266375543,56,Back,5266375547,141,72.0,5266375553,213,4.22,5266375545,140,3.6,5266375549,212,18.1,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437465,5,1,1,0,25,8l30dsub3sutr6j3ruvk650xc,1,3.6,71.7,2024-10-05T11:30:50.074Z,2024-10-05T11:30:53Z,5266375787,212,35.9,5266375791,1,,5266375789,213,6.28,5266375779,157,,5266375785,141,71.4,5266375781,56,Back,5266375783,140,37.8,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437469,6,1,1,0,29,8l30dsub3sutr6j3ruvk650xc,0,37.1,71.2,2024-10-05T11:30:53.769Z,2024-10-05T11:30:54Z,5266375801,168,,5266375805,140,46.5,5266375809,212,11.1,5266375811,213,0.48,5266375803,56,Back,5266375807,141,78.8,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437501,10,49,1,0,32,dcdnoyf6kzhj46iyfm7xq43fy,1,57.4,8.9,2024-10-05T11:30:56.980Z,2024-10-05T11:30:57Z,,,,,,,,,,,,,,,,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437537,11,1,1,0,33,dcdnoyf6kzhj46iyfm7xq43fy,1,57.4,8.9,2024-10-05T11:30:57.396Z,2024-10-05T11:30:58Z,5266376197,140,46.5,5266376201,212,18.6,5266376203,213,2.23,5266376199,141,30.4,5266376195,56,Back,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437593,12,1,1,0,34,dcdnoyf6kzhj46iyfm7xq43fy,1,45.6,30.4,2024-10-05T11:30:58.836Z,2024-10-05T11:31:02Z,5266376503,213,4.84,5266376497,140,47.2,5266376501,212,13.5,5266376499,141,10.7,5266376495,56,Back,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437601,13,1,1,0,37,dcdnoyf6kzhj46iyfm7xq43fy,0,46.8,9.1,2024-10-05T11:31:01.892Z,2024-10-05T11:31:02Z,5266376531,140,55.7,5266376529,56,Right,5266376535,212,9.6,5266376533,141,6.1,5266376537,213,6.07,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437619,7,61,1,0,39,8l30dsub3sutr6j3ruvk650xc,1,47,90.5,2024-10-05T11:31:03.440Z,2024-10-05T11:31:26Z,5266376595,56,Back,,,,,,,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437677,8,27,1,0,40,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-10-05T11:31:04.984Z,2024-10-05T11:31:29Z,5266376873,41,Injury,5266376875,53,cpvbitkove7bavl96lkgs1vc9,5266376927,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730437665,14,27,1,0,40,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-10-05T11:31:04.984Z,2024-10-05T11:31:06Z,5266376905,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730438833,9,28,1,1,44,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-10-05T11:32:08.998Z,2024-10-05T11:32:10Z,5266382917,233,15,5266382839,55,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730438823,15,28,1,1,44,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-10-05T11:32:08.998Z,2024-10-05T11:32:09Z,5266382793,55,14,5266382883,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730439057,16,68,1,1,57,dcdnoyf6kzhj46iyfm7xq43fy,1,41.8,18.8,2024-10-05T11:32:21.966Z,2024-10-05T11:32:22Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730439063,10,68,1,1,58,8l30dsub3sutr6j3ruvk650xc,0,62.6,78.1,2024-10-05T11:32:22.203Z,2024-10-05T11:32:22Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730439159,17,1,1,1,59,dcdnoyf6kzhj46iyfm7xq43fy,1,41.9,19.5,2024-10-05T11:32:23.684Z,2024-10-05T11:32:29Z,5266384567,212,18.3,5266384563,140,37.8,5266384569,213,1.81,5266384565,141,45.7,5266384561,56,Back,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730439209,18,1,1,2,4,dcdnoyf6kzhj46iyfm7xq43fy,1,46.7,50.9,2024-10-05T11:32:29.076Z,2024-10-05T11:32:33Z,5266384857,212,21.6,5266384853,140,55.7,5266384859,213,1.12,5266384855,141,79.4,5266384851,56,Left,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730439219,19,1,1,2,8,dcdnoyf6kzhj46iyfm7xq43fy,0,60.8,88.7,2024-10-05T11:32:32.900Z,2024-10-05T11:32:33Z,5266384935,141,65.7,5266384931,56,Center,5266384939,213,5.39,5266384937,212,20.0,5266384933,140,72.7,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730439241,11,61,1,2,10,8l30dsub3sutr6j3ruvk650xc,0,27.6,36.7,2024-10-05T11:32:34.874Z,2024-10-05T11:32:35Z,5266385031,56,Back,,,,,,,,,,,,,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730439301,12,45,1,2,12,8l30dsub3sutr6j3ruvk650xc,0,13,40.8,2024-10-05T11:32:36.245Z,2024-10-05T11:42:37Z,5266385435,233,20,5266385343,285,,5266385341,56,Back,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730439297,20,3,1,2,12,dcdnoyf6kzhj46iyfm7xq43fy,1,87,59.2,2024-10-05T11:32:36.245Z,2024-10-05T11:42:36Z,5266385335,286,,5266385397,233,12,5266385333,56,Center,,,,,,,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730439341,21,1,1,2,14,dcdnoyf6kzhj46iyfm7xq43fy,1,85.1,64,2024-10-05T11:32:38.436Z,2024-10-05T11:32:40Z,5266385565,56,Center,5266385569,141,50.7,5266385571,212,12.9,5266385567,140,76.4,5266385573,213,3.92,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730439461,22,1,1,2,16,dcdnoyf6kzhj46iyfm7xq43fy,1,75.1,48.7,2024-10-05T11:32:40.452Z,2024-10-05T11:32:47Z,5266386181,141,24.4,5266386185,213,4.32,5266386179,140,68.5,5266386183,212,17.9,5266386177,56,Center,,,,,,,,,,dedol1cdecfmywapqdnndxucp,M. Olislagers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
