id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2756811257,1,34,16,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2024-12-08T11:16:33.285Z,2024-12-08T12:23:19Z,5410220083,30,"6uncwzelwxah4myhp8nzh63md, bq6qae0iohn03ghdjgqiq7eac, 40drqeciuqe2j07g5cnc6xf55, 871cll4se1mtci0na61o632dx, 5wjfxb57gtzmp7m29wotyafv9, 230r9tcwg89z5b9kxdqwi336d, eupa2sfidmlkbyxz8uu9b6mfo, 9v895fdc1blaaboscv14vp149, 91ovdvx90zfx13eu2ood6jmga, 9zmawcjx19fpz5yxrh2hkw3c9, efvcf4syatkaw5fbo37i5hat, 5t33t50frov7hoglzo0oxaql0, 13ch4zgnhtydtkf9vlvh68hjp, 7k5or8x3fqo7qkzii18kwpaeh, doqt0my3sg0u3zmfgg59l8zxl, 153m45p2fkc2q8x9zq105g45, 63ilhlep9ermqp3jpfnwfaqz8",5410220093,194,40drqeciuqe2j07g5cnc6xf55,5410220085,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",5410220095,197,25076,5410220089,130,12,5410220097,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5410220087,59,"16, 13, 12, 6, 23, 4, 36, 18, 11, 7, 8, 47, 5, 9, 17, 20, 56",5410220091,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756812651,1,34,16,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2024-12-08T11:21:04.180Z,2024-12-08T11:26:26Z,5410226915,59,"91, 14, 3, 17, 4, 21, 23, 20, 19, 8, 11, 39, 2, 38, 13, 12, 34, 15, 9, 28",5410226925,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5410226913,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5410226923,197,8474,5410226919,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5410226911,30,"8btgs1e799s3xyjfqloeg2iju, 13up673x1kzlwwi22awilagvd, 8e7wbpcbwxvdz0fojwuyov3rp, dqpv2janh4g4qkiqx7h7vs8gl, 9t8eb24gwj56ucggp7x0n0ewa, bl6mkergo04815vpi73fgtwb9, dzhvgrdkl4nuj8z4fd9to0ag9, enh0z58rrftq2m6hybzhgf65l, brs6i21j86k1w7cpgzorrxxwp, 1ry82n1adajgmjtce487u9q1g, d29d4xtq3ib0nim6keirgdx3p, 8ll4dyc6p81nlfz81v8nz3m96, acubyto4nolysndygirwjwhzo, 66wqtn91bp4oqrlry02sg2bdg, a6nt0vn3kgt05g1hdnubrh0yc, 1haq2mkmbebj3jbt0z2jom4lx, etyrg2e7ftd9i9qggqfuy9gk4, 8gh56ar8x8yxjfcm66m7532ll, ct4fyrkcvk3i01xiz1wpsyuw9, 1234a1tb7y6trj9xsoqvx0x5h",5410226921,194,9t8eb24gwj56ucggp7x0n0ewa,5410226917,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756828057,2,32,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2024-12-08T12:00:48.192Z,2024-12-08T12:00:50Z,5410306133,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756828053,2,32,1,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2024-12-08T12:00:48.192Z,2024-12-08T15:57:48Z,5410306119,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756828067,3,1,1,0,0,axwnneoekq2f2yq6r1l704y96,1,50,50,2024-12-08T12:00:48.193Z,2024-12-08T12:00:50Z,5410306213,279,S,5410306207,141,49.7,5410306209,212,15.5,5410306205,140,35.2,5410306211,213,3.15,5410306203,56,Back,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756828081,4,1,1,0,2,axwnneoekq2f2yq6r1l704y96,1,37.4,48.7,2024-12-08T12:00:50.287Z,2024-12-08T12:00:52Z,5410306275,157,,5410306281,141,80.6,5410306287,1,,5410306277,56,Left,5410306285,213,0.60,5410306279,140,67.8,5410306283,212,38.6,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756828083,5,44,1,0,4,axwnneoekq2f2yq6r1l704y96,1,73.8,83.2,2024-12-08T12:00:52.478Z,2024-12-08T12:01:59Z,5410306293,286,,5410306335,233,3,5410306291,56,Left,,,,,,,,,,,,,,,,d29d4xtq3ib0nim6keirgdx3p,L. Galton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756828089,3,44,1,0,4,mjejb0x57ms54j9ry6s8njwh,0,26.2,16.8,2024-12-08T12:00:52.479Z,2024-12-08T12:01:59Z,5410306317,285,,5410306315,56,Back,5410306381,233,5,,,,,,,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756828111,6,1,1,0,4,axwnneoekq2f2yq6r1l704y96,1,67.8,80.6,2024-12-08T12:00:52.654Z,2024-12-08T12:03:16Z,5410306443,56,Center,5410306445,140,79.3,5410313711,168,,5410306451,213,5.90,5410306447,141,73.5,5410306449,212,13.0,5410306427,3,,,,,d29d4xtq3ib0nim6keirgdx3p,L. Galton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756828119,7,3,1,0,7,axwnneoekq2f2yq6r1l704y96,0,82.8,71.5,2024-12-08T12:00:55.422Z,2024-12-08T15:58:37Z,5410306679,233,4,5411673915,465,,5410306477,56,Center,5410306479,286,,,,,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
