id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/16/value,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2736344519,379,61,2,51,54,8l30dsub3sutr6j3ruvk650xc,0,33.5,68.8,2024-10-20T12:25:02.319Z,2024-10-20T12:25:02Z,5298561083,56,Back,,,,,,,,,,,,,,,,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344607,663,4,2,51,54,36tr17foeaf9ejjmt2txuoy3y,1,69.9,42.9,2024-10-20T12:25:03.040Z,2024-10-20T12:26:24Z,5298561569,13,,5298566607,295,,5298561571,56,Center,5298564239,233,380,5298561573,152,,5298561577,286,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344525,380,4,2,51,54,8l30dsub3sutr6j3ruvk650xc,0,30.1,57.1,2024-10-20T12:25:03.041Z,2024-10-20T12:26:22Z,5298566833,295,,5298561165,285,,5298561153,13,,5298561155,56,Back,5298561159,152,,5298564261,233,663,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344921,664,1,2,52,22,36tr17foeaf9ejjmt2txuoy3y,1,65.6,41.5,2024-10-20T12:25:30.343Z,2024-10-20T12:25:55Z,5298563255,140,68.4,5298563253,56,Center,5298563257,141,28.8,5298563259,212,9.1,5298563261,213,5.04,5298563251,152,,5298563249,5,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344953,665,1,2,52,23,36tr17foeaf9ejjmt2txuoy3y,1,68.4,28.8,2024-10-20T12:25:31.463Z,2024-10-20T12:25:33Z,5298563395,141,17.0,5298563393,140,86.4,5298563399,213,5.88,5298563391,56,Right,5298563397,212,20.5,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344975,666,1,2,52,25,36tr17foeaf9ejjmt2txuoy3y,0,89.2,18.6,2024-10-20T12:25:33.721Z,2024-10-20T15:35:02Z,5298563537,212,24.2,5298563539,213,1.33,5298563533,140,94.8,5298563535,141,53.1,5298563527,2,,5298563529,155,,5298563531,56,Center,5299829931,20,,bmw6mvkeropjorm2rxzw2fzai,J. Park,5299829929,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344997,381,12,2,52,27,8l30dsub3sutr6j3ruvk650xc,1,7.5,52.4,2024-10-20T12:25:35.968Z,2024-10-20T12:25:37Z,5298563583,140,0.0,5298563585,141,23.1,5298563581,56,Back,5298563589,213,4.31,5298563587,212,21.7,5298563607,167,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736344999,382,6,2,52,28,8l30dsub3sutr6j3ruvk650xc,0,2,32.6,2024-10-20T12:25:36.753Z,2024-10-20T15:35:17Z,5298563865,233,667,5298563715,56,Back,5298563717,73,,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345035,667,6,2,52,28,36tr17foeaf9ejjmt2txuoy3y,1,98,67.4,2024-10-20T12:25:36.753Z,2024-10-20T13:02:28Z,5298563829,56,Center,5298563845,233,382,5298563831,73,,,,,,,,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345449,668,1,2,52,59,36tr17foeaf9ejjmt2txuoy3y,0,99.5,99.5,2024-10-20T12:26:08.232Z,2024-10-20T15:35:20Z,5298566171,56,Center,5298566165,6,,5298566163,2,,5298566167,155,,5298566169,223,,5298566177,212,28.7,5298566179,213,4.60,5298566173,140,96.5,brflebs8m00rgali2owyoyove,M. Fowler,5299831885,20,5298566175,141,,,,,,,,,,,,,,,,,,,,,,,,,,57.6,,,,,,,,,,,
2736345479,383,12,2,53,3,8l30dsub3sutr6j3ruvk650xc,1,3,46.1,2024-10-20T12:26:12.032Z,2024-10-20T12:26:14Z,5298566313,212,18.7,5298566315,213,5.00,5298566311,141,19.8,5298566309,140,8.1,5298566307,56,Back,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345489,384,12,2,53,6,8l30dsub3sutr6j3ruvk650xc,1,8.1,19.8,2024-10-20T12:26:14.672Z,2024-10-20T12:26:16Z,5298566387,213,5.71,5298566381,140,29.3,5298566411,167,,5298566385,212,26.5,5298566383,141,0.0,5298566379,56,Back,,,,,,,5ye5h1o9ndhfeqdi8mh4f9une,K. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345495,385,5,2,53,7,8l30dsub3sutr6j3ruvk650xc,0,30.7,-1.5,2024-10-20T12:26:15.312Z,2024-10-20T13:02:33Z,5298567619,233,669,5298566395,347,,5298566393,56,Back,,,,,,,,,,,,,,,,5ye5h1o9ndhfeqdi8mh4f9une,K. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345697,669,5,2,53,7,36tr17foeaf9ejjmt2txuoy3y,1,69.3,101.5,2024-10-20T12:26:15.312Z,2024-10-20T13:02:33Z,5298567519,347,,5298567517,56,Left,5298567561,233,385,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345761,670,1,2,53,23,36tr17foeaf9ejjmt2txuoy3y,1,68.4,100,2024-10-20T12:26:31.608Z,2024-10-20T12:26:35Z,5298567833,140,70.3,5298567825,107,,5298567841,213,4.89,5298567829,56,Left,5298567837,141,85.0,5298567839,212,11.5,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345779,671,1,2,53,26,36tr17foeaf9ejjmt2txuoy3y,1,71.6,85.3,2024-10-20T12:26:35.144Z,2024-10-20T12:26:36Z,5298567911,141,75.1,5298567913,212,19.5,5298567915,213,3.50,5298567909,140,54.2,5298567907,56,Center,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345809,672,1,2,53,28,36tr17foeaf9ejjmt2txuoy3y,1,54.2,75.1,2024-10-20T12:26:36.760Z,2024-10-20T12:26:39Z,5298568117,56,Left,5298568119,140,54.6,5298568123,212,12.2,5298568125,213,1.54,5298568121,141,93.0,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345829,673,1,2,53,31,36tr17foeaf9ejjmt2txuoy3y,1,55.4,90.6,2024-10-20T12:26:39.672Z,2024-10-20T12:26:41Z,5298568265,213,0.48,5298568263,212,5.7,5298568255,56,Left,5298568259,140,60.2,5298568261,141,94.5,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345861,674,1,2,53,32,36tr17foeaf9ejjmt2txuoy3y,1,60.2,94.5,2024-10-20T12:26:41.224Z,2024-10-20T12:26:44Z,5298568411,140,54.3,5298568415,212,7.2,5298568413,141,89.1,5298568417,213,3.68,5298568409,56,Left,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345917,675,1,2,53,35,36tr17foeaf9ejjmt2txuoy3y,1,54.3,89.1,2024-10-20T12:26:44.248Z,2024-10-20T12:26:48Z,5298568711,140,44.2,5298568717,213,4.12,5298568709,56,Back,5298568715,212,19.1,5298568713,141,65.8,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736345955,676,1,2,53,39,36tr17foeaf9ejjmt2txuoy3y,1,44.7,52.5,2024-10-20T12:26:48.248Z,2024-10-20T12:26:50Z,5298568889,212,12.7,5298568891,213,4.15,5298568887,141,36.7,5298568883,56,Back,5298568885,140,38.3,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346013,677,1,2,53,42,36tr17foeaf9ejjmt2txuoy3y,1,38.3,36.7,2024-10-20T12:26:50.680Z,2024-10-20T12:26:55Z,5298569177,140,21.7,5298569179,141,48.8,5298569175,56,Back,5298569181,212,19.3,5298569183,213,2.70,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346065,678,1,2,53,47,36tr17foeaf9ejjmt2txuoy3y,1,21.7,44.9,2024-10-20T12:26:55.736Z,2024-10-20T12:26:58Z,5298569453,140,32.4,5298569455,141,51.2,5298569459,213,0.36,5298569451,56,Back,5298569457,212,12.0,,,,,,,,,,1vejfm6fcp0xeyk30r6hv79wp,A. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346147,679,1,2,53,49,36tr17foeaf9ejjmt2txuoy3y,1,33.5,47,2024-10-20T12:26:57.991Z,2024-10-20T12:27:06Z,5298569927,213,2.71,5298569921,140,24.3,5298569919,56,Back,5298569923,141,53.6,5298569925,212,10.7,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346165,680,1,2,53,57,36tr17foeaf9ejjmt2txuoy3y,0,23.7,64.8,2024-10-20T12:27:05.978Z,2024-10-20T12:27:07Z,5298570043,1,,5298570031,157,,5298570039,212,37.3,5298570037,141,82.0,5298570035,140,57.4,5298570033,56,Left,5298570041,213,0.32,,,,1vejfm6fcp0xeyk30r6hv79wp,A. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346187,386,49,2,54,0,8l30dsub3sutr6j3ruvk650xc,1,40.2,31.6,2024-10-20T12:27:09.200Z,2024-10-20T12:27:09Z,,,,,,,,,,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346209,387,1,2,54,1,8l30dsub3sutr6j3ruvk650xc,1,40.2,31.6,2024-10-20T12:27:09.344Z,2024-10-20T12:27:12Z,5298570255,212,13.9,5298570253,141,43.6,5298570257,213,2.51,5298570251,140,29.5,5298570249,56,Back,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346309,388,1,2,54,3,8l30dsub3sutr6j3ruvk650xc,1,29.5,43.6,2024-10-20T12:27:12.016Z,2024-10-20T12:27:17Z,5298570733,213,2.54,5298570721,56,Back,5298570725,140,11.9,5298570731,212,22.4,5298570729,141,62.1,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346345,389,1,2,54,9,8l30dsub3sutr6j3ruvk650xc,0,13.9,64.8,2024-10-20T12:27:17.553Z,2024-10-20T12:27:20Z,5298570951,1,,5298570949,213,0.03,5298570947,212,56.6,5298570939,157,,5298570943,140,67.8,5298570945,141,66.9,5298570941,56,Center,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346351,681,49,2,54,12,36tr17foeaf9ejjmt2txuoy3y,1,29.7,34.5,2024-10-20T12:27:20.728Z,2024-10-20T12:27:20Z,,,,,,,,,,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346397,682,1,2,54,13,36tr17foeaf9ejjmt2txuoy3y,1,29.3,34.6,2024-10-20T12:27:21.991Z,2024-10-20T12:27:24Z,5298571241,213,0.40,5298571233,56,Back,5298571235,140,38.7,5298571239,212,10.7,5298571237,141,40.7,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346427,683,1,2,54,15,36tr17foeaf9ejjmt2txuoy3y,1,37.8,40.1,2024-10-20T12:27:24.216Z,2024-10-20T12:27:27Z,5298571435,141,32.1,5298571433,140,30.8,5298571437,212,9.1,5298571439,213,3.78,5298571431,56,Back,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346433,684,1,2,54,18,36tr17foeaf9ejjmt2txuoy3y,1,30.8,32.1,2024-10-20T12:27:27.272Z,2024-10-20T12:27:28Z,5298571483,56,Back,5298571485,140,34.6,5298571491,213,1.18,5298571489,212,10.4,5298571487,141,46.3,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346503,685,1,2,54,19,36tr17foeaf9ejjmt2txuoy3y,1,34.6,46.3,2024-10-20T12:27:28.136Z,2024-10-20T12:27:35Z,5298571913,212,8.7,5298571915,213,4.30,5298571907,56,Back,5298571909,140,31.3,5298571911,141,34.6,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346547,686,1,2,54,27,36tr17foeaf9ejjmt2txuoy3y,1,40.5,34.6,2024-10-20T12:27:35.448Z,2024-10-20T12:27:38Z,5298572107,56,Back,5298572109,140,46.8,5298572115,213,5.29,5298572113,212,12.0,5298572111,141,19.8,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346587,687,1,2,54,30,36tr17foeaf9ejjmt2txuoy3y,1,49.9,20.1,2024-10-20T12:27:38.552Z,2024-10-20T12:27:41Z,5298572335,141,22.2,5298572333,140,63.3,5298572331,56,Center,5298572339,213,0.10,5298572337,212,14.1,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346611,688,1,2,54,33,36tr17foeaf9ejjmt2txuoy3y,1,61.3,21.3,2024-10-20T12:27:41.416Z,2024-10-20T12:27:43Z,5298572469,212,10.5,5298572467,141,5.8,5298572471,213,4.71,5298572465,140,61.3,5298572463,56,Right,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346613,689,1,2,54,34,36tr17foeaf9ejjmt2txuoy3y,0,61.3,5.8,2024-10-20T12:27:43.193Z,2024-10-20T12:27:43Z,5298572493,212,5.0,5298572495,213,0.80,5298572485,155,,5298572491,141,11.0,5298572487,56,Right,5298572489,140,64.6,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346627,390,61,2,54,35,8l30dsub3sutr6j3ruvk650xc,1,33.9,96.3,2024-10-20T12:27:43.911Z,2024-10-20T12:27:44Z,5298572567,56,Back,,,,,,,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346645,391,5,2,54,36,8l30dsub3sutr6j3ruvk650xc,0,32.4,100.6,2024-10-20T12:27:44.561Z,2024-10-20T12:27:49Z,5298572639,56,Back,5298572771,233,690,5298572641,347,,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346649,690,5,2,54,36,36tr17foeaf9ejjmt2txuoy3y,1,67.6,-0.6,2024-10-20T12:27:44.561Z,2024-10-20T13:02:33Z,5298572717,233,391,5298572669,347,,5298572667,56,Right,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736346997,691,1,2,54,58,36tr17foeaf9ejjmt2txuoy3y,1,75.9,0,2024-10-20T12:28:06.744Z,2024-10-20T12:28:09Z,5298574713,140,59.6,5298574721,213,2.86,5298574709,107,,5298574719,212,17.8,5298574717,141,5.2,5298574711,56,Right,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347061,692,1,2,55,1,36tr17foeaf9ejjmt2txuoy3y,1,55.7,7.1,2024-10-20T12:28:09.416Z,2024-10-20T12:28:13Z,5298575053,212,18.5,5298575055,213,1.57,5298575051,141,34.3,5298575049,140,55.7,5298575047,56,Center,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347101,693,1,2,55,5,36tr17foeaf9ejjmt2txuoy3y,1,58.4,33.1,2024-10-20T12:28:13.784Z,2024-10-20T12:28:16Z,5298575285,212,12.8,5298575283,141,15.8,5298575287,213,5.12,5298575279,56,Right,5298575281,140,63.3,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347141,694,1,2,55,8,36tr17foeaf9ejjmt2txuoy3y,1,63.5,15.6,2024-10-20T12:28:16.760Z,2024-10-20T12:28:20Z,5298575503,213,0.12,5298575497,140,72.9,5298575499,141,17.4,5298575501,212,9.9,5298575495,56,Right,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347189,695,1,2,55,12,36tr17foeaf9ejjmt2txuoy3y,1,66.6,18.9,2024-10-20T12:28:20.472Z,2024-10-20T12:28:24Z,5298575773,141,29.8,5298575775,212,7.5,5298575777,213,1.43,5298575769,56,Center,5298575771,140,67.6,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347183,392,83,2,55,14,8l30dsub3sutr6j3ruvk650xc,0,33.7,88.9,2024-10-20T12:28:23.151Z,2024-10-20T12:28:25Z,5298575931,399,470uu9issmbdfyhxjq75gdbs9,,,,,,,,,,,,,,,,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347201,696,61,2,55,15,36tr17foeaf9ejjmt2txuoy3y,1,69.9,24.9,2024-10-20T12:28:23.864Z,2024-10-20T12:29:59Z,5298575865,56,Center,,,,,,,,,,,,,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347215,697,1,2,55,16,36tr17foeaf9ejjmt2txuoy3y,0,71.2,17.7,2024-10-20T12:28:24.808Z,2024-10-20T12:30:06Z,5298575941,212,13.9,5298575943,213,0.04,5298575937,140,84.4,5298575939,141,18.6,5298575935,56,Right,5298582723,168,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347239,393,12,2,55,18,8l30dsub3sutr6j3ruvk650xc,1,19.6,89.4,2024-10-20T12:28:26.592Z,2024-10-20T12:28:28Z,5298576059,212,8.8,5298576055,141,100.0,5298576105,167,,5298576063,213,1.90,5298576049,56,Back,5298576051,140,16.9,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347247,394,5,2,55,19,8l30dsub3sutr6j3ruvk650xc,0,16.4,101.6,2024-10-20T12:28:27.488Z,2024-10-20T13:02:34Z,5298576127,233,698,5298576089,347,,5298576087,56,Back,,,,,,,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347243,698,5,2,55,19,36tr17foeaf9ejjmt2txuoy3y,1,83.6,-1.6,2024-10-20T12:28:27.488Z,2024-10-20T13:02:34Z,5298576073,347,,5298576107,233,394,5298576071,56,Right,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347369,699,1,2,55,29,36tr17foeaf9ejjmt2txuoy3y,1,87.3,0,2024-10-20T12:28:37.768Z,2024-10-20T12:31:24Z,5298587767,154,,5298589057,1,,5298576761,107,,5298587765,210,15,5298576769,212,24.4,5298576767,141,30.7,5298576765,140,97.4,5298576763,56,Center,10d8jj5vwrmib55tth0isfvft,L. Hemp,5298576771,213,,,1.12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347613,701,15,2,55,30,36tr17foeaf9ejjmt2txuoy3y,1,96.5,32.9,2024-10-20T12:28:39.009Z,2024-10-20T13:13:30Z,5298587799,29,,5298587817,147,35.4,5298587853,233,395,5298585471,62,,5298587803,55,699,5298587811,103,19,5298587821,231,46.6,5298582703,56,Center,cm84oje8txj7m34zuhhv68ct1,K. Shaw,5298585469,20,5298587809,102,,,5298585475,82,5298585467,160,5298587813,328,,,,5298587797,76,5298587801,154,5298587819,230,99.8,5298587815,146,,,,,,52.7,,,96.9,,,,,,,,
2736347417,395,10,2,55,30,8l30dsub3sutr6j3ruvk650xc,1,2.9,69.5,2024-10-20T12:28:39.109Z,2024-10-20T12:36:51Z,5298578097,94,,5298576979,56,Back,5298587869,233,701,,,,,,,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347437,396,6,2,55,31,8l30dsub3sutr6j3ruvk650xc,0,4.6,66.8,2024-10-20T12:28:39.544Z,2024-10-20T15:37:52Z,5298577097,73,,5298577173,233,700,5298577095,56,Back,,,,,,,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347393,700,6,2,55,31,36tr17foeaf9ejjmt2txuoy3y,1,95.4,33.2,2024-10-20T12:28:39.544Z,2024-10-20T15:37:46Z,5298577013,56,Center,5298577015,75,,5298577129,233,396,,,,,,,,,,,,,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347755,702,1,2,55,53,36tr17foeaf9ejjmt2txuoy3y,1,99.5,0.5,2024-10-20T12:29:02.264Z,2024-10-20T15:55:00Z,5298578757,212,41.3,5298578753,140,93.8,5298578749,223,,5298578761,1,,5298578745,6,,5298578759,213,1.72,5298578755,141,60.6,5298578747,155,,10d8jj5vwrmib55tth0isfvft,L. Hemp,5298578751,56,5299849939,72,Center,,5298578743,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736583209,1105,44,2,55,56,36tr17foeaf9ejjmt2txuoy3y,1,93.4,56.8,2024-10-20T12:29:04.780Z,2024-10-20T16:31:14Z,5300164899,233,663,5299854643,56,Center,5299854647,286,,,,,,,,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736583215,663,44,2,55,56,8l30dsub3sutr6j3ruvk650xc,0,6.6,43.2,2024-10-20T12:29:04.781Z,2024-10-20T15:38:37Z,5299854685,285,,5299854681,56,Back,5299854689,233,1105,,,,,,,,,,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347769,703,61,2,55,57,36tr17foeaf9ejjmt2txuoy3y,0,93.8,60.6,2024-10-20T12:29:05.492Z,2024-10-20T23:32:47Z,5298578801,56,Center,,,,,,,,,,,,,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347735,397,61,2,55,58,8l30dsub3sutr6j3ruvk650xc,1,4.5,43.1,2024-10-20T12:29:06.464Z,2024-10-20T12:33:20Z,5298578673,56,Back,,,,,,,,,,,,,,,,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347835,398,12,2,55,59,8l30dsub3sutr6j3ruvk650xc,1,2.9,46.9,2024-10-20T12:29:07.857Z,2024-10-20T12:34:02Z,5298579183,140,14.6,5298579185,141,18.2,5298579181,56,Back,5298579189,213,5.27,5298579187,212,23.1,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736347837,399,45,2,56,3,8l30dsub3sutr6j3ruvk650xc,0,14.4,22.9,2024-10-20T12:29:12.088Z,2024-10-20T13:02:23Z,5298579209,285,,5298579287,233,704,5298579205,56,Back,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
