id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2749008995,1,34,16,0,0,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-11-17T13:15:17.426Z,2024-11-17T14:07:57Z,5367851391,197,25092,5367851385,130,10,5367851381,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5367851383,59,"30, 20, 23, 2, 6, 14, 17, 5, 28, 10, 22, 19, 3, 4, 8, 11, 12, 27, 32, 77",5367851393,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5367851387,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5367851379,30,"4x0c0fhtuohubcm7u16qzr2wa, 189vxko1d1i7iiiol5ye10uay, 2jwojltrp06sa8qloordtohrd, 8kmne7pn10uwqe6g1kc4w69cl, da2wvt67j64u7zlybcel46n3e, 9mfotw533oa5qs1muu2z8t8lx, 3acexvvnl6jkxur5649bwjpxw, d3uulb80d2j3hciw1v7ueodwq, dw593ezeekrbzlc2qhtc805p1, 6spinfzc1go7q5euom2apcdwq, 70h5ahiv905igqhjk86okzwt1, bhby3ex548cqf2rd527fk9iad, 8ojm3gdn5n6t8vw7by016uvh1, d9cewkta4tz35v0p71n5mcvkl, 3y8r35i7dm7sbgd9bxjd0je5m, bibuxh4qtt5zr3er5o8pssvzd, 81zmy2om11x4pcuapm3rm9rmc, cpujkte9oflwdrorh61l50v10, f204o8gildjfs87uhezqphul0, 50ef8q2ctd099il4iq14i0cfd",5367851389,194,da2wvt67j64u7zlybcel46n3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749008997,1,34,16,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-11-17T13:15:17.764Z,2024-11-17T14:05:43Z,5367851405,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5367851421,194,amg2zai9038cdz9uuql3l9rkl,5367851425,197,8381,5367851403,30,"e0gysmymetthyhdkn2q54l51x, 3tz0jq7tbg6u1dm6qlx53u6s5, 3ws5zg8wy6j86cr8yrqxnsx9m, 1dbhha29epjmo8g4xfm5taaj9, 9cjjs4piq3t12iltsfon52h91, 6f8lpm5ckuv4z0tbur533qpxx, 1vpy4utdaxo6zs2enj4tphejt, cs8bo5xvtd2bq7kd91flepwwl, bpmtdn2uqnwhllfnm59ck6rit, amg2zai9038cdz9uuql3l9rkl, cpvbitkove7bavl96lkgs1vc9, 8jooatan3cxd38v2jyf23pot1, b3i5okqaspq6w7w456ab4cxjp, d80r13kh5f6bcpwsy3cka75d5, brppytuf1766c50274dkue5pm, 5ye5h1o9ndhfeqdi8mh4f9une, dzfr9ktjmxqj2eh2xibt7konp, 321yjdo3gio1l33hc1pdps4wl, 9jitxfwaeix5fn1n3dhartbhm, dnyccvd4of2x0lxk7z54ap34k",5367851429,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5367851409,59,"1, 2, 3, 8, 4, 14, 23, 5, 28, 9, 20, 16, 33, 25, 7, 11, 10, 19, 17, 40",5367851417,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5367851413,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749015969,2,32,1,0,0,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-11-17T14:00:36.145Z,2024-11-17T14:00:36Z,5367888583,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749015971,2,32,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-11-17T14:00:36.145Z,2024-11-17T14:00:37Z,5367888585,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749015983,3,1,1,0,0,6o6989d7o4w1kn35cu75y1mny,1,50,50,2024-11-17T14:00:36.146Z,2024-11-17T14:00:40Z,5367888657,279,S,5367888649,140,34.9,5367888653,212,16.0,5367888647,56,Back,5367888651,141,52.8,5367888655,213,3.02,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749015987,4,1,1,0,4,6o6989d7o4w1kn35cu75y1mny,1,31.7,51.9,2024-11-17T14:00:40.847Z,2024-11-17T14:06:44Z,5367888679,56,Back,5367888681,140,21.8,5367888685,212,12.9,5367888687,213,3.78,5367888683,141,40.6,,,,,,,,,,3acexvvnl6jkxur5649bwjpxw,L. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749015997,5,1,1,0,6,6o6989d7o4w1kn35cu75y1mny,0,22.5,41,2024-11-17T14:00:43.104Z,2024-11-17T14:00:47Z,5367888737,140,52.1,5367888733,157,,5367888735,56,Center,5367888745,1,,5367888741,212,31.6,5367888739,141,32.7,5367888743,213,6.10,,,,da2wvt67j64u7zlybcel46n3e,A. Everett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749015995,3,44,1,0,8,8l30dsub3sutr6j3ruvk650xc,1,44.3,67.3,2024-11-17T14:00:44.961Z,2024-11-17T14:27:03Z,5367888801,233,6,5367888731,285,,5367888729,56,Back,,,,,,,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016003,6,44,1,0,8,6o6989d7o4w1kn35cu75y1mny,0,55.7,32.7,2024-11-17T14:00:44.962Z,2024-11-17T14:27:03Z,5367888775,56,Center,5367888777,286,,5367888809,233,3,,,,,,,,,,,,,,,,6spinfzc1go7q5euom2apcdwq,A. Blanchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749015999,4,1,1,0,9,8l30dsub3sutr6j3ruvk650xc,1,38.3,67.5,2024-11-17T14:00:45.294Z,2024-11-17T14:00:46Z,5367888749,3,,5367888757,212,18.1,5367888753,140,54.1,5367888759,213,5.88,5367888751,56,Center,5367888755,141,57.0,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016007,5,43,1,0,10,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-11-17T14:00:46.525Z,2024-11-17T14:07:28Z,5367900413,144,1,5367888789,141,67.0,5367888787,140,47.8,5367888793,213,2.34,5367888785,56,Back,5367888791,212,9.5,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016011,6,49,1,0,11,8l30dsub3sutr6j3ruvk650xc,1,47.8,67,2024-11-17T14:00:47.278Z,2024-11-17T14:00:47Z,,,,,,,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016015,7,1,1,0,11,8l30dsub3sutr6j3ruvk650xc,1,47.8,67,2024-11-17T14:00:47.406Z,2024-11-17T14:00:49Z,5367888831,140,47.7,5367888829,56,Back,5367888835,212,8.4,5367888837,213,4.70,5367888833,141,54.6,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016027,8,1,1,0,11,8l30dsub3sutr6j3ruvk650xc,1,47.7,54.6,2024-11-17T14:00:48.077Z,2024-11-17T14:00:51Z,5367888893,141,27.3,5367888897,213,4.31,5367888895,212,20.2,5367888889,56,Back,5367888891,140,40.2,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016037,9,1,1,0,15,8l30dsub3sutr6j3ruvk650xc,1,45.4,23.3,2024-11-17T14:00:51.582Z,2024-11-17T14:00:54Z,5367888955,212,11.1,5367888951,140,55.2,5367888953,141,29.5,5367888949,56,Center,5367888957,213,0.39,,,,,,,,,,3tz0jq7tbg6u1dm6qlx53u6s5,S. Mayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016053,10,1,1,0,18,8l30dsub3sutr6j3ruvk650xc,1,56.5,23.3,2024-11-17T14:00:54.366Z,2024-11-17T14:00:56Z,5367889001,140,45.0,5367888999,56,Back,5367889005,212,12.9,5367889007,213,3.51,5367889003,141,16.5,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016055,11,1,1,0,20,8l30dsub3sutr6j3ruvk650xc,1,47,13.2,2024-11-17T14:00:56.621Z,2024-11-17T14:00:58Z,5367889019,213,1.27,5367889015,141,26.7,5367889011,56,Back,5367889013,140,49.7,5367889017,212,9.6,,,,,,,,,,3tz0jq7tbg6u1dm6qlx53u6s5,S. Mayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016069,12,1,1,0,22,8l30dsub3sutr6j3ruvk650xc,1,49.7,26.7,2024-11-17T14:00:58.191Z,2024-11-17T14:01:01Z,5367889083,56,Back,5367889095,213,3.32,5367889085,140,29.2,5367889101,156,,5367889091,212,21.9,5367889089,141,21.0,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016101,13,1,1,0,26,8l30dsub3sutr6j3ruvk650xc,1,32.1,36.3,2024-11-17T14:01:02.846Z,2024-11-17T14:01:04Z,5367889223,141,75.6,5367889227,213,1.62,5367889225,212,26.8,5367889219,56,Back,5367889221,140,30.8,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
