id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2749016123,14,1,1,0,28,8l30dsub3sutr6j3ruvk650xc,1,30.8,75.6,2024-11-17T14:01:04.607Z,2024-11-17T14:01:09Z,5367889335,213,4.00,5367889331,141,54.5,5367889329,140,18.9,5367889333,212,19.0,5367889327,56,Back,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016155,15,1,1,0,33,8l30dsub3sutr6j3ruvk650xc,1,22.9,56.6,2024-11-17T14:01:09.437Z,2024-11-17T14:01:15Z,5367889489,56,Back,5367889495,212,15.9,5367889491,140,26.4,5367889493,141,79.4,5367889497,213,1.34,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016159,16,1,1,0,39,8l30dsub3sutr6j3ruvk650xc,1,34.7,80.6,2024-11-17T14:01:15.567Z,2024-11-17T14:01:16Z,5367889529,213,5.06,5367889521,56,Back,5367889525,141,67.8,5367889527,212,9.3,5367889523,140,37.7,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016165,17,1,1,0,40,8l30dsub3sutr6j3ruvk650xc,1,37.7,67.8,2024-11-17T14:01:16.383Z,2024-11-17T14:01:17Z,5367889583,140,24.7,5367889587,212,13.7,5367889585,141,66.1,5367889589,213,3.23,5367889581,56,Back,,,,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016173,18,1,1,0,41,8l30dsub3sutr6j3ruvk650xc,1,24.7,66.1,2024-11-17T14:01:17.519Z,2024-11-17T14:01:19Z,5367889639,213,1.69,5367889631,56,Back,5367889635,141,75.4,5367889637,212,6.4,5367889633,140,24.0,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016179,19,1,1,0,42,8l30dsub3sutr6j3ruvk650xc,1,24,75.4,2024-11-17T14:01:18.925Z,2024-11-17T14:01:21Z,5367889661,212,15.9,5367889657,140,14.9,5367889667,156,,5367889655,56,Back,5367889663,213,4.07,5367889659,141,56.7,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016199,20,1,1,0,48,8l30dsub3sutr6j3ruvk650xc,1,15.3,55.2,2024-11-17T14:01:24.544Z,2024-11-17T14:01:26Z,5367889757,56,Back,5367889765,213,5.19,5367889761,141,4.6,5367889763,212,38.8,5367889759,140,32.3,5367889767,1,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016227,21,1,1,0,50,8l30dsub3sutr6j3ruvk650xc,1,36.9,5,2024-11-17T14:01:26.830Z,2024-11-17T14:01:34Z,5367889939,212,49.6,5367889943,1,,5367889941,213,0.20,5367889935,140,83.2,5367889931,155,,5367889933,56,Right,5367889937,141,19.2,,,,3tz0jq7tbg6u1dm6qlx53u6s5,S. Mayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016241,22,1,1,0,57,8l30dsub3sutr6j3ruvk650xc,1,90,24.6,2024-11-17T14:01:33.997Z,2024-11-17T14:01:47Z,5367890005,213,2.13,5367889997,56,Center,5367890001,141,36.1,5367890003,212,9.2,5367890365,154,,5367890363,210,15,5367889999,140,85.3,,,,1vpy4utdaxo6zs2enj4tphejt,C. Grant,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016245,23,15,1,0,59,8l30dsub3sutr6j3ruvk650xc,1,85.3,36.1,2024-11-17T14:01:35.597Z,2024-11-17T14:08:53Z,5367890015,63,,5367890413,233,7,5367890367,80,,5367890379,103,3.2,5367890297,20,,5367890385,147,46.4,5367890371,154,,5367890381,328,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,5367890013,22,5367890017,56,Center,5367890373,55,22,5367890383,146,98.5,5367890377,102,45.7,5367890369,29,,,,,,,,,,,,,,,
2749016257,7,10,1,0,59,6o6989d7o4w1kn35cu75y1mny,1,1.3,51,2024-11-17T14:01:35.697Z,2024-11-17T14:01:48Z,5367890071,56,Back,5367890219,179,,5367890069,182,,5367890065,173,,5367890417,233,23,,,,,,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016285,8,6,1,1,0,6o6989d7o4w1kn35cu75y1mny,0,4.8,61.6,2024-11-17T14:01:36.568Z,2024-11-17T14:26:46Z,5367890263,73,,5367902975,233,24,5367890261,56,Back,,,,,,,,,,,,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016251,24,6,1,1,0,8l30dsub3sutr6j3ruvk650xc,1,95.2,38.4,2024-11-17T14:01:36.568Z,2024-11-17T14:26:46Z,5367890063,75,,5367902967,233,8,5367890061,56,Center,,,,,,,,,,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016403,25,1,1,1,34,8l30dsub3sutr6j3ruvk650xc,1,99.3,0.2,2024-11-17T14:02:10.447Z,2024-11-17T14:09:17Z,5367890969,140,92.2,5367890973,212,13.5,5367890971,141,16.7,5367890975,213,2.16,5367890965,6,,5367890967,56,Right,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016407,26,1,1,1,35,8l30dsub3sutr6j3ruvk650xc,1,92.2,16.7,2024-11-17T14:02:12.029Z,2024-11-17T14:20:43Z,5367890999,213,4.17,5367890991,56,Right,5367890995,141,6.1,5367890997,212,8.4,5367890993,140,88.1,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016417,27,1,1,1,37,8l30dsub3sutr6j3ruvk650xc,1,88.1,6.1,2024-11-17T14:02:13.389Z,2024-11-17T14:20:43Z,5367925239,210,15,5367891029,213,2.17,5367891025,141,25.3,5367891021,56,Center,5367891023,140,79.6,5367891027,212,15.8,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016419,28,15,1,1,39,8l30dsub3sutr6j3ruvk650xc,1,78.2,34.4,2024-11-17T14:02:15.389Z,2024-11-17T14:20:43Z,5367891467,29,,5367891233,233,9,5367904461,215,,5367891037,18,,5367891149,147,46.8,5367891471,55,27,5367891139,77,,5367891141,102,53.7,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,5367891133,20,5367891465,25,,5367891143,103,24.1,5367891039,56,Center,5367891147,146,98.2,,,,,,,,,,,,,,,,,
2749016435,9,10,1,1,39,6o6989d7o4w1kn35cu75y1mny,1,0.2,49.3,2024-11-17T14:02:15.489Z,2024-11-17T14:02:36Z,5367891227,179,,5367891125,182,,5367891127,56,Back,5367891251,233,28,5367891547,173,,,,,,,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016457,10,6,1,1,40,6o6989d7o4w1kn35cu75y1mny,0,7.1,55.3,2024-11-17T14:02:16.513Z,2024-11-17T14:26:47Z,5367891287,73,,5367904567,233,29,5367891285,56,Back,,,,,,,,,,,,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016425,29,6,1,1,40,8l30dsub3sutr6j3ruvk650xc,1,92.9,44.7,2024-11-17T14:02:16.513Z,2024-11-17T14:26:47Z,5367891101,56,Center,5367891103,73,,5367904559,233,10,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016533,30,1,1,2,4,8l30dsub3sutr6j3ruvk650xc,0,99.5,99.5,2024-11-17T14:02:40.254Z,2024-11-17T14:02:41Z,5367891675,1,,5367891671,212,35.7,5367891657,2,,5367891673,213,4.61,5367891669,141,47.3,5367891659,6,,5367891663,223,,5367891667,140,95.9,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,5367891665,56,5367891661,155,,,,,,,,,,,,,Center,,,,,,,,,,,,,,
2749016537,11,44,1,2,5,6o6989d7o4w1kn35cu75y1mny,1,4.8,49.4,2024-11-17T14:02:41.634Z,2024-11-17T14:27:03Z,5367891693,56,Back,5367891729,233,31,5367891695,285,,,,,,,,,,,,,,,,,70h5ahiv905igqhjk86okzwt1,M. Gejl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016543,31,44,1,2,5,8l30dsub3sutr6j3ruvk650xc,0,95.2,50.6,2024-11-17T14:02:41.635Z,2024-11-17T14:27:03Z,5367891727,286,,5367891733,233,11,5367891725,56,Center,,,,,,,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016539,12,12,1,2,6,6o6989d7o4w1kn35cu75y1mny,1,5.1,48.5,2024-11-17T14:02:42.257Z,2024-11-17T14:11:11Z,5367891701,56,Back,5367891705,141,52.5,5367891707,212,3.0,5367891703,140,6.2,5367891709,213,1.17,5367891711,15,,,,,,,,70h5ahiv905igqhjk86okzwt1,M. Gejl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016545,32,61,1,2,8,8l30dsub3sutr6j3ruvk650xc,1,95.9,39.7,2024-11-17T14:02:45.035Z,2024-11-17T14:02:45Z,5367891751,56,Center,,,,,,,,,,,,,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016557,13,5,1,2,9,6o6989d7o4w1kn35cu75y1mny,1,-0.8,67.2,2024-11-17T14:02:45.614Z,2024-11-17T14:26:52Z,5367891799,346,,5367891809,233,33,5367891797,56,Back,,,,,,,,,,,,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016553,33,5,1,2,9,8l30dsub3sutr6j3ruvk650xc,0,100.8,32.8,2024-11-17T14:02:45.614Z,2024-11-17T14:02:48Z,5367891781,56,Center,5367891817,233,13,5367891783,346,,,,,,,,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016611,14,1,1,2,21,6o6989d7o4w1kn35cu75y1mny,1,5,60,2024-11-17T14:02:57.988Z,2024-11-17T14:11:32Z,5367892111,140,5.3,5367892109,56,Back,5367892115,212,7.5,5367892117,213,4.75,5367892113,141,49.0,5367892121,237,,5367892107,124,,,,,8kmne7pn10uwqe6g1kc4w69cl,K. Veje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016627,15,1,1,2,24,6o6989d7o4w1kn35cu75y1mny,1,8.1,49,2024-11-17T14:03:00.801Z,2024-11-17T14:03:02Z,5367892199,141,92.0,5367892203,213,0.71,5367892195,56,Back,5367892205,1,,5367892193,155,,5367892197,140,40.7,5367892201,212,45.0,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016637,16,1,1,2,26,6o6989d7o4w1kn35cu75y1mny,1,40.7,92,2024-11-17T14:03:02.739Z,2024-11-17T14:03:04Z,5367892261,213,5.27,5367892259,212,22.4,5367892257,141,64.0,5367892253,56,Center,5367892251,3,,5367892255,140,51.9,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016657,17,1,1,2,28,6o6989d7o4w1kn35cu75y1mny,0,51.9,64,2024-11-17T14:03:04.273Z,2024-11-17T14:03:06Z,5367892343,212,4.1,5367892339,140,55.2,5367892345,213,0.56,5367892341,141,67.2,5367892335,3,,5367892337,56,Center,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016651,34,8,1,2,29,8l30dsub3sutr6j3ruvk650xc,1,41,36.1,2024-11-17T14:03:05.885Z,2024-11-17T14:03:06Z,5367892321,56,Back,,,,,,,,,,,,,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016681,18,15,1,2,34,6o6989d7o4w1kn35cu75y1mny,1,89.5,45.4,2024-11-17T14:03:10.753Z,2024-11-17T14:13:47Z,5367910089,458,,5367910079,78,,5367910085,214,,5367892483,56,Center,5367910081,102,50.2,5367910097,233,35,5367892813,20,,5367910093,147,46.9,70h5ahiv905igqhjk86okzwt1,M. Gejl,,5367892479,22,5367910091,146,96.3,5367910083,103,3.8,5367910087,215,,5367892481,17,,,,,,,,,,,,,,,,,,
2749016685,35,10,1,2,34,8l30dsub3sutr6j3ruvk650xc,1,4.6,53.1,2024-11-17T14:03:10.853Z,2024-11-17T14:13:05Z,5367910365,21,,5367905437,180,,5367892523,56,Back,5367892517,173,,5367910101,233,18,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016689,19,15,1,2,36,6o6989d7o4w1kn35cu75y1mny,1,98,41.1,2024-11-17T14:03:12.348Z,2024-11-17T14:13:18Z,5367892739,214,,5367892741,328,,5367892527,60,,5367892745,146,99.0,5367892587,20,,5367892735,102,47.0,5367892979,233,36,5367892747,147,43.7,70h5ahiv905igqhjk86okzwt1,M. Gejl,,5367892525,22,5367892743,458,,5367892529,56,Center,5367892733,80,,5367892737,103,4.4,,,,,,,,,,,,,,,,,
2749016691,36,10,1,2,36,8l30dsub3sutr6j3ruvk650xc,1,1.2,56,2024-11-17T14:03:12.448Z,2024-11-17T14:13:24Z,5367893001,233,19,5367892537,173,,5367905505,183,,5367910929,389,,5367892543,56,Back,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016693,20,6,1,2,37,6o6989d7o4w1kn35cu75y1mny,1,96.7,40,2024-11-17T14:03:14.017Z,2024-11-17T14:26:47Z,5367894347,233,37,5367892545,56,Center,5367892547,75,,,,,,,,,,,,,,,,,70h5ahiv905igqhjk86okzwt1,M. Gejl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749016695,37,6,1,2,37,8l30dsub3sutr6j3ruvk650xc,0,3.3,60,2024-11-17T14:03:14.017Z,2024-11-17T14:26:47Z,5367894351,233,20,5367892549,56,Back,5367892551,75,,,,,,,,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
