id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2727831761,8,61,1,0,12,dcdnoyf6kzhj46iyfm7xq43fy,0,59.6,4,2024-09-29T11:30:27.982Z,2024-09-29T11:30:28Z,5252095205,56,Right,,,,,,,,,,,,,,,,,,,,,,d1fnp3b9t3mfz4aj2csayfhwq,K. Seike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727831769,4,49,1,0,13,36tr17foeaf9ejjmt2txuoy3y,1,36,89,2024-09-29T11:30:29.319Z,2024-09-29T11:34:56Z,,,,,,,,,,,,,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727831799,5,1,1,0,13,36tr17foeaf9ejjmt2txuoy3y,1,36,89,2024-09-29T11:30:29.573Z,2024-09-29T11:34:54Z,5252095351,213,4.42,5252095347,141,76.0,5252095349,212,9.2,5252095343,56,Back,5252095345,140,33.5,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727831829,6,1,1,0,15,36tr17foeaf9ejjmt2txuoy3y,1,33.5,76,2024-09-29T11:30:31.575Z,2024-09-29T11:30:34Z,5252095505,212,14.8,5252095499,56,Back,5252095503,141,91.7,5252095501,140,23.8,5252095507,213,2.33,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727831859,7,1,1,0,18,36tr17foeaf9ejjmt2txuoy3y,1,23.8,91.7,2024-09-29T11:30:34.564Z,2024-09-29T11:30:38Z,5252095697,212,22.8,5252095695,141,68.2,5252095693,140,8.3,5252095691,56,Back,5252095699,213,3.92,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727831925,8,1,1,0,22,36tr17foeaf9ejjmt2txuoy3y,1,10.2,61.1,2024-09-29T11:30:38.004Z,2024-09-29T11:30:45Z,5252096013,56,Back,5252096019,212,19.1,5252096021,213,4.87,5252096017,141,33.3,5252096015,140,13.1,,,,,,,,,,1vejfm6fcp0xeyk30r6hv79wp,A. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727831931,9,1,1,0,29,36tr17foeaf9ejjmt2txuoy3y,1,22.9,33.3,2024-09-29T11:30:44.977Z,2024-09-29T11:30:45Z,5252096055,140,33.3,5252096053,56,Back,5252096059,141,20.9,5252096063,212,13.8,5252096065,213,5.63,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727831943,10,1,1,0,30,36tr17foeaf9ejjmt2txuoy3y,1,34.4,21.6,2024-09-29T11:30:45.777Z,2024-09-29T11:35:48Z,5252096097,140,24.3,5252096107,156,,5252096101,212,13.5,5252096095,56,Back,5252096103,213,3.81,5252096099,141,9.2,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727831963,11,1,1,0,32,36tr17foeaf9ejjmt2txuoy3y,1,24.8,9.7,2024-09-29T11:30:48.405Z,2024-09-29T11:31:57Z,5252096241,212,10.5,5252096237,140,34.8,5252096243,213,0.04,5252096235,56,Back,5252096239,141,10.3,,,,,,,,,,4iweh8975rkssez3r9vlk1wfe,N. Layzell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832003,12,1,1,0,34,36tr17foeaf9ejjmt2txuoy3y,1,33.5,11,2024-09-29T11:30:49.712Z,2024-09-29T11:35:57Z,5252096465,212,21.0,5252096463,141,10.3,5252096461,140,53.5,5252096467,213,6.26,5252096459,56,Right,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832027,13,1,1,0,37,36tr17foeaf9ejjmt2txuoy3y,1,54.5,24.3,2024-09-29T11:30:53.115Z,2024-09-29T11:30:55Z,5252096585,141,34.0,5252096587,212,15.6,5252096581,56,Back,5252096589,213,2.71,5252096583,140,41.0,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832097,14,1,1,0,39,36tr17foeaf9ejjmt2txuoy3y,1,42.8,34.3,2024-09-29T11:30:55.625Z,2024-09-29T11:31:03Z,5252096995,1,,5252096977,56,Back,5252096987,141,93.9,5252096991,212,41.3,5252096993,213,1.76,5252096983,140,35.4,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832113,15,1,1,0,47,36tr17foeaf9ejjmt2txuoy3y,1,33.4,89.4,2024-09-29T11:31:03.144Z,2024-09-29T11:36:44Z,5252097093,212,12.6,5252097089,141,74.7,5252097087,140,26.1,5252097097,213,4.06,5252097085,56,Back,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832125,16,1,1,0,48,36tr17foeaf9ejjmt2txuoy3y,1,23.8,72.9,2024-09-29T11:31:04.373Z,2024-09-29T11:31:05Z,5252097153,213,5.60,5252097149,212,13.1,5252097141,56,Back,5252097143,140,33.5,5252097145,141,60.8,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832155,17,1,1,0,49,36tr17foeaf9ejjmt2txuoy3y,1,33.2,60.5,2024-09-29T11:31:05.225Z,2024-09-29T11:31:08Z,5252097289,56,Back,5252097293,140,14.5,5252097303,213,3.58,5252097301,212,21.7,5252097297,141,47.0,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832241,18,1,1,0,52,36tr17foeaf9ejjmt2txuoy3y,1,19.7,48.2,2024-09-29T11:31:07.881Z,2024-09-29T11:31:14Z,5252097617,141,31.5,5252097621,213,4.95,5252097619,212,11.7,5252097613,56,Back,5252097615,140,22.3,,,,,,,,,,1vejfm6fcp0xeyk30r6hv79wp,A. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832283,19,1,1,0,58,36tr17foeaf9ejjmt2txuoy3y,1,25.1,33.1,2024-09-29T11:31:14.376Z,2024-09-29T11:31:18Z,5252097817,140,40.5,5252097809,155,,5252097819,141,71.8,5252097821,212,30.9,5252097813,56,Back,5252097823,213,1.02,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832379,20,1,1,1,2,36tr17foeaf9ejjmt2txuoy3y,1,43.9,70.6,2024-09-29T11:31:17.896Z,2024-09-29T11:31:25Z,5252098275,141,70.5,5252098279,213,3.15,5252098271,56,Back,5252098273,140,30.6,5252098277,212,14.0,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832411,21,1,1,1,9,36tr17foeaf9ejjmt2txuoy3y,1,41.2,73.8,2024-09-29T11:31:25.032Z,2024-09-29T11:31:28Z,5252098439,140,55.4,5252098437,56,Center,5252098441,141,62.7,5252098443,212,16.7,5252098445,213,5.81,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727839033,83,83,1,1,10,dcdnoyf6kzhj46iyfm7xq43fy,0,35,21.3,2024-09-29T11:31:26.416Z,2024-09-29T11:40:01Z,5252133351,399,cm84oje8txj7m34zuhhv68ct1,,,,,,,,,,,,,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832419,22,61,1,1,12,36tr17foeaf9ejjmt2txuoy3y,0,56.6,66.5,2024-09-29T11:31:27.900Z,2024-09-29T11:37:47Z,5252098505,56,Center,,,,,,,,,,,,,,,,,,,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832437,9,1,1,1,12,dcdnoyf6kzhj46iyfm7xq43fy,1,34.8,26.6,2024-09-29T11:31:27.901Z,2024-09-29T11:37:46Z,5252123397,212,8.7,5252123393,140,28.2,5252123399,213,2.49,5252098577,56,Back,5252123395,141,34.4,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832469,10,1,1,1,14,dcdnoyf6kzhj46iyfm7xq43fy,1,32,42.7,2024-09-29T11:31:29.694Z,2024-09-29T11:31:31Z,5252098707,140,40.9,5252098711,212,9.7,5252098709,141,38.9,5252098715,213,6.01,5252098705,56,Back,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832475,11,61,1,1,15,dcdnoyf6kzhj46iyfm7xq43fy,0,40.8,39.1,2024-09-29T11:31:31.245Z,2024-09-29T11:38:19Z,5252125949,56,Back,,,,,,,,,,,,,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832479,23,3,1,1,16,36tr17foeaf9ejjmt2txuoy3y,0,58.3,60.6,2024-09-29T11:31:31.726Z,2024-09-29T11:39:00Z,5252128675,286,,5252128877,233,12,5252098761,56,Center,,,,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832519,12,7,1,1,16,dcdnoyf6kzhj46iyfm7xq43fy,0,41.7,39.4,2024-09-29T11:31:31.727Z,2024-09-29T11:39:00Z,5252128863,233,23,5252128827,285,,5252098923,56,Back,,,,,,,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832521,13,4,1,1,18,dcdnoyf6kzhj46iyfm7xq43fy,1,41.8,41,2024-09-29T11:31:33.767Z,2024-09-29T11:38:39Z,5252099035,152,,5252099067,233,24,5252099037,265,,5252099033,56,Back,5252099031,13,,5252099039,286,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832511,24,4,1,1,18,36tr17foeaf9ejjmt2txuoy3y,0,58.2,59,2024-09-29T11:31:33.768Z,2024-09-29T11:31:37Z,5252098935,285,,5252098933,265,,5252098927,13,,5252098931,152,,5252098929,56,Center,5252099105,233,13,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832901,14,1,1,1,52,dcdnoyf6kzhj46iyfm7xq43fy,1,38.9,28.9,2024-09-29T11:32:07.966Z,2024-09-29T11:40:55Z,5252100845,140,25.9,5252100839,5,,5252100843,56,Back,5252100841,152,,5252100849,212,14.4,5252100847,141,22.1,5252100851,213,3.47,5252100859,189,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832915,15,1,1,1,54,dcdnoyf6kzhj46iyfm7xq43fy,1,33.6,28.6,2024-09-29T11:32:10.046Z,2024-09-29T11:32:11Z,5252100955,212,12.4,5252100949,56,Back,5252100957,213,1.19,5252100951,140,38.0,5252100953,141,45.5,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832937,16,1,1,1,55,dcdnoyf6kzhj46iyfm7xq43fy,1,39,51.3,2024-09-29T11:32:11.310Z,2024-09-29T11:32:13Z,5252101105,56,Back,5252101109,141,78.1,5252101107,140,39.3,5252101111,212,18.2,5252101113,213,1.55,,,,,,,,,,dedol1cdecfmywapqdnndxucp,M. Olislagers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832961,17,1,1,1,57,dcdnoyf6kzhj46iyfm7xq43fy,1,39.3,78.1,2024-09-29T11:32:13.502Z,2024-09-29T11:32:15Z,5252101237,212,12.4,5252101239,213,0.02,5252101231,56,Center,5252101233,140,51.1,5252101235,141,78.5,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727832987,18,1,1,1,59,dcdnoyf6kzhj46iyfm7xq43fy,1,50.2,79,2024-09-29T11:32:15.438Z,2024-09-29T11:32:17Z,5252101335,140,61.3,5252101333,56,Left,5252101339,212,15.4,5252101341,213,0.71,5252101337,141,93.8,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833013,19,1,1,2,1,dcdnoyf6kzhj46iyfm7xq43fy,1,62.3,93.5,2024-09-29T11:32:16.958Z,2024-09-29T11:32:18Z,5252101467,213,5.04,5252101459,56,Left,5252101463,141,82.3,5252101461,140,64.8,5252101465,212,8.1,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833049,20,1,1,2,2,dcdnoyf6kzhj46iyfm7xq43fy,1,65.6,82.9,2024-09-29T11:32:18.142Z,2024-09-29T11:32:22Z,5252101615,213,0.54,5252101609,140,73.0,5252101611,141,89.7,5252101607,56,Left,5252101613,212,9.0,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833053,21,1,1,2,6,dcdnoyf6kzhj46iyfm7xq43fy,0,86,87.2,2024-09-29T11:32:22.270Z,2024-09-29T11:32:23Z,5252101643,213,4.70,5252101637,140,85.8,5252101641,212,17.5,5252101639,141,61.5,5252101631,2,,5252101635,56,Center,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833075,25,12,1,2,9,36tr17foeaf9ejjmt2txuoy3y,1,13.8,33.1,2024-09-29T11:32:25.122Z,2024-09-29T11:32:26Z,5252101763,140,22.5,5252101765,141,13.5,5252101769,213,5.31,5252101761,56,Back,5252101767,212,16.2,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833081,26,49,1,2,11,36tr17foeaf9ejjmt2txuoy3y,1,20.1,13.5,2024-09-29T11:32:26.761Z,2024-09-29T11:32:27Z,,,,,,,,,,,,,,,,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833101,27,1,1,2,11,36tr17foeaf9ejjmt2txuoy3y,1,20.3,12.8,2024-09-29T11:32:27.682Z,2024-09-29T11:32:29Z,5252101897,212,10.4,5252101893,140,10.4,5252101891,56,Back,5252101899,213,3.15,5252101895,141,12.6,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833113,28,1,1,2,14,36tr17foeaf9ejjmt2txuoy3y,1,7.6,11.7,2024-09-29T11:32:29.844Z,2024-09-29T11:32:31Z,5252101941,56,Back,5252101949,141,22.5,5252101953,212,8.5,5252101947,140,11.7,5252101955,213,1.04,,,,,,,,,,4iweh8975rkssez3r9vlk1wfe,N. Layzell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833123,29,1,1,2,15,36tr17foeaf9ejjmt2txuoy3y,1,11.7,22.5,2024-09-29T11:32:31.609Z,2024-09-29T11:32:33Z,5252102017,141,6.5,5252102013,56,Back,5252102019,212,14.8,5252102021,213,5.45,5252102015,140,21.2,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833127,30,1,1,2,18,36tr17foeaf9ejjmt2txuoy3y,0,23.1,5.9,2024-09-29T11:32:33.790Z,2024-09-29T11:41:48Z,5252102049,212,4.2,5252102043,56,Back,5252102059,233,22,5252102051,213,0.86,5252102047,141,10.6,5252102045,140,25.7,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833129,22,8,1,2,18,dcdnoyf6kzhj46iyfm7xq43fy,1,80,88.6,2024-09-29T11:32:33.791Z,2024-09-29T11:41:45Z,5252102053,56,Left,,,,,,,,,,,,,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833135,23,5,1,2,19,dcdnoyf6kzhj46iyfm7xq43fy,0,75.7,101.4,2024-09-29T11:32:35.599Z,2024-09-29T11:32:41Z,5252102103,56,Left,5252102105,347,,5252102157,233,31,,,,,,,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833143,31,5,1,2,19,36tr17foeaf9ejjmt2txuoy3y,1,24.3,-1.4,2024-09-29T11:32:35.599Z,2024-09-29T11:32:40Z,5252102131,347,,5252102127,56,Back,5252102149,233,23,,,,,,,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833271,32,1,1,2,33,36tr17foeaf9ejjmt2txuoy3y,1,28.5,0,2024-09-29T11:32:49.624Z,2024-09-29T11:32:51Z,5252102837,107,,5252102845,212,8.1,5252102839,56,Back,5252102841,140,33.0,5252102843,141,7.7,5252102847,213,0.95,,,,,,,4iweh8975rkssez3r9vlk1wfe,N. Layzell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833285,33,1,1,2,35,36tr17foeaf9ejjmt2txuoy3y,1,33.6,8,2024-09-29T11:32:51.451Z,2024-09-29T11:32:52Z,5252102915,140,26.7,5252102921,213,3.49,5252102929,156,,5252102919,212,7.7,5252102913,56,Back,5252102917,141,4.1,,,,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727833311,34,1,1,2,37,36tr17foeaf9ejjmt2txuoy3y,1,26.7,4.1,2024-09-29T11:32:52.918Z,2024-09-29T11:42:41Z,5252103085,140,22.8,5252103091,213,1.80,5252103089,212,18.1,5252103083,56,Back,5252103087,141,30.0,,,,,,,,,,4iweh8975rkssez3r9vlk1wfe,N. Layzell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
