id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/17/value
2743592909,1,34,16,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2024-11-03T13:17:34.019Z,2024-11-03T14:04:39Z,5338163025,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5338163031,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5338163011,30,"dxojafbkfxjskl0ek4nucrnpx, f1xb9y38jfjmrhgv22svv9sa2, 30pcgn07mnn0sk4jp0t7bx9ed, 628hrbjq5whml5fixspdqvd62, cs3pg64kurip4uftscemh01k9, q3xvi1pbz5hmr6zw6np6v4yd, bnzgfrgoiwlw6boq7e7ngi162, e3n8fh86gv7xkw2zi6jlqelzp, a5ew0j9hz4ounrjkeco7g6iuh, 81w3pjqsk98f0l09d9ianrbah, e93vn46w6kk9xwdb8forgzil1, czz8zqjv03gdbbxiadp90pq6t, dfodeak21qhzgxr7qs85f3vf9, 8t1kb3jiu25l2ztaooa294e09, 9ov9x5gap2t34kv8clhwjqvh1, cannlc91eqjjy24i7keyvyaui, 54hjbtj3pm6a4qruhfsz6z3zd, 7oxif0j9hg9lpvrmqj8ocdnmd, cqfxdqu4j8ws6ejoklc7ahz6y, 2zatof747jxpl4fl2ifie47pw",5338163021,59,"1, 18, 14, 11, 5, 17, 4, 22, 9, 77, 20, 25, 2, 7, 10, 12, 21, 26, 33, 36",5338163029,197,5223,5338163017,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5338163023,130,21,5338163027,194,e3n8fh86gv7xkw2zi6jlqelzp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743598363,1,34,16,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2024-11-03T13:22:29.659Z,2024-11-04T14:26:06Z,5338191889,197,6732,5338191887,194,ctzcuzproy4kwpa5wweruw3px,5338191883,130,2,5338191877,30,"4vgx21i9mmnoud5h6px197f11, 4i9innbdajn1n5vqs1mp2ei, tzc4bqcf2wkz1k7d96l8g3my, 6aaes6ikbmrg75h6asm58wpg5, elelvar8kyxwpfqzwr1v00b85, 78f7fs64o2wlgzys9fmlmk1yh, ctzcuzproy4kwpa5wweruw3px, drwlmmiguqz2mfzsh6gjmklx, a1v4wcs80zp79nq6u2efnzgfd, 9zdmc8v5sfrv9z7da49odn4a2, bpktqs6zdoml7z1ykcqhif2wa, ai2jlzvprjrgdyvkgo5kqfl2i, 1oib97ihu6ofz1fvsvih0mnkl, 5kbwhmf4o0nfhvcl3j774fzoq, bdxyymqus7p5r9g6spjbq02xh, zk4ronpcad8dn05o88b29yhh, v0q4f70xrc8ylwip5lfva5ed, 3kg34rp7ealsortc9i0bqyxw4, e3mxj8l3xrr2fa55nqpp86jv8",5338191879,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",5338191891,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5338191881,59,"22, 3, 29, 25, 5, 15, 9, 24, 7, 17, 13, 27, 21, 2, 20, 14, 77, 31, 30",5338191885,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641111,2,32,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2024-11-03T14:01:48.298Z,2024-11-03T14:01:50Z,5338420057,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641101,2,32,1,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2024-11-03T14:01:48.298Z,2024-11-03T14:01:48Z,5338419989,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641211,3,1,1,0,0,9ijyncrxsejz505dbadwr1dir,1,50,50,2024-11-03T14:01:48.299Z,2024-11-03T14:01:52Z,5338420531,212,19.9,5338420529,141,44.9,5338420535,279,S,5338420527,140,31.3,5338420533,213,3.32,5338420525,56,Back,,,,,,,a1v4wcs80zp79nq6u2efnzgfd,J. Naz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641227,4,1,1,0,4,9ijyncrxsejz505dbadwr1dir,0,31.4,45.1,2024-11-03T14:01:52.340Z,2024-11-03T14:03:08Z,5338420615,56,Center,5338420625,1,,5338420621,212,43.2,5338420617,140,71.4,5338420613,157,,5338420623,213,6.05,5338420619,141,30.4,,,,78f7fs64o2wlgzys9fmlmk1yh,C. Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641313,3,1,1,0,7,cz26xwowfjp8ei14n9z2ac135,1,28.6,68.2,2024-11-03T14:01:56.107Z,2024-11-03T14:02:04Z,5338421111,140,36.7,5338421107,3,,5338421115,212,21.9,5338421109,56,Back,5338421117,213,5.11,5338421113,141,38.5,,,,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641325,4,49,1,0,9,cz26xwowfjp8ei14n9z2ac135,1,36.7,38.3,2024-11-03T14:01:57.435Z,2024-11-03T14:01:57Z,,,,,,,,,,,,,,,,,,,,,,,,,628hrbjq5whml5fixspdqvd62,M. Paví,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641337,5,1,1,0,9,cz26xwowfjp8ei14n9z2ac135,1,36.7,38.3,2024-11-03T14:01:57.819Z,2024-11-03T14:01:58Z,5338421225,213,1.87,5338421221,141,61.7,5338421223,212,16.7,5338421219,140,32.0,5338421217,56,Back,,,,,,,,,,628hrbjq5whml5fixspdqvd62,M. Paví,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641419,6,1,1,0,10,cz26xwowfjp8ei14n9z2ac135,1,32,61.7,2024-11-03T14:01:58.586Z,2024-11-03T14:02:03Z,5338421699,212,18.0,5338421701,213,2.17,5338421693,56,Back,5338421697,141,83.5,5338421695,140,22.3,,,,,,,,,,bnzgfrgoiwlw6boq7e7ngi162,O. Siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641477,7,1,1,0,16,cz26xwowfjp8ei14n9z2ac135,1,22.3,83.5,2024-11-03T14:02:04.746Z,2024-11-03T14:02:07Z,5338422057,212,31.1,5338422053,140,26.8,5338422059,213,4.86,5338422051,56,Back,5338422055,141,38.3,,,,,,,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641579,8,1,1,0,18,cz26xwowfjp8ei14n9z2ac135,1,25.6,34.3,2024-11-03T14:02:07.146Z,2024-11-03T14:02:11Z,5338422625,140,11.1,5338422621,56,Back,5338422627,141,58.4,5338422631,213,2.32,5338422629,212,22.4,,,,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641599,9,1,1,0,23,cz26xwowfjp8ei14n9z2ac135,1,11.1,58.2,2024-11-03T14:02:11.770Z,2024-11-03T14:02:13Z,5338422749,141,73.2,5338422753,213,0.76,5338422747,140,21.3,5338422751,212,14.8,5338422745,56,Back,,,,,,,,,,dxojafbkfxjskl0ek4nucrnpx,K. Szemik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641671,10,1,1,0,24,cz26xwowfjp8ei14n9z2ac135,1,21.3,73.2,2024-11-03T14:02:13.003Z,2024-11-03T14:02:16Z,5338423085,141,92.0,5338423081,56,Back,5338423083,140,22.4,5338423087,212,12.8,5338423089,213,1.48,,,,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641673,11,1,1,0,27,cz26xwowfjp8ei14n9z2ac135,0,25.2,89.3,2024-11-03T14:02:15.964Z,2024-11-03T14:02:17Z,5338423099,157,,5338423101,56,Back,5338423245,233,5,5338423103,140,28.5,5338423115,1,,5338423243,236,,5338423113,213,0.29,5338423105,141,90.8,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,5338423109,212,3.6,5338423249,286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743641689,5,74,1,0,27,9ijyncrxsejz505dbadwr1dir,1,68.7,3.7,2024-11-03T14:02:15.965Z,2024-11-03T14:59:29Z,5338423179,56,Right,5338423181,285,,5338423279,233,11,,,,,,,,,,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
