id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/15/value,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,keyPass,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2745565005,9,1,1,0,12,dcdnoyf6kzhj46iyfm7xq43fy,1,31.5,8,2024-11-08T19:01:39.830Z,2024-11-08T19:01:43Z,5349049601,141,37.9,5349049603,212,21.8,5349049605,213,1.94,5349049599,140,23.9,5349049597,56,Back,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565265,10,1,1,0,16,dcdnoyf6kzhj46iyfm7xq43fy,1,29.1,33.6,2024-11-08T19:01:43.781Z,2024-11-08T19:01:58Z,5349050853,212,32.1,5349050851,141,77.0,5349050849,140,41.2,5349050855,213,1.16,5349050857,1,,5349050847,56,Back,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565303,11,1,1,0,31,dcdnoyf6kzhj46iyfm7xq43fy,1,81.8,93.2,2024-11-08T19:01:58.310Z,2024-11-08T19:02:00Z,5349050979,212,9.8,5349050973,56,Left,5349050975,140,86.5,5349050977,141,80.8,5349050981,213,5.24,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565313,12,1,1,0,33,dcdnoyf6kzhj46iyfm7xq43fy,0,90.1,74.2,2024-11-08T19:02:00.581Z,2024-11-08T19:02:01Z,5349051025,213,4.75,5349051019,140,90.5,5349051021,141,59.0,5349051023,212,10.3,5349051017,56,Center,,,,,,,,,,d1fnp3b9t3mfz4aj2csayfhwq,K. Seike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565325,3,49,1,0,35,5rurqie3qt1qav9ir5mkqinn,1,12.5,39.1,2024-11-08T19:02:02.255Z,2024-11-08T19:02:02Z,,,,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565407,4,1,1,0,36,5rurqie3qt1qav9ir5mkqinn,1,6,32.2,2024-11-08T19:02:04.031Z,2024-11-08T19:02:06Z,5349051487,140,5.2,5349051491,212,11.3,5349051493,213,4.64,5349051485,56,Back,5349051489,141,15.6,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565423,5,1,1,0,39,5rurqie3qt1qav9ir5mkqinn,0,8.3,13.2,2024-11-08T19:02:06.814Z,2024-11-08T19:02:07Z,5349051551,140,24.7,5349051559,212,17.5,5349051563,213,0.18,5349051547,56,Back,5349051555,141,17.7,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565439,13,8,1,0,41,dcdnoyf6kzhj46iyfm7xq43fy,1,68.2,73.3,2024-11-08T19:02:08.726Z,2024-11-08T19:03:03Z,5349051647,56,Center,,,,,,,,,,,,,,,,,,,,,,af3x1ptiil8vti00lxf1x8ewa,M. Symonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565497,14,49,1,0,44,dcdnoyf6kzhj46iyfm7xq43fy,1,70.3,72.4,2024-11-08T19:02:11.093Z,2024-11-08T19:02:11Z,,,,,,,,,,,,,,,,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565523,15,1,1,0,44,dcdnoyf6kzhj46iyfm7xq43fy,1,70.3,72.4,2024-11-08T19:02:11.414Z,2024-11-08T19:02:12Z,5349052073,140,68.4,5349052071,56,Center,5349052085,213,4.14,5349052081,212,3.7,5349052077,141,67.8,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565585,16,1,1,0,45,dcdnoyf6kzhj46iyfm7xq43fy,0,68.2,67.2,2024-11-08T19:02:12.613Z,2024-11-08T19:05:11Z,5349052357,140,67.6,5349052363,212,17.3,5349052367,213,1.61,5349052359,141,92.6,5349052355,56,Left,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565545,6,61,1,0,46,5rurqie3qt1qav9ir5mkqinn,1,31.9,9.8,2024-11-08T19:02:13.430Z,2024-11-08T19:02:13Z,5349052187,56,Back,,,,,,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565631,17,1,1,0,49,dcdnoyf6kzhj46iyfm7xq43fy,1,67.9,90.8,2024-11-08T19:02:16.053Z,2024-11-08T19:02:18Z,5349052627,213,4.30,5349052619,56,Left,5349052625,212,5.0,5349052623,141,84.1,5349052621,140,66.0,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565661,18,1,1,0,51,dcdnoyf6kzhj46iyfm7xq43fy,1,65.6,90,2024-11-08T19:02:18.790Z,2024-11-08T19:02:22Z,5349052799,212,28.5,5349052793,56,Back,5349052795,140,38.5,5349052797,141,88.3,5349052801,213,3.18,,,,,,,,,,af3x1ptiil8vti00lxf1x8ewa,M. Symonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565729,19,1,1,0,54,dcdnoyf6kzhj46iyfm7xq43fy,1,36.1,88.3,2024-11-08T19:02:22.021Z,2024-11-08T19:02:28Z,5349053147,56,Back,5349053163,213,3.70,5349053159,212,20.4,5349053153,141,72.4,5349053151,140,19.6,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565805,20,1,1,1,0,dcdnoyf6kzhj46iyfm7xq43fy,1,19.6,72.3,2024-11-08T19:02:28.038Z,2024-11-08T19:02:34Z,5349053585,141,88.1,5349053589,213,1.05,5349053583,140,25.5,5349053581,56,Back,5349053587,212,12.4,,,,,,,,,,el8c138wsa0bnop68caop5uxh,S. Baggaley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565851,21,1,1,1,7,dcdnoyf6kzhj46iyfm7xq43fy,1,33.8,76.1,2024-11-08T19:02:34.262Z,2024-11-08T19:02:37Z,5349053823,212,9.3,5349053817,140,36.9,5349053825,213,5.07,5349053813,56,Back,5349053819,141,63.3,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565865,22,1,1,1,10,dcdnoyf6kzhj46iyfm7xq43fy,1,35.3,61.7,2024-11-08T19:02:37.526Z,2024-11-08T19:02:39Z,5349053889,141,36.9,5349053887,140,31.7,5349053891,212,17.3,5349053893,213,4.49,5349053885,56,Back,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565889,23,1,1,1,12,dcdnoyf6kzhj46iyfm7xq43fy,1,33.7,37.3,2024-11-08T19:02:39.222Z,2024-11-08T19:02:42Z,5349054067,141,8.8,5349054065,140,43.4,5349054069,212,21.9,5349054063,56,Back,5349054071,213,5.20,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565941,24,1,1,1,14,dcdnoyf6kzhj46iyfm7xq43fy,1,44.9,10.6,2024-11-08T19:02:41.990Z,2024-11-08T19:02:44Z,5349054307,213,1.63,5349054299,56,Back,5349054305,212,10.8,5349054301,140,44.3,5349054303,141,26.5,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745565973,25,1,1,1,17,dcdnoyf6kzhj46iyfm7xq43fy,0,43.6,26.1,2024-11-08T19:02:44.645Z,2024-11-08T19:02:47Z,5349054491,1,,5349054485,141,3.7,5349054479,155,,5349054487,212,38.0,5349054483,140,76.8,5349054481,56,Right,5349054489,213,5.87,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745566041,7,1,1,1,22,5rurqie3qt1qav9ir5mkqinn,1,21.5,92.3,2024-11-08T19:02:49.232Z,2024-11-08T19:02:51Z,5349054795,212,10.9,5349054789,56,Back,5349054787,157,,5349054791,140,29.8,5349054793,141,82.7,5349054799,1,,5349054797,213,5.64,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745566045,8,4,1,1,23,5rurqie3qt1qav9ir5mkqinn,1,34,83.4,2024-11-08T19:02:50.977Z,2024-11-08T19:03:00Z,5349055529,233,26,5349054991,13,,5349054999,152,,5349055519,286,,5349054995,294,,5349054997,56,Back,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745566063,26,4,1,1,23,dcdnoyf6kzhj46iyfm7xq43fy,0,66,16.6,2024-11-08T19:02:50.978Z,2024-11-08T19:03:01Z,5349055233,56,Right,5349055231,294,,5349055311,233,8,5349055315,285,,5349055235,152,,5349055229,13,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745566855,9,1,1,2,5,5rurqie3qt1qav9ir5mkqinn,1,37.5,83.3,2024-11-08T19:03:32.960Z,2024-11-08T19:03:35Z,5349058945,213,5.05,5349058937,56,Back,5349058935,152,,5349058933,5,,5349058939,140,41.0,5349058943,212,11.1,5349058941,141,67.9,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745566897,10,1,1,2,8,5rurqie3qt1qav9ir5mkqinn,1,41.1,71.8,2024-11-08T19:03:35.439Z,2024-11-08T19:03:37Z,5349059123,56,Back,5349059129,212,10.4,5349059127,141,83.0,5349059125,140,34.3,5349059131,213,2.32,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745566939,11,1,1,2,10,5rurqie3qt1qav9ir5mkqinn,1,35.4,85.3,2024-11-08T19:03:37.583Z,2024-11-08T19:03:40Z,5349059353,141,69.6,5349059351,140,15.5,5349059349,56,Back,5349059357,213,3.61,5349059355,212,23.5,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745566981,12,1,1,2,13,5rurqie3qt1qav9ir5mkqinn,1,13.4,68.4,2024-11-08T19:03:40.127Z,2024-11-08T19:03:42Z,5349059571,212,14.0,5349059573,213,4.25,5349059565,56,Back,5349059567,140,7.5,5349059569,141,50.0,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567001,13,1,1,2,15,5rurqie3qt1qav9ir5mkqinn,1,10,46.1,2024-11-08T19:03:42.334Z,2024-11-08T19:03:43Z,5349059691,141,27.3,5349059693,212,18.0,5349059695,213,5.49,5349059689,140,22.1,5349059687,56,Back,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567051,14,1,1,2,16,5rurqie3qt1qav9ir5mkqinn,1,22.8,27.3,2024-11-08T19:03:43.583Z,2024-11-08T19:03:46Z,5349059975,213,1.81,5349059967,56,Back,5349059969,140,19.3,5349059973,212,15.5,5349059971,141,49.4,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567129,15,1,1,2,19,5rurqie3qt1qav9ir5mkqinn,1,19.3,49.4,2024-11-08T19:03:46.432Z,2024-11-08T19:03:51Z,5349060387,155,,5349060395,212,31.1,5349060389,56,Back,5349060397,213,0.77,5349060391,140,40.6,5349060393,141,81.2,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567155,16,1,1,2,24,5rurqie3qt1qav9ir5mkqinn,1,45.7,62.7,2024-11-08T19:03:51.375Z,2024-11-08T19:03:52Z,5349060519,141,49.9,5349060515,56,Back,5349060523,213,4.49,5349060521,212,8.9,5349060517,140,43.8,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567193,17,1,1,2,25,5rurqie3qt1qav9ir5mkqinn,1,44.5,47.2,2024-11-08T19:03:52.591Z,2024-11-08T19:03:55Z,5349060723,141,18.8,5349060721,140,54.2,5349060725,212,21.8,5349060727,213,5.20,5349060719,56,Right,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567251,18,1,1,2,27,5rurqie3qt1qav9ir5mkqinn,1,54.9,16.7,2024-11-08T19:03:54.911Z,2024-11-08T19:03:57Z,5349061045,141,10.4,5349061047,212,11.7,5349061043,140,65.3,5349061051,213,5.91,5349061041,56,Right,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567313,19,1,1,2,30,5rurqie3qt1qav9ir5mkqinn,1,60.7,15.3,2024-11-08T19:03:57.728Z,2024-11-08T19:04:01Z,5349061377,212,11.3,5349061371,56,Center,5349061373,140,56.1,5349061379,213,2.01,5349061375,141,30.4,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567345,20,1,1,2,34,5rurqie3qt1qav9ir5mkqinn,1,60.1,16.7,2024-11-08T19:04:01.583Z,2024-11-08T19:04:03Z,5349061557,56,Right,5349061565,213,3.89,5349061559,140,54.0,5349061563,212,8.8,5349061561,141,7.9,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567449,21,1,1,2,36,5rurqie3qt1qav9ir5mkqinn,1,58.5,7.1,2024-11-08T19:04:03.343Z,2024-11-08T19:04:09Z,5349062147,212,18.2,5349062145,141,22.1,5349062149,213,2.54,5349062143,140,44.2,5349062141,56,Back,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567505,22,1,1,2,41,5rurqie3qt1qav9ir5mkqinn,1,57,17.1,2024-11-08T19:04:08.944Z,2024-11-08T19:04:12Z,5349062451,213,5.91,5349062443,56,Right,5349062449,212,15.4,5349062447,141,8.8,5349062445,140,70.6,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567533,23,1,1,2,45,5rurqie3qt1qav9ir5mkqinn,1,64.8,21.2,2024-11-08T19:04:12.639Z,2024-11-08T19:04:14Z,5349062619,213,1.98,5349062611,56,Center,5349062613,140,62.0,5349062617,212,7.5,5349062615,141,31.3,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567545,24,61,1,2,47,5rurqie3qt1qav9ir5mkqinn,0,64.6,24.1,2024-11-08T19:04:14.735Z,2024-11-08T19:04:15Z,5349062689,56,Center,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567607,28,49,1,2,48,dcdnoyf6kzhj46iyfm7xq43fy,1,38.1,83.9,2024-11-08T19:04:15.454Z,2024-11-08T19:08:33Z,,,,,,,,,,,,,,,,,,,,,,,,,d1fnp3b9t3mfz4aj2csayfhwq,K. Seike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567619,29,50,1,2,48,dcdnoyf6kzhj46iyfm7xq43fy,1,39.3,80.6,2024-11-08T19:04:15.871Z,2024-11-08T21:07:32Z,5349063129,233,25,5349063011,56,Back,5349063013,286,,,,,,,,,,,,,,,,,d1fnp3b9t3mfz4aj2csayfhwq,K. Seike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567583,25,7,1,2,48,5rurqie3qt1qav9ir5mkqinn,1,60.7,19.4,2024-11-08T19:04:15.872Z,2024-11-08T21:07:31Z,5349062845,56,Right,5349062847,285,,5349063097,233,29,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567569,27,43,1,2,49,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-11-08T19:04:16.709Z,2024-11-08T19:08:36Z,5349088065,144,83,5349063075,399,n70i0c7uk1qxianxoiotqmeh,,,,,,,,,,,,,,,,,,,af3x1ptiil8vti00lxf1x8ewa,M. Symonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567635,26,1,1,2,50,5rurqie3qt1qav9ir5mkqinn,1,55.9,14.7,2024-11-08T19:04:17.183Z,2024-11-08T19:04:19Z,5349063061,213,2.59,5349063053,56,Back,5349063059,212,11.1,5349063057,141,23.3,5349063055,140,46.9,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567659,27,49,1,2,53,5rurqie3qt1qav9ir5mkqinn,1,40.5,24.4,2024-11-08T19:04:20.272Z,2024-11-08T19:04:20Z,,,,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745567705,28,1,1,2,53,5rurqie3qt1qav9ir5mkqinn,1,40.5,24.4,2024-11-08T19:04:20.336Z,2024-11-08T19:04:23Z,5349063475,141,43.4,5349063471,56,Back,5349063473,140,23.5,5349063479,213,2.52,5349063477,212,22.0,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
