id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2743681067,291,1,1,26,2,36tr17foeaf9ejjmt2txuoy3y,1,97,25.3,2024-11-03T14:26:46.488Z,2024-11-03T14:26:49Z,5338631425,212,16.2,5338631417,140,88.4,5338631429,213,4.12,5338631421,141,5.6,5338631413,56,Right,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681109,292,1,1,26,5,36tr17foeaf9ejjmt2txuoy3y,1,88.4,5.6,2024-11-03T14:26:49.081Z,2024-11-03T14:26:51Z,5338631705,213,2.88,5338631699,140,74.4,5338631697,56,Right,5338631703,212,15.2,5338631701,141,11.4,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681219,294,1,1,26,9,36tr17foeaf9ejjmt2txuoy3y,1,75.8,12,2024-11-03T14:26:52.647Z,2024-11-03T14:26:57Z,5338632309,56,Right,5338632315,212,11.4,5338632317,213,5.83,5338632311,140,85.6,5338632313,141,4.7,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681241,295,1,1,26,14,36tr17foeaf9ejjmt2txuoy3y,1,78,23,2024-11-03T14:26:57.799Z,2024-11-03T14:26:59Z,5338632439,141,27.3,5338632437,140,74.8,5338632441,212,4.5,5338632443,213,2.43,5338632435,56,Center,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681385,296,1,1,26,16,36tr17foeaf9ejjmt2txuoy3y,1,74.8,27.3,2024-11-03T14:26:59.704Z,2024-11-03T14:27:06Z,5338633191,56,Right,5338633197,212,16.7,5338633193,140,84.0,5338633195,141,7.3,5338633199,213,5.33,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681399,297,1,1,26,23,36tr17foeaf9ejjmt2txuoy3y,0,80.2,18,2024-11-03T14:27:06.808Z,2024-11-03T14:27:07Z,5338633273,140,83.8,5338633277,212,5.5,5338633271,56,Center,5338633275,141,23.9,5338633279,213,0.82,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681415,146,49,1,26,24,6o6989d7o4w1kn35cu75y1mny,1,18.9,89.7,2024-11-03T14:27:08.104Z,2024-11-03T14:27:08Z,,,,,,,,,,,,,,,,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681543,147,1,1,26,29,6o6989d7o4w1kn35cu75y1mny,0,18.3,94.1,2024-11-03T14:27:12.721Z,2024-11-03T14:27:13Z,5338634021,1,,5338634011,56,Left,5338634017,212,35.7,5338634013,140,51.8,5338634019,213,6.11,5338634015,141,85.0,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681595,298,49,1,26,32,36tr17foeaf9ejjmt2txuoy3y,1,42.5,5,2024-11-03T14:27:15.800Z,2024-11-03T14:27:15Z,,,,,,,,,,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681705,299,1,1,26,35,36tr17foeaf9ejjmt2txuoy3y,1,55.5,13.2,2024-11-03T14:27:18.680Z,2024-11-03T14:27:21Z,5338634839,213,0.42,5338634835,141,18.6,5338634837,212,9.1,5338634831,56,Right,5338634833,140,63.4,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681733,300,1,1,26,37,36tr17foeaf9ejjmt2txuoy3y,1,63.4,18.6,2024-11-03T14:27:21.225Z,2024-11-03T14:27:23Z,5338634985,56,Right,5338634993,213,3.04,5338634989,141,19.2,5338634991,212,4.2,5338634987,140,59.4,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681737,301,61,1,26,39,36tr17foeaf9ejjmt2txuoy3y,1,59.4,19.2,2024-11-03T14:27:22.896Z,2024-11-03T14:27:23Z,5338634997,56,Right,,,,,,,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681793,302,1,1,26,41,36tr17foeaf9ejjmt2txuoy3y,1,55.8,15,2024-11-03T14:27:24.616Z,2024-11-03T14:27:26Z,5338635275,140,62.8,5338635281,213,5.56,5338635277,141,5.5,5338635279,212,9.8,5338635273,56,Right,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681813,303,1,1,26,42,36tr17foeaf9ejjmt2txuoy3y,1,62.9,5.3,2024-11-03T14:27:26.056Z,2024-11-03T14:27:27Z,5338635405,141,20.0,5338635409,213,1.50,5338635407,212,10.0,5338635401,56,Right,5338635403,140,63.6,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681833,304,1,1,26,43,36tr17foeaf9ejjmt2txuoy3y,1,63.4,20.1,2024-11-03T14:27:27.288Z,2024-11-03T14:27:28Z,5338635517,140,69.8,5338635515,56,Right,5338635523,213,5.52,5338635521,212,9.3,5338635519,141,10.6,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681865,305,1,1,26,44,36tr17foeaf9ejjmt2txuoy3y,1,69.8,10.6,2024-11-03T14:27:28.472Z,2024-11-03T14:27:30Z,5338635745,213,4.98,5338635735,56,Right,5338635743,212,6.3,5338635741,141,1.6,5338635737,140,71.4,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681891,148,45,1,26,46,6o6989d7o4w1kn35cu75y1mny,0,32.2,93.8,2024-11-03T14:27:30.391Z,2024-11-03T14:52:42Z,5338635861,285,,5338635899,233,306,5338635859,56,Back,,,,,,,,,,,,,,,,cpd3iq3dx1c9p1g74331i2mtw,S. Hopcroft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681875,306,3,1,26,46,36tr17foeaf9ejjmt2txuoy3y,1,67.8,6.2,2024-11-03T14:27:30.391Z,2024-11-03T14:52:42Z,5338635809,56,Right,5338635885,233,148,5338635811,286,,,,,,,,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681905,149,45,1,26,47,6o6989d7o4w1kn35cu75y1mny,0,32,90.8,2024-11-03T14:27:31.080Z,2024-11-03T14:52:42Z,5338635917,56,Back,5338635919,285,,5338636295,233,307,,,,,,,,,,,,,,,,3acexvvnl6jkxur5649bwjpxw,L. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743681969,307,3,1,26,47,36tr17foeaf9ejjmt2txuoy3y,1,68,9.2,2024-11-03T14:27:31.080Z,2024-11-03T14:52:42Z,5338636245,56,Right,5338636281,233,149,5338636247,286,,,,,,,,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682087,308,1,1,26,51,36tr17foeaf9ejjmt2txuoy3y,1,72.3,29.2,2024-11-03T14:27:34.760Z,2024-11-03T14:27:39Z,5338636885,212,23.4,5338636879,56,Center,5338636887,213,1.60,5338636883,141,63.6,5338636881,140,71.7,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682215,309,1,1,26,55,36tr17foeaf9ejjmt2txuoy3y,1,80.3,67.9,2024-11-03T14:27:39.304Z,2024-11-03T14:27:45Z,5338637505,56,Left,5338637509,141,86.2,5338637511,212,17.7,5338637513,213,0.78,5338637507,140,92.3,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682237,310,1,1,27,2,36tr17foeaf9ejjmt2txuoy3y,1,96.7,73.3,2024-11-03T14:27:45.544Z,2024-11-03T14:27:47Z,5338637657,213,4.68,5338637649,56,Center,5338637655,212,30.2,5338637647,155,,5338637651,140,95.9,5338637653,141,28.9,5338637645,2,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682255,311,1,1,27,3,36tr17foeaf9ejjmt2txuoy3y,0,95.9,28.8,2024-11-03T14:27:47.080Z,2024-11-03T14:27:48Z,5338637809,213,1.35,5338637791,155,,5338637803,141,48.7,5338637807,212,13.9,5338637799,140,98.8,5338637795,56,Center,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682283,150,11,1,27,5,6o6989d7o4w1kn35cu75y1mny,1,2,51.8,2024-11-03T14:27:49.393Z,2024-11-03T14:27:49Z,5338637949,56,Back,5338637951,88,,,,,,,,,,,,,,,,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682699,151,1,1,27,20,6o6989d7o4w1kn35cu75y1mny,1,10.3,64.8,2024-11-03T14:28:04.185Z,2024-11-03T14:28:06Z,5338640167,140,15.2,5338640165,56,Back,5338640163,123,,5338640173,213,0.72,5338640171,212,6.8,5338640169,141,71.4,,,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682765,152,1,1,27,22,6o6989d7o4w1kn35cu75y1mny,1,15.2,71.4,2024-11-03T14:28:06.336Z,2024-11-03T14:28:08Z,5338640485,213,6.05,5338640479,140,31.1,5338640477,56,Back,5338640481,141,65.5,5338640483,212,17.2,,,,,,,,,,f204o8gildjfs87uhezqphul0,B. Aspin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743682861,153,1,1,27,25,6o6989d7o4w1kn35cu75y1mny,1,32.3,66.4,2024-11-03T14:28:08.833Z,2024-11-03T14:28:13Z,5338641007,213,1.18,5338641003,212,21.4,5338640997,141,95.6,5338640991,140,40.0,5338640987,56,Back,,,,,,,,,,3acexvvnl6jkxur5649bwjpxw,L. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683041,154,1,1,27,29,6o6989d7o4w1kn35cu75y1mny,1,34.5,85.9,2024-11-03T14:28:12.912Z,2024-11-03T14:28:21Z,5338642019,212,33.3,5338642013,56,Back,5338642021,213,3.87,5338642023,1,,5338642015,140,10.8,5338642017,141,53.4,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683105,155,1,1,27,37,6o6989d7o4w1kn35cu75y1mny,0,9.8,50.6,2024-11-03T14:28:21.458Z,2024-11-03T14:28:24Z,5338642395,141,4.7,5338642399,213,5.86,5338642401,1,,5338642397,212,76.5,5338642393,140,76.3,5338642391,56,Right,5338642389,157,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683113,312,49,1,27,41,36tr17foeaf9ejjmt2txuoy3y,1,32.1,90.9,2024-11-03T14:28:25.224Z,2024-11-03T14:28:25Z,,,,,,,,,,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683211,313,1,1,27,43,36tr17foeaf9ejjmt2txuoy3y,1,34.6,94.2,2024-11-03T14:28:27.064Z,2024-11-03T14:28:29Z,5338642937,56,Left,5338642945,213,5.85,5338642939,140,55.3,5338642943,212,24.0,5338642941,141,79.3,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683265,314,1,1,27,46,36tr17foeaf9ejjmt2txuoy3y,1,55.3,79.3,2024-11-03T14:28:29.753Z,2024-11-03T14:28:33Z,5338643267,213,4.18,5338643259,56,Back,5338643265,212,16.4,5338643261,140,47.4,5338643263,141,58.5,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683269,315,1,1,27,50,36tr17foeaf9ejjmt2txuoy3y,1,49.3,55.1,2024-11-03T14:28:33.657Z,2024-11-03T14:28:34Z,5338643329,212,16.8,5338643323,56,Center,5338643325,140,64.7,5338643327,141,48.2,5338643331,213,6.00,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683285,316,1,1,27,51,36tr17foeaf9ejjmt2txuoy3y,1,64.6,48.2,2024-11-03T14:28:34.554Z,2024-11-03T14:29:03Z,5338643453,156,,5338643425,212,11.5,5338643429,213,4.69,5338643419,56,Center,5338643423,141,31.3,5338643421,140,64.4,,,,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683349,317,1,1,27,53,36tr17foeaf9ejjmt2txuoy3y,0,67.3,30.9,2024-11-03T14:28:37.032Z,2024-11-03T14:28:38Z,5338643697,56,Center,5338643705,213,6.15,5338643699,140,86.9,5338643701,141,26.7,5338643703,212,20.8,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683423,156,1,1,27,56,6o6989d7o4w1kn35cu75y1mny,1,17.7,76.4,2024-11-03T14:28:39.961Z,2024-11-03T14:28:41Z,5338644109,213,0.84,5338644097,56,Back,5338644107,212,14.8,5338644101,140,27.1,5338644103,141,92.6,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683429,157,49,1,27,57,6o6989d7o4w1kn35cu75y1mny,1,28.9,92.4,2024-11-03T14:28:41.272Z,2024-11-03T14:28:41Z,,,,,,,,,,,,,,,,,,,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683539,158,3,1,28,1,6o6989d7o4w1kn35cu75y1mny,0,28.6,96.9,2024-11-03T14:28:44.727Z,2024-11-03T14:52:32Z,5338644765,285,,5338644763,56,Back,5338718285,233,318,,,,,,,,,,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683533,318,7,1,28,1,36tr17foeaf9ejjmt2txuoy3y,1,71.4,3.1,2024-11-03T14:28:44.728Z,2024-11-03T14:52:32Z,5338644733,167,,5338644799,233,158,5338644737,286,,5338644735,56,Right,,,,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684187,166,5,1,28,2,6o6989d7o4w1kn35cu75y1mny,1,32.8,101.7,2024-11-03T14:28:45.884Z,2024-11-03T14:42:12Z,5338648305,56,Back,5338650977,233,319,5338648307,347,,,,,,,,,,,,,,,,,cpd3iq3dx1c9p1g74331i2mtw,S. Hopcroft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683543,319,5,1,28,2,36tr17foeaf9ejjmt2txuoy3y,0,67.2,-1.7,2024-11-03T14:28:45.884Z,2024-11-03T14:42:12Z,5338644781,347,,5338644779,56,Right,5338651007,233,166,,,,,,,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683931,159,1,1,28,18,6o6989d7o4w1kn35cu75y1mny,1,32,100,2024-11-03T14:29:02.465Z,2024-11-03T14:29:45Z,5338646945,212,12.6,5338646939,56,Back,5338651303,107,,5338646947,213,5.78,5338646941,140,42.5,5338646943,141,92.4,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683943,160,44,1,28,22,6o6989d7o4w1kn35cu75y1mny,1,38.9,91.4,2024-11-03T14:29:05.575Z,2024-11-03T14:40:02Z,5338646985,285,,5338649775,233,320,5338646983,56,Back,,,,,,,,,,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683937,320,44,1,28,22,36tr17foeaf9ejjmt2txuoy3y,0,61.1,8.6,2024-11-03T14:29:05.576Z,2024-11-03T14:40:03Z,5338646961,286,,5338649821,233,160,5338646959,56,Right,,,,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683959,161,1,1,28,22,6o6989d7o4w1kn35cu75y1mny,1,42.5,92.4,2024-11-03T14:29:05.809Z,2024-11-03T14:40:40Z,5338647061,141,85.3,5338647063,212,4.8,5338647057,56,Back,5338647053,3,,5338647059,140,42.1,5338647065,213,4.63,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683979,321,43,1,28,22,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2024-11-03T14:29:05.977Z,2024-11-03T14:29:32Z,5338647189,141,20.6,5338647183,3,0,5338647185,56,Right,5338647193,213,0.99,5338647191,212,2.9,5338647187,140,71.9,5338649855,144,1,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683975,162,1,1,28,23,6o6989d7o4w1kn35cu75y1mny,1,41.9,85.3,2024-11-03T14:29:06.897Z,2024-11-03T14:41:24Z,5338647159,213,0.75,5338647151,56,Back,5338647153,140,45.6,5338647155,141,90.6,5338647157,212,5.3,,,,,,,,,,3acexvvnl6jkxur5649bwjpxw,L. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743683985,322,83,1,28,24,36tr17foeaf9ejjmt2txuoy3y,0,69.8,20.3,2024-11-03T14:29:08.425Z,2024-11-03T14:41:32Z,5338647711,399,6spinfzc1go7q5euom2apcdwq,,,,,,,,,,,,,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684017,163,1,1,28,25,6o6989d7o4w1kn35cu75y1mny,1,42.8,91.2,2024-11-03T14:29:09.296Z,2024-11-03T14:42:05Z,5338647391,213,1.38,5338647387,141,96.8,5338647379,56,Back,5338647389,212,3.9,5338647383,140,43.5,,,,,,,,,,6spinfzc1go7q5euom2apcdwq,A. Blanchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684029,164,3,1,28,26,6o6989d7o4w1kn35cu75y1mny,0,38.6,89.7,2024-11-03T14:29:10.311Z,2024-11-03T14:42:12Z,5338647455,56,Back,5338647535,233,323,5338647457,286,,,,,,,,,,,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684027,323,7,1,28,26,36tr17foeaf9ejjmt2txuoy3y,1,61.4,10.3,2024-11-03T14:29:10.312Z,2024-11-03T14:42:10Z,5338647483,233,164,5338647443,56,Right,5338647493,285,,,,,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684067,324,1,1,28,27,36tr17foeaf9ejjmt2txuoy3y,1,62.8,8.8,2024-11-03T14:29:11.480Z,2024-11-03T14:29:13Z,5338647699,56,Back,5338647707,213,3.04,5338647701,140,46.6,5338647703,141,11.3,5338647705,212,17.1,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684073,325,49,1,28,30,36tr17foeaf9ejjmt2txuoy3y,1,44.1,15.8,2024-11-03T14:29:13.672Z,2024-11-03T14:29:14Z,,,,,,,,,,,,,,,,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684099,326,1,1,28,30,36tr17foeaf9ejjmt2txuoy3y,1,44,16.4,2024-11-03T14:29:14.025Z,2024-11-03T14:29:15Z,5338647879,140,42.4,5338647885,213,1.68,5338647883,212,15.7,5338647881,141,39.4,5338647877,56,Back,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684199,327,1,1,28,31,36tr17foeaf9ejjmt2txuoy3y,1,42.4,39.4,2024-11-03T14:29:15.288Z,2024-11-03T14:29:19Z,5338648373,56,Back,5338648379,212,14.4,5338648377,141,59.4,5338648381,213,1.24,5338648375,140,46.9,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684233,328,1,1,28,36,36tr17foeaf9ejjmt2txuoy3y,1,51.3,67.5,2024-11-03T14:29:19.752Z,2024-11-03T14:29:21Z,5338648585,141,55.8,5338648587,212,10.3,5338648589,213,5.40,5338648581,56,Center,5338648583,140,57.5,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684253,329,1,1,28,37,36tr17foeaf9ejjmt2txuoy3y,1,61.1,56.7,2024-11-03T14:29:21.384Z,2024-11-03T14:29:22Z,5338648691,141,67.6,5338648687,56,Center,5338648699,213,1.58,5338648689,140,61.0,5338648695,212,7.4,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684301,330,1,1,28,38,36tr17foeaf9ejjmt2txuoy3y,1,61,67.6,2024-11-03T14:29:22.136Z,2024-11-03T14:29:24Z,5338649035,212,22.2,5338649029,56,Left,5338649033,141,93.3,5338649037,213,0.91,5338649031,140,74.0,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684369,331,1,1,28,40,36tr17foeaf9ejjmt2txuoy3y,0,76.8,93.6,2024-11-03T14:29:24.440Z,2024-11-03T14:29:27Z,5338649383,56,Center,5338649387,141,68.4,5338649389,212,26.4,5338649391,213,5.58,5338649385,140,95.9,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684389,167,49,1,28,44,6o6989d7o4w1kn35cu75y1mny,1,11.8,27.1,2024-11-03T14:29:28.472Z,2024-11-03T14:29:28Z,,,,,,,,,,,,,,,,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684601,168,1,1,28,51,6o6989d7o4w1kn35cu75y1mny,0,14.7,19.8,2024-11-03T14:29:34.985Z,2024-11-03T14:29:38Z,5338650617,141,3.5,5338650615,140,62.4,5338650621,213,6.07,5338650623,1,,5338650613,56,Right,5338650611,155,,5338650619,212,51.3,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684615,332,49,1,28,55,36tr17foeaf9ejjmt2txuoy3y,1,40.1,94.2,2024-11-03T14:29:39.145Z,2024-11-03T14:29:39Z,,,,,,,,,,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684737,333,1,1,28,56,36tr17foeaf9ejjmt2txuoy3y,1,39.9,92.1,2024-11-03T14:29:40.186Z,2024-11-03T14:29:45Z,5338651273,141,60.2,5338651271,140,31.7,5338651269,56,Back,5338651277,213,4.33,5338651275,212,23.3,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684949,334,1,1,29,1,36tr17foeaf9ejjmt2txuoy3y,1,35.9,64.9,2024-11-03T14:29:45.032Z,2024-11-03T14:29:55Z,5338652355,141,86.2,5338652357,212,17.3,5338652359,213,0.99,5338652351,56,Back,5338652353,140,44.9,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684971,335,1,1,29,12,36tr17foeaf9ejjmt2txuoy3y,0,64.1,80.9,2024-11-03T14:29:55.864Z,2024-11-03T14:29:58Z,5338652493,56,Center,5338652501,213,5.86,5338652503,1,,5338652499,212,34.4,5338652497,141,60.0,5338652495,140,93.9,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684959,169,52,1,29,14,6o6989d7o4w1kn35cu75y1mny,1,10.2,42.1,2024-11-03T14:29:57.801Z,2024-11-03T14:29:59Z,,,,,,,,,,,,,,,,,,,,,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743685229,170,1,1,29,23,6o6989d7o4w1kn35cu75y1mny,1,10.7,58.4,2024-11-03T14:30:07.410Z,2024-11-03T14:30:10Z,5338653855,56,Back,5338653861,212,9.7,5338653857,140,13.8,5338653859,141,44.9,5338653865,213,5.05,5338653853,123,,,,,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743685325,171,1,1,29,27,6o6989d7o4w1kn35cu75y1mny,1,15.4,44.5,2024-11-03T14:30:10.809Z,2024-11-03T14:30:16Z,5338654415,213,2.10,5338654409,140,8.7,5338654411,141,62.3,5338654413,212,14.0,5338654407,56,Back,,,,,,,,,,f204o8gildjfs87uhezqphul0,B. Aspin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743685369,172,1,1,29,32,6o6989d7o4w1kn35cu75y1mny,1,11.1,66.1,2024-11-03T14:30:16.026Z,2024-11-03T14:30:18Z,5338654637,141,96.8,5338654641,213,0.69,5338654643,1,,5338654635,140,35.2,5338654631,155,,5338654633,56,Back,5338654639,212,32.8,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
