id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2735181247,1,34,16,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2024-10-19T10:45:09.876Z,2024-10-19T12:29:49Z,5292345035,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5292345033,30,"8btgs1e799s3xyjfqloeg2iju, 8gh56ar8x8yxjfcm66m7532ll, 8e7wbpcbwxvdz0fojwuyov3rp, dqpv2janh4g4qkiqx7h7vs8gl, 9t8eb24gwj56ucggp7x0n0ewa, bl6mkergo04815vpi73fgtwb9, 1ry82n1adajgmjtce487u9q1g, 5c00ea33ei5ie1iauirtge505, brs6i21j86k1w7cpgzorrxxwp, 2a45d0hq84uxfi5t9c65dw7vt, enh0z58rrftq2m6hybzhgf65l, 8ll4dyc6p81nlfz81v8nz3m96, 3u2e56fhs12qok7truspt65zp, 1k29va1w8gt2m6mwle19olkb8, 66wqtn91bp4oqrlry02sg2bdg, a6nt0vn3kgt05g1hdnubrh0yc, 1haq2mkmbebj3jbt0z2jom4lx, dzhvgrdkl4nuj8z4fd9to0ag9, etyrg2e7ftd9i9qggqfuy9gk4, 1234a1tb7y6trj9xsoqvx0x5h",5292345039,130,8,5292345045,197,8474,5292345043,194,9t8eb24gwj56ucggp7x0n0ewa,5292345037,59,"91, 15, 3, 17, 4, 21, 8, 16, 19, 7, 20, 39, 5, 55, 38, 13, 12, 23, 34, 28",5292345041,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5292345047,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735181275,2,34,16,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-10-19T10:45:17.926Z,2024-10-19T10:45:18Z,5292345167,59,"32, 14, 3, 16, 5, 2, 6, 19, 9, 8, 20, 7, 11, 18, 21, 23, 25, 27, 28, 59",5292345171,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5292345177,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5292345169,130,17,5292345175,197,5135,5292345173,194,5t9mthxv6kthq6tnntv5q4fdh,5292345163,30,"el8c138wsa0bnop68caop5uxh, 8m3okb64mh1m7dfmp0km4wct1, 8lf62k2iwmb23gywex08s6m09, dld1dfaxrkcje24pmw72odzpw, 18f6a50q9okw7dcii40i8vd91, 589yqifloa5j7qwp2gnemyml1, 5t9mthxv6kthq6tnntv5q4fdh, dedol1cdecfmywapqdnndxucp, c705ailfiov40xwoysz0ggct1, 52w10pe7mkfv4twb2p2c5ugnp, 9t2pn6dp6w38b169a5qo9c60a, a7mvfblbrdc2xzot87jwzk4d0, d1fnp3b9t3mfz4aj2csayfhwq, af3x1ptiil8vti00lxf1x8ewa, 5zscs0qkg39k01a2n0qu9tvkk, 2w5e7dfxr588qpxex7cstyyy2, 2eoggfnen5l1u32thxevo3sb8, 8jcspom7vgzuzen8yw4php711, 4uest450f12ikgunglu92j0tl, 4payujvwgv750r4y1eeprn1g4",5292345165,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735202887,2,32,1,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2024-10-19T11:30:16.755Z,2024-10-19T11:30:19Z,5292453565,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735202873,3,32,1,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-10-19T11:30:16.755Z,2024-10-19T11:30:17Z,5292453475,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735202921,4,1,1,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,50,50,2024-10-19T11:30:16.756Z,2024-10-19T11:30:20Z,5292453697,141,56.0,5292453701,213,2.95,5292453703,279,S,5292453695,140,29.5,5292453693,56,Back,5292453699,212,21.9,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735202961,5,1,1,0,3,dcdnoyf6kzhj46iyfm7xq43fy,1,29,64.8,2024-10-19T11:30:19.918Z,2024-10-19T11:30:23Z,5292453881,141,85.3,5292453879,140,28.3,5292453877,56,Back,5292453883,212,14.0,5292453885,213,1.62,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735203051,6,1,1,0,6,dcdnoyf6kzhj46iyfm7xq43fy,1,30.4,88,2024-10-19T11:30:22.975Z,2024-10-19T11:30:29Z,5292454315,213,4.49,5292454313,212,16.4,5292454309,140,27.0,5292454311,141,64.5,5292454307,56,Back,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735203089,7,1,1,0,12,dcdnoyf6kzhj46iyfm7xq43fy,1,32.4,59.4,2024-10-19T11:30:29.486Z,2024-10-19T11:30:32Z,5292454487,56,Back,5292454489,140,34.8,5292454493,212,10.3,5292454495,213,1.32,5292454491,141,74.1,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735203133,8,1,1,0,15,dcdnoyf6kzhj46iyfm7xq43fy,1,36.6,73.3,2024-10-19T11:30:32.207Z,2024-10-19T11:30:35Z,5292454757,141,58.7,5292454753,56,Back,5292454755,140,29.8,5292454759,212,12.2,5292454761,213,4.09,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735203187,9,1,1,0,18,dcdnoyf6kzhj46iyfm7xq43fy,1,30.5,55.4,2024-10-19T11:30:35.342Z,2024-10-19T11:30:38Z,5292454963,213,5.25,5292454965,1,,5292454959,141,8.3,5292454955,56,Back,5292454953,155,,5292454961,212,37.2,5292454957,140,48.6,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
