id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,keyPass,qualifier/13/value
2772077991,4,1,1,0,10,axwnneoekq2f2yq6r1l704y96,0,60.2,19.5,2025-02-02T18:45:37.361Z,2025-02-02T18:45:38Z,5492746971,140,57.9,5492746975,212,7.2,5492746969,56,Center,5492746977,213,1.91,5492746973,141,29.5,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078009,5,45,1,0,12,axwnneoekq2f2yq6r1l704y96,0,56.8,27.5,2025-02-02T18:45:38.846Z,2025-02-02T19:15:51Z,5492747087,56,Center,5492747089,285,,5492747151,233,7,,,,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078003,7,3,1,0,12,9ijyncrxsejz505dbadwr1dir,1,43.2,72.5,2025-02-02T18:45:38.846Z,2025-02-02T21:20:15Z,5492747123,233,5,5492747055,286,,5492747053,56,Back,5493230585,465,,,,,,,,,,,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078035,8,1,1,0,13,9ijyncrxsejz505dbadwr1dir,1,45.4,79,2025-02-02T18:45:40.079Z,2025-02-02T18:45:42Z,5492747257,141,90.0,5492747253,56,Left,5492747259,212,13.0,5492747255,140,55.5,5492747261,213,0.61,,,,,,,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078091,9,1,1,0,14,9ijyncrxsejz505dbadwr1dir,1,53.7,92.6,2025-02-02T18:45:41.198Z,2025-02-02T21:20:30Z,5492747587,56,Left,5492747591,140,80.9,5492747597,213,0.00,5492747593,141,92.8,5492747595,212,28.6,,,,,,,,,,a1v4wcs80zp79nq6u2efnzgfd,J. Naz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078095,10,61,1,0,17,9ijyncrxsejz505dbadwr1dir,0,79.6,95.9,2025-02-02T18:45:44.174Z,2025-02-02T18:54:03Z,5492747607,56,Left,,,,,,,,,,,,,,,,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772084061,78,61,1,0,18,axwnneoekq2f2yq6r1l704y96,1,17.8,3.9,2025-02-02T18:45:44.920Z,2025-02-02T18:54:30Z,5492784457,56,Back,,,,,,,,,,,,,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772084049,78,61,1,0,19,9ijyncrxsejz505dbadwr1dir,1,81.2,94.6,2025-02-02T18:45:45.579Z,2025-02-02T18:54:36Z,5492784901,56,Left,,,,,,,,,,,,,,,,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078173,6,5,1,0,20,axwnneoekq2f2yq6r1l704y96,1,21,-1.6,2025-02-02T18:45:47.279Z,2025-02-02T18:49:46Z,5492748019,347,,5492748017,56,Back,5492748041,233,11,,,,,,,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078117,11,5,1,0,20,9ijyncrxsejz505dbadwr1dir,0,79,101.6,2025-02-02T18:45:47.279Z,2025-02-02T18:45:54Z,5492748053,233,6,5492747719,56,Left,5492747721,347,,,,,,,,,,,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078383,7,1,1,0,38,axwnneoekq2f2yq6r1l704y96,0,29.2,0,2025-02-02T18:46:05.041Z,2025-02-02T21:21:23Z,5492749345,1,,5492749337,140,56.6,5492749339,141,5.6,5492749333,107,,5492749341,212,29.2,5493232353,189,,5492749335,56,Right,5492749343,213,0.16,13up673x1kzlwwi22awilagvd,J. Riviere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772165785,847,61,1,0,43,9ijyncrxsejz505dbadwr1dir,1,38.4,85.6,2025-02-02T18:46:09.659Z,2025-02-02T21:21:27Z,5493232977,56,Back,,,,,,,,,,,,,,,,,,,,,,78f7fs64o2wlgzys9fmlmk1yh,C. Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078391,8,43,1,0,43,axwnneoekq2f2yq6r1l704y96,1,0,0,2025-02-02T18:46:09.713Z,2025-02-02T21:21:21Z,5492749385,56,Right,5493232845,144,61,,,,,,,,,,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078435,12,49,1,0,46,9ijyncrxsejz505dbadwr1dir,1,32.6,89.6,2025-02-02T18:46:12.751Z,2025-02-02T18:46:12Z,,,,,,,,,,,,,,,,,,,,,,,,,7um4xb0p8zr4o11lsyd9n0hqt,A. Nildén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078463,13,1,1,0,46,9ijyncrxsejz505dbadwr1dir,1,33.3,90.6,2025-02-02T18:46:13.231Z,2025-02-02T21:21:39Z,5492749753,213,3.95,5492749747,140,20.4,5492749749,141,69.7,5492749745,56,Back,5492749751,212,19.6,,,,,,,,,,7um4xb0p8zr4o11lsyd9n0hqt,A. Nildén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078491,14,1,1,0,48,9ijyncrxsejz505dbadwr1dir,0,19.8,67.1,2025-02-02T18:46:14.943Z,2025-02-02T21:21:43Z,5492749935,1,,5492749923,157,,5492749929,141,83.4,5492749931,212,32.2,5492749927,140,48.6,5492749925,56,Back,5492749933,213,0.35,,,,bxrfg32lc9sspg2ewx160yqxh,L. Kop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078527,9,1,1,0,51,axwnneoekq2f2yq6r1l704y96,0,51.7,13.2,2025-02-02T18:46:17.857Z,2025-02-02T18:46:19Z,5492750169,141,5.2,5492750163,3,,5492750167,140,60.0,5492750171,212,10.3,5492750173,213,5.73,5492750165,56,Right,,,,,,,13up673x1kzlwwi22awilagvd,J. Riviere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078537,15,61,1,0,53,9ijyncrxsejz505dbadwr1dir,1,33.7,91.2,2025-02-02T18:46:19.946Z,2025-02-02T18:46:20Z,5492750235,56,Back,,,,,,,,,,,,,,,,,,,,,,7um4xb0p8zr4o11lsyd9n0hqt,A. Nildén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772085379,99,49,1,0,54,9ijyncrxsejz505dbadwr1dir,1,44.7,93.2,2025-02-02T18:46:21.008Z,2025-02-02T18:56:09Z,,,,,,,,,,,,,,,,,,,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078569,16,1,1,0,55,9ijyncrxsejz505dbadwr1dir,0,42,86.9,2025-02-02T18:46:21.503Z,2025-02-02T18:46:23Z,5492750417,140,62.6,5492750419,141,86.3,5492750413,155,,5492750421,212,21.6,5492750415,56,Left,5492750423,213,6.26,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078609,10,12,1,0,57,axwnneoekq2f2yq6r1l704y96,1,42.2,7.3,2025-02-02T18:46:24.080Z,2025-02-02T21:22:08Z,5492750677,140,39.7,5492750683,213,2.20,5492750679,141,12.6,5492750675,56,Back,5492750681,212,4.5,,,,,,,,,,13up673x1kzlwwi22awilagvd,J. Riviere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078619,11,1,1,0,59,axwnneoekq2f2yq6r1l704y96,1,40.1,13.1,2025-02-02T18:46:25.824Z,2025-02-02T18:46:27Z,5492750759,212,4.1,5492750753,56,Back,5492750757,141,9.7,5492750751,3,,5492750761,213,5.68,5492750755,140,43.3,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078621,12,49,1,1,0,axwnneoekq2f2yq6r1l704y96,1,43,9.8,2025-02-02T18:46:27.297Z,2025-02-02T18:46:27Z,,,,,,,,,,,,,,,,,,,,,,,,,enh0z58rrftq2m6hybzhgf65l,H. Miyazawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078635,13,1,1,1,0,axwnneoekq2f2yq6r1l704y96,1,43,9.8,2025-02-02T18:46:27.345Z,2025-02-02T18:46:28Z,5492750839,56,Back,5492750845,212,13.2,5492750847,213,2.52,5492750843,141,21.2,5492750841,140,32.8,,,,,,,,,,enh0z58rrftq2m6hybzhgf65l,H. Miyazawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078677,14,1,1,1,1,axwnneoekq2f2yq6r1l704y96,1,32.5,21.2,2025-02-02T18:46:28.193Z,2025-02-02T18:46:32Z,5492751055,212,26.1,5492751049,56,Back,5492751051,140,13.2,5492751053,141,45.5,5492751057,213,2.46,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078695,15,1,1,1,5,axwnneoekq2f2yq6r1l704y96,0,13.2,45.5,2025-02-02T18:46:32.321Z,2025-02-02T18:46:33Z,5492751161,157,,5492751169,212,35.0,5492751163,56,Back,5492751167,141,26.5,5492751165,140,44.2,5492751173,1,,5492751171,213,5.91,,,,8btgs1e799s3xyjfqloeg2iju,P. Tullis-Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078717,17,1,1,1,9,9ijyncrxsejz505dbadwr1dir,0,54,69.9,2025-02-02T18:46:36.095Z,2025-02-02T21:22:34Z,5493235803,213,5.68,5492751301,56,Center,5493235797,140,59.7,5493235799,141,63.8,5493235801,212,7.3,,,,,,,,,,elelvar8kyxwpfqzwr1v00b85,M. Bartrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078753,16,1,1,1,10,axwnneoekq2f2yq6r1l704y96,1,35.1,36,2025-02-02T18:46:36.464Z,2025-02-02T18:46:38Z,5492751451,141,54.2,5492751447,56,Back,5492751453,212,14.6,5492751457,213,1.01,5492751449,140,42.5,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078783,17,1,1,1,11,axwnneoekq2f2yq6r1l704y96,1,38.2,54.2,2025-02-02T18:46:38.337Z,2025-02-02T18:46:40Z,5492751655,141,54.2,5492751651,56,Back,5492751659,213,3.14,5492751653,140,36.9,5492751657,212,1.4,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078831,18,1,1,1,13,axwnneoekq2f2yq6r1l704y96,1,34.2,62.6,2025-02-02T18:46:40.433Z,2025-02-02T18:46:43Z,5492751881,140,46.5,5492751879,56,Back,5492751887,213,0.41,5492751883,141,70.9,5492751885,212,14.1,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078873,19,1,1,1,16,axwnneoekq2f2yq6r1l704y96,1,46.5,70.9,2025-02-02T18:46:42.913Z,2025-02-02T18:46:45Z,5492752119,212,8.7,5492752113,56,Back,5492752117,141,72.0,5492752133,156,,5492752121,213,3.06,5492752115,140,38.2,,,,,,,d29d4xtq3ib0nim6keirgdx3p,L. Galton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078911,20,1,1,1,19,axwnneoekq2f2yq6r1l704y96,1,39.3,71.5,2025-02-02T18:46:45.585Z,2025-02-02T18:46:48Z,5492752341,140,32.2,5492752347,213,3.80,5492752343,141,63.1,5492752345,212,9.4,5492752339,56,Back,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772078985,21,1,1,1,21,axwnneoekq2f2yq6r1l704y96,1,33.2,61.4,2025-02-02T18:46:48.353Z,2025-02-02T18:46:53Z,5492752745,141,31.0,5492752741,56,Back,5492752749,213,4.73,5492752743,140,33.6,5492752747,212,20.7,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079035,22,1,1,1,26,axwnneoekq2f2yq6r1l704y96,1,37.2,30,2025-02-02T18:46:53.409Z,2025-02-02T18:46:57Z,5492753055,212,23.2,5492753049,56,Back,5492753051,140,35.1,5492753057,213,1.67,5492753053,141,63.9,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079059,23,1,1,1,31,axwnneoekq2f2yq6r1l704y96,1,35.4,67,2025-02-02T18:46:57.632Z,2025-02-02T18:47:00Z,5492753175,140,33.4,5492753181,213,4.62,5492753177,141,32.2,5492753179,212,23.8,5492753173,56,Back,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079097,24,1,1,1,33,axwnneoekq2f2yq6r1l704y96,1,32.9,32.1,2025-02-02T18:47:00.176Z,2025-02-02T18:47:03Z,5492753381,140,41.5,5492753387,213,5.20,5492753379,56,Back,5492753383,141,7.1,5492753385,212,19.2,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079211,25,1,1,1,36,axwnneoekq2f2yq6r1l704y96,1,38.7,13.4,2025-02-02T18:47:03.265Z,2025-02-02T18:47:13Z,5492754061,212,30.5,5492754055,56,Back,5492754063,213,1.96,5492754059,141,54.9,5492754057,140,27.8,,,,,,,,,,enh0z58rrftq2m6hybzhgf65l,H. Miyazawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079291,26,1,1,1,46,axwnneoekq2f2yq6r1l704y96,1,30.2,52.5,2025-02-02T18:47:13.280Z,2025-02-02T18:47:17Z,5492754461,140,34.4,5492754467,213,4.91,5492754463,141,20.4,5492754459,56,Back,5492754465,212,22.3,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079321,27,1,1,1,51,axwnneoekq2f2yq6r1l704y96,1,36.7,16.4,2025-02-02T18:47:17.570Z,2025-02-02T18:47:20Z,5492754633,213,1.65,5492754625,56,Back,5492754631,212,28.9,5492754627,140,34.4,5492754629,141,58.7,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079357,28,1,1,1,53,axwnneoekq2f2yq6r1l704y96,1,35,62,2025-02-02T18:47:20.416Z,2025-02-02T18:47:23Z,5492754865,140,45.5,5492754871,213,1.11,5492754869,212,25.0,5492754863,56,Back,5492754867,141,95.0,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079391,29,1,1,1,56,axwnneoekq2f2yq6r1l704y96,0,45.5,95,2025-02-02T18:47:23.153Z,2025-02-02T18:47:25Z,5492755057,140,54.1,5492755059,141,96.3,5492755065,213,0.10,5492755053,56,Left,5492755061,212,9.1,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079401,18,8,1,1,57,9ijyncrxsejz505dbadwr1dir,1,38.4,7.6,2025-02-02T18:47:24.174Z,2025-02-02T21:23:24Z,5492755119,56,Back,5493237623,385,,,,,,,,,,,,,,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079409,19,5,1,1,59,9ijyncrxsejz505dbadwr1dir,0,41,-2,2025-02-02T18:47:25.761Z,2025-02-02T18:49:47Z,5492755145,56,Back,5492755147,347,,5492755183,233,30,,,,,,,,,,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079395,30,5,1,1,59,axwnneoekq2f2yq6r1l704y96,1,59,102,2025-02-02T18:47:25.761Z,2025-02-02T18:49:47Z,5492755093,56,Left,5492755095,347,,5492755161,233,19,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079551,31,1,1,2,10,axwnneoekq2f2yq6r1l704y96,0,55,100,2025-02-02T18:47:36.897Z,2025-02-02T18:47:39Z,5492756015,141,95.1,5492756013,140,65.2,5492756019,213,5.87,5492756017,212,11.7,5492756011,56,Left,5492756009,107,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079559,20,44,1,2,12,9ijyncrxsejz505dbadwr1dir,1,28,7.9,2025-02-02T18:47:39.293Z,2025-02-02T19:15:53Z,5492756107,233,32,5492756073,56,Back,5492756075,285,,,,,,,,,,,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079565,32,44,1,2,12,axwnneoekq2f2yq6r1l704y96,0,72,92.1,2025-02-02T18:47:39.294Z,2025-02-02T19:15:54Z,5492756149,233,20,5492756095,286,,5492756093,56,Left,,,,,,,,,,,,,,,,d29d4xtq3ib0nim6keirgdx3p,L. Galton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079587,21,12,1,2,13,9ijyncrxsejz505dbadwr1dir,1,21.7,5.9,2025-02-02T18:47:40.013Z,2025-02-02T18:47:44Z,5492756249,141,4.4,5492756241,56,Back,5492756259,15,,5492756253,213,5.98,5492756245,140,24.8,5492756251,212,3.4,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772087103,112,49,1,2,14,9ijyncrxsejz505dbadwr1dir,1,34.8,2.3,2025-02-02T18:47:40.511Z,2025-02-02T18:58:46Z,,,,,,,,,,,,,,,,,,,,,,,,,1to70vfsch5kwvw3kjgo1iggl,H. Raso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772079607,22,1,1,2,15,9ijyncrxsejz505dbadwr1dir,0,26.6,4.1,2025-02-02T18:47:42.335Z,2025-02-02T18:58:54Z,5492756361,56,Back,5492756369,141,6.8,5492756401,286,,5492756373,213,0.65,5492756365,140,28.9,5492756393,236,,5492756371,212,3.0,5492756397,233,33,1to70vfsch5kwvw3kjgo1iggl,H. Raso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
