id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/value
2771826243,1,34,16,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2025-02-02T13:45:02.305Z,2025-02-02T14:32:16Z,5491380835,130,8,5491380833,59,"1, 2, 16, 8, 4, 15, 23, 22, 28, 9, 20, 30, 3, 14, 25, 11, 19, 17",5491380841,197,8381,5491380829,30,"e0gysmymetthyhdkn2q54l51x, 3tz0jq7tbg6u1dm6qlx53u6s5, 8jooatan3cxd38v2jyf23pot1, 1dbhha29epjmo8g4xfm5taaj9, 9cjjs4piq3t12iltsfon52h91, cnq88jph2nrn0o2tosrp4rmxh, 1vpy4utdaxo6zs2enj4tphejt, 9yzs0w3tjas15ic0o2b51q86h, bpmtdn2uqnwhllfnm59ck6rit, amg2zai9038cdz9uuql3l9rkl, cpvbitkove7bavl96lkgs1vc9, 55djg9khr4ffwd6aisz5yi9ec, 3ws5zg8wy6j86cr8yrqxnsx9m, 6f8lpm5ckuv4z0tbur533qpxx, d80r13kh5f6bcpwsy3cka75d5, 5ye5h1o9ndhfeqdi8mh4f9une, 321yjdo3gio1l33hc1pdps4wl, 9jitxfwaeix5fn1n3dhartbhm",5491380831,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",5491380843,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5491380837,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5491380839,194,amg2zai9038cdz9uuql3l9rkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771828861,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2025-02-02T13:48:25.974Z,2025-02-02T17:53:11Z,5491393747,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5491393751,130,8,5491393749,59,"24, 12, 21, 8, 14, 4, 33, 18, 10, 9, 11, 25, 30, 28, 27, 6, 53, 23, 19, 7",5491393745,30,"6bejfvxorcqyawi2fmk2kbco9, ehmzgi988h8g6rgekp3qivkr9, c0my4y3kjf7jbbfujj5l8e8yx, cij18xj0bx2zyx3mi9xwykn9x, 3c80px00lrpe84s9yurszqcid, anghujtc4achyb9mflowgg9n9, 69nz7p1izpw4i8tle2c8hls2y, 7np6c6939ms55m37juqvw0oa, 9n2d2dv38kp2exb7z3xh2ykiy, 5ibsbj2zqv62c94k5wijnayy2, 1cfhmihovl78l8osqbo1w9nth, 1n48nxf4v6reoxuyai88haw6i, 8h7r4d4z2gjne58xwu3koiok5, 63qsf5yv5d1s6krx9wbtntk44, eihksc6tdooqw7ref4nt520a, agdmqurwrf5k6izewj4voxcdl, 71koweyjpe1rf9kgd66qkm044, 7b1wnybwn288obuc03bea8962, 2m6wew2746q1xsoio3703t8t1, 27oce8op8b7a6fmyp8utoz5gq",5491393755,194,anghujtc4achyb9mflowgg9n9,5491393753,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5491393757,197,10448,5491393759,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771866043,2,32,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2025-02-02T14:30:06.117Z,2025-02-02T17:48:15Z,5491588513,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771866057,2,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2025-02-02T14:30:06.117Z,2025-02-02T14:30:08Z,5491588589,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771866067,3,1,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,49.9,49.6,2025-02-02T14:30:06.208Z,2025-02-02T14:30:08Z,5491588633,140,40.2,5491588635,141,49.1,5491588641,213,3.17,5491588647,279,S,5491588637,212,10.2,5491588631,56,Back,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771866119,4,1,1,0,1,spi3g782q7m4evjxn1sv6cfa,1,39.1,51.8,2025-02-02T14:30:07.793Z,2025-02-02T14:30:10Z,5491588931,212,27.9,5491588925,56,Back,5491588933,213,1.82,5491588929,141,91.5,5491588927,140,32.5,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771866165,5,1,1,0,4,spi3g782q7m4evjxn1sv6cfa,1,27.6,93.6,2025-02-02T14:30:10.553Z,2025-02-02T14:30:14Z,5491589161,56,Back,5491589167,212,14.4,5491589169,213,3.97,5491589165,141,78.1,5491589163,140,18.3,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771866251,6,1,1,0,7,spi3g782q7m4evjxn1sv6cfa,1,11.2,66.1,2025-02-02T14:30:14.025Z,2025-02-02T14:30:19Z,5491589613,213,4.13,5491589605,56,Back,5491589611,212,15.4,5491589607,140,3.1,5491589609,141,47.3,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771866289,7,1,1,0,13,spi3g782q7m4evjxn1sv6cfa,1,2.8,46.7,2025-02-02T14:30:19.530Z,2025-02-02T14:30:21Z,5491589805,140,11.5,5491589803,56,Back,5491589811,213,5.05,5491589807,141,8.5,5491589809,212,27.5,,,,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771866397,8,1,1,0,15,spi3g782q7m4evjxn1sv6cfa,1,11.6,10.3,2025-02-02T14:30:21.625Z,2025-02-02T14:30:30Z,5491590419,56,Back,5491590433,213,1.91,5491590423,140,5.2,5491590427,141,38.2,5491590429,212,20.1,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771866431,9,1,1,0,23,spi3g782q7m4evjxn1sv6cfa,1,19.9,43.4,2025-02-02T14:30:29.865Z,2025-02-02T14:30:32Z,5491590633,56,Back,5491590635,140,25.5,5491590639,212,22.0,5491590641,213,4.98,5491590637,141,12.2,,,,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771866495,10,1,1,0,26,spi3g782q7m4evjxn1sv6cfa,1,28,11.9,2025-02-02T14:30:32.849Z,2025-02-02T14:30:35Z,5491590929,141,5.2,5491590925,140,55.3,5491590935,213,6.13,5491590933,212,29.0,5491590923,56,Right,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771866503,11,61,1,0,29,spi3g782q7m4evjxn1sv6cfa,0,55.3,5.2,2025-02-02T14:30:35.729Z,2025-02-02T14:30:36Z,5491590961,56,Right,,,,,,,,,,,,,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
