id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2746829207,1,34,16,0,0,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-11-10T13:16:49.793Z,2024-11-10T14:19:23Z,5355814399,59,"30, 14, 23, 17, 6, 2, 20, 5, 28, 22, 11, 19, 3, 4, 8, 24, 27, 32, 77",5355814403,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5355814409,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5355814395,30,"4x0c0fhtuohubcm7u16qzr2wa, 9mfotw533oa5qs1muu2z8t8lx, 2jwojltrp06sa8qloordtohrd, 3acexvvnl6jkxur5649bwjpxw, da2wvt67j64u7zlybcel46n3e, 8kmne7pn10uwqe6g1kc4w69cl, 189vxko1d1i7iiiol5ye10uay, d3uulb80d2j3hciw1v7ueodwq, dw593ezeekrbzlc2qhtc805p1, 70h5ahiv905igqhjk86okzwt1, bibuxh4qtt5zr3er5o8pssvzd, bhby3ex548cqf2rd527fk9iad, 8ojm3gdn5n6t8vw7by016uvh1, d9cewkta4tz35v0p71n5mcvkl, 3y8r35i7dm7sbgd9bxjd0je5m, cpd3iq3dx1c9p1g74331i2mtw, cpujkte9oflwdrorh61l50v10, f204o8gildjfs87uhezqphul0, 50ef8q2ctd099il4iq14i0cfd",5355814407,197,12037,5355814405,194,da2wvt67j64u7zlybcel46n3e,5355814397,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5355814401,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746833467,1,34,16,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2024-11-10T13:21:28.820Z,2024-11-10T14:12:02Z,5355837565,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5355837559,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",5355837561,59,"1, 19, 23, 7, 8, 20, 25, 6, 9, 47, 21, 4, 11, 12, 13, 14, 38, 42",5355837567,194,e6s5iphbrws04dxrvw0xqd7f9,5355837569,197,24725,5355837571,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5355837557,30,"ds8eeciyv1vk6nwh26qgy1lg5, aeqzzuu4bp7trwyjezfigr9ih, 24i5v2hlbeen8brcaa79oqjft, ekmg1wlig0qdtzhafm3lwsz4l, 1o571356wx95l3qbpbe00o991, e6s5iphbrws04dxrvw0xqd7f9, 27iu58a0k5jqsxidnaxbothbd, 3fta0gg3ghja3x9ouubjjfzl5, 57ubfxv6ujkk5cictmez4op1x, coq2v02vrvkhdlsio0pactkru, 6kitz3oodxt3ejj5u0fwzhhat, 60yw6ejn1dnlz7ki0q05xsjdg, 2hbrb48fqcvv05srmzclbyp2i, 8zpj2ov0kc2d7a2b14ys2y8dl, ei8nkccvojz33whslareh4a1h, 3tot15elwrc9lz9ohha1z0ij9, dkcbvcqk9uzamv07oe49uznys, 9oge2hx0rg79kf79o55oovnu2",5355837563,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746870243,2,32,1,0,0,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-11-10T14:01:35.356Z,2024-11-10T14:01:35Z,5356027901,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746870251,2,32,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2024-11-10T14:01:35.356Z,2024-11-10T14:01:36Z,5356027947,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746870333,3,1,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,50,50,2024-11-10T14:01:35.357Z,2024-11-10T14:01:39Z,5356028341,212,17.3,5356028345,279,S,5356028339,141,49.7,5356028337,140,33.5,5356028343,213,3.15,5356028335,56,Back,,,,,,,57ubfxv6ujkk5cictmez4op1x,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746870375,4,1,1,0,4,7kt37xy93vjy6wac8vq6fqz3g,1,33.5,49.7,2024-11-10T14:01:39.755Z,2024-11-10T14:01:41Z,5356028531,212,14.1,5356028529,141,70.3,5356028527,140,32.1,5356028533,213,1.68,5356028525,56,Back,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746870465,5,1,1,0,5,7kt37xy93vjy6wac8vq6fqz3g,1,32.4,70.2,2024-11-10T14:01:41.180Z,2024-11-10T14:01:44Z,5356028999,212,12.4,5356028995,141,59.9,5356028991,140,22.6,5356029001,213,3.74,5356028989,56,Back,,,,,,,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746870523,6,1,1,0,8,7kt37xy93vjy6wac8vq6fqz3g,1,23,57.9,2024-11-10T14:01:44.043Z,2024-11-10T14:01:46Z,5356029251,56,Back,5356029255,141,25.0,5356029259,213,4.79,5356029257,212,22.4,5356029253,140,24.6,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746870569,7,1,1,0,10,7kt37xy93vjy6wac8vq6fqz3g,1,24.6,24.6,2024-11-10T14:01:46.012Z,2024-11-10T14:01:48Z,5356029491,213,2.71,5356029483,56,Back,5356029487,141,36.9,5356029489,212,20.1,5356029485,140,7.2,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746870661,8,1,1,0,13,7kt37xy93vjy6wac8vq6fqz3g,1,7.8,37.3,2024-11-10T14:01:48.460Z,2024-11-10T14:01:52Z,5356029957,140,17.3,5356029963,213,1.05,5356029955,56,Back,5356029959,141,63.1,5356029961,212,20.2,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746870695,9,1,1,0,16,7kt37xy93vjy6wac8vq6fqz3g,1,10.1,59.4,2024-11-10T14:01:52.315Z,2024-11-10T14:01:54Z,5356030123,141,26.8,5356030119,56,Back,5356030121,140,14.2,5356030125,212,22.6,5356030127,213,4.90,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746870783,10,1,1,0,18,7kt37xy93vjy6wac8vq6fqz3g,1,14.2,26.8,2024-11-10T14:01:54.252Z,2024-11-10T14:01:57Z,5356030413,140,20.2,5356030419,213,5.15,5356030417,212,14.9,5356030411,56,Back,5356030415,141,7.0,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746870873,11,1,1,0,21,7kt37xy93vjy6wac8vq6fqz3g,1,20.2,7,2024-11-10T14:01:57.196Z,2024-11-10T14:02:00Z,5356030771,212,13.0,5356030765,56,Back,5356030769,141,25.5,5356030773,213,1.30,5356030767,140,23.5,,,,,,,,,,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746870877,12,61,1,0,22,7kt37xy93vjy6wac8vq6fqz3g,0,23.5,25.3,2024-11-10T14:01:57.459Z,2024-11-10T14:29:50Z,5356030791,56,Back,,,,,,,,,,,,,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746870859,3,49,1,0,24,6o6989d7o4w1kn35cu75y1mny,1,72.5,62.4,2024-11-10T14:02:00.004Z,2024-11-10T14:02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,d3uulb80d2j3hciw1v7ueodwq,M. Cato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
