id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/13/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2769300837,6,5,1,0,14,7kt37xy93vjy6wac8vq6fqz3g,1,82.8,102,2025-01-26T15:01:17.303Z,2025-01-26T15:16:02Z,5477726391,347,,5477726467,233,6,5477726389,56,Left,,,,,,,,,,,,,,,,cbozn7nychmtwwwkrxae2ga21,K. Gago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769300847,6,5,1,0,14,cz26xwowfjp8ei14n9z2ac135,0,17.2,-2,2025-01-26T15:01:17.303Z,2025-01-26T15:16:02Z,5477726449,347,,5477726473,233,6,5477726447,56,Back,,,,,,,,,,,,,,,,e3n8fh86gv7xkw2zi6jlqelzp,K. Gorry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769300871,7,1,1,0,15,7kt37xy93vjy6wac8vq6fqz3g,0,75.1,100,2025-01-26T15:01:18.805Z,2025-01-26T15:01:22Z,5477726569,107,,5477726579,213,5.71,5477726581,1,,5477726577,212,22.2,5477726575,141,84.4,5477726571,56,Left,5477726573,140,92.9,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769300887,8,61,1,0,18,cz26xwowfjp8ei14n9z2ac135,0,4.7,12,2025-01-26T15:01:20.944Z,2025-01-26T15:07:28Z,5477726607,56,Back,,,,,,,,,,,,,,,,,,,,,,f1xb9y38jfjmrhgv22svv9sa2,A. Denton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769300879,7,43,1,0,20,cz26xwowfjp8ei14n9z2ac135,1,0,0,2025-01-26T15:01:23.477Z,2025-01-26T15:01:27Z,5477726747,144,45,5477726603,285,0,5477726601,56,Back,,,,,,,,,,,,,,,,f1xb9y38jfjmrhgv22svv9sa2,A. Denton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769300885,8,6,1,0,20,7kt37xy93vjy6wac8vq6fqz3g,1,98.4,86.6,2025-01-26T15:01:23.749Z,2025-01-26T15:16:19Z,5477726633,73,,5477726661,233,9,5477726631,56,Left,,,,,,,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769300899,9,6,1,0,20,cz26xwowfjp8ei14n9z2ac135,0,1.6,13.4,2025-01-26T15:01:23.749Z,2025-01-26T15:16:20Z,5477726641,73,,5477726639,56,Back,5477726701,233,8,,,,,,,,,,,,,,,,f1xb9y38jfjmrhgv22svv9sa2,A. Denton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301175,9,1,1,0,46,7kt37xy93vjy6wac8vq6fqz3g,1,99.5,99.5,2025-01-26T15:01:49.399Z,2025-01-26T15:02:09Z,5477728079,56,Center,5477728671,210,13,5477728081,140,89.1,5477728087,213,4.37,5477728075,155,,5477728073,6,,5477728083,141,54.6,5477728673,154,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,1,5477728085,212,32.4,5477728077,223,5477728089,1,5477728071,2,,,,,,,,,,,,,,,,,,,,,,,,
2769301181,10,13,1,0,48,7kt37xy93vjy6wac8vq6fqz3g,1,95.8,53.4,2025-01-26T15:01:51.295Z,2025-01-26T15:57:50Z,5477752059,16,,5477728701,102,50.1,5477728697,55,9,5477728713,231,50,5477728103,56,Center,5477728457,15,,5477728691,74,,5477728461,328,,cbozn7nychmtwwwkrxae2ga21,K. Gago,,5477728705,214,,5477728703,103,5477728711,230,5477728695,154,61.1,99.3,5477728693,29,5477728455,25,,,,,,,,,,,,,,,,,,
2769301167,10,5,1,0,49,cz26xwowfjp8ei14n9z2ac135,1,-1,46,2025-01-26T15:01:52.277Z,2025-01-26T15:16:02Z,5477728027,56,Back,5477728307,233,11,5477728029,346,,,,,,,,,,,,,,,,,bnzgfrgoiwlw6boq7e7ngi162,O. Siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301215,11,5,1,0,49,7kt37xy93vjy6wac8vq6fqz3g,0,101,54,2025-01-26T15:01:52.277Z,2025-01-26T15:16:03Z,5477728295,346,,5477728293,56,Center,5477728315,233,10,,,,,,,,,,,,,,,,cbozn7nychmtwwwkrxae2ga21,K. Gago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301375,11,1,1,1,11,cz26xwowfjp8ei14n9z2ac135,1,5.3,40.6,2025-01-26T15:02:14.455Z,2025-01-26T15:02:18Z,5477729173,237,,5477729169,213,1.69,5477729163,140,4.6,5477729161,56,Back,5477729165,141,49.9,5477729167,212,6.4,5477729159,124,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301419,12,1,1,1,15,cz26xwowfjp8ei14n9z2ac135,1,7.7,47.3,2025-01-26T15:02:18.471Z,2025-01-26T15:02:21Z,5477729409,213,1.47,5477729405,141,87.2,5477729407,212,27.3,5477729403,140,10.3,5477729401,56,Back,,,,,,,,,,dxojafbkfxjskl0ek4nucrnpx,K. Szemik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301479,13,1,1,1,18,cz26xwowfjp8ei14n9z2ac135,1,10.9,90.5,2025-01-26T15:02:21.701Z,2025-01-26T15:02:26Z,5477729671,56,Back,5477729673,140,47.9,5477729677,212,38.9,5477729675,141,92.1,5477729679,213,0.03,5477729681,1,,5477729669,157,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301505,14,1,1,1,23,cz26xwowfjp8ei14n9z2ac135,1,33.3,92.4,2025-01-26T15:02:26.789Z,2025-01-26T15:02:29Z,5477729811,213,2.63,5477729809,212,5.4,5477729803,56,Back,5477729807,141,96.3,5477729805,140,28.8,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301519,15,1,1,1,26,cz26xwowfjp8ei14n9z2ac135,0,26.2,96.6,2025-01-26T15:02:29.270Z,2025-01-26T15:02:31Z,5477729859,212,3.0,5477729887,233,12,5477729855,140,29.0,5477729853,56,Back,5477729863,1,,5477729885,236,,5477729891,286,,5477729857,141,97.2,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,5477729851,157,,5477729861,213,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,
2769301499,12,74,1,1,26,7kt37xy93vjy6wac8vq6fqz3g,1,66,4.4,2025-01-26T15:02:29.271Z,2025-01-26T15:02:30Z,5477729789,285,,5477729913,233,15,5477729787,56,Right,,,,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301525,13,5,1,1,27,7kt37xy93vjy6wac8vq6fqz3g,0,68,-1.8,2025-01-26T15:02:30.566Z,2025-01-26T15:02:33Z,5477729959,233,16,5477729901,347,,5477729899,56,Right,,,,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301531,16,5,1,1,27,cz26xwowfjp8ei14n9z2ac135,1,32,101.8,2025-01-26T15:02:30.566Z,2025-01-26T15:16:03Z,5477729937,233,13,5477729931,347,,5477729929,56,Back,,,,,,,,,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301651,17,1,1,1,34,cz26xwowfjp8ei14n9z2ac135,0,31.8,100,2025-01-26T15:02:36.903Z,2025-01-26T15:02:40Z,5477730521,56,Left,5477730523,140,51.0,5477730527,212,20.3,5477730525,141,97.5,5477730519,107,,5477730529,213,6.16,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301675,18,4,1,1,38,cz26xwowfjp8ei14n9z2ac135,1,52.2,97.6,2025-01-26T15:02:41.621Z,2025-01-26T15:11:13Z,5477730779,286,,5477730777,152,,5477730775,56,Left,5477730771,13,,5477730807,233,14,5477763851,294,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301673,14,4,1,1,38,7kt37xy93vjy6wac8vq6fqz3g,0,47.8,2.4,2025-01-26T15:02:41.622Z,2025-01-26T15:02:47Z,5477730717,56,Back,5477730825,233,18,5477730715,294,,5477730713,13,,5477730721,285,,5477730719,152,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301885,19,1,1,1,59,cz26xwowfjp8ei14n9z2ac135,1,52,97.1,2025-01-26T15:03:02.358Z,2025-01-26T15:03:04Z,5477731715,141,75.3,5477731717,212,19.9,5477731713,140,39.3,5477731709,152,,5477731711,56,Back,5477731719,213,3.98,5477731707,5,,,,,e3n8fh86gv7xkw2zi6jlqelzp,K. Gorry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301903,20,1,1,2,1,cz26xwowfjp8ei14n9z2ac135,1,39.1,69.6,2025-01-26T15:03:04.261Z,2025-01-26T15:03:06Z,5477731809,213,4.36,5477731803,140,33.5,5477731801,56,Back,5477731805,141,45.8,5477731807,212,17.2,,,,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301937,21,1,1,2,3,cz26xwowfjp8ei14n9z2ac135,1,33.7,36.3,2025-01-26T15:03:06.695Z,2025-01-26T15:03:11Z,5477731999,213,5.20,5477731993,140,44.8,5477731991,56,Back,5477731995,141,4.0,5477731997,212,24.9,,,,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301981,22,1,1,2,5,cz26xwowfjp8ei14n9z2ac135,1,48.5,6.5,2025-01-26T15:03:08.224Z,2025-01-26T15:13:20Z,5477732241,140,60.9,5477732239,56,Right,5477732243,141,20.1,5477732247,213,0.62,5477732245,212,16.0,,,,,,,,,,f1xb9y38jfjmrhgv22svv9sa2,A. Denton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301985,23,50,1,2,6,cz26xwowfjp8ei14n9z2ac135,1,53.6,21.7,2025-01-26T15:03:08.886Z,2025-01-26T15:13:21Z,5477732251,56,Center,5477732253,286,,5477732259,233,15,,,,,,,,,,,,,,,,a5ew0j9hz4ounrjkeco7g6iuh,R. Ueki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301979,15,7,1,2,6,7kt37xy93vjy6wac8vq6fqz3g,0,46.4,78.3,2025-01-26T15:03:08.887Z,2025-01-26T15:13:22Z,5477732237,285,,5477732235,56,Back,5477732255,233,23,,,,,,,,,,,,,,,,1haq2mkmbebj3jbt0z2jom4lx,H. Ladd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769309385,90,1,1,2,7,7kt37xy93vjy6wac8vq6fqz3g,0,44.6,74.8,2025-01-26T15:03:10.181Z,2025-01-26T15:13:54Z,5477774161,141,72.6,5477774163,212,1.7,5477774165,213,4.26,5477774157,56,Back,5477775367,286,,5477774159,140,43.9,5477775361,236,,5477775363,233,108,cbozn7nychmtwwwkrxae2ga21,K. Gago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769309389,108,74,1,2,7,cz26xwowfjp8ei14n9z2ac135,1,57,23.5,2025-01-26T15:03:10.182Z,2025-01-26T15:16:08Z,5477775355,56,Center,5477775357,285,,5477775427,233,90,,,,,,,,,,,,,,,,a5ew0j9hz4ounrjkeco7g6iuh,R. Ueki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769310995,117,1,1,2,9,7kt37xy93vjy6wac8vq6fqz3g,1,41.9,73.8,2025-01-26T15:03:12.133Z,2025-01-26T15:15:30Z,5477782133,140,40.3,5477782131,56,Back,5477782135,141,71.1,5477782137,212,2.5,5477782139,213,3.97,,,,,,,,,,cbozn7nychmtwwwkrxae2ga21,K. Gago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769302007,16,1,1,2,13,7kt37xy93vjy6wac8vq6fqz3g,0,37.9,70.3,2025-01-26T15:03:16.215Z,2025-01-26T15:15:12Z,5477732393,140,45.3,5477732391,56,Back,5477732395,141,62.6,5477732397,212,9.4,5477732399,213,5.69,,,,,,,,,,1haq2mkmbebj3jbt0z2jom4lx,H. Ladd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769301999,24,8,1,2,14,cz26xwowfjp8ei14n9z2ac135,1,56.8,28.6,2025-01-26T15:03:17.734Z,2025-01-26T15:03:17Z,5477732343,56,Center,,,,,,,,,,,,,,,,,,,,,,e3n8fh86gv7xkw2zi6jlqelzp,K. Gorry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769302039,25,1,1,2,17,cz26xwowfjp8ei14n9z2ac135,1,55.8,11.3,2025-01-26T15:03:20.326Z,2025-01-26T15:03:23Z,5477732607,56,Right,5477732615,213,6.11,5477732613,212,19.3,5477732611,141,6.5,5477732609,140,73.9,,,,,,,,,,e3n8fh86gv7xkw2zi6jlqelzp,K. Gorry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769302071,26,1,1,2,20,cz26xwowfjp8ei14n9z2ac135,0,87.9,5.6,2025-01-26T15:03:23.606Z,2025-01-26T15:03:26Z,5477732807,140,100.0,5477732805,56,Center,5477732813,213,0.84,5477732811,212,20.5,5477732809,141,28.0,,,,,,,,,,a5ew0j9hz4ounrjkeco7g6iuh,R. Ueki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769348781,442,56,1,2,21,7kt37xy93vjy6wac8vq6fqz3g,1,3.6,62.9,2025-01-26T15:03:23.807Z,2025-01-26T15:59:41Z,5477986101,56,Back,,,,,,,,,,,,,,,,,,,,,,edc7fwwkl9fcuu9zzxmm3s1nu,Martina Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769302089,17,5,1,2,23,7kt37xy93vjy6wac8vq6fqz3g,1,-1,71.7,2025-01-26T15:03:26.755Z,2025-01-26T15:16:03Z,5477732895,346,,5477732893,56,Back,5477734353,233,27,,,,,,,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769302373,27,5,1,2,23,cz26xwowfjp8ei14n9z2ac135,0,101,28.3,2025-01-26T15:03:26.755Z,2025-01-26T15:16:04Z,5477734329,346,,5477734363,233,17,5477734327,56,Center,,,,,,,,,,,,,,,,a5ew0j9hz4ounrjkeco7g6iuh,R. Ueki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769302299,18,1,1,2,36,7kt37xy93vjy6wac8vq6fqz3g,1,5.1,56.4,2025-01-26T15:03:39.575Z,2025-01-26T15:03:50Z,5477733961,141,70.8,5477733967,213,1.22,5477733965,212,10.4,5477733953,124,,5477733971,237,,5477733955,56,Back,5477733957,140,8.5,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769302323,19,1,1,2,47,7kt37xy93vjy6wac8vq6fqz3g,1,18.7,60.9,2025-01-26T15:03:50.408Z,2025-01-26T15:03:53Z,5477734091,56,Back,5477734093,140,15.2,5477734097,212,19.5,5477734095,141,32.8,5477734099,213,4.52,,,,,,,,,,edc7fwwkl9fcuu9zzxmm3s1nu,Martina Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769302349,20,1,1,2,50,7kt37xy93vjy6wac8vq6fqz3g,1,17.5,33.3,2025-01-26T15:03:53.783Z,2025-01-26T15:03:57Z,5477734189,213,5.16,5477734185,141,5.6,5477734187,212,20.9,5477734183,140,26.2,5477734181,56,Back,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769310981,115,43,1,2,51,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2025-01-26T15:03:54.801Z,2025-01-26T15:18:19Z,5477794493,144,1,5477790575,213,6.11,5477790571,141,6.0,5477790573,212,24.7,5477790567,56,Back,5477790569,140,45.3,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769302363,21,1,1,2,54,7kt37xy93vjy6wac8vq6fqz3g,1,26.2,6.8,2025-01-26T15:03:56.919Z,2025-01-26T15:18:07Z,5477734271,140,49.6,5477734273,141,8.6,5477734277,213,0.05,5477734269,56,Back,5477734275,212,24.6,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769302371,22,1,1,2,56,7kt37xy93vjy6wac8vq6fqz3g,0,53.2,8.5,2025-01-26T15:03:59.031Z,2025-01-26T15:04:00Z,5477734319,140,78.9,5477734317,56,Right,5477734325,213,6.02,5477734321,141,0.0,5477734323,212,27.9,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769302377,23,5,1,2,57,7kt37xy93vjy6wac8vq6fqz3g,0,75.4,-2,2025-01-26T15:04:00.010Z,2025-01-26T15:04:04Z,5477734341,347,,5477734339,56,Right,5477734381,233,28,,,,,,,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769302379,28,5,1,2,57,cz26xwowfjp8ei14n9z2ac135,1,24.6,102,2025-01-26T15:04:00.010Z,2025-01-26T15:16:04Z,5477734343,56,Back,5477734345,347,,5477734359,233,23,,,,,,,,,,,,,,,,q3xvi1pbz5hmr6zw6np6v4yd,C. Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769302479,29,1,1,3,8,cz26xwowfjp8ei14n9z2ac135,1,36.5,100,2025-01-26T15:04:11.494Z,2025-01-26T15:04:12Z,5477734711,107,,5477734713,56,Back,5477734717,141,91.4,5477734715,140,36.2,5477734721,213,4.67,5477734719,212,7.0,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
