id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/11/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2771835461,4,12,1,0,14,mjejb0x57ms54j9ry6s8njwh,1,31.9,31.5,2025-02-02T14:00:59.270Z,2025-02-02T14:09:43Z,5491427719,140,69.7,5491427717,56,Center,5491427721,141,22.8,5491427767,15,,5491427725,213,6.14,5491427723,212,40.1,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835557,4,1,1,0,18,cz26xwowfjp8ei14n9z2ac135,1,39.4,75.1,2025-02-02T14:01:03.837Z,2025-02-02T14:01:06Z,5491428189,56,Back,5491428207,1,,5491428195,141,92.3,5491428203,213,0.93,5491428193,140,47.7,5491428199,212,14.6,5491428187,157,,,,,6d8zrjdl4ii8cjpn5vo7emz11,E. Nyström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835563,5,49,1,0,20,cz26xwowfjp8ei14n9z2ac135,1,47.7,92.3,2025-02-02T14:01:05.915Z,2025-02-02T14:10:04Z,,,,,,,,,,,,,,,,,,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835583,6,1,1,0,20,cz26xwowfjp8ei14n9z2ac135,1,35.3,87.9,2025-02-02T14:01:06.011Z,2025-02-02T14:10:08Z,5491428321,212,11.2,5491428315,56,Back,5491428319,141,95.7,5491428317,140,44.7,5491428323,213,0.49,,,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771843519,68,43,1,0,21,mjejb0x57ms54j9ry6s8njwh,1,0,0,2025-02-02T14:01:06.157Z,2025-02-02T14:23:10Z,5491554667,212,16.5,5491554661,56,Right,5491555307,144,1,5491554665,141,8.6,5491554669,213,0.18,5491554663,140,76.8,,,,,,,153m45p2fkc2q8x9zq105g45,Y. Daniëls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771843709,79,1,1,0,21,cz26xwowfjp8ei14n9z2ac135,1,41.3,96.3,2025-02-02T14:01:06.393Z,2025-02-02T14:23:26Z,5491556575,140,26.4,5491556581,141,93.6,5491556571,56,Back,5491556585,212,15.8,5491556589,213,3.26,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835623,7,1,1,0,22,cz26xwowfjp8ei14n9z2ac135,1,36.7,89.9,2025-02-02T14:01:07.515Z,2025-02-02T14:10:27Z,5491428509,56,Left,5491428519,1,,5491428517,213,6.18,5491428507,157,,5491428515,212,23.2,5491428513,141,86.5,5491428511,140,58.7,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835633,8,50,1,0,24,cz26xwowfjp8ei14n9z2ac135,1,58.6,87.9,2025-02-02T14:01:09.851Z,2025-02-02T14:26:25Z,5491428563,56,Left,5491428565,286,,5491428697,233,5,,,,,,,,,,,,,,,,6d8zrjdl4ii8cjpn5vo7emz11,E. Nyström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835645,5,7,1,0,24,mjejb0x57ms54j9ry6s8njwh,1,41.4,12.1,2025-02-02T14:01:09.852Z,2025-02-02T14:26:24Z,5491428629,56,Back,5491428631,285,,5491428663,233,8,,,,,,,,,,,,,,,,doqt0my3sg0u3zmfgg59l8zxl,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835651,6,49,1,0,25,mjejb0x57ms54j9ry6s8njwh,1,39.7,10.3,2025-02-02T14:01:11.106Z,2025-02-02T14:01:11Z,,,,,,,,,,,,,,,,,,,,,,,,,doqt0my3sg0u3zmfgg59l8zxl,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835695,7,1,1,0,27,mjejb0x57ms54j9ry6s8njwh,1,36,8.8,2025-02-02T14:01:12.914Z,2025-02-02T14:01:14Z,5491428933,56,Back,5491428945,212,17.4,5491428941,141,22.4,5491428949,213,2.58,5491428937,140,22.0,,,,,,,,,,doqt0my3sg0u3zmfgg59l8zxl,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835739,8,1,1,0,29,mjejb0x57ms54j9ry6s8njwh,1,22,22.8,2025-02-02T14:01:14.851Z,2025-02-02T14:01:18Z,5491429173,213,2.52,5491429155,56,Back,5491429161,140,7.9,5491429165,141,38.5,5491429169,212,18.3,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835775,9,1,1,0,33,mjejb0x57ms54j9ry6s8njwh,0,7.9,38.5,2025-02-02T14:01:18.467Z,2025-02-02T14:01:21Z,5491429349,141,20.3,5491429343,157,,5491429351,212,49.9,5491429345,56,Right,5491429353,213,6.03,5491429355,1,,5491429347,140,53.9,,,,6uncwzelwxah4myhp8nzh63md,T. Micah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835803,9,44,1,0,35,cz26xwowfjp8ei14n9z2ac135,1,45.8,77.8,2025-02-02T14:01:20.417Z,2025-02-02T14:26:27Z,5491429497,233,10,5491429459,56,Back,5491429461,285,,,,,,,,,,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835785,10,44,1,0,35,mjejb0x57ms54j9ry6s8njwh,0,54.2,22.2,2025-02-02T14:01:20.418Z,2025-02-02T14:26:28Z,5491429395,56,Center,5491429529,233,9,5491429397,286,,,,,,,,,,,,,,,,,7k5or8x3fqo7qkzii18kwpaeh,L. Kiernan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835831,10,1,1,0,35,cz26xwowfjp8ei14n9z2ac135,0,44.9,75,2025-02-02T14:01:20.643Z,2025-02-02T14:57:38Z,5491429607,213,5.88,5491429601,140,66.3,5491429597,3,,5491429599,56,Center,5491429605,212,24.4,5491429603,141,60.9,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835855,11,61,1,0,39,mjejb0x57ms54j9ry6s8njwh,0,38.7,33.7,2025-02-02T14:01:24.147Z,2025-02-02T14:01:30Z,5491429729,56,Back,,,,,,,,,,,,,,,,,,,,,,5wswj1tehi9zmdzxrid4qj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835871,11,1,1,0,40,cz26xwowfjp8ei14n9z2ac135,1,59.8,62,2025-02-02T14:01:25.436Z,2025-02-02T14:11:38Z,5491487353,141,49.1,5491487355,212,9.8,5491487351,140,55.6,5491429823,56,Center,5491487357,213,4.25,,,,,,,,,,4kddxgnkpjzwkucvert2bhzsa,S. Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835959,12,81,1,0,45,cz26xwowfjp8ei14n9z2ac135,1,55,48.4,2025-02-02T14:01:30.411Z,2025-02-02T14:11:52Z,5491488721,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771835963,13,43,1,0,45,cz26xwowfjp8ei14n9z2ac135,1,0,0,2025-02-02T14:01:30.414Z,2025-02-02T14:01:36Z,5491430345,56,Center,5491430357,286,0,5491430349,152,0,5491430343,13,0,5491430717,144,4,5491430353,265,0,,,,,,,4kddxgnkpjzwkucvert2bhzsa,S. Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836063,12,27,1,0,51,mjejb0x57ms54j9ry6s8njwh,1,0,0,2025-02-02T14:01:36.171Z,2025-02-02T14:01:41Z,5491431021,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836115,14,27,1,0,51,cz26xwowfjp8ei14n9z2ac135,1,0,0,2025-02-02T14:01:36.171Z,2025-02-02T14:01:41Z,5491431099,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836091,13,28,1,0,53,mjejb0x57ms54j9ry6s8njwh,1,0,0,2025-02-02T14:01:38.363Z,2025-02-02T14:01:42Z,5491430891,55,12,5491431143,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836133,15,28,1,0,53,cz26xwowfjp8ei14n9z2ac135,1,0,0,2025-02-02T14:01:38.363Z,2025-02-02T14:01:42Z,5491431059,55,14,5491431191,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836101,14,68,1,0,54,mjejb0x57ms54j9ry6s8njwh,0,47,48.4,2025-02-02T14:01:39.570Z,2025-02-02T14:01:40Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836147,16,68,1,0,56,cz26xwowfjp8ei14n9z2ac135,1,56.3,44,2025-02-02T14:01:41.387Z,2025-02-02T14:01:41Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836193,17,1,1,0,57,cz26xwowfjp8ei14n9z2ac135,1,55.8,49.4,2025-02-02T14:01:42.714Z,2025-02-02T14:01:45Z,5491431407,213,2.10,5491431401,140,46.2,5491431399,56,Back,5491431405,212,19.8,5491431403,141,74.5,,,,,,,,,,e3n8fh86gv7xkw2zi6jlqelzp,K. Gorry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836255,18,1,1,1,0,cz26xwowfjp8ei14n9z2ac135,1,45.9,77.3,2025-02-02T14:01:45.531Z,2025-02-02T14:01:48Z,5491431701,212,16.4,5491431703,213,0.72,5491431695,56,Left,5491431697,140,57.6,5491431699,141,93.3,,,,,,,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836283,19,1,1,1,2,cz26xwowfjp8ei14n9z2ac135,0,57.6,93.3,2025-02-02T14:01:48.091Z,2025-02-02T14:12:28Z,5491431821,155,,5491431823,56,Left,5491431825,140,100.0,5491431833,1,,5491431827,141,86.0,5491431831,213,6.17,5491431829,212,45.7,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836265,15,43,1,1,3,mjejb0x57ms54j9ry6s8njwh,1,0,0,2025-02-02T14:01:48.603Z,2025-02-02T14:01:51Z,5491431915,144,50,5491431719,56,Back,5491431721,285,0,,,,,,,,,,,,,,,,doqt0my3sg0u3zmfgg59l8zxl,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836289,16,5,1,1,4,mjejb0x57ms54j9ry6s8njwh,1,-0.9,15.4,2025-02-02T14:01:49.790Z,2025-02-02T14:13:57Z,5491433905,233,20,5491431869,56,Back,5491431871,346,,,,,,,,,,,,,,,,,doqt0my3sg0u3zmfgg59l8zxl,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836681,20,5,1,1,4,cz26xwowfjp8ei14n9z2ac135,0,100.9,84.6,2025-02-02T14:01:49.790Z,2025-02-02T14:13:58Z,5491433861,56,Left,5491433949,233,16,5491433863,346,,,,,,,,,,,,,,,,,f1xb9y38jfjmrhgv22svv9sa2,A. Denton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836565,17,1,1,1,18,mjejb0x57ms54j9ry6s8njwh,1,5,37,2025-02-02T14:02:04.002Z,2025-02-02T14:02:08Z,5491433313,56,Back,5491433315,140,3.5,5491433323,212,9.6,5491433337,237,,5491433319,141,51.0,5491433309,124,,5491433329,213,1.73,,,,doqt0my3sg0u3zmfgg59l8zxl,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836631,18,1,1,1,22,mjejb0x57ms54j9ry6s8njwh,1,8.6,50.4,2025-02-02T14:02:07.987Z,2025-02-02T14:02:12Z,5491433607,141,76.4,5491433609,212,19.1,5491433611,213,1.19,5491433603,56,Back,5491433605,140,15.4,,,,,,,,,,6uncwzelwxah4myhp8nzh63md,T. Micah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836641,19,1,1,1,27,mjejb0x57ms54j9ry6s8njwh,0,26.3,75.7,2025-02-02T14:02:12.243Z,2025-02-02T14:02:12Z,5491433639,140,24.4,5491433651,213,4.52,5491433635,56,Back,5491433643,141,60.5,5491433647,212,10.5,,,,,,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836687,21,8,1,1,29,cz26xwowfjp8ei14n9z2ac135,1,74.7,38,2025-02-02T14:02:15.004Z,2025-02-02T14:02:15Z,5491433929,56,Center,,,,,,,,,,,,,,,,,,,,,,4kddxgnkpjzwkucvert2bhzsa,S. Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836697,22,49,1,1,30,cz26xwowfjp8ei14n9z2ac135,1,74.7,38,2025-02-02T14:02:15.468Z,2025-02-02T14:02:16Z,,,,,,,,,,,,,,,,,,,,,,,,,4kddxgnkpjzwkucvert2bhzsa,S. Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836741,23,1,1,1,30,cz26xwowfjp8ei14n9z2ac135,1,74.7,38,2025-02-02T14:02:16.091Z,2025-02-02T14:14:22Z,5491434239,212,15.7,5491504045,154,,5491498779,210,15,5491434237,141,28.0,5491434233,56,Center,5491434235,140,88.2,5491434241,213,5.84,,,,4kddxgnkpjzwkucvert2bhzsa,S. Martinez,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836759,20,45,1,1,33,mjejb0x57ms54j9ry6s8njwh,0,8,64.8,2025-02-02T14:02:19.051Z,2025-02-02T14:26:27Z,5491434429,233,24,5491434331,285,,5491434329,56,Back,,,,,,,,,,,,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836755,24,3,1,1,33,cz26xwowfjp8ei14n9z2ac135,1,92,35.2,2025-02-02T14:02:19.051Z,2025-02-02T14:26:27Z,5491434297,286,,5491434295,56,Center,5491434417,233,20,,,,,,,,,,,,,,,,81w3pjqsk98f0l09d9ianrbah,S. Piubel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836763,25,15,1,1,34,cz26xwowfjp8ei14n9z2ac135,1,86.5,30,2025-02-02T14:02:19.467Z,2025-02-02T14:14:29Z,5491498815,29,,5491498813,76,,5491434345,22,,5491498865,233,21,5491434347,63,,5491498449,82,,5491504073,154,,5491498817,55,23,81w3pjqsk98f0l09d9ianrbah,S. Piubel,,5491504071,72,5491498829,146,90.8,5491498821,102,53.5,5491498825,215,5491498823,103,19,5491498833,230,99.1,5491498835,231,46.6,5491434349,56,Center,5491498831,147,37.5,,,,,,,,
2771836855,21,10,1,1,34,mjejb0x57ms54j9ry6s8njwh,1,5.5,56.5,2025-02-02T14:02:19.567Z,2025-02-02T14:14:31Z,5491498895,233,25,5491434717,56,Back,5491434715,94,,,,,,,,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771837581,22,12,1,1,41,mjejb0x57ms54j9ry6s8njwh,1,7,70.8,2025-02-02T14:02:26.434Z,2025-02-02T14:03:06Z,5491438567,212,14.5,5491438561,56,Back,5491438569,213,0.76,5491438563,140,17.0,5491438565,141,85.4,,,,,,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771836953,26,1,1,1,42,cz26xwowfjp8ei14n9z2ac135,1,86,16.1,2025-02-02T14:02:27.467Z,2025-02-02T14:02:28Z,5491435203,212,8.8,5491435199,141,5.3,5491435189,56,Right,5491435191,140,90.6,5491435207,213,5.29,,,,,,,,,,e3n8fh86gv7xkw2zi6jlqelzp,K. Gorry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771837035,27,1,1,1,43,cz26xwowfjp8ei14n9z2ac135,1,90.6,5.3,2025-02-02T14:02:28.491Z,2025-02-02T14:02:32Z,5491435557,141,8.3,5491435561,213,3.07,5491435555,140,64.2,5491435559,212,27.8,5491435553,56,Right,,,,,,,,,,81w3pjqsk98f0l09d9ianrbah,S. Piubel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771837099,28,1,1,1,47,cz26xwowfjp8ei14n9z2ac135,1,65.6,14.3,2025-02-02T14:02:32.171Z,2025-02-02T14:02:35Z,5491435881,141,35.4,5491435879,140,47.3,5491435885,213,2.50,5491435877,56,Back,5491435883,212,24.0,,,,,,,,,,6d8zrjdl4ii8cjpn5vo7emz11,E. Nyström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771837185,29,1,1,1,50,cz26xwowfjp8ei14n9z2ac135,1,47.9,50,2025-02-02T14:02:35.835Z,2025-02-02T14:02:41Z,5491436357,212,17.2,5491436359,213,1.21,5491436351,56,Center,5491436353,140,53.7,5491436355,141,73.6,,,,,,,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771837207,30,1,1,1,56,cz26xwowfjp8ei14n9z2ac135,1,54.7,75,2025-02-02T14:02:41.483Z,2025-02-02T14:15:08Z,5491436451,141,57.9,5491436449,140,45.0,5491436447,56,Back,5491436455,213,3.99,5491436453,212,15.5,,,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771837227,31,1,1,1,57,cz26xwowfjp8ei14n9z2ac135,1,46.5,53.7,2025-02-02T14:02:42.347Z,2025-02-02T14:02:44Z,5491436607,212,16.6,5491436601,56,Back,5491436605,141,29.5,5491436603,140,48.8,5491436609,213,4.86,,,,,,,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
