id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId
2749020819,1,34,16,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2024-11-17T14:15:11.501Z,2024-11-17T15:03:28Z,5367914669,130,8,5367914671,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5367914667,59,"1, 4, 2, 30, 5, 22, 28, 11, 6, 29, 21, 23, 12, 17, 31, 53, 47, 18, 7, 20",5367914673,194,15ueea8j21zale5d23rifkct1,5367914665,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5367914675,197,9086,5367914663,30,"avud4qv9xovwlr2pxc8fcmiuh, 6k1s7y9dnzdpppppdco7bgudx, 4r1z04gidueqs684yxeyrq8ve, 60q198d41n3y887jeiezr850q, d3qtg5xhiwe3zamb4mh50whjp, 4u9olqnk9orietagu35v6s355, 38gaf1qjazayc2lo9wvly9tzo, 15ueea8j21zale5d23rifkct1, 9ww7juyjcdpja51ov7t9hnf1l, 7p90xt2oakctnbc9a0bgbjpw5, 7f7tbbjqhhyydjj4wurm28xcl, bxrfg32lc9sspg2ewx160yqxh, ceww6vauxaqddgogso515rcru, 5mcszf3yuxwxcggl8ds2v1a7d, cf88cbpwlbfw6ampeklh3kcbu, 70itgnsfoz6fiynrcmdxtv0no, 9hgyk9yij7batwf9gf6l0jxuc, 3hi3jauxk9i5k94dniki04mei, 3322apmmg9crui9646d4cbm5l, 1ct6g590mpcg14jw94v4g2tm2",5367914677,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749020851,1,34,16,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2024-11-17T14:15:15.081Z,2024-11-17T15:02:20Z,5367914839,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5367914831,30,"8btgs1e799s3xyjfqloeg2iju, 13up673x1kzlwwi22awilagvd, 8e7wbpcbwxvdz0fojwuyov3rp, a6nt0vn3kgt05g1hdnubrh0yc, 9t8eb24gwj56ucggp7x0n0ewa, bl6mkergo04815vpi73fgtwb9, dzhvgrdkl4nuj8z4fd9to0ag9, dqpv2janh4g4qkiqx7h7vs8gl, brs6i21j86k1w7cpgzorrxxwp, 1ry82n1adajgmjtce487u9q1g, 8gh56ar8x8yxjfcm66m7532ll, 8ll4dyc6p81nlfz81v8nz3m96, 1k29va1w8gt2m6mwle19olkb8, acubyto4nolysndygirwjwhzo, 66wqtn91bp4oqrlry02sg2bdg, 1haq2mkmbebj3jbt0z2jom4lx, enh0z58rrftq2m6hybzhgf65l, etyrg2e7ftd9i9qggqfuy9gk4, ct4fyrkcvk3i01xiz1wpsyuw9, 1234a1tb7y6trj9xsoqvx0x5h",5367914841,194,9t8eb24gwj56ucggp7x0n0ewa,5367914845,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5367914837,130,6,5367914835,59,"91, 14, 3, 13, 4, 21, 23, 17, 19, 8, 15, 39, 55, 2, 38, 12, 20, 34, 9, 28",5367914833,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5367914843,197,8474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034001,2,32,1,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2024-11-17T15:00:27.739Z,2024-11-17T15:00:28Z,5367984965,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034005,2,32,1,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2024-11-17T15:00:27.739Z,2024-11-17T15:00:29Z,5367984967,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034015,3,1,1,0,0,28u3q82ip96ahymkup01vfxli,1,50.2,50,2024-11-17T15:00:27.740Z,2024-11-17T15:00:31Z,5367985007,279,S,5367984999,140,34.8,5367985005,213,2.88,5367984997,56,Back,5367985003,212,16.7,5367985001,141,56.4,,,,,,,9ww7juyjcdpja51ov7t9hnf1l,S. Takarada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034025,4,1,1,0,3,28u3q82ip96ahymkup01vfxli,1,34,53,2024-11-17T15:00:31.678Z,2024-11-17T15:00:33Z,5367985047,140,21.3,5367985053,213,3.94,5367985049,141,33.0,5367985051,212,19.0,5367985045,56,Back,,,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034027,5,1,1,0,5,28u3q82ip96ahymkup01vfxli,1,21.7,35.5,2024-11-17T15:00:33.633Z,2024-11-17T15:00:35Z,5367985063,56,Back,5367985067,141,63.3,5367985065,140,21.4,5367985069,212,18.9,5367985071,213,1.59,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034031,6,1,1,0,7,28u3q82ip96ahymkup01vfxli,1,21.4,67.3,2024-11-17T15:00:35.454Z,2024-11-17T15:00:37Z,5367985095,141,89.4,5367985097,212,16.3,5367985093,140,27.4,5367985099,213,1.17,5367985091,56,Back,,,,,,,,,,4u9olqnk9orietagu35v6s355,S. Kees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034035,7,1,1,0,9,28u3q82ip96ahymkup01vfxli,1,27.2,93.2,2024-11-17T15:00:37.549Z,2024-11-17T15:00:38Z,5367985123,213,5.84,5367985121,212,10.7,5367985117,140,36.4,5367985119,141,86.5,5367985115,56,Back,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749034043,8,1,1,0,11,28u3q82ip96ahymkup01vfxli,1,36.3,86.6,2024-11-17T15:00:38.768Z,2024-11-17T15:00:41Z,5367985163,212,12.1,5367985161,141,79.0,5367985159,140,25.9,5367985157,56,Back,5367985165,213,3.58,,,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
