id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2766944483,8,1,1,0,18,5rurqie3qt1qav9ir5mkqinn,1,44.5,27.9,2025-01-19T14:00:20.226Z,2025-01-19T14:00:23Z,5465003419,141,5.3,5465003423,213,5.76,5465003415,56,Right,5465003417,140,69.7,5465003421,212,30.6,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766944513,9,1,1,0,21,5rurqie3qt1qav9ir5mkqinn,1,71.1,5.3,2025-01-19T14:00:23.170Z,2025-01-19T14:00:25Z,5465003575,141,6.4,5465003571,56,Right,5465003577,212,7.5,5465003573,140,78.2,5465003579,213,0.10,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766944541,10,1,1,0,23,5rurqie3qt1qav9ir5mkqinn,1,78.2,6.4,2025-01-19T14:00:25.538Z,2025-01-19T14:10:31Z,5465003737,140,72.9,5465003735,56,Right,5465003741,212,6.1,5465003739,141,10.0,5465003743,213,2.73,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766944581,12,61,1,0,24,5rurqie3qt1qav9ir5mkqinn,0,72.9,10,2025-01-19T14:00:26.218Z,2025-01-19T14:05:17Z,5465003933,56,Right,,,,,,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766944549,11,43,1,0,25,5rurqie3qt1qav9ir5mkqinn,1,0,0,2025-01-19T14:00:27.058Z,2025-01-19T14:00:29Z,5465003769,286,0,5465003767,56,Right,5465003861,144,45,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766944545,4,49,1,0,25,6o6989d7o4w1kn35cu75y1mny,1,36.3,76.1,2025-01-19T14:00:27.261Z,2025-01-19T14:00:27Z,,,,,,,,,,,,,,,,,,,,,,,,,70h5ahiv905igqhjk86okzwt1,M. Gejl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766944575,5,1,1,0,26,6o6989d7o4w1kn35cu75y1mny,0,31.8,77,2025-01-19T14:00:28.508Z,2025-01-19T14:00:29Z,5465003921,213,4.84,5465003907,56,Back,5465003919,212,11.9,5465003915,141,59.6,5465003911,140,33.2,,,,,,,,,,70h5ahiv905igqhjk86okzwt1,M. Gejl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766944629,13,1,1,0,29,5rurqie3qt1qav9ir5mkqinn,1,72.2,52.4,2025-01-19T14:00:31.490Z,2025-01-19T14:11:00Z,5465004169,212,5.9,5465004171,213,4.21,5465004165,140,69.5,5465004167,141,44.8,5465004163,56,Center,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766944635,14,49,1,0,30,5rurqie3qt1qav9ir5mkqinn,1,69.5,44.8,2025-01-19T14:00:32.706Z,2025-01-19T14:00:33Z,,,,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766944661,15,1,1,0,31,5rurqie3qt1qav9ir5mkqinn,1,69.5,44.8,2025-01-19T14:00:33.073Z,2025-01-19T14:00:35Z,5465004369,213,2.63,5465004361,56,Back,5465004365,141,64.5,5465004367,212,27.5,5465004363,140,46.6,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766944731,16,1,1,0,33,5rurqie3qt1qav9ir5mkqinn,1,46.9,65.8,2025-01-19T14:00:35.347Z,2025-01-19T14:00:41Z,5465004673,213,4.50,5465004669,212,19.4,5465004661,56,Back,5465004665,141,37.9,5465004663,140,43.0,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766944769,17,1,1,0,39,5rurqie3qt1qav9ir5mkqinn,1,55.3,29.2,2025-01-19T14:00:41.266Z,2025-01-19T14:00:44Z,5465004853,141,32.7,5465004857,213,0.12,5465004849,56,Center,5465004855,212,20.2,5465004851,140,74.4,5465004847,155,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766944859,18,2,1,0,42,5rurqie3qt1qav9ir5mkqinn,1,74.6,33.3,2025-01-19T14:00:44.290Z,2025-01-19T14:00:51Z,5465005259,140,80.5,5465005287,56,Center,5465005261,141,25.2,5465005285,7,3sn815dsm0i0rnw9nigjyb0et,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766944821,6,55,1,0,42,6o6989d7o4w1kn35cu75y1mny,1,19.2,74.8,2025-01-19T14:00:44.291Z,2025-01-19T14:11:53Z,,,,,,,,,,,,,,,,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945251,7,1,1,1,15,6o6989d7o4w1kn35cu75y1mny,0,20.5,79,2025-01-19T14:01:16.892Z,2025-01-19T14:01:18Z,5465007277,157,,5465007289,213,0.28,5465007275,5,,5465007285,141,95.3,5465007291,1,,5465007281,56,Left,5465007279,241,,5465007283,140,57.1,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,5465007287,212,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945317,19,1,1,1,19,5rurqie3qt1qav9ir5mkqinn,0,45.5,12.6,2025-01-19T14:01:21.730Z,2025-01-19T14:01:22Z,5465007581,56,Center,5465007585,141,35.5,5465007589,213,0.59,5465007579,3,,5465007583,140,67.5,5465007587,212,27.9,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945365,8,1,1,1,21,6o6989d7o4w1kn35cu75y1mny,0,25.9,66,2025-01-19T14:01:23.028Z,2025-01-19T14:12:27Z,5465007821,212,44.0,5465007825,1,,5465007817,140,67.8,5465007813,56,Center,5465007809,157,,5465007823,213,0.03,5465007819,141,68.1,,,,4x0c0fhtuohubcm7u16qzr2wa,S. Yáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945429,20,12,1,1,23,5rurqie3qt1qav9ir5mkqinn,1,32.9,37.7,2025-01-19T14:01:24.892Z,2025-01-19T14:12:25Z,5465008147,212,17.1,5465008143,140,48.7,5465008141,56,Back,5465008145,141,43.9,5465008165,15,,5465008149,213,0.25,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945423,9,1,1,1,24,6o6989d7o4w1kn35cu75y1mny,0,56.1,61.1,2025-01-19T14:01:26.638Z,2025-01-19T14:01:27Z,5465008101,141,54.9,5465008107,213,6.01,5465008093,56,Center,5465008097,140,70.3,5465008103,212,15.5,,,,,,,,,,6spinfzc1go7q5euom2apcdwq,A. Blanchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945445,21,1,1,1,26,5rurqie3qt1qav9ir5mkqinn,0,33,47.9,2025-01-19T14:01:28.203Z,2025-01-19T14:12:53Z,5465008233,141,44.4,5465008237,213,5.75,5465008229,56,Back,5465008231,140,36.8,5465008235,212,4.6,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945437,10,61,1,1,27,6o6989d7o4w1kn35cu75y1mny,1,68.8,57.6,2025-01-19T14:01:28.903Z,2025-01-19T14:01:29Z,5465008193,56,Center,,,,,,,,,,,,,,,,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945469,22,49,1,1,29,5rurqie3qt1qav9ir5mkqinn,1,32,50.1,2025-01-19T14:01:31.619Z,2025-01-19T14:01:31Z,,,,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945523,23,1,1,1,30,5rurqie3qt1qav9ir5mkqinn,1,32,50.1,2025-01-19T14:01:31.955Z,2025-01-19T14:01:35Z,5465008613,213,1.42,5465008609,212,24.1,5465008601,56,Back,5465008607,141,85.1,5465008603,140,35.4,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945573,24,1,1,1,33,5rurqie3qt1qav9ir5mkqinn,1,35.6,86,2025-01-19T14:01:34.991Z,2025-01-19T14:01:38Z,5465008859,141,90.2,5465008863,213,0.27,5465008861,212,10.6,5465008855,56,Back,5465008857,140,45.3,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945639,25,1,1,1,36,5rurqie3qt1qav9ir5mkqinn,1,43.9,89.4,2025-01-19T14:01:38.242Z,2025-01-19T14:01:42Z,5465009195,56,Back,5465009197,140,37.8,5465009199,141,83.2,5465009201,212,7.7,5465009203,213,3.72,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945657,26,1,1,1,40,5rurqie3qt1qav9ir5mkqinn,0,35.8,78.5,2025-01-19T14:01:41.892Z,2025-01-19T14:01:42Z,5465009301,155,,5465009305,140,55.2,5465009307,141,19.4,5465009303,56,Right,5465009309,212,45.1,5465009313,1,,5465009311,213,5.18,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945669,11,49,1,1,41,6o6989d7o4w1kn35cu75y1mny,1,56.8,88.7,2025-01-19T14:01:43.708Z,2025-01-19T14:01:43Z,,,,,,,,,,,,,,,,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945787,12,1,1,1,43,6o6989d7o4w1kn35cu75y1mny,1,61.2,87.8,2025-01-19T14:01:45.260Z,2025-01-19T14:01:49Z,5465009979,213,5.30,5465009975,141,64.9,5465009971,56,Center,5465009973,140,71.0,5465009977,212,18.7,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945829,13,1,1,1,47,6o6989d7o4w1kn35cu75y1mny,1,65,68.2,2025-01-19T14:01:49.212Z,2025-01-19T14:01:51Z,5465010213,212,13.4,5465010205,141,79.4,5465010227,213,2.54,5465010179,56,Left,5465010193,140,54.5,,,,,,,,,,6spinfzc1go7q5euom2apcdwq,A. Blanchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945873,14,1,1,1,49,6o6989d7o4w1kn35cu75y1mny,1,47.4,78.1,2025-01-19T14:01:51.452Z,2025-01-19T14:01:54Z,5465010435,212,16.2,5465010431,140,39.9,5465010433,141,57.3,5465010437,213,4.20,5465010429,56,Back,,,,,,,,,,8kmne7pn10uwqe6g1kc4w69cl,K. Veje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945893,15,1,1,1,52,6o6989d7o4w1kn35cu75y1mny,1,41.4,49.3,2025-01-19T14:01:53.980Z,2025-01-19T14:01:56Z,5465010547,140,40.7,5465010559,213,4.65,5465010543,56,Back,5465010557,212,12.5,5465010553,141,30.9,,,,,,,,,,da2wvt67j64u7zlybcel46n3e,A. Everett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945959,16,1,1,1,54,6o6989d7o4w1kn35cu75y1mny,1,40.7,30.9,2025-01-19T14:01:56.269Z,2025-01-19T14:02:00Z,5465010919,141,5.8,5465010915,56,Back,5465010925,213,5.04,5465010921,212,18.0,5465010917,140,46.2,,,,,,,,,,5k2tg6abpiefmb8cu4ef7z4k5,H. Nolan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945967,17,1,1,1,58,6o6989d7o4w1kn35cu75y1mny,0,46.2,5.8,2025-01-19T14:02:00.493Z,2025-01-19T14:02:00Z,5465010959,141,0.0,5465010955,56,Right,5465010963,213,6.04,5465010961,212,20.1,5465010957,140,64.8,5465010953,155,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945971,18,5,1,1,59,6o6989d7o4w1kn35cu75y1mny,0,68.4,-1.4,2025-01-19T14:02:00.824Z,2025-01-19T14:02:06Z,5465010975,56,Right,5465011145,233,27,5465010977,347,,,,,,,,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766945995,27,5,1,1,59,5rurqie3qt1qav9ir5mkqinn,1,31.6,101.4,2025-01-19T14:02:00.824Z,2025-01-19T14:02:33Z,5465011099,56,Back,5465011125,233,18,5465011101,347,,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766946243,28,1,1,2,13,5rurqie3qt1qav9ir5mkqinn,1,26.3,100,2025-01-19T14:02:14.851Z,2025-01-19T14:02:17Z,5465012295,213,4.38,5465012291,141,83.5,5465012287,140,22.3,5465012283,56,Back,5465012293,212,12.9,5465012279,107,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766946297,29,1,1,2,15,5rurqie3qt1qav9ir5mkqinn,1,22.5,75.7,2025-01-19T14:02:17.618Z,2025-01-19T14:02:20Z,5465012527,141,61.8,5465012531,213,4.25,5465012523,56,Back,5465012525,140,18.0,5465012529,212,10.6,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766946283,19,43,1,2,17,6o6989d7o4w1kn35cu75y1mny,1,0,0,2025-01-19T14:02:19.156Z,2025-01-19T14:02:20Z,5465012449,56,Center,5465012587,144,61,,,,,,,,,,,,,,,,,,,70h5ahiv905igqhjk86okzwt1,M. Gejl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766946351,30,1,1,2,18,5rurqie3qt1qav9ir5mkqinn,1,18.5,62.7,2025-01-19T14:02:19.971Z,2025-01-19T14:13:59Z,5465012841,213,5.08,5465012837,141,30.3,5465012833,56,Back,5465012839,212,23.6,5465012835,140,26.6,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766946419,31,1,1,2,22,5rurqie3qt1qav9ir5mkqinn,1,32.4,30.3,2025-01-19T14:02:23.842Z,2025-01-19T14:14:02Z,5465013143,141,26.5,5465013139,56,Center,5465013147,213,6.19,5465013145,212,28.3,5465013141,140,59.2,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766946387,20,83,1,2,22,6o6989d7o4w1kn35cu75y1mny,0,38.4,78.4,2025-01-19T14:02:24.725Z,2025-01-19T14:02:28Z,5465013169,399,1o0o6thivoulnmsklkpbwpiad,,,,,,,,,,,,,,,,,,,,,,8kmne7pn10uwqe6g1kc4w69cl,K. Veje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766946421,32,1,1,2,25,5rurqie3qt1qav9ir5mkqinn,1,61.8,22.4,2025-01-19T14:02:27.058Z,2025-01-19T14:02:28Z,5465013153,56,Right,5465013157,141,4.6,5465013161,213,5.08,5465013155,140,66.2,5465013159,212,13.0,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766946451,33,1,1,2,26,5rurqie3qt1qav9ir5mkqinn,0,67,4.6,2025-01-19T14:02:28.162Z,2025-01-19T14:02:29Z,5465013287,140,83.3,5465013293,212,20.7,5465013283,56,Center,5465013291,141,21.8,5465013295,213,0.60,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766946469,21,12,1,2,28,6o6989d7o4w1kn35cu75y1mny,1,12.8,78.5,2025-01-19T14:02:30.637Z,2025-01-19T14:02:32Z,5465013371,140,9.9,5465013375,212,15.9,5465013377,213,1.76,5465013373,141,100.0,5465013369,56,Back,5465013483,167,,,,,,,,da2wvt67j64u7zlybcel46n3e,A. Everett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766946477,22,5,1,2,29,6o6989d7o4w1kn35cu75y1mny,0,14.2,101.2,2025-01-19T14:02:31.085Z,2025-01-19T14:03:49Z,5465013413,56,Back,5465013521,233,34,5465013415,347,,,,,,,,,,,,,,,,,da2wvt67j64u7zlybcel46n3e,A. Everett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766946483,34,5,1,2,29,5rurqie3qt1qav9ir5mkqinn,1,85.8,-1.2,2025-01-19T14:02:31.085Z,2025-01-19T14:02:35Z,5465013503,233,22,5465013449,347,,5465013445,56,Right,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766946621,35,1,1,2,36,5rurqie3qt1qav9ir5mkqinn,1,82,0,2025-01-19T14:02:38.115Z,2025-01-19T14:02:38Z,5465014099,141,12.3,5465014101,212,12.6,5465014095,56,Right,5465014093,107,,5465014097,140,73.1,5465014103,213,2.40,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766946635,36,1,1,2,36,5rurqie3qt1qav9ir5mkqinn,1,73.1,12.3,2025-01-19T14:02:38.583Z,2025-01-19T14:02:39Z,5465014179,213,5.92,5465014177,212,7.2,5465014173,140,79.5,5465014171,56,Right,5465014175,141,8.6,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
