id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2749037465,105,1,1,11,27,7kt37xy93vjy6wac8vq6fqz3g,0,19.3,37.7,2024-11-17T15:11:54.926Z,2024-11-17T15:11:56Z,5368003011,212,42.3,5368003003,157,,5368003013,213,6.20,5368003009,141,32.4,5368003015,1,,5368003005,56,Center,5368003007,140,59.4,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037479,161,1,1,11,29,mjejb0x57ms54j9ry6s8njwh,0,43.2,78.1,2024-11-17T15:11:56.863Z,2024-11-17T15:11:57Z,5368003075,141,77.5,5368003077,212,14.0,5368003069,3,,5368003073,140,56.5,5368003079,213,6.25,5368003071,56,Center,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037533,106,1,1,11,32,7kt37xy93vjy6wac8vq6fqz3g,1,36.6,24.3,2024-11-17T15:11:59.294Z,2024-11-17T15:12:03Z,5368003359,212,20.9,5368003357,141,20.0,5368003355,140,56.3,5368003361,213,6.14,5368003353,56,Right,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037523,162,83,1,11,35,mjejb0x57ms54j9ry6s8njwh,0,51.8,88.1,2024-11-17T15:12:02.399Z,2024-11-17T15:12:04Z,5368003401,399,57ubfxv6ujkk5cictmez4op1x,,,,,,,,,,,,,,,,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037535,107,1,1,11,36,7kt37xy93vjy6wac8vq6fqz3g,1,42.6,5.3,2024-11-17T15:12:03.646Z,2024-11-17T15:12:07Z,5368003381,141,2.9,5368003379,140,35.2,5368003383,212,7.9,5368003377,56,Back,5368003385,213,3.35,,,,,,,,,,57ubfxv6ujkk5cictmez4op1x,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037559,108,1,1,11,39,7kt37xy93vjy6wac8vq6fqz3g,1,36.1,3.7,2024-11-17T15:12:06.894Z,2024-11-17T15:35:33Z,5368003513,140,35.6,5368003515,141,9.2,5368003517,212,3.8,5368003511,56,Back,5368003519,213,1.71,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037569,109,1,1,11,40,7kt37xy93vjy6wac8vq6fqz3g,1,35.4,9.7,2024-11-17T15:12:08.078Z,2024-11-17T15:12:09Z,5368003589,212,6.7,5368003591,213,3.78,5368003587,141,3.8,5368003585,140,30.3,5368003583,56,Back,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037579,110,1,1,11,41,7kt37xy93vjy6wac8vq6fqz3g,1,30.3,3.8,2024-11-17T15:12:09.022Z,2024-11-17T15:12:10Z,5368003639,141,15.6,5368003641,212,8.2,5368003637,140,28.5,5368003635,56,Back,5368003643,213,1.80,,,,,,,,,,aeqzzuu4bp7trwyjezfigr9ih,H. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037595,111,1,1,11,42,7kt37xy93vjy6wac8vq6fqz3g,1,28.6,15.9,2024-11-17T15:12:09.886Z,2024-11-17T15:12:12Z,5368003729,212,13.0,5368003725,140,21.2,5368003727,141,31.3,5368003723,56,Back,5368003731,213,2.21,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037651,112,1,1,11,44,7kt37xy93vjy6wac8vq6fqz3g,1,21.1,32.4,2024-11-17T15:12:11.950Z,2024-11-17T15:12:17Z,5368004013,140,25.3,5368004015,141,74.2,5368004017,212,28.8,5368004011,56,Back,5368004019,213,1.42,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037723,113,1,1,11,50,7kt37xy93vjy6wac8vq6fqz3g,1,29,81.2,2024-11-17T15:12:17.839Z,2024-11-17T15:12:30Z,5368004429,213,6.26,5368004419,157,,5368004427,212,67.0,5368004425,141,78.7,5368004431,1,,5368004423,140,92.8,5368004421,56,Center,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037725,114,50,1,12,3,7kt37xy93vjy6wac8vq6fqz3g,1,93,95.2,2024-11-17T15:12:30.702Z,2024-11-17T16:05:47Z,5368004435,56,Left,5368004753,233,163,5368004437,286,,,,,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037727,163,7,1,12,3,mjejb0x57ms54j9ry6s8njwh,0,7,4.8,2024-11-17T15:12:30.703Z,2024-11-17T19:40:37Z,5368004741,233,114,5368004707,285,,5368004705,56,Back,5368403897,385,,,,,,,,,,,,,,doqt0my3sg0u3zmfgg59l8zxl,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037729,115,61,1,12,4,7kt37xy93vjy6wac8vq6fqz3g,1,91,96.5,2024-11-17T15:12:31.374Z,2024-11-17T15:12:31Z,5368004451,56,Left,,,,,,,,,,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037735,116,5,1,12,4,7kt37xy93vjy6wac8vq6fqz3g,0,90.6,101.3,2024-11-17T15:12:31.999Z,2024-11-17T15:14:41Z,5368004507,233,164,5368004499,347,,5368004497,56,Left,,,,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037733,164,5,1,12,4,mjejb0x57ms54j9ry6s8njwh,1,9.4,-1.3,2024-11-17T15:12:31.999Z,2024-11-17T15:14:41Z,5368004501,233,116,5368004493,347,,5368004491,56,Back,,,,,,,,,,,,,,,,doqt0my3sg0u3zmfgg59l8zxl,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037831,165,1,1,12,15,mjejb0x57ms54j9ry6s8njwh,1,10.8,0,2024-11-17T15:12:42.832Z,2024-11-17T15:12:59Z,5368005281,189,,5368004999,107,,5368005001,56,Back,5368005009,213,0.29,5368005003,140,20.9,5368005005,141,3.5,5368005007,212,11.1,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037835,166,61,1,12,16,mjejb0x57ms54j9ry6s8njwh,1,20.9,3.5,2024-11-17T15:12:43.677Z,2024-11-17T15:13:01Z,5368005365,189,,5368005025,56,Back,,,,,,,,,,,,,,,,,,,91ovdvx90zfx13eu2ood6jmga,O. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037859,117,5,1,12,17,7kt37xy93vjy6wac8vq6fqz3g,1,79,101.6,2024-11-17T15:12:44.271Z,2024-11-17T15:14:42Z,5368005133,56,Left,5368005151,233,167,5368005135,347,,,,,,,,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037839,167,5,1,12,17,mjejb0x57ms54j9ry6s8njwh,0,21,-1.6,2024-11-17T15:12:44.271Z,2024-11-17T15:13:02Z,5368005037,347,,5368005161,233,117,5368005033,56,Back,,,,,,,,,,,,,,,,91ovdvx90zfx13eu2ood6jmga,O. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037887,118,1,1,12,30,7kt37xy93vjy6wac8vq6fqz3g,1,79.3,100,2024-11-17T15:12:57.854Z,2024-11-17T15:13:00Z,5368005299,213,3.35,5368005301,1,,5368005291,56,Left,5368005295,141,94.5,5368005297,212,22.9,5368005293,140,58.0,5368005289,107,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037935,119,1,1,12,32,7kt37xy93vjy6wac8vq6fqz3g,1,56.8,94.1,2024-11-17T15:13:00.078Z,2024-11-17T15:13:07Z,5368005557,56,Back,5368005565,213,3.97,5368005559,140,39.4,5368005563,212,27.1,5368005561,141,64.6,,,,,,,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037953,120,1,1,12,40,7kt37xy93vjy6wac8vq6fqz3g,1,41.4,61.7,2024-11-17T15:13:07.390Z,2024-11-17T15:13:11Z,5368005659,212,33.6,5368005663,1,,5368005655,140,45.3,5368005657,141,12.6,5368005653,56,Back,5368005661,213,4.83,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037963,121,1,1,12,43,7kt37xy93vjy6wac8vq6fqz3g,1,44.6,14.7,2024-11-17T15:13:11.070Z,2024-11-17T15:13:12Z,5368005707,213,1.61,5368005699,56,Back,5368005705,212,12.3,5368005701,140,44.1,5368005703,141,32.7,,,,,,,,,,aeqzzuu4bp7trwyjezfigr9ih,H. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037989,122,1,1,12,45,7kt37xy93vjy6wac8vq6fqz3g,1,44.4,32.1,2024-11-17T15:13:12.687Z,2024-11-17T15:13:18Z,5368005853,140,38.3,5368005851,56,Back,5368005859,213,4.31,5368005855,141,9.8,5368005857,212,16.5,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037991,123,4,1,12,51,7kt37xy93vjy6wac8vq6fqz3g,1,38.8,31.8,2024-11-17T15:13:18.846Z,2024-11-17T19:41:04Z,5368005865,56,Back,5368005867,152,,5368005923,233,168,5368005871,286,,5368005863,13,,5368404073,294,,,,,,,,aeqzzuu4bp7trwyjezfigr9ih,H. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749037993,168,4,1,12,51,mjejb0x57ms54j9ry6s8njwh,0,61.2,68.2,2024-11-17T15:13:18.847Z,2024-11-17T19:41:02Z,5368005899,152,,5368005903,285,,5368404045,294,,5368005897,56,Center,5368005895,13,,5368005927,233,123,,,,,,,7k5or8x3fqo7qkzii18kwpaeh,L. Kiernan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038087,124,1,1,13,6,7kt37xy93vjy6wac8vq6fqz3g,1,30.5,31.5,2024-11-17T15:13:33.966Z,2024-11-17T15:36:13Z,5368006383,152,,5368006391,212,23.7,5368054587,189,,5368006385,56,Back,5368006387,140,27.3,5368006381,5,,5368006389,141,66.0,5368006393,213,1.71,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038091,125,1,1,13,7,7kt37xy93vjy6wac8vq6fqz3g,1,27,67.9,2024-11-17T15:13:34.654Z,2024-11-17T15:36:15Z,5368006417,213,1.41,5368006415,212,9.8,5368006413,141,82.1,5368006409,56,Back,5368006411,140,28.5,5368054669,189,,,,,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038097,126,1,1,13,8,7kt37xy93vjy6wac8vq6fqz3g,0,28.1,82.6,2024-11-17T15:13:35.279Z,2024-11-17T15:36:20Z,5368006445,213,5.18,5368006437,56,Back,5368006439,140,30.5,5368006441,141,75.3,5368006443,212,5.6,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749047217,393,8,1,13,8,mjejb0x57ms54j9ry6s8njwh,1,57.3,29.7,2024-11-17T15:13:35.721Z,2024-11-17T19:41:17Z,5368056073,56,Center,5368404123,384,,,,,,,,,,,,,,,,,,,,15b0z85uttk1ibcag2g4476jt,M. Höbinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038099,169,49,1,13,9,mjejb0x57ms54j9ry6s8njwh,1,68.8,24.6,2024-11-17T15:13:36.417Z,2024-11-17T15:36:59Z,,,,,,,,,,,,,,,,,,,,,,,,,91ovdvx90zfx13eu2ood6jmga,O. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038107,127,83,1,13,9,7kt37xy93vjy6wac8vq6fqz3g,0,32.5,58.7,2024-11-17T15:13:37.126Z,2024-11-17T15:37:03Z,5368006871,399,91ovdvx90zfx13eu2ood6jmga,,,,,,,,,,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038105,170,1,1,13,10,mjejb0x57ms54j9ry6s8njwh,1,70.1,24,2024-11-17T15:13:37.944Z,2024-11-17T15:37:28Z,5368006489,141,28.6,5368006491,212,6.8,5368006485,56,Center,5368006493,213,0.47,5368006487,140,75.9,,,,,,,,,,91ovdvx90zfx13eu2ood6jmga,O. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749047451,397,3,1,13,11,mjejb0x57ms54j9ry6s8njwh,0,77.4,30.5,2024-11-17T15:13:38.264Z,2024-11-17T19:41:24Z,5368057295,56,Center,5368404169,465,,5368057297,286,,5368057547,233,128,,,,,,,,,,,,,15b0z85uttk1ibcag2g4476jt,M. Höbinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038117,128,7,1,13,11,7kt37xy93vjy6wac8vq6fqz3g,1,22.6,69.5,2024-11-17T15:13:38.265Z,2024-11-17T19:41:27Z,5368057521,285,,5368006561,56,Back,5368057527,233,397,5368404183,384,,,,,,,,,,,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038125,129,49,1,13,14,7kt37xy93vjy6wac8vq6fqz3g,1,23.7,86,2024-11-17T15:13:41.294Z,2024-11-17T15:13:41Z,,,,,,,,,,,,,,,,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038131,130,1,1,13,14,7kt37xy93vjy6wac8vq6fqz3g,1,23.7,86,2024-11-17T15:13:41.359Z,2024-11-17T15:13:42Z,5368006643,213,0.62,5368006635,56,Back,5368006637,140,32.2,5368006641,212,11.0,5368006639,141,95.4,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038143,131,1,1,13,15,7kt37xy93vjy6wac8vq6fqz3g,1,32.2,95.6,2024-11-17T15:13:42.287Z,2024-11-17T15:13:46Z,5368006713,213,3.50,5368006703,56,Back,5368006711,212,13.5,5368006707,140,20.1,5368006709,141,88.7,,,,,,,,,,3tot15elwrc9lz9ohha1z0ij9,M. Lawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038155,132,1,1,13,18,7kt37xy93vjy6wac8vq6fqz3g,1,31.2,85.3,2024-11-17T15:13:45.951Z,2024-11-17T15:13:47Z,5368006785,213,4.50,5368006777,56,Back,5368006783,212,10.9,5368006779,140,29.0,5368006781,141,69.7,,,,,,,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038167,133,1,1,13,20,7kt37xy93vjy6wac8vq6fqz3g,1,29.1,70.6,2024-11-17T15:13:47.471Z,2024-11-17T15:13:52Z,5368006863,141,61.4,5368006861,140,23.1,5368006867,213,3.92,5368006859,56,Back,5368006865,212,8.9,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038169,134,1,1,13,24,7kt37xy93vjy6wac8vq6fqz3g,1,25.2,64.8,2024-11-17T15:13:52.046Z,2024-11-17T15:13:54Z,5368006877,141,89.6,5368006875,140,28.5,5368006879,212,17.2,5368006881,213,1.37,5368006873,56,Back,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038187,135,1,1,13,27,7kt37xy93vjy6wac8vq6fqz3g,1,29.5,90.9,2024-11-17T15:13:54.702Z,2024-11-17T15:13:59Z,5368006991,140,55.6,5368006989,56,Left,5368006993,141,94.7,5368006997,213,0.09,5368006995,212,27.5,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038201,136,1,1,13,31,7kt37xy93vjy6wac8vq6fqz3g,1,58.4,69.3,2024-11-17T15:13:59.198Z,2024-11-17T15:14:00Z,5368007051,56,Center,5368007059,212,12.3,5368007053,140,53.0,5368007061,213,4.23,5368007055,141,53.3,,,,,,,,,,3tot15elwrc9lz9ohha1z0ij9,M. Lawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038211,137,1,1,13,33,7kt37xy93vjy6wac8vq6fqz3g,1,53.5,56.3,2024-11-17T15:14:00.639Z,2024-11-17T15:14:02Z,5368007093,212,14.4,5368007087,56,Center,5368007091,141,77.5,5368007089,140,52.8,5368007095,213,1.62,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038221,138,1,1,13,35,7kt37xy93vjy6wac8vq6fqz3g,0,52.9,79.3,2024-11-17T15:14:02.606Z,2024-11-17T15:14:05Z,5368007163,141,84.7,5368007161,140,68.5,5368007159,56,Left,5368007165,212,16.8,5368007167,213,0.22,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038227,171,1,1,13,38,mjejb0x57ms54j9ry6s8njwh,1,31.4,14.1,2024-11-17T15:14:05.504Z,2024-11-17T15:14:07Z,5368007189,56,Back,5368007191,140,27.9,5368007193,141,25.6,5368007197,213,2.01,5368007195,212,8.6,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038237,139,45,1,13,39,7kt37xy93vjy6wac8vq6fqz3g,0,74,70,2024-11-17T15:14:06.896Z,2024-11-17T15:38:20Z,5368007241,286,,5368007285,233,172,5368007239,56,Center,,,,,,,,,,,,,,,,3tot15elwrc9lz9ohha1z0ij9,M. Lawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038235,172,3,1,13,39,mjejb0x57ms54j9ry6s8njwh,1,26,30,2024-11-17T15:14:06.896Z,2024-11-17T19:41:50Z,5368007261,233,139,5368404291,464,,5368007233,285,,5368007231,56,Back,,,,,,,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038247,173,49,1,13,41,mjejb0x57ms54j9ry6s8njwh,1,20.4,36.6,2024-11-17T15:14:08.575Z,2024-11-17T15:14:09Z,,,,,,,,,,,,,,,,,,,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038265,174,1,1,13,42,mjejb0x57ms54j9ry6s8njwh,1,20,37.6,2024-11-17T15:14:10.048Z,2024-11-17T15:14:12Z,5368007373,56,Back,5368007381,213,1.43,5368007379,212,13.1,5368007375,140,21.8,5368007377,141,56.6,,,,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038301,175,1,1,13,44,mjejb0x57ms54j9ry6s8njwh,1,24.4,56.1,2024-11-17T15:14:12.192Z,2024-11-17T15:14:16Z,5368007531,141,49.3,5368007533,212,6.5,5368007535,213,5.50,5368007529,140,28.8,5368007527,56,Back,,,,,,,,,,d1qqpvdx6b20aqcqav7l2dvdg,H. Silcock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038333,176,1,1,13,49,mjejb0x57ms54j9ry6s8njwh,1,39.7,61.2,2024-11-17T15:14:16.336Z,2024-11-17T15:14:19Z,5368007679,56,Center,5368007689,213,6.05,5368007681,140,51.8,5368007685,212,13.1,5368007683,141,56.7,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038353,177,1,1,13,52,mjejb0x57ms54j9ry6s8njwh,1,44.5,54.9,2024-11-17T15:14:19.808Z,2024-11-17T15:14:21Z,5368007773,140,35.1,5368007775,141,20.3,5368007777,212,25.5,5368007771,56,Back,5368007779,213,4.32,,,,,,,,,,7k5or8x3fqo7qkzii18kwpaeh,L. Kiernan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038421,178,1,1,13,54,mjejb0x57ms54j9ry6s8njwh,1,35.1,20.3,2024-11-17T15:14:21.712Z,2024-11-17T15:14:29Z,5368008097,213,1.77,5368008095,212,18.7,5368008093,141,47.2,5368008089,56,Back,5368008091,140,31.5,,,,,,,,,,doqt0my3sg0u3zmfgg59l8zxl,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038443,179,1,1,14,2,mjejb0x57ms54j9ry6s8njwh,1,39,36.9,2024-11-17T15:14:29.600Z,2024-11-17T15:14:33Z,5368008217,56,Back,5368008229,212,20.1,5368008221,140,39.5,5368008225,141,7.3,5368008233,213,4.74,,,,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038463,180,1,1,14,6,mjejb0x57ms54j9ry6s8njwh,1,39.5,7.3,2024-11-17T15:14:33.424Z,2024-11-17T15:14:35Z,5368008295,140,40.9,5368008297,141,25.6,5368008293,56,Back,5368008301,213,1.45,5368008299,212,12.5,,,,,,,,,,doqt0my3sg0u3zmfgg59l8zxl,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038487,181,1,1,14,8,mjejb0x57ms54j9ry6s8njwh,0,40.9,25.8,2024-11-17T15:14:35.393Z,2024-11-17T15:14:40Z,5368008405,212,60.0,5368008397,155,,5368008407,213,6.21,5368008403,141,19.7,5368008409,1,,5368008399,56,Right,5368008401,140,97.9,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038491,140,52,1,14,13,7kt37xy93vjy6wac8vq6fqz3g,1,2.8,78.1,2024-11-17T15:14:40.894Z,2024-11-17T19:42:12Z,5368404377,376,,,,,,,,,,,,,,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038607,141,1,1,14,33,7kt37xy93vjy6wac8vq6fqz3g,1,10.4,59.4,2024-11-17T15:15:01.166Z,2024-11-17T15:15:02Z,5368009083,212,10.9,5368009075,123,,5368009077,56,Back,5368009085,213,1.43,5368009081,141,75.3,5368009079,140,11.9,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038623,142,1,1,14,35,7kt37xy93vjy6wac8vq6fqz3g,1,12,75.4,2024-11-17T15:15:02.446Z,2024-11-17T15:15:04Z,5368009157,56,Back,5368009165,213,4.42,5368009159,140,8.1,5368009163,212,14.4,5368009161,141,55.1,,,,,,,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038641,143,1,1,14,36,7kt37xy93vjy6wac8vq6fqz3g,1,8.1,55.1,2024-11-17T15:15:04.014Z,2024-11-17T15:15:06Z,5368009241,155,,5368009249,212,12.5,5368009243,56,Back,5368009245,140,4.6,5368009247,141,72.6,5368009251,213,1.87,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038651,144,3,1,14,39,7kt37xy93vjy6wac8vq6fqz3g,1,5.4,70.4,2024-11-17T15:15:06.590Z,2024-11-17T19:43:28Z,5368009301,285,,5368009299,56,Back,5368405079,464,,5368009315,233,182,,,,,,,,,,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038645,182,45,1,14,39,mjejb0x57ms54j9ry6s8njwh,0,94.6,29.6,2024-11-17T15:15:06.590Z,2024-11-17T15:20:54Z,5368009269,286,,5368009267,56,Center,5368009319,233,144,,,,,,,,,,,,,,,,91ovdvx90zfx13eu2ood6jmga,O. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749038657,145,1,1,14,40,7kt37xy93vjy6wac8vq6fqz3g,0,3.1,66.7,2024-11-17T15:15:08.126Z,2024-11-17T15:15:09Z,5368009343,213,0.16,5368009341,212,18.5,5368009339,141,70.9,5368009335,56,Back,5368009337,140,20.5,,,,,,,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
