id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/17/value
2766066767,13,1,1,0,30,mjejb0x57ms54j9ry6s8njwh,0,8.3,96.6,2025-01-17T19:01:30.226Z,2025-01-17T19:01:31Z,5460396043,56,Back,5460396051,141,90.9,5460396061,1,,5460396057,212,20.4,5460396059,213,6.09,5460396047,140,27.4,5460396039,157,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766066801,6,61,1,0,33,dcdnoyf6kzhj46iyfm7xq43fy,1,72.9,6.8,2025-01-17T19:01:32.769Z,2025-01-17T19:07:25Z,5460396219,56,Right,,,,,,,,,,,,,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766066821,7,5,1,0,33,dcdnoyf6kzhj46iyfm7xq43fy,0,74.2,-1.6,2025-01-17T19:01:32.882Z,2025-01-17T19:55:05Z,5460396291,56,Right,5460396293,347,,5460396317,233,14,,,,,,,,,,,,,,,,8jcspom7vgzuzen8yw4php711,R. McLauchlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766066811,14,5,1,0,33,mjejb0x57ms54j9ry6s8njwh,1,25.8,101.6,2025-01-17T19:01:32.882Z,2025-01-17T19:55:05Z,5460396245,56,Back,5460396303,233,7,5460396247,347,,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766066911,15,1,1,0,40,mjejb0x57ms54j9ry6s8njwh,1,20.6,100,2025-01-17T19:01:40.433Z,2025-01-17T19:01:41Z,5460396731,56,Back,5460396783,189,,5460396737,212,8.8,5460396735,141,89.1,5460396733,140,18.8,5460396729,107,,5460396739,213,4.50,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766066959,16,1,1,0,42,mjejb0x57ms54j9ry6s8njwh,1,17.8,89.1,2025-01-17T19:01:42.482Z,2025-01-17T19:01:44Z,5460397033,213,2.95,5460397027,140,9.3,5460397025,56,Back,5460397031,212,9.1,5460397029,141,91.7,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766066979,17,1,1,0,44,mjejb0x57ms54j9ry6s8njwh,1,9.6,93.2,2025-01-17T19:01:44.354Z,2025-01-17T19:01:45Z,5460397109,140,32.7,5460397115,213,6.06,5460397111,141,85.1,5460397107,56,Back,5460397113,212,24.9,,,,,,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766066999,18,61,1,0,45,mjejb0x57ms54j9ry6s8njwh,0,29.3,78.2,2025-01-17T19:01:45.730Z,2025-01-17T19:11:22Z,5460397201,56,Back,,,,,,,,,,,,,,,,,,,,,,91ovdvx90zfx13eu2ood6jmga,O. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766075041,94,1,1,0,46,dcdnoyf6kzhj46iyfm7xq43fy,0,67.2,20.3,2025-01-17T19:01:45.979Z,2025-01-17T19:12:05Z,5460440919,233,114,5460440465,212,2.9,5460440467,213,2.49,5460440459,56,Center,5460440923,286,,5460440461,140,65.0,5460440917,236,,5460440463,141,22.9,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766075039,114,74,1,0,46,mjejb0x57ms54j9ry6s8njwh,1,37.2,75.8,2025-01-17T19:01:45.980Z,2025-01-17T19:55:20Z,5460440943,233,94,5460440857,56,Back,5460440859,285,,,,,,,,,,,,,,,,,91ovdvx90zfx13eu2ood6jmga,O. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766067037,19,1,1,0,48,mjejb0x57ms54j9ry6s8njwh,1,24.8,68.1,2025-01-17T19:01:48.426Z,2025-01-17T19:11:47Z,5460397367,141,25.8,5460397365,140,28.6,5460397371,213,4.85,5460397369,212,29.0,5460397363,56,Back,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766067139,20,1,1,0,50,mjejb0x57ms54j9ry6s8njwh,1,29.5,18.6,2025-01-17T19:01:50.290Z,2025-01-17T19:01:57Z,5460397841,141,5.2,5460397845,213,6.04,5460397839,140,64.0,5460397847,1,,5460397843,212,37.4,5460397837,56,Right,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766067205,21,1,1,0,58,mjejb0x57ms54j9ry6s8njwh,0,90.9,13.5,2025-01-17T19:01:57.857Z,2025-01-17T21:13:09Z,5460880713,224,,5460398181,140,97.2,5460398177,155,,5460398175,2,,5460398185,212,28.3,5460398187,213,1.34,5460398183,141,54.0,5460398685,233,10,cq1ojxtj31dshjvlex145zw4q,L. Parry,5460398179,56,Center,5460880715,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766067259,10,11,1,1,1,dcdnoyf6kzhj46iyfm7xq43fy,0,4.3,41.9,2025-01-17T19:02:01.475Z,2025-01-17T21:13:12Z,5460880771,378,,5460398385,88,,5460398691,233,21,5460398383,56,Back,,,,,,,,,,,,,el8c138wsa0bnop68caop5uxh,S. Baggaley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766067221,22,61,1,1,2,mjejb0x57ms54j9ry6s8njwh,1,97.1,54.2,2025-01-17T19:02:02.421Z,2025-01-17T21:01:10Z,5460398229,56,Center,,,,,,,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766067207,8,12,1,1,3,dcdnoyf6kzhj46iyfm7xq43fy,1,2.6,44.8,2025-01-17T19:02:03.450Z,2025-01-17T21:01:59Z,5460446463,167,,5460446469,212,4.6,5460446465,140,0.0,5460446467,141,40.7,5460446471,213,3.79,5460398189,56,Back,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766067223,9,6,1,1,4,dcdnoyf6kzhj46iyfm7xq43fy,0,0,37.3,2025-01-17T19:02:04.554Z,2025-01-17T21:13:15Z,5460398249,56,Back,5460398597,233,23,5460398251,73,,,,,,,,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766067283,23,6,1,1,4,mjejb0x57ms54j9ry6s8njwh,1,100,62.7,2025-01-17T19:02:04.554Z,2025-01-17T19:49:28Z,5460398517,56,Center,5460398519,73,,5460398565,233,9,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766067845,24,1,1,1,53,mjejb0x57ms54j9ry6s8njwh,0,99.5,99.5,2025-01-17T19:02:53.427Z,2025-01-17T21:13:17Z,5460401307,1,,5460401305,213,4.46,5460401297,56,Center,5460401289,2,,5460401295,223,,5460401301,141,45.7,5460401291,6,,5460401299,140,90.6,9v895fdc1blaaboscv14vp149,C. Holland,5460880939,20,,5460401293,155,5460401303,212,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766067857,11,12,1,1,57,dcdnoyf6kzhj46iyfm7xq43fy,1,10.3,58.8,2025-01-17T19:02:56.834Z,2025-01-17T19:14:56Z,5460401383,141,58.7,5460401417,15,,5460401379,56,Back,5460401381,140,29.1,5460401387,213,6.28,5460401385,212,19.7,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766067889,25,3,1,1,58,mjejb0x57ms54j9ry6s8njwh,0,72.1,42.6,2025-01-17T19:02:58.594Z,2025-01-17T21:13:23Z,5460401557,56,Center,5460401559,286,,5460401731,233,12,5460881121,465,,,,,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766067909,12,7,1,1,58,dcdnoyf6kzhj46iyfm7xq43fy,1,27.9,57.4,2025-01-17T19:02:58.595Z,2025-01-17T21:13:25Z,5460401657,285,,5460881231,383,,5460401655,56,Back,5460401705,233,25,,,,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766067917,13,49,1,2,0,dcdnoyf6kzhj46iyfm7xq43fy,1,32,54,2025-01-17T19:02:59.826Z,2025-01-17T19:17:57Z,,,,,,,,,,,,,,,,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766067943,14,50,1,2,1,dcdnoyf6kzhj46iyfm7xq43fy,1,37.4,58.3,2025-01-17T19:03:01.154Z,2025-01-17T19:56:52Z,5460402469,286,,5460402465,233,26,5460401819,56,Back,,,,,,,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068045,26,7,1,2,1,mjejb0x57ms54j9ry6s8njwh,1,62.6,41.7,2025-01-17T19:03:01.155Z,2025-01-17T21:13:27Z,5460881295,384,,5460402385,285,,5460402443,233,14,5460402383,56,Center,,,,,,,,,,,,,91ovdvx90zfx13eu2ood6jmga,O. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068053,27,49,1,2,9,mjejb0x57ms54j9ry6s8njwh,1,37.7,82.7,2025-01-17T19:03:09.091Z,2025-01-17T19:03:09Z,,,,,,,,,,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068073,28,1,1,2,9,mjejb0x57ms54j9ry6s8njwh,1,36.5,83.2,2025-01-17T19:03:09.459Z,2025-01-17T19:03:10Z,5460402531,212,30.6,5460402525,141,54.5,5460402509,56,Back,5460402535,213,3.83,5460402517,140,14.0,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068101,29,1,1,2,10,mjejb0x57ms54j9ry6s8njwh,1,13.9,52.8,2025-01-17T19:03:10.563Z,2025-01-17T19:03:13Z,5460402681,141,21.0,5460402683,212,24.2,5460402685,213,5.18,5460402679,140,24.3,5460402677,56,Back,,,,,,,,,,6uncwzelwxah4myhp8nzh63md,T. Micah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068125,30,1,1,2,13,mjejb0x57ms54j9ry6s8njwh,1,30,19.4,2025-01-17T19:03:13.442Z,2025-01-17T19:03:14Z,5460402795,140,35.3,5460402799,212,8.6,5460402797,141,9.7,5460402793,56,Back,5460402801,213,5.41,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068157,31,1,1,2,14,mjejb0x57ms54j9ry6s8njwh,1,36.5,9.5,2025-01-17T19:03:14.706Z,2025-01-17T19:20:58Z,5460402959,141,11.7,5460402955,56,Back,5460402957,140,29.1,5460402963,213,2.95,5460402961,212,7.9,,,,,,,,,,5wswj1tehi9zmdzxrid4qj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068243,32,1,1,2,16,mjejb0x57ms54j9ry6s8njwh,1,29.1,13.1,2025-01-17T19:03:16.387Z,2025-01-17T19:03:21Z,5460403399,56,Back,5460403405,212,8.3,5460403407,213,2.18,5460403403,141,23.1,5460403401,140,24.6,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068259,33,1,1,2,21,mjejb0x57ms54j9ry6s8njwh,1,22.9,20,2025-01-17T19:03:21.635Z,2025-01-17T19:21:10Z,5460403491,141,50.3,5460403495,213,1.99,5460403489,140,14.1,5460403493,212,22.6,5460403487,56,Back,,,,,,,,,,cq1ojxtj31dshjvlex145zw4q,L. Parry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068277,34,1,1,2,23,mjejb0x57ms54j9ry6s8njwh,1,13.8,49.9,2025-01-17T19:03:22.786Z,2025-01-17T19:03:24Z,5460403587,140,14.6,5460403585,56,Back,5460403593,213,1.52,5460403589,141,75.7,5460403591,212,17.6,,,,,,,,,,6uncwzelwxah4myhp8nzh63md,T. Micah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068297,35,1,1,2,24,mjejb0x57ms54j9ry6s8njwh,1,14.6,75.7,2025-01-17T19:03:24.162Z,2025-01-17T19:03:25Z,5460403689,213,0.69,5460403685,141,92.9,5460403687,212,18.3,5460403683,140,28.0,5460403681,56,Back,,,,,,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068309,36,1,1,2,25,mjejb0x57ms54j9ry6s8njwh,1,28.1,92.9,2025-01-17T19:03:25.523Z,2025-01-17T19:03:26Z,5460403751,212,13.9,5460403755,213,4.44,5460403811,156,,5460403747,140,24.6,5460403745,56,Back,5460403749,141,73.2,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068359,37,1,1,2,28,mjejb0x57ms54j9ry6s8njwh,0,25.1,74.2,2025-01-17T19:03:27.859Z,2025-01-17T19:21:55Z,5460403987,141,75.7,5460403989,212,25.3,5460403985,140,49.2,5460403991,213,0.04,5460403981,155,,5460403983,56,Back,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068363,15,44,1,2,29,dcdnoyf6kzhj46iyfm7xq43fy,1,54.9,19.8,2025-01-17T19:03:29.426Z,2025-01-17T19:55:22Z,5460404057,233,38,5460404009,286,,5460404007,56,Right,,,,,,,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068369,38,44,1,2,29,mjejb0x57ms54j9ry6s8njwh,0,45.1,80.2,2025-01-17T19:03:29.427Z,2025-01-17T19:55:23Z,5460404013,56,Back,5460404085,233,15,5460404015,285,,,,,,,,,,,,,,,,,9zmawcjx19fpz5yxrh2hkw3c9,C. Kapocs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068391,16,1,1,2,30,dcdnoyf6kzhj46iyfm7xq43fy,0,54.3,14.3,2025-01-17T19:03:29.779Z,2025-01-17T19:22:43Z,5460404135,213,0.66,5460404133,212,8.5,5460404127,56,Center,5460404125,3,,5460404131,141,21.9,5460404129,140,60.7,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766068381,39,1,1,2,31,mjejb0x57ms54j9ry6s8njwh,0,37.5,71.4,2025-01-17T19:03:31.546Z,2025-01-17T19:22:38Z,5460404067,141,87.2,5460404069,212,14.8,5460404065,140,47.2,5460404071,213,0.81,5460404061,3,,5460404063,56,Back,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
