id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2733740645,9,1,1,0,17,28u3q82ip96ahymkup01vfxli,1,19.6,19.1,2024-10-13T13:00:59.270Z,2024-10-13T13:01:02Z,5284428033,213,5.15,5284428031,212,10.4,5284428025,56,Back,5284428027,140,23.8,5284428029,141,5.3,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740659,10,1,1,0,20,28u3q82ip96ahymkup01vfxli,1,34.9,3.8,2024-10-13T13:01:02.792Z,2024-10-13T13:01:04Z,5284428127,56,Back,5284428131,141,10.7,5284428129,140,48.2,5284428133,212,14.7,5284428135,213,0.32,,,,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740667,11,1,1,0,22,28u3q82ip96ahymkup01vfxli,0,48.2,10.7,2024-10-13T13:01:04.855Z,2024-10-13T13:01:06Z,5284428177,140,33.3,5284428183,213,2.79,5284428175,56,Back,5284428181,212,16.7,5284428187,156,,5284428179,141,19.2,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740673,3,49,1,0,25,8l30dsub3sutr6j3ruvk650xc,1,57,77,2024-10-13T13:01:07.717Z,2024-10-13T13:01:07Z,,,,,,,,,,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740683,12,83,1,0,27,28u3q82ip96ahymkup01vfxli,0,35.7,35.8,2024-10-13T13:01:10.038Z,2024-10-13T13:01:20Z,5284428395,399,cpvbitkove7bavl96lkgs1vc9,,,,,,,,,,,,,,,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740695,13,43,1,0,29,28u3q82ip96ahymkup01vfxli,1,0,0,2024-10-13T13:01:11.799Z,2024-10-13T13:01:20Z,5284428307,285,0,5284428305,56,Back,5284428393,144,7,,,,,,,,,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740693,4,4,1,0,31,8l30dsub3sutr6j3ruvk650xc,1,64.5,64.2,2024-10-13T13:01:13.811Z,2024-10-13T13:01:19Z,5284428331,233,14,5284428313,56,Center,5284428317,265,,5284428315,152,,5284428311,13,,5284428319,286,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740697,14,4,1,0,31,28u3q82ip96ahymkup01vfxli,0,35.5,35.8,2024-10-13T13:01:13.812Z,2024-10-13T13:01:19Z,5284428335,233,4,5284428323,56,Back,5284428327,265,,5284428325,152,,5284428321,13,,5284428329,285,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740745,5,1,1,0,39,8l30dsub3sutr6j3ruvk650xc,1,65.4,60.8,2024-10-13T13:01:21.473Z,2024-10-13T13:01:25Z,5284428541,5,,5284428549,141,73.2,5284428545,56,Center,5284428547,140,51.3,5284428543,152,,5284428551,212,17.0,5284428553,213,2.62,,,,brppytuf1766c50274dkue5pm,M. Kearns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740767,6,1,1,0,42,8l30dsub3sutr6j3ruvk650xc,1,48.8,73.6,2024-10-13T13:01:25.011Z,2024-10-13T13:01:30Z,5284428687,212,27.4,5284428671,140,53.1,5284428669,56,Center,5284428689,213,4.88,5284428673,141,33.9,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740779,15,83,1,0,47,28u3q82ip96ahymkup01vfxli,0,48.6,65.7,2024-10-13T13:01:30.054Z,2024-10-13T13:04:28Z,5284428821,399,cnq88jph2nrn0o2tosrp4rmxh,,,,,,,,,,,,,,,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740781,7,1,1,0,48,8l30dsub3sutr6j3ruvk650xc,1,50.1,33,2024-10-13T13:01:30.274Z,2024-10-13T13:01:33Z,5284428741,140,45.4,5284428747,213,1.90,5284428739,56,Back,5284428743,141,54.3,5284428745,212,15.3,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740789,8,1,1,0,51,8l30dsub3sutr6j3ruvk650xc,1,45.5,53.9,2024-10-13T13:01:33.281Z,2024-10-13T13:01:35Z,5284428787,140,46.3,5284428791,212,15.7,5284428789,141,76.9,5284428785,56,Back,5284428795,213,1.52,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740805,9,1,1,0,53,8l30dsub3sutr6j3ruvk650xc,1,46.9,77,2024-10-13T13:01:35.378Z,2024-10-13T13:01:37Z,5284428891,141,90.9,5284428887,56,Left,5284428893,212,17.7,5284428895,213,0.56,5284428889,140,61.2,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740811,10,1,1,0,54,8l30dsub3sutr6j3ruvk650xc,0,60.8,93.6,2024-10-13T13:01:37.186Z,2024-10-13T13:01:37Z,5284428909,212,12.8,5284428907,141,80.2,5284428903,56,Left,5284428905,140,69.4,5284428911,213,5.49,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740821,16,49,1,0,56,28u3q82ip96ahymkup01vfxli,1,21.4,11.1,2024-10-13T13:01:39.207Z,2024-10-13T13:01:39Z,,,,,,,,,,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740835,17,1,1,0,57,28u3q82ip96ahymkup01vfxli,1,18.7,11.4,2024-10-13T13:01:39.559Z,2024-10-13T13:01:42Z,5284429001,141,30.9,5284428997,56,Back,5284429005,213,2.38,5284429003,212,19.3,5284428999,140,5.4,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740855,18,1,1,1,0,28u3q82ip96ahymkup01vfxli,0,5.4,30.9,2024-10-13T13:01:42.374Z,2024-10-13T13:01:46Z,5284429123,213,6.27,5284429125,1,,5284429119,141,30.0,5284429113,157,,5284429115,56,Back,5284429117,140,44.1,5284429121,212,40.6,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740867,11,44,1,1,3,8l30dsub3sutr6j3ruvk650xc,1,57.8,68.8,2024-10-13T13:01:46.150Z,2024-10-13T13:53:25Z,5284429241,233,19,5284429211,286,,5284429209,56,Center,,,,,,,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740857,19,44,1,1,3,28u3q82ip96ahymkup01vfxli,0,42.2,31.2,2024-10-13T13:01:46.151Z,2024-10-13T13:53:26Z,5284429131,56,Back,5284429263,233,11,5284429133,285,,,,,,,,,,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740869,12,61,1,1,4,8l30dsub3sutr6j3ruvk650xc,1,60.9,66.7,2024-10-13T13:01:46.598Z,2024-10-13T13:17:50Z,5284429213,56,Center,,,,,,,,,,,,,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740899,13,3,1,1,7,8l30dsub3sutr6j3ruvk650xc,1,41,72.4,2024-10-13T13:01:49.799Z,2024-10-13T13:53:24Z,5284429361,233,20,5284429347,56,Back,5284429349,286,,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740887,20,45,1,1,7,28u3q82ip96ahymkup01vfxli,0,59,27.6,2024-10-13T13:01:49.799Z,2024-10-13T13:53:24Z,5284429369,233,13,5284429297,285,,5284429295,56,Center,,,,,,,,,,,,,,,,38gaf1qjazayc2lo9wvly9tzo,S. Chossenotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740903,14,49,1,1,9,8l30dsub3sutr6j3ruvk650xc,1,41.7,69,2024-10-13T13:01:51.746Z,2024-10-13T13:01:52Z,,,,,,,,,,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740919,15,1,1,1,9,8l30dsub3sutr6j3ruvk650xc,1,41.7,69,2024-10-13T13:01:52.050Z,2024-10-13T13:01:54Z,5284429421,141,84.7,5284429417,56,Back,5284429425,213,1.12,5284429419,140,46.6,5284429423,212,11.9,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740951,16,1,1,1,12,8l30dsub3sutr6j3ruvk650xc,1,46.7,84.8,2024-10-13T13:01:54.579Z,2024-10-13T13:02:03Z,5284429643,212,27.7,5284429647,213,4.30,5284429635,140,36.2,5284429633,56,Back,5284429639,141,47.5,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740963,17,1,1,1,21,8l30dsub3sutr6j3ruvk650xc,1,36.1,47.5,2024-10-13T13:02:03.489Z,2024-10-13T13:02:05Z,5284429685,56,Back,5284429687,140,45.5,5284429689,141,27.9,5284429691,212,16.6,5284429693,213,5.35,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740975,18,1,1,1,22,8l30dsub3sutr6j3ruvk650xc,1,45.5,27.9,2024-10-13T13:02:04.961Z,2024-10-13T13:02:06Z,5284429755,212,33.0,5284429753,141,73.5,5284429759,1,,5284429757,213,1.92,5284429751,140,34.7,5284429749,56,Back,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740989,19,1,1,1,24,8l30dsub3sutr6j3ruvk650xc,1,35.2,70.3,2024-10-13T13:02:06.817Z,2024-10-13T13:02:09Z,5284429851,141,39.7,5284429849,140,38.8,5284429855,213,4.89,5284429853,212,21.1,5284429847,56,Back,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741027,20,1,1,1,27,8l30dsub3sutr6j3ruvk650xc,1,45.4,32.7,2024-10-13T13:02:09.570Z,2024-10-13T13:02:16Z,5284430019,212,28.1,5284430013,56,Right,5284430017,141,8.0,5284430015,140,66.8,5284430021,213,5.64,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741039,21,1,1,1,34,8l30dsub3sutr6j3ruvk650xc,1,69.4,6.8,2024-10-13T13:02:16.705Z,2024-10-13T13:02:19Z,5284430097,212,27.9,5284430091,56,Center,5284430093,140,92.5,5284430095,141,27.0,5284430099,213,0.52,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741021,21,83,1,1,35,28u3q82ip96ahymkup01vfxli,0,14.1,86.9,2024-10-13T13:02:18.073Z,2024-10-13T13:06:10Z,5284430171,399,1vpy4utdaxo6zs2enj4tphejt,,,,,,,,,,,,,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741049,22,1,1,1,36,8l30dsub3sutr6j3ruvk650xc,0,95.9,27.3,2024-10-13T13:02:19.089Z,2024-10-13T13:02:19Z,5284430141,212,14.7,5284430143,213,2.04,5284430137,140,89.5,5284430135,56,Center,5284430139,141,46.6,,,,,,,,,,1vpy4utdaxo6zs2enj4tphejt,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741059,22,61,1,1,38,28u3q82ip96ahymkup01vfxli,1,9.9,52.2,2024-10-13T13:02:20.589Z,2024-10-13T13:02:20Z,5284430177,56,Back,,,,,,,,,,,,,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741071,23,49,1,1,39,28u3q82ip96ahymkup01vfxli,1,9.9,59,2024-10-13T13:02:21.879Z,2024-10-13T13:02:22Z,,,,,,,,,,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741081,24,1,1,1,39,28u3q82ip96ahymkup01vfxli,0,9.9,59,2024-10-13T13:02:22.167Z,2024-10-13T13:02:23Z,5284430287,213,0.86,5284430279,56,Back,5284430281,140,33.6,5284430283,141,100.0,5284430285,212,38.0,5284430277,157,,5284430289,1,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741099,23,5,1,1,40,8l30dsub3sutr6j3ruvk650xc,1,63.4,-1.4,2024-10-13T13:02:23.001Z,2024-10-13T13:43:07Z,5284430347,347,,5284430345,56,Right,5284430349,233,25,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741083,25,5,1,1,40,28u3q82ip96ahymkup01vfxli,0,36.6,101.4,2024-10-13T13:02:23.001Z,2024-10-13T13:02:29Z,5284430359,233,23,5284430293,347,,5284430291,56,Back,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741145,24,1,1,1,55,8l30dsub3sutr6j3ruvk650xc,1,60,0,2024-10-13T13:02:37.793Z,2024-10-13T13:02:40Z,5284430687,212,25.0,5284430679,107,,5284430681,56,Back,5284430691,1,,5284430685,141,16.7,5284430683,140,39.5,5284430689,213,2.61,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741161,25,1,1,1,57,8l30dsub3sutr6j3ruvk650xc,1,39.7,17.6,2024-10-13T13:02:40.082Z,2024-10-13T13:02:42Z,5284430789,56,Back,5284430793,141,53.1,5284430795,212,24.4,5284430791,140,36.5,5284430797,213,1.71,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741203,26,1,1,2,4,8l30dsub3sutr6j3ruvk650xc,1,33.3,64.6,2024-10-13T13:02:46.610Z,2024-10-13T13:02:51Z,5284431053,212,47.4,5284431055,213,5.42,5284431047,56,Right,5284431057,1,,5284431051,141,11.7,5284431045,155,,5284431049,140,62.7,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741211,27,1,1,2,9,8l30dsub3sutr6j3ruvk650xc,1,63.7,18.3,2024-10-13T13:02:51.284Z,2024-10-13T13:02:53Z,5284431101,56,Right,5284431109,213,5.86,5284431107,212,10.4,5284431103,140,72.7,5284431105,141,12.0,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741219,28,1,1,2,10,8l30dsub3sutr6j3ruvk650xc,1,73.6,9.7,2024-10-13T13:02:52.881Z,2024-10-13T13:02:54Z,5284431155,140,62.8,5284431153,56,Right,5284431159,212,11.5,5284431157,141,7.3,5284431161,213,3.28,,,,,,,,,,1vpy4utdaxo6zs2enj4tphejt,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741239,29,1,1,2,12,8l30dsub3sutr6j3ruvk650xc,1,61.4,8.2,2024-10-13T13:02:54.834Z,2024-10-13T13:02:57Z,5284431257,212,25.6,5284431251,56,Back,5284431255,141,29.2,5284431253,140,41.2,5284431259,213,2.55,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741259,30,1,1,2,15,8l30dsub3sutr6j3ruvk650xc,1,43.6,29.4,2024-10-13T13:02:57.666Z,2024-10-13T13:03:04Z,5284431357,140,35.3,5284431361,212,23.7,5284431355,56,Back,5284431363,213,1.95,5284431359,141,61.8,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741281,31,1,1,2,21,8l30dsub3sutr6j3ruvk650xc,1,44.6,48.2,2024-10-13T13:03:04.178Z,2024-10-13T13:03:08Z,5284431485,213,5.38,5284431483,212,31.9,5284431477,56,Right,5284431479,140,63.4,5284431481,141,11.3,5284431475,155,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741287,32,1,1,2,26,8l30dsub3sutr6j3ruvk650xc,1,63.4,11.1,2024-10-13T13:03:08.387Z,2024-10-13T13:03:09Z,5284431505,56,Right,5284431507,140,59.4,5284431509,141,18.8,5284431511,212,6.7,5284431513,213,2.25,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741307,33,1,1,2,27,8l30dsub3sutr6j3ruvk650xc,1,59.4,18.8,2024-10-13T13:03:09.361Z,2024-10-13T13:03:14Z,5284431655,213,3.00,5284431653,212,23.5,5284431647,56,Back,5284431651,141,23.7,5284431649,140,37.2,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733741313,34,1,1,2,31,8l30dsub3sutr6j3ruvk650xc,1,38.9,24.3,2024-10-13T13:03:14.242Z,2024-10-13T13:03:16Z,5284431675,140,35.3,5284431673,56,Back,5284431681,213,1.71,5284431679,212,27.4,5284431677,141,64.2,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
