id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2726382639,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2024-09-27T17:37:10.301Z,2024-09-27T18:58:19Z,5244267875,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5244267869,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5244267871,59,"24, 22, 12, 6, 4, 14, 19, 8, 33, 11, 10, 1, 7, 9, 15, 17, 18, 23, 25, 26",5244267877,194,anghujtc4achyb9mflowgg9n9,5244267873,130,7,5244267881,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5244267867,30,"6bejfvxorcqyawi2fmk2kbco9, 1dg7whnmk3nb1adw7n8a7nnbp, ehmzgi988h8g6rgekp3qivkr9, agdmqurwrf5k6izewj4voxcdl, anghujtc4achyb9mflowgg9n9, 3c80px00lrpe84s9yurszqcid, 2m6wew2746q1xsoio3703t8t1, cij18xj0bx2zyx3mi9xwykn9x, 69nz7p1izpw4i8tle2c8hls2y, 1cfhmihovl78l8osqbo1w9nth, 9n2d2dv38kp2exb7z3xh2ykiy, 6xrzl8rljlz8zmlaj69qqktlh, 27oce8op8b7a6fmyp8utoz5gq, 5ibsbj2zqv62c94k5wijnayy2, 6ypmyozp8zmq4tk36n49oz5xx, dm9vc2mqtbb982sx6kkd992ax, 7np6c6939ms55m37juqvw0oa, 7b1wnybwn288obuc03bea8962, 1n48nxf4v6reoxuyai88haw6i, 4wxqckb43bkeobwanys62zvmd",5244267879,197,25071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726395801,1,34,16,0,0,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-09-27T18:01:03.528Z,2024-09-27T18:48:56Z,5244337501,197,12037,5244337499,194,da2wvt67j64u7zlybcel46n3e,5244337503,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5244337491,59,"30, 14, 23, 3, 2, 6, 20, 10, 28, 5, 22, 19, 4, 8, 11, 12, 27, 77",5244337483,30,"4x0c0fhtuohubcm7u16qzr2wa, 9mfotw533oa5qs1muu2z8t8lx, 2jwojltrp06sa8qloordtohrd, 8ojm3gdn5n6t8vw7by016uvh1, 8kmne7pn10uwqe6g1kc4w69cl, da2wvt67j64u7zlybcel46n3e, 189vxko1d1i7iiiol5ye10uay, 6spinfzc1go7q5euom2apcdwq, dw593ezeekrbzlc2qhtc805p1, d3uulb80d2j3hciw1v7ueodwq, 70h5ahiv905igqhjk86okzwt1, bhby3ex548cqf2rd527fk9iad, d9cewkta4tz35v0p71n5mcvkl, 3y8r35i7dm7sbgd9bxjd0je5m, bibuxh4qtt5zr3er5o8pssvzd, 81zmy2om11x4pcuapm3rm9rmc, cpujkte9oflwdrorh61l50v10, 50ef8q2ctd099il4iq14i0cfd",5244337487,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",5244337495,130,11,5244337497,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726434919,2,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2024-09-27T18:30:38.312Z,2024-09-27T18:30:38Z,5244548341,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726434943,2,32,1,0,0,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-09-27T18:30:38.312Z,2024-09-27T18:30:39Z,5244548471,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726434975,3,1,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,50,50,2024-09-27T18:30:38.313Z,2024-09-27T18:30:40Z,5244548655,212,13.2,5244548651,140,38.4,5244548653,141,57.5,5244548657,213,2.75,5244548649,56,Back,5244548659,279,S,,,,,,,69nz7p1izpw4i8tle2c8hls2y,A. Beever-Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726435025,4,1,1,0,2,spi3g782q7m4evjxn1sv6cfa,1,37.5,57,2024-09-27T18:30:40.810Z,2024-09-27T18:30:43Z,5244548893,212,21.5,5244548889,140,29.4,5244548891,141,27.9,5244548895,213,4.31,5244548887,56,Back,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726435143,5,1,1,0,5,spi3g782q7m4evjxn1sv6cfa,1,29.4,27.7,2024-09-27T18:30:43.706Z,2024-09-27T18:30:48Z,5244549545,141,49.6,5244549555,213,2.40,5244549539,140,13.9,5244549535,56,Back,5244549549,212,22.1,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726435231,6,1,1,0,10,spi3g782q7m4evjxn1sv6cfa,1,15.1,50.4,2024-09-27T18:30:48.378Z,2024-09-27T18:30:54Z,5244550047,213,1.13,5244550043,141,77.5,5244550039,56,Back,5244550041,140,23.3,5244550045,212,20.3,,,,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726435313,7,1,1,0,16,spi3g782q7m4evjxn1sv6cfa,1,21.8,67.6,2024-09-27T18:30:55.098Z,2024-09-27T18:30:58Z,5244550491,140,27.8,5244550505,213,4.95,5244550487,56,Back,5244550501,212,26.3,5244550495,141,30.0,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726435351,8,1,1,0,20,spi3g782q7m4evjxn1sv6cfa,1,30.6,27.7,2024-09-27T18:30:58.506Z,2024-09-27T18:31:00Z,5244550715,213,5.73,5244550707,56,Right,5244550709,140,54.7,5244550711,141,4.9,5244550713,212,29.7,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
