id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2759404109,9,1,1,0,20,36tr17foeaf9ejjmt2txuoy3y,1,10.8,54,2024-12-15T12:30:59.981Z,2024-12-15T12:31:03Z,5424233809,212,18.6,5424233811,213,0.17,5424233807,141,58.5,5424233805,140,28.3,5424233803,56,Back,,,,,,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404135,10,1,1,0,24,36tr17foeaf9ejjmt2txuoy3y,1,38.4,57.5,2024-12-15T12:31:03.230Z,2024-12-15T12:31:06Z,5424233933,213,4.81,5424233931,212,14.1,5424233927,140,39.7,5424233925,56,Back,5424233929,141,36.9,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404171,11,1,1,0,26,36tr17foeaf9ejjmt2txuoy3y,1,43.7,33.3,2024-12-15T12:31:05.645Z,2024-12-15T12:41:35Z,5424234113,56,Right,5424234119,212,28.6,5424234121,213,5.61,5424234115,140,65.0,5424234117,141,7.2,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404207,12,1,1,0,30,36tr17foeaf9ejjmt2txuoy3y,1,68.3,7.3,2024-12-15T12:31:09.214Z,2024-12-15T12:41:56Z,5424234313,213,3.01,5424234311,212,30.5,5424234307,140,39.5,5424234305,56,Back,5424234309,141,13.2,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404237,13,1,1,0,33,36tr17foeaf9ejjmt2txuoy3y,1,37.7,17.3,2024-12-15T12:31:13.165Z,2024-12-15T12:31:16Z,5424234469,141,46.7,5424234465,56,Back,5424234467,140,30.8,5424234471,212,21.3,5424234473,213,1.92,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404271,14,1,1,0,37,36tr17foeaf9ejjmt2txuoy3y,1,30.4,54.8,2024-12-15T12:31:16.413Z,2024-12-15T12:31:19Z,5424234605,212,19.3,5424234603,141,80.8,5424234601,140,37.7,5424234607,213,1.16,5424234599,56,Back,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404359,15,1,1,0,40,36tr17foeaf9ejjmt2txuoy3y,1,38.1,80,2024-12-15T12:31:19.294Z,2024-12-15T12:31:29Z,5424235089,56,Back,5424235091,140,32.7,5424235093,141,55.2,5424235097,213,4.39,5424235095,212,17.8,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404415,16,1,1,0,49,36tr17foeaf9ejjmt2txuoy3y,1,37.8,56.3,2024-12-15T12:31:29.022Z,2024-12-15T12:31:34Z,5424235373,213,0.47,5424235371,212,53.0,5424235363,155,,5424235369,141,91.5,5424235375,1,,5424235367,140,82.8,5424235365,56,Left,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404427,17,1,1,0,54,36tr17foeaf9ejjmt2txuoy3y,0,93.5,76.3,2024-12-15T12:31:34.134Z,2024-12-15T19:42:52Z,5424235435,140,93.6,5424235429,2,,5424235437,141,72.2,5424235501,236,,5424235503,233,3,5424235439,212,2.8,5424235441,213,4.75,5424235433,56,Center,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,5426450119,72,5426450117,224,5424235507,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404435,3,12,1,0,55,7kt37xy93vjy6wac8vq6fqz3g,1,7,29.3,2024-12-15T12:31:34.234Z,2024-12-15T12:42:27Z,5424235469,185,,5424235471,56,Back,5424235525,233,17,,,,,,,,,,,,,,,,aeqzzuu4bp7trwyjezfigr9ih,H. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404443,4,6,1,0,56,7kt37xy93vjy6wac8vq6fqz3g,0,5.8,27.8,2024-12-15T12:31:35.773Z,2024-12-15T19:59:21Z,5424235545,56,Back,5424235547,73,,5424235609,233,18,,,,,,,,,,,,,,,,aeqzzuu4bp7trwyjezfigr9ih,H. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404449,18,6,1,0,56,36tr17foeaf9ejjmt2txuoy3y,1,94.2,72.2,2024-12-15T12:31:35.773Z,2024-12-15T12:43:49Z,5424235579,233,4,5424235567,56,Center,5424235569,73,,,,,,,,,,,,,,,,,8i8zuouah6iycf9fdfmkdlppm,A. Fujino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404699,19,1,1,1,19,36tr17foeaf9ejjmt2txuoy3y,1,99.5,99.5,2024-12-15T12:31:58.573Z,2024-12-15T12:42:55Z,5424236793,140,86.1,5424236791,56,Left,5424236789,6,,5424236797,212,14.5,5424236795,141,94.2,5424236799,213,3.39,,,,,,,brflebs8m00rgali2owyoyove,M. Fowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404725,20,1,1,1,21,36tr17foeaf9ejjmt2txuoy3y,1,85.8,94.2,2024-12-15T12:32:00.798Z,2024-12-15T12:32:17Z,5424236929,56,Center,5424236935,141,65.4,5424236941,213,4.42,5424236939,212,20.4,5424236931,140,80.2,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404743,21,1,1,1,24,36tr17foeaf9ejjmt2txuoy3y,0,80.2,65.4,2024-12-15T12:32:04.061Z,2024-12-15T19:59:40Z,5424237007,212,21.5,5424236999,155,,5424237003,140,98.1,5424237005,141,49.9,5424237001,56,Center,5426503679,4,,5424237009,213,5.77,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404749,5,52,1,1,26,7kt37xy93vjy6wac8vq6fqz3g,1,6.4,50.3,2024-12-15T12:32:05.866Z,2024-12-15T19:59:29Z,5426503279,377,,,,,,,,,,,,,,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404805,6,1,1,1,32,7kt37xy93vjy6wac8vq6fqz3g,0,12.2,41.1,2024-12-15T12:32:11.612Z,2024-12-15T12:32:40Z,5424237333,141,0.0,5424237331,140,67.1,5424237335,212,64.1,5424237337,213,5.83,5424237329,56,Right,5424237339,1,,5424237327,199,,5424237425,189,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404923,7,5,1,1,40,7kt37xy93vjy6wac8vq6fqz3g,0,58.2,-1.5,2024-12-15T12:32:19.218Z,2024-12-15T12:32:45Z,5424237897,56,Right,5424238945,189,,5424237899,347,,5424237941,233,22,,,,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404919,22,5,1,1,40,36tr17foeaf9ejjmt2txuoy3y,1,41.8,101.5,2024-12-15T12:32:19.218Z,2024-12-15T12:43:27Z,5424237931,233,7,5424237879,56,Back,5424274157,189,,5424237881,347,,,,,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404947,23,1,1,1,45,36tr17foeaf9ejjmt2txuoy3y,1,44.2,100,2024-12-15T12:32:24.703Z,2024-12-15T12:43:25Z,5424238037,212,17.7,5424238029,107,,5424238035,141,76.7,5424238033,140,39.6,5424238031,56,Back,5424274019,189,,5424238039,213,4.44,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759404957,24,1,1,1,46,36tr17foeaf9ejjmt2txuoy3y,1,39.6,76.7,2024-12-15T12:32:26.109Z,2024-12-15T12:32:28Z,5424238075,56,Back,5424238077,140,34.7,5424238079,141,61.1,5424238083,213,4.26,5424238081,212,11.8,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405051,25,1,1,1,48,36tr17foeaf9ejjmt2txuoy3y,1,34.6,60.9,2024-12-15T12:32:27.662Z,2024-12-15T12:32:36Z,5424238649,212,18.2,5424238653,213,4.36,5424238643,140,28.6,5424238645,141,35.8,5424238639,56,Back,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405163,26,1,1,1,59,36tr17foeaf9ejjmt2txuoy3y,1,28.7,35.8,2024-12-15T12:32:38.926Z,2024-12-15T12:32:49Z,5424239249,141,54.9,5424239251,212,13.0,5424239253,213,1.50,5424239245,56,Back,5424239247,140,29.6,,,,,,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405289,27,1,1,2,9,36tr17foeaf9ejjmt2txuoy3y,1,33.4,57.2,2024-12-15T12:32:49.022Z,2024-12-15T12:33:01Z,5424239863,213,4.03,5424239853,56,Back,5424239859,212,13.8,5424239857,141,41.5,5424239855,140,25.1,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405335,28,1,1,2,21,36tr17foeaf9ejjmt2txuoy3y,0,35.6,47.5,2024-12-15T12:33:00.669Z,2024-12-15T12:33:08Z,5424240131,140,85.1,5424240133,141,47.2,5424240331,155,,5424240139,1,,5424240135,212,52.0,5424240137,213,6.28,5424240129,56,Center,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405365,8,59,1,2,26,7kt37xy93vjy6wac8vq6fqz3g,1,16.2,48.4,2024-12-15T12:33:05.755Z,2024-12-15T12:33:06Z,5424240243,56,Back,,,,,,,,,,,,,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405371,9,11,1,2,27,7kt37xy93vjy6wac8vq6fqz3g,1,16.2,48.4,2024-12-15T12:33:06.506Z,2024-12-15T19:59:58Z,5424276849,88,,5426504583,378,,5424276845,56,Back,,,,,,,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405427,10,1,1,2,31,7kt37xy93vjy6wac8vq6fqz3g,1,9.8,51.7,2024-12-15T12:33:10.410Z,2024-12-15T20:00:07Z,5424240555,212,6.1,5424240557,213,4.96,5424240551,140,11.2,5424240553,141,43.0,5424240549,56,Back,5424240547,123,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405469,11,1,1,2,33,7kt37xy93vjy6wac8vq6fqz3g,1,11.2,43,2024-12-15T12:33:12.973Z,2024-12-15T12:33:14Z,5424240709,213,2.07,5424240707,212,12.8,5424240701,56,Back,5424240705,141,59.6,5424240703,140,5.4,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405491,12,1,1,2,35,7kt37xy93vjy6wac8vq6fqz3g,1,6,59.6,2024-12-15T12:33:14.522Z,2024-12-15T12:33:16Z,5424240809,213,4.97,5424240803,140,9.6,5424240805,141,38.6,5424240801,56,Back,5424240807,212,14.8,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405545,13,1,1,2,36,7kt37xy93vjy6wac8vq6fqz3g,1,9.4,38.6,2024-12-15T12:33:16.139Z,2024-12-15T12:33:21Z,5424241069,140,26.8,5424241075,213,5.44,5424241073,212,27.5,5424241071,141,8.3,5424241067,56,Back,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405561,14,3,1,2,42,7kt37xy93vjy6wac8vq6fqz3g,1,30.6,12.6,2024-12-15T12:33:21.598Z,2024-12-15T20:00:15Z,5424241147,56,Back,5426505247,465,,5424241155,233,29,5424241149,285,,,,,,,,,,,,,,aeqzzuu4bp7trwyjezfigr9ih,H. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405549,29,45,1,2,42,36tr17foeaf9ejjmt2txuoy3y,0,69.4,87.4,2024-12-15T12:33:21.598Z,2024-12-15T12:33:26Z,5424241175,286,,5424241171,233,14,5424241093,56,Left,,,,,,,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405571,15,1,1,2,43,7kt37xy93vjy6wac8vq6fqz3g,1,36.8,16.1,2024-12-15T12:33:22.826Z,2024-12-15T12:33:24Z,5424241197,213,0.36,5424241195,212,26.6,5424241193,141,29.8,5424241191,140,60.5,5424241189,56,Center,,,,,,,,,,aeqzzuu4bp7trwyjezfigr9ih,H. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405609,16,1,1,2,44,7kt37xy93vjy6wac8vq6fqz3g,1,58.8,28.9,2024-12-15T12:33:23.770Z,2024-12-15T12:33:27Z,5424241437,213,5.23,5424241429,56,Right,5424241433,141,10.6,5424241435,212,14.3,5424241431,140,65.6,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405643,17,1,1,2,48,7kt37xy93vjy6wac8vq6fqz3g,1,63.3,18.3,2024-12-15T12:33:27.306Z,2024-12-15T12:33:31Z,5424241597,56,Back,5424241603,212,25.0,5424241601,141,21.0,5424241599,140,39.6,5424241605,213,3.07,,,,,,,,,,3tot15elwrc9lz9ohha1z0ij9,M. Lawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405669,18,1,1,2,51,7kt37xy93vjy6wac8vq6fqz3g,1,38.9,25.6,2024-12-15T12:33:30.890Z,2024-12-15T12:33:33Z,5424241735,56,Back,5424241737,140,31.8,5424241739,141,56.0,5424241741,212,22.0,5424241743,213,1.92,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405719,19,1,1,2,54,7kt37xy93vjy6wac8vq6fqz3g,1,32.5,57.3,2024-12-15T12:33:33.866Z,2024-12-15T12:33:37Z,5424241907,212,18.7,5424241905,141,84.2,5424241903,140,36.3,5424241901,56,Back,5424241909,213,1.36,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405729,20,1,1,2,58,7kt37xy93vjy6wac8vq6fqz3g,1,36.3,85.3,2024-12-15T12:33:37.706Z,2024-12-15T12:33:39Z,5424241989,212,10.1,5424241985,140,43.1,5424241991,213,0.79,5424241987,141,95.9,5424241983,56,Back,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405747,21,1,1,2,59,7kt37xy93vjy6wac8vq6fqz3g,1,43.1,95.9,2024-12-15T12:33:39.002Z,2024-12-15T12:33:40Z,5424242107,213,3.45,5424242105,212,14.0,5424242103,141,89.6,5424242101,140,30.4,5424242099,56,Back,,,,,,,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405767,22,1,1,3,1,7kt37xy93vjy6wac8vq6fqz3g,1,29.7,87.8,2024-12-15T12:33:40.827Z,2024-12-15T12:33:44Z,5424242275,56,Back,5424242277,140,12.3,5424242279,141,55.4,5424242283,213,4.02,5424242281,212,28.6,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405805,23,1,1,3,5,7kt37xy93vjy6wac8vq6fqz3g,1,13.2,45.7,2024-12-15T12:33:44.347Z,2024-12-15T12:33:47Z,5424242473,212,10.1,5424242475,213,5.21,5424242471,141,32.7,5424242469,140,17.8,5424242467,56,Back,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405815,24,1,1,3,8,7kt37xy93vjy6wac8vq6fqz3g,0,20.5,31.5,2024-12-15T12:33:47.290Z,2024-12-15T12:33:48Z,5424242537,141,27.3,5424242535,140,29.7,5424242533,56,Back,5424242541,213,6.00,5424242539,212,10.1,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759405837,30,49,1,3,10,36tr17foeaf9ejjmt2txuoy3y,1,68.2,76.3,2024-12-15T12:33:49.581Z,2024-12-15T12:33:50Z,,,,,,,,,,,,,,,,,,,,,,,,,3f6hkia6zu8xuwasqdz3w759m,L. Blindkilde Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
