id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2769264699,1,34,16,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2025-01-26T14:15:23.762Z,2025-01-26T15:07:49Z,5477535977,197,738,5477535967,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5477535975,194,40drqeciuqe2j07g5cnc6xf55,5477535971,130,12,5477535973,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5477535981,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5477535965,30,"6uncwzelwxah4myhp8nzh63md, cq1ojxtj31dshjvlex145zw4q, 40drqeciuqe2j07g5cnc6xf55, doqt0my3sg0u3zmfgg59l8zxl, 5wjfxb57gtzmp7m29wotyafv9, 230r9tcwg89z5b9kxdqwi336d, efvcf4syatkaw5fbo37i5hat, 9v895fdc1blaaboscv14vp149, bq6qae0iohn03ghdjgqiq7eac, 91ovdvx90zfx13eu2ood6jmga, 5wswj1tehi9zmdzxrid4qj74l, cn8ti0qxxvg0z0vvmwkocggr9, 9parlijxpxnfis96jwy9p37bp, 9zmawcjx19fpz5yxrh2hkw3c9, 7k5or8x3fqo7qkzii18kwpaeh, 15b0z85uttk1ibcag2g4476jt, dej9w2n7m9uzfb12yozvly5pm, 153m45p2fkc2q8x9zq105g45, eupa2sfidmlkbyxz8uu9b6mfo, 2nqlq23w7g732ttrbnt2u2s4p",5477535969,59,"16, 2, 12, 17, 23, 4, 8, 18, 13, 11, 24, 1, 3, 7, 9, 14, 19, 20, 36, 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769267799,1,34,16,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2025-01-26T14:18:13.536Z,2025-01-26T15:10:40Z,5477552613,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5477552611,30,"avud4qv9xovwlr2pxc8fcmiuh, 6k1s7y9dnzdpppppdco7bgudx, ceww6vauxaqddgogso515rcru, 60q198d41n3y887jeiezr850q, d3qtg5xhiwe3zamb4mh50whjp, 5mcszf3yuxwxcggl8ds2v1a7d, 15ueea8j21zale5d23rifkct1, 3km1u2mw1tkioh2mucow7d1pl, 19qjvbtfwo55xwsqu5dmwh9ii, 7p90xt2oakctnbc9a0bgbjpw5, 1ct6g590mpcg14jw94v4g2tm2, 4r1z04gidueqs684yxeyrq8ve, cf88cbpwlbfw6ampeklh3kcbu, 4u9olqnk9orietagu35v6s355, 70itgnsfoz6fiynrcmdxtv0no, 9hgyk9yij7batwf9gf6l0jxuc, 9ww7juyjcdpja51ov7t9hnf1l, 7f7tbbjqhhyydjj4wurm28xcl, 38gaf1qjazayc2lo9wvly9tzo, 59pvotzjierh8rs68s99honl6",5477552615,59,"1, 4, 12, 30, 5, 17, 11, 3, 27, 29, 20, 2, 31, 22, 53, 47, 6, 21, 28, 13",5477552619,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5477552625,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5477552621,194,15ueea8j21zale5d23rifkct1,5477552623,197,9086,5477552617,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769300479,2,32,1,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2025-01-26T15:00:28.355Z,2025-01-26T15:00:28Z,5477724551,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769300483,2,32,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2025-01-26T15:00:28.355Z,2025-01-26T15:00:30Z,5477724565,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769300487,3,1,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,50.1,49.4,2025-01-26T15:00:28.356Z,2025-01-26T15:00:32Z,5477724591,279,S,5477724587,212,28.6,5477724583,140,23.3,5477724585,141,42.1,5477724589,213,3.32,5477724581,56,Back,,,,,,,bq6qae0iohn03ghdjgqiq7eac,M. Enderby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769300507,4,1,1,0,3,mjejb0x57ms54j9ry6s8njwh,1,23.2,44,2025-01-26T15:00:32.350Z,2025-01-26T15:00:37Z,5477724747,213,1.47,5477724743,141,72.4,5477724739,56,Back,5477724741,140,25.1,5477724745,212,19.4,,,,,,,,,,6uncwzelwxah4myhp8nzh63md,T. Micah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769300531,5,1,1,0,8,mjejb0x57ms54j9ry6s8njwh,1,25.4,67.9,2025-01-26T15:00:36.910Z,2025-01-26T15:00:39Z,5477724877,140,14.0,5477724881,212,14.8,5477724883,213,3.77,5477724879,141,55.1,5477724875,56,Back,,,,,,,,,,doqt0my3sg0u3zmfgg59l8zxl,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769300561,6,1,1,0,11,mjejb0x57ms54j9ry6s8njwh,1,14.2,53.4,2025-01-26T15:00:39.630Z,2025-01-26T15:00:44Z,5477725057,56,Back,5477725065,213,1.13,5477725061,141,86.5,5477725063,212,24.8,5477725059,140,24.2,,,,,,,,,,6uncwzelwxah4myhp8nzh63md,T. Micah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769300581,7,1,1,0,15,mjejb0x57ms54j9ry6s8njwh,1,25.4,74.5,2025-01-26T15:00:44.126Z,2025-01-26T15:00:47Z,5477725175,212,17.9,5477725171,140,12.1,5477725169,56,Back,5477725173,141,58.1,5477725177,213,3.82,,,,,,,,,,doqt0my3sg0u3zmfgg59l8zxl,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769300589,8,1,1,0,18,mjejb0x57ms54j9ry6s8njwh,0,13.1,58.7,2025-01-26T15:00:46.879Z,2025-01-26T15:00:48Z,5477725207,212,37.4,5477725211,1,,5477725203,140,45.1,5477725205,141,83.0,5477725201,56,Back,5477725209,213,0.46,5477725199,157,,,,,6uncwzelwxah4myhp8nzh63md,T. Micah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
