id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId
2724156475,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2024-09-22T10:45:11.902Z,2024-09-22T10:45:12Z,5231927203,59,"31, 18, 15, 25, 4, 5, 16, 6, 21, 20, 11, 35, 3, 7, 8, 9, 14, 19, 28, 46",5231927199,30,"1vejfm6fcp0xeyk30r6hv79wp, 8hq106ex872xezlr1j901kpux, eb0h79vh5dwggjx7shj0ovetx, 7op9czmiln7ktmvetw97scz4l, 470uu9issmbdfyhxjq75gdbs9, c6k1w8sothxmc08dbhqjzp1w5, bmw6mvkeropjorm2rxzw2fzai, wupxscyf4x7rsjidpmp0wnv9, cm84oje8txj7m34zuhhv68ct1, 8i8zuouah6iycf9fdfmkdlppm, 10d8jj5vwrmib55tth0isfvft, bkjq8yp0rffvauz0nz94flfu2, 4iweh8975rkssez3r9vlk1wfe, 7gmh6g5c39asg7gnthx1jxp79, brflebs8m00rgali2owyoyove, 8gxse7h6ucubo3weq7sp9dnf9, 6bcvcloym3tzxss5hgsw4h1at, 3f6hkia6zu8xuwasqdz3w759m, 1hoivq7vrd8hx0e5gk4tuyxyi, 22blwbf4rlay0jfdecsxvu1hw",5231927213,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5231927205,130,4,5231927207,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5231927211,197,1154,5231927201,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5231927209,194,c6k1w8sothxmc08dbhqjzp1w5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724156483,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-09-22T10:45:12.462Z,2024-09-22T11:31:21Z,5231927241,130,8,5231927249,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5231927239,59,"1, 2, 11, 32, 3, 5, 19, 10, 25, 12, 8, 14, 62, 26, 13, 22, 56, 16, 9, 23",5231927247,197,723,5231927237,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5231927245,194,5m2ilglr6tlmgs2d4qzk5wno5,5231927235,30,"dib5a7vebmtxqcksi1tuteklx, n70i0c7uk1qxianxoiotqmeh, 6679bfd6bjylogbe4ebese85x, 30z4o4w3iw0frztn9isqwx2ei, bd1752qgxbodnsgdus42fc99l, 3kfxvwa38a7oq0d126jm4o9ka, ddagc0khq0zh1ywynyci8nzrp, 5m2ilglr6tlmgs2d4qzk5wno5, ec1vrqeqni3lmibeazgq62eol, 1o0o6thivoulnmsklkpbwpiad, 6291bj0xqq1w2631bajrpeb4l, c8jqnf6qf93zkyzdxtz20tgix, 70axdagp6dkm3fvv79ofsxfro, 8lfnj5bvo97dimx52no42nmqd, e8ivbfq0irn8f2p8krhkikzx1, 24qwx85sfxy0r8pld85w7tzze, 5utqxprl108x404hqwul42plg, dcr6epadtrotjsk6yzsir7t62, 3sn815dsm0i0rnw9nigjyb0et, 5qxvej7pcqqr989sba7k0jv85",5231927243,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724176491,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-09-22T11:30:22.154Z,2024-09-23T21:46:56Z,5232034141,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724176507,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2024-09-22T11:30:22.154Z,2024-09-22T11:30:23Z,5232034209,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724176531,3,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,49.9,49.9,2024-09-22T11:30:22.155Z,2024-09-22T11:30:25Z,5232034301,141,55.4,5232034297,56,Back,5232034299,140,36.7,5232034307,279,S,5232034303,212,14.4,5232034305,213,2.88,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724176607,4,1,1,0,3,5rurqie3qt1qav9ir5mkqinn,1,32.8,53.4,2024-09-22T11:30:25.179Z,2024-09-22T11:30:49Z,5232034733,56,Back,5232034735,140,27.4,5232034741,213,4.35,5232034739,212,16.1,5232034737,141,31.2,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724176705,5,1,1,0,8,5rurqie3qt1qav9ir5mkqinn,1,22.7,29.8,2024-09-22T11:30:30.923Z,2024-09-22T11:30:40Z,5232035315,213,1.86,5232035311,141,48.8,5232035313,212,13.5,5232035309,140,19.1,5232035307,56,Back,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724176713,6,1,1,0,18,5rurqie3qt1qav9ir5mkqinn,1,18.5,49.3,2024-09-22T11:30:40.349Z,2024-09-22T11:30:41Z,5232035355,212,15.7,5232035353,141,33.9,5232035357,213,5.56,5232035349,56,Back,5232035351,140,29.7,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724176735,7,1,1,0,19,5rurqie3qt1qav9ir5mkqinn,1,30.9,34.9,2024-09-22T11:30:41.434Z,2024-09-22T11:30:43Z,5232035461,213,3.36,5232035457,141,31.0,5232035453,56,Back,5232035459,212,12.4,5232035455,140,19.4,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724176741,8,1,1,0,21,5rurqie3qt1qav9ir5mkqinn,0,19.4,31,2024-09-22T11:30:43.227Z,2024-09-22T11:30:43Z,5232035489,56,Back,5232035495,212,5.9,5232035491,140,22.9,5232035493,141,24.3,5232035497,213,5.39,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
