id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/12/value,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2747201485,1,34,16,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2024-11-10T18:04:46.450Z,2024-11-10T18:56:29Z,5357838263,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5357838261,197,8474,5357838251,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5357838253,59,"91, 14, 3, 8, 4, 21, 15, 17, 19, 7, 9, 39, 5, 38, 13, 12, 20, 34, 23, 28",5357838249,30,"8btgs1e799s3xyjfqloeg2iju, 13up673x1kzlwwi22awilagvd, 8e7wbpcbwxvdz0fojwuyov3rp, 1ry82n1adajgmjtce487u9q1g, 9t8eb24gwj56ucggp7x0n0ewa, bl6mkergo04815vpi73fgtwb9, 8gh56ar8x8yxjfcm66m7532ll, dqpv2janh4g4qkiqx7h7vs8gl, brs6i21j86k1w7cpgzorrxxwp, 2a45d0hq84uxfi5t9c65dw7vt, ct4fyrkcvk3i01xiz1wpsyuw9, 8ll4dyc6p81nlfz81v8nz3m96, 3u2e56fhs12qok7truspt65zp, 66wqtn91bp4oqrlry02sg2bdg, a6nt0vn3kgt05g1hdnubrh0yc, 1haq2mkmbebj3jbt0z2jom4lx, enh0z58rrftq2m6hybzhgf65l, etyrg2e7ftd9i9qggqfuy9gk4, dzhvgrdkl4nuj8z4fd9to0ag9, 1234a1tb7y6trj9xsoqvx0x5h",5357838257,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5357838255,130,6,5357838259,194,9t8eb24gwj56ucggp7x0n0ewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747202063,1,34,16,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-11-10T18:05:19.329Z,2024-11-10T18:59:14Z,5357841443,130,8,5357841441,59,"1, 2, 14, 5, 4, 15, 23, 8, 28, 9, 20, 35, 3, 16, 25, 7, 11, 10, 19, 17",5357841447,194,amg2zai9038cdz9uuql3l9rkl,5357841451,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5357841437,30,"e0gysmymetthyhdkn2q54l51x, 3tz0jq7tbg6u1dm6qlx53u6s5, 6f8lpm5ckuv4z0tbur533qpxx, cs8bo5xvtd2bq7kd91flepwwl, 9cjjs4piq3t12iltsfon52h91, cnq88jph2nrn0o2tosrp4rmxh, 1vpy4utdaxo6zs2enj4tphejt, 1dbhha29epjmo8g4xfm5taaj9, bpmtdn2uqnwhllfnm59ck6rit, amg2zai9038cdz9uuql3l9rkl, cpvbitkove7bavl96lkgs1vc9, 3i90wgjkjzq4krgms7tfhp5p0, 3ws5zg8wy6j86cr8yrqxnsx9m, 8jooatan3cxd38v2jyf23pot1, d80r13kh5f6bcpwsy3cka75d5, brppytuf1766c50274dkue5pm, 5ye5h1o9ndhfeqdi8mh4f9une, dzfr9ktjmxqj2eh2xibt7konp, 321yjdo3gio1l33hc1pdps4wl, 9jitxfwaeix5fn1n3dhartbhm",5357841445,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5357841449,197,10327,5357841439,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747239631,2,32,1,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2024-11-10T18:46:11.497Z,2024-11-10T22:59:14Z,5358049081,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747239613,2,32,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-11-10T18:46:11.497Z,2024-11-10T18:46:11Z,5358048991,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747239659,3,1,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,50.1,49.9,2024-11-10T18:46:11.498Z,2024-11-10T18:46:13Z,5358049231,140,39.8,5358049233,141,48.7,5358049229,56,Back,5358049235,212,10.8,5358049239,279,S,5358049237,213,3.22,,,,,,,bpmtdn2uqnwhllfnm59ck6rit,Gabi Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747239777,4,1,1,0,2,8l30dsub3sutr6j3ruvk650xc,1,39.3,47.6,2024-11-10T18:46:13.868Z,2024-11-10T18:46:19Z,5358049833,213,3.79,5358049831,212,17.6,5358049825,56,Back,5358049829,141,31.9,5358049827,140,26.0,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747239815,5,1,1,0,7,8l30dsub3sutr6j3ruvk650xc,1,25.4,31.5,2024-11-10T18:46:19.340Z,2024-11-10T18:46:21Z,5358050095,141,66.7,5358050099,213,1.69,5358050093,140,22.7,5358050097,212,24.1,5358050091,56,Back,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747239883,6,1,1,0,8,8l30dsub3sutr6j3ruvk650xc,1,21.4,85,2024-11-10T18:46:19.644Z,2024-11-10T18:50:01Z,5358050423,56,Back,5358050431,213,0.90,5358050425,140,27.9,5358050429,212,11.0,5358050427,141,97.7,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747240245,8,1,1,0,9,8l30dsub3sutr6j3ruvk650xc,1,17.4,97.1,2024-11-10T18:46:20.811Z,2024-11-10T18:57:35Z,5358066701,213,6.08,5358066691,56,Back,5358066695,140,28.3,5358066699,212,11.7,5358066697,141,93.6,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747239887,7,61,1,0,11,8l30dsub3sutr6j3ruvk650xc,0,31.9,85.4,2024-11-10T18:46:22.604Z,2024-11-10T18:49:00Z,5358050437,56,Back,,,,,,,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747239877,3,49,1,0,12,axwnneoekq2f2yq6r1l704y96,1,66.1,12.9,2024-11-10T18:46:23.502Z,2024-11-10T22:07:06Z,,,,,,,,,,,,,,,,,,,,,,,,,1ry82n1adajgmjtce487u9q1g,G. Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747239917,4,1,1,0,13,axwnneoekq2f2yq6r1l704y96,1,66.4,11.1,2024-11-10T18:46:24.996Z,2024-11-10T18:46:26Z,5358050625,56,Right,5358050629,141,6.1,5358050627,140,67.1,5358050631,212,3.5,5358050633,213,4.93,,,,,,,,,,1ry82n1adajgmjtce487u9q1g,G. Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747239969,5,1,1,0,14,axwnneoekq2f2yq6r1l704y96,1,66.4,6.1,2024-11-10T18:46:26.339Z,2024-11-10T18:46:29Z,5358050933,140,45.5,5358050931,56,Back,5358050937,212,22.0,5358050935,141,8.0,5358050939,213,3.08,,,,,,,,,,13up673x1kzlwwi22awilagvd,J. Riviere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747240011,6,1,1,0,17,axwnneoekq2f2yq6r1l704y96,1,45.7,9.4,2024-11-10T18:46:29.060Z,2024-11-10T18:46:32Z,5358051205,213,2.17,5358051199,140,32.4,5358051201,141,39.5,5358051203,212,24.8,5358051197,56,Back,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747240103,7,1,1,0,20,axwnneoekq2f2yq6r1l704y96,1,29.1,39.8,2024-11-10T18:46:32.356Z,2024-11-10T18:46:38Z,5358051793,212,14.1,5358051797,213,3.17,5358051783,140,15.7,5358051787,141,39.2,5358051781,56,Back,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747240147,8,1,1,0,26,axwnneoekq2f2yq6r1l704y96,1,16.9,40,2024-11-10T18:46:37.940Z,2024-11-10T18:46:40Z,5358052009,213,1.40,5358052005,141,52.8,5358052007,212,8.8,5358052003,140,18.3,5358052001,56,Back,,,,,,,,,,8btgs1e799s3xyjfqloeg2iju,P. Tullis-Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747240199,9,1,1,0,28,axwnneoekq2f2yq6r1l704y96,1,21.1,56.9,2024-11-10T18:46:40.323Z,2024-11-10T18:46:44Z,5358052289,212,8.4,5358052291,213,0.22,5358052285,140,28.9,5358052287,141,59.6,5358052283,56,Back,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747240253,10,1,1,0,32,axwnneoekq2f2yq6r1l704y96,1,26.2,52.1,2024-11-10T18:46:44.035Z,2024-11-10T18:46:47Z,5358052555,140,23.1,5358052559,212,14.9,5358052557,141,30.7,5358052553,56,Back,5358052561,213,4.49,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747240341,11,1,1,0,35,axwnneoekq2f2yq6r1l704y96,1,19.3,30.7,2024-11-10T18:46:47.140Z,2024-11-10T18:46:52Z,5358053091,212,14.4,5358053093,213,4.07,5358053085,56,Back,5358053089,141,13.7,5358053087,140,11.1,,,,,,,,,,1ry82n1adajgmjtce487u9q1g,G. Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747240361,12,1,1,0,40,axwnneoekq2f2yq6r1l704y96,0,11.4,10.7,2024-11-10T18:46:51.924Z,2024-11-10T18:46:53Z,5358053211,155,,5358053217,141,12.3,5358053213,56,Back,5358053221,213,0.04,5358053219,212,27.2,5358053215,140,37.3,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747240383,9,8,1,0,41,8l30dsub3sutr6j3ruvk650xc,1,55.6,84.2,2024-11-10T18:46:53.395Z,2024-11-10T22:08:44Z,5358895335,385,,5358053335,56,Left,,,,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747240395,10,5,1,0,43,8l30dsub3sutr6j3ruvk650xc,0,68.2,101.2,2024-11-10T18:46:55.131Z,2024-11-10T18:46:58Z,5358053379,56,Left,5358053381,347,,5358053587,233,13,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747240413,13,5,1,0,43,axwnneoekq2f2yq6r1l704y96,1,31.8,-1.2,2024-11-10T18:46:55.131Z,2024-11-10T18:59:23Z,5358053521,233,10,5358053487,347,,5358053485,56,Back,,,,,,,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747251163,84,1,1,0,50,axwnneoekq2f2yq6r1l704y96,0,26.5,0,2024-11-10T18:47:01.768Z,2024-11-10T22:10:07Z,5358126411,212,26.3,5358126413,213,0.13,5358126403,107,,5358126409,141,3.5,5358126405,56,Right,5358126415,1,,5358126407,140,51.3,5358898615,189,,13up673x1kzlwwi22awilagvd,J. Riviere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
