id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,assist,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2733383183,224,49,1,27,42,spi3g782q7m4evjxn1sv6cfa,1,50.5,14.4,2024-10-12T13:13:00.393Z,2024-10-12T13:13:00Z,,,,,,,,,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383193,225,3,1,27,44,spi3g782q7m4evjxn1sv6cfa,0,63,10.6,2024-10-12T13:13:01.976Z,2024-10-12T16:35:05Z,5282479343,286,,5282479341,56,Right,5282479361,211,,5282991817,465,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383203,226,5,1,27,45,spi3g782q7m4evjxn1sv6cfa,0,70.4,-1.7,2024-10-12T13:13:02.487Z,2024-10-12T13:39:54Z,5282479415,233,241,5282479387,56,Right,5282479389,347,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383201,241,5,1,27,45,5rurqie3qt1qav9ir5mkqinn,1,29.6,101.7,2024-10-12T13:13:02.487Z,2024-10-12T13:39:54Z,5282479369,56,Back,5282479373,347,,5282479411,233,226,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383317,242,1,1,28,0,5rurqie3qt1qav9ir5mkqinn,1,28.7,100,2024-10-12T13:13:18.359Z,2024-10-12T13:13:29Z,5282479985,213,4.85,5282479975,107,,5282479983,212,18.5,5282479977,56,Back,5282479979,140,31.1,5282479981,141,74.4,5282480421,189,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383327,243,1,1,28,2,5rurqie3qt1qav9ir5mkqinn,1,31.1,74.4,2024-10-12T13:13:19.576Z,2024-10-12T13:13:30Z,5282480021,56,Back,5282480023,140,31.7,5282480027,212,18.5,5282480029,213,4.75,5282480425,189,,5282480025,141,47.2,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383355,244,1,1,28,3,5rurqie3qt1qav9ir5mkqinn,1,33,43.4,2024-10-12T13:13:20.791Z,2024-10-12T13:13:31Z,5282480115,140,37.3,5282480447,189,,5282480117,141,16.2,5282480119,212,19.0,5282480121,213,4.95,5282480113,56,Back,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383383,245,1,1,28,5,5rurqie3qt1qav9ir5mkqinn,1,38.6,19.4,2024-10-12T13:13:22.520Z,2024-10-12T13:13:26Z,5282480265,213,5.82,5282480263,212,25.1,5282480259,140,60.0,5282480257,56,Right,5282480261,141,2.8,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383389,246,61,1,28,8,5rurqie3qt1qav9ir5mkqinn,0,59.6,2.3,2024-10-12T13:13:25.975Z,2024-10-12T16:35:17Z,5282480281,56,Right,,,,,,,,,,,,,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383419,227,5,1,28,9,spi3g782q7m4evjxn1sv6cfa,1,36.4,101.6,2024-10-12T13:13:26.919Z,2024-10-12T13:39:55Z,5282480339,56,Back,5282480341,347,,5282480357,233,247,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383403,247,5,1,28,9,5rurqie3qt1qav9ir5mkqinn,0,63.6,-1.6,2024-10-12T13:13:26.919Z,2024-10-12T13:13:30Z,5282480323,56,Right,5282480325,347,,5282480373,233,227,,,,,,,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383485,228,1,1,28,13,spi3g782q7m4evjxn1sv6cfa,1,31.5,100,2024-10-12T13:13:31.161Z,2024-10-12T13:13:35Z,5282480641,213,4.66,5282480635,140,31.0,5282480637,141,86.5,5282480639,212,10.3,5282480633,56,Back,5282480631,107,,,,,,,,dm9vc2mqtbb982sx6kkd992ax,S. Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383479,248,83,1,28,16,5rurqie3qt1qav9ir5mkqinn,0,70.1,5.5,2024-10-12T13:13:34.391Z,2024-10-12T13:13:36Z,5282480679,399,7np6c6939ms55m37juqvw0oa,,,,,,,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383487,229,50,1,28,17,spi3g782q7m4evjxn1sv6cfa,1,28.9,90.6,2024-10-12T13:13:35.337Z,2024-10-12T13:40:01Z,5282480647,285,,5282480689,233,249,5282480645,56,Back,,,,,,,,,,,,,,,,7np6c6939ms55m37juqvw0oa,W. Kaptein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383493,249,7,1,28,17,5rurqie3qt1qav9ir5mkqinn,1,71.1,9.4,2024-10-12T13:13:35.338Z,2024-10-12T16:35:25Z,5282480681,233,229,5282480669,56,Right,5282480671,286,,5282992651,384,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383499,250,49,1,28,19,5rurqie3qt1qav9ir5mkqinn,1,78.1,6.1,2024-10-12T13:13:36.808Z,2024-10-12T13:13:37Z,,,,,,,,,,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383547,251,1,1,28,20,5rurqie3qt1qav9ir5mkqinn,0,86.9,4.1,2024-10-12T13:13:37.511Z,2024-10-12T16:35:50Z,5282480945,141,45.2,5282480937,2,,5282992965,20,,5282480943,140,90.7,5282480941,56,Center,5282992963,224,,5282480947,212,28.2,5282480949,213,1.43,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733481877,781,12,1,28,21,spi3g782q7m4evjxn1sv6cfa,1,9,66,2024-10-12T13:13:39.101Z,2024-10-12T16:35:50Z,5282993665,141,17.6,5282993663,140,13.3,5282993661,56,Back,5282993667,212,33.2,5282993669,213,4.85,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383553,230,49,1,28,26,spi3g782q7m4evjxn1sv6cfa,1,13.2,12.3,2024-10-12T13:13:44.024Z,2024-10-12T13:13:44Z,,,,,,,,,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383621,232,1,1,28,28,spi3g782q7m4evjxn1sv6cfa,1,11.4,12,2024-10-12T13:13:45.880Z,2024-10-12T13:13:52Z,5282481229,140,6.0,5282481227,56,Back,5282481233,212,9.9,5282481235,213,2.18,5282481231,141,24.0,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383623,253,83,1,28,33,5rurqie3qt1qav9ir5mkqinn,0,89.5,90.3,2024-10-12T13:13:51.087Z,2024-10-12T16:36:07Z,5282994467,399,1dg7whnmk3nb1adw7n8a7nnbp,,,,,,,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383627,233,1,1,28,34,spi3g782q7m4evjxn1sv6cfa,1,10.4,9.4,2024-10-12T13:13:52.086Z,2024-10-12T16:36:12Z,5282994555,141,4.5,5282994553,140,13.8,5282481253,56,Back,5282994557,212,4.9,5282994559,213,5.53,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383663,234,1,1,28,37,spi3g782q7m4evjxn1sv6cfa,0,12.1,7.1,2024-10-12T13:13:55.337Z,2024-10-12T13:35:03Z,5282481445,56,Back,5282481455,1,,5282481443,157,,5282481449,141,0.0,5282481447,140,43.1,5282481453,213,6.10,5282481451,212,33.1,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383665,235,5,1,28,38,spi3g782q7m4evjxn1sv6cfa,0,41.8,-2,2024-10-12T13:13:56.247Z,2024-10-12T13:39:55Z,5282481471,233,254,5282481461,347,,5282481459,56,Back,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383659,254,5,1,28,38,5rurqie3qt1qav9ir5mkqinn,1,58.2,102,2024-10-12T13:13:56.247Z,2024-10-12T13:39:55Z,5282481437,347,,5282481435,56,Left,5282481467,233,235,,,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383935,255,1,1,29,12,5rurqie3qt1qav9ir5mkqinn,1,56.8,100,2024-10-12T13:14:30.151Z,2024-10-12T13:35:51Z,5282482961,213,6.06,5282482963,1,,5282524499,189,,5282482955,140,84.5,5282482957,141,91.8,5282482959,212,29.8,5282482953,56,Left,5282482951,107,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733391517,390,61,1,29,14,5rurqie3qt1qav9ir5mkqinn,1,90.7,91.1,2024-10-12T13:14:31.436Z,2024-10-12T13:35:53Z,5282524521,189,,5282524201,56,Left,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733391545,391,5,1,29,15,5rurqie3qt1qav9ir5mkqinn,0,101.5,73.8,2024-10-12T13:14:32.436Z,2024-10-12T13:36:03Z,5282524377,346,,5282524401,233,397,5282524375,56,Center,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733391547,397,5,1,29,15,spi3g782q7m4evjxn1sv6cfa,1,-1.5,26.2,2024-10-12T13:14:32.436Z,2024-10-12T13:35:49Z,5282524395,233,391,5282524381,346,,5282524379,56,Back,,,,,,,,,,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383953,238,43,1,29,16,spi3g782q7m4evjxn1sv6cfa,1,0,0,2024-10-12T13:14:34.266Z,2024-10-12T13:35:49Z,5282524459,144,49,5282483053,189,0,,,,,,,,,,,,,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383967,239,1,1,29,17,spi3g782q7m4evjxn1sv6cfa,1,4.7,48.5,2024-10-12T13:14:34.969Z,2024-10-12T13:35:59Z,5282483133,140,11.9,5282483131,56,Back,5282483139,213,1.09,5282483137,212,16.3,5282483135,141,69.7,5282524539,237,,5282524537,124,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383977,240,1,1,29,18,spi3g782q7m4evjxn1sv6cfa,1,11.9,69.7,2024-10-12T13:14:36.312Z,2024-10-12T13:14:37Z,5282483191,213,4.43,5282483183,56,Back,5282483185,140,9.5,5282483189,212,9.0,5282483187,141,57.0,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383985,241,1,1,29,19,spi3g782q7m4evjxn1sv6cfa,1,9.5,57,2024-10-12T13:14:37.001Z,2024-10-12T13:14:38Z,5282483241,213,5.72,5282483239,212,12.9,5282483237,141,46.9,5282483235,140,19.9,5282483233,56,Back,,,,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733383989,242,1,1,29,20,spi3g782q7m4evjxn1sv6cfa,1,19.9,46.9,2024-10-12T13:14:37.881Z,2024-10-12T13:14:39Z,5282483259,213,2.57,5282483257,212,15.4,5282483251,56,Back,5282483255,141,59.1,5282483253,140,7.5,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384033,243,1,1,29,21,spi3g782q7m4evjxn1sv6cfa,1,10.1,59.9,2024-10-12T13:14:39.416Z,2024-10-12T13:14:46Z,5282483469,213,1.09,5282483461,140,14.6,5282483459,56,Back,5282483465,212,10.2,5282483463,141,73.2,,,,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384065,244,1,1,29,28,spi3g782q7m4evjxn1sv6cfa,1,27.2,87.4,2024-10-12T13:14:45.864Z,2024-10-12T13:14:51Z,5282483707,212,20.8,5282483709,213,0.27,5282483701,56,Back,5282483703,140,46.3,5282483705,141,95.6,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384091,245,1,1,29,33,spi3g782q7m4evjxn1sv6cfa,1,75.2,86.3,2024-10-12T13:14:50.872Z,2024-10-12T13:14:53Z,5282483809,213,4.81,5282483807,212,12.4,5282483801,56,Center,5282483803,140,76.4,5282483805,141,68.1,,,,,,,,,,dm9vc2mqtbb982sx6kkd992ax,S. Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384097,246,3,1,29,35,spi3g782q7m4evjxn1sv6cfa,0,77.1,68.7,2024-10-12T13:14:53.192Z,2024-10-12T16:36:25Z,5282994927,465,,5282483907,233,256,5282483831,286,,5282483829,56,Center,,,,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384109,256,7,1,29,35,5rurqie3qt1qav9ir5mkqinn,1,22.9,31.3,2024-10-12T13:14:53.193Z,2024-10-12T16:36:28Z,5282483877,285,,5282483901,233,246,5282483875,56,Back,5282995005,384,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384111,257,49,1,29,37,5rurqie3qt1qav9ir5mkqinn,1,29.5,38.3,2024-10-12T13:14:54.696Z,2024-10-12T13:14:55Z,,,,,,,,,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384137,258,1,1,29,41,5rurqie3qt1qav9ir5mkqinn,1,32.4,41.9,2024-10-12T13:14:58.743Z,2024-10-12T13:14:59Z,5282484059,213,1.14,5282484057,212,14.8,5282484055,141,61.7,5282484053,140,38.3,5282484051,56,Back,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384143,259,1,1,29,42,5rurqie3qt1qav9ir5mkqinn,0,39,60.5,2024-10-12T13:14:59.784Z,2024-10-12T13:15:06Z,5282484093,213,6.18,5282484085,56,Center,5282484091,212,49.1,5282484087,140,85.5,5282484089,141,53.4,5282484095,1,,5282484083,155,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384157,247,49,1,29,46,spi3g782q7m4evjxn1sv6cfa,1,15.5,43.7,2024-10-12T13:15:03.560Z,2024-10-12T13:15:03Z,,,,,,,,,,,,,,,,,,,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384183,248,1,1,29,46,spi3g782q7m4evjxn1sv6cfa,1,15.5,43.7,2024-10-12T13:15:04.296Z,2024-10-12T13:15:07Z,5282484309,56,Back,5282484317,213,0.53,5282484311,140,28.3,5282484313,141,55.2,5282484315,212,15.5,,,,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384195,249,1,1,29,49,spi3g782q7m4evjxn1sv6cfa,1,30.2,53.3,2024-10-12T13:15:07.049Z,2024-10-12T13:15:09Z,5282484401,212,10.8,5282484403,213,5.29,5282484395,56,Back,5282484397,140,35.8,5282484399,141,40.0,,,,,,,,,,7np6c6939ms55m37juqvw0oa,W. Kaptein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384215,250,1,1,29,52,spi3g782q7m4evjxn1sv6cfa,1,35.9,40,2024-10-12T13:15:09.865Z,2024-10-12T13:15:11Z,5282484519,213,3.99,5282484517,212,14.0,5282484511,56,Back,5282484515,141,24.6,5282484513,140,27.1,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384233,251,1,1,29,54,spi3g782q7m4evjxn1sv6cfa,1,27.1,24.6,2024-10-12T13:15:11.832Z,2024-10-12T13:15:14Z,5282484621,56,Back,5282484625,141,14.3,5282484623,140,31.3,5282484629,213,5.27,5282484627,212,8.3,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384247,252,1,1,29,56,spi3g782q7m4evjxn1sv6cfa,1,31.4,15.6,2024-10-12T13:15:14.201Z,2024-10-12T13:15:16Z,5282484705,56,Back,5282484713,213,2.36,5282484711,212,14.0,5282484707,140,22.0,5282484709,141,30.1,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384267,253,1,1,29,58,spi3g782q7m4evjxn1sv6cfa,1,23.7,28.9,2024-10-12T13:15:16.264Z,2024-10-12T13:15:18Z,5282484833,213,1.89,5282484831,212,18.9,5282484829,141,55.2,5282484827,140,18.0,5282484825,56,Back,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384285,254,1,1,30,1,spi3g782q7m4evjxn1sv6cfa,1,18,55.2,2024-10-12T13:15:18.569Z,2024-10-12T13:15:20Z,5282484921,56,Back,5282484923,140,22.1,5282484925,141,73.2,5282484929,213,1.23,5282484927,212,13.0,,,,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384333,255,1,1,30,3,spi3g782q7m4evjxn1sv6cfa,1,22.6,73.6,2024-10-12T13:15:20.744Z,2024-10-12T13:15:26Z,5282485179,213,4.37,5282485177,212,10.5,5282485173,140,19.2,5282485171,56,Back,5282485175,141,59.1,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384337,256,1,1,30,8,spi3g782q7m4evjxn1sv6cfa,1,19.6,51.6,2024-10-12T13:15:26.088Z,2024-10-12T13:15:27Z,5282485199,56,Back,5282485205,212,15.2,5282485207,213,5.82,5282485203,141,41.6,5282485201,140,32.6,,,,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384349,257,1,1,30,10,spi3g782q7m4evjxn1sv6cfa,1,32.6,41.6,2024-10-12T13:15:27.833Z,2024-10-12T13:15:29Z,5282485285,140,18.1,5282485291,213,2.53,5282485283,56,Back,5282485287,141,57.3,5282485289,212,18.6,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384365,258,1,1,30,12,spi3g782q7m4evjxn1sv6cfa,1,18.1,57.3,2024-10-12T13:15:29.848Z,2024-10-12T13:15:31Z,5282485375,141,68.8,5282485371,56,Back,5282485373,140,21.2,5282485377,212,8.5,5282485379,213,1.18,,,,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384383,259,1,1,30,14,spi3g782q7m4evjxn1sv6cfa,1,21.2,68.8,2024-10-12T13:15:31.481Z,2024-10-12T13:15:35Z,5282485485,212,31.0,5282485487,213,4.61,5282485479,56,Back,5282485481,140,18.2,5282485483,141,23.4,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384407,260,1,1,30,17,spi3g782q7m4evjxn1sv6cfa,1,21.4,11.7,2024-10-12T13:15:35.224Z,2024-10-12T13:15:40Z,5282485675,141,15.8,5282485671,140,37.4,5282485669,56,Back,5282485679,213,0.16,5282485677,212,17.0,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384413,261,1,1,30,23,spi3g782q7m4evjxn1sv6cfa,1,35,19.2,2024-10-12T13:15:40.809Z,2024-10-12T13:15:42Z,5282485729,212,9.6,5282485727,141,28.8,5282485731,213,0.75,5282485725,140,41.7,5282485723,56,Back,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384463,262,1,1,30,24,spi3g782q7m4evjxn1sv6cfa,1,43.3,28.8,2024-10-12T13:15:42.392Z,2024-10-12T13:15:51Z,5282486003,213,5.50,5282486001,212,23.9,5282485995,56,Right,5282485999,141,4.1,5282485997,140,59.5,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384487,263,1,1,30,33,spi3g782q7m4evjxn1sv6cfa,1,74.1,24,2024-10-12T13:15:51.064Z,2024-10-12T13:15:53Z,5282486119,213,0.30,5282486117,212,7.2,5282486113,140,80.7,5282486115,141,27.1,5282486111,56,Center,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384493,260,45,1,30,36,5rurqie3qt1qav9ir5mkqinn,0,17.7,77.4,2024-10-12T13:15:53.497Z,2024-10-12T13:40:08Z,5282486215,233,264,5282486141,56,Back,5282486143,285,,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384499,264,3,1,30,36,spi3g782q7m4evjxn1sv6cfa,1,82.3,22.6,2024-10-12T13:15:53.497Z,2024-10-12T16:36:38Z,5282486197,233,260,5282486167,56,Center,5282486169,286,,5282995387,464,,,,,,,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384511,265,1,1,30,37,spi3g782q7m4evjxn1sv6cfa,1,89,12.2,2024-10-12T13:15:55.176Z,2024-10-12T13:15:56Z,5282486231,213,3.47,5282486227,141,7.4,5282486229,212,10.1,5282486225,140,79.9,5282486223,56,Right,,,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384525,266,1,1,30,39,spi3g782q7m4evjxn1sv6cfa,0,82.9,8.2,2024-10-12T13:15:56.697Z,2024-10-12T16:36:47Z,5282486309,140,90.9,5282486307,56,Center,5282486301,2,,5282486311,141,24.7,5282995667,20,,5282486313,212,14.0,5282995665,224,,5282486305,155,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,5282486315,213,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,
2733384567,261,12,1,30,41,5rurqie3qt1qav9ir5mkqinn,1,9.4,62.3,2024-10-12T13:15:58.856Z,2024-10-12T13:16:02Z,5282486463,56,Back,5282486465,140,25.9,5282486471,213,6.07,5282486469,212,17.7,5282486467,141,56.9,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384561,267,3,1,30,43,spi3g782q7m4evjxn1sv6cfa,0,73.4,37.5,2024-10-12T13:16:01.352Z,2024-10-12T16:36:54Z,5282995885,465,,5282486443,56,Center,5282486445,286,,5282486557,233,262,,,,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733384571,262,7,1,30,43,5rurqie3qt1qav9ir5mkqinn,1,26.6,62.5,2024-10-12T13:16:01.353Z,2024-10-12T16:36:58Z,5282486533,233,267,5282996047,383,,5282486497,56,Back,5282486499,285,,,,,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
