id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId
2723146241,124,1,1,10,11,dcdnoyf6kzhj46iyfm7xq43fy,1,33.4,23,2024-09-21T11:40:36.806Z,2024-09-21T11:40:39Z,5226495991,141,22.2,5226495989,140,43.8,5226495995,213,6.23,5226495987,56,Back,5226495993,212,10.9,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723146283,125,1,1,10,13,dcdnoyf6kzhj46iyfm7xq43fy,1,44.5,21.2,2024-09-21T11:40:39.286Z,2024-09-21T11:40:41Z,5226496221,141,5.5,5226496223,212,14.1,5226496217,56,Right,5226496225,213,5.42,5226496219,140,53.2,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723146375,126,1,1,10,15,dcdnoyf6kzhj46iyfm7xq43fy,0,53.3,5.5,2024-09-21T11:40:41.207Z,2024-09-21T11:40:45Z,5226496657,155,,5226496667,213,0.06,5226496659,56,Right,5226496661,140,74.6,5226496663,141,7.4,5226496665,212,22.4,,,,,,,d1fnp3b9t3mfz4aj2csayfhwq,K. Seike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723146391,71,12,1,10,19,7kt37xy93vjy6wac8vq6fqz3g,1,23.3,92.1,2024-09-21T11:40:45.418Z,2024-09-21T11:40:46Z,5226496785,56,Back,5226496791,212,6.9,5226496789,141,100.0,5226496787,140,24.6,5226496793,213,1.37,5226496883,167,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723146405,72,5,1,10,20,7kt37xy93vjy6wac8vq6fqz3g,0,27,101.8,2024-09-21T11:40:46.178Z,2024-09-21T11:40:49Z,5226496967,233,127,5226496861,347,,5226496849,56,Back,,,,,,,,,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723146417,127,5,1,10,20,dcdnoyf6kzhj46iyfm7xq43fy,1,73,-1.8,2024-09-21T11:40:46.178Z,2024-09-21T11:59:09Z,5226496905,56,Right,5226496907,347,,5226496921,233,72,,,,,,,,,,,,,,,,d1fnp3b9t3mfz4aj2csayfhwq,K. Seike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723146659,128,1,1,10,33,dcdnoyf6kzhj46iyfm7xq43fy,0,71.1,0,2024-09-21T11:40:59.398Z,2024-09-21T11:41:00Z,5226498103,107,,5226498105,56,Right,5226498111,212,11.4,5226498113,213,0.82,5226498107,140,78.5,5226498109,141,10.6,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723146711,73,8,1,10,36,7kt37xy93vjy6wac8vq6fqz3g,1,22.2,90.3,2024-09-21T11:41:02.338Z,2024-09-21T11:41:02Z,5226498327,56,Back,,,,,,,,,,,,,,,,,,,,,,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723146737,74,49,1,10,37,7kt37xy93vjy6wac8vq6fqz3g,1,25.1,87.2,2024-09-21T11:41:03.513Z,2024-09-21T11:41:03Z,,,,,,,,,,,,,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723147037,75,3,1,10,41,7kt37xy93vjy6wac8vq6fqz3g,1,34,89,2024-09-21T11:41:07.113Z,2024-09-21T12:23:07Z,5226500183,286,,5226500101,56,Back,5226500157,233,129,,,,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723146839,129,45,1,10,41,dcdnoyf6kzhj46iyfm7xq43fy,0,66,11,2024-09-21T11:41:07.113Z,2024-09-21T12:23:07Z,5226721759,285,,5226498977,56,Right,5226500163,233,75,,,,,,,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723147059,76,1,1,10,51,7kt37xy93vjy6wac8vq6fqz3g,0,81.2,90,2024-09-21T11:41:17.257Z,2024-09-21T11:41:18Z,5226500207,140,83.0,5226500205,56,Left,5226500213,213,5.06,5226500199,2,,5226500209,141,82.4,5226500203,155,,5226500211,212,5.5,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723147097,130,61,1,10,52,dcdnoyf6kzhj46iyfm7xq43fy,1,13.6,16.2,2024-09-21T11:41:18.479Z,2024-09-21T11:48:32Z,5226500425,56,Back,,,,,,,,,,,,,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723147187,131,81,1,10,53,dcdnoyf6kzhj46iyfm7xq43fy,0,2,1.6,2024-09-21T11:41:19.255Z,2024-09-21T11:48:43Z,5226500955,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723147091,77,6,1,10,54,7kt37xy93vjy6wac8vq6fqz3g,1,93.6,88.2,2024-09-21T11:41:20.410Z,2024-09-21T12:18:12Z,5226550141,233,132,5226500409,56,Left,5226500411,73,,,,,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723147237,132,6,1,10,54,dcdnoyf6kzhj46iyfm7xq43fy,0,6.4,11.8,2024-09-21T11:41:20.410Z,2024-09-21T12:18:12Z,5226501303,56,Back,5226501305,73,,5226550157,233,77,,,,,,,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723147851,78,1,1,11,27,7kt37xy93vjy6wac8vq6fqz3g,1,99.5,99.5,2024-09-21T11:41:53.146Z,2024-09-21T11:49:07Z,5226504427,141,60.0,5226504415,2,,5226504429,212,27.3,5226504421,223,,5226504419,155,,5226504425,140,94.6,5226504431,213,4.52,5226504423,56,Center,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,5226504417,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723147853,79,61,1,11,31,7kt37xy93vjy6wac8vq6fqz3g,1,94.6,60,2024-09-21T11:41:56.956Z,2024-09-21T11:49:22Z,5226504435,56,Center,,,,,,,,,,,,,,,,,,,,,,e2lt71eeqb97hw6wnebjrrgt1,A. Galli,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723147887,80,15,1,11,32,7kt37xy93vjy6wac8vq6fqz3g,1,92.4,51.9,2024-09-21T11:41:57.874Z,2024-09-21T11:49:45Z,5226507027,55,79,5226507083,233,133,5226507041,230,99.3,5226504551,56,Center,5226507033,103,19,5226507035,100,,5226506477,20,,5226506481,82,,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,5226507031,102,,52.6,5226507039,147,52.2,5226507043,231,51.3,5226507025,29,,5226555153,108,,5226504549,17,,5226507037,146,95.5,5226506475,25,5226555155,328,5226507023,76,,,,,
2723147827,133,10,1,11,32,dcdnoyf6kzhj46iyfm7xq43fy,1,5.5,47.5,2024-09-21T11:41:57.974Z,2024-09-21T11:42:19Z,5226507127,233,80,5226504281,94,,5226504283,56,Back,,,,,,,,,,,,,,,,d1fnp3b9t3mfz4aj2csayfhwq,K. Seike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723147859,134,12,1,11,33,dcdnoyf6kzhj46iyfm7xq43fy,1,6.1,47.4,2024-09-21T11:41:59.431Z,2024-09-21T11:50:30Z,5226559555,213,0.60,5226559549,140,9.4,5226559553,212,4.2,5226559547,56,Back,5226559551,141,50.9,,,,,,,,,,8m3okb64mh1m7dfmp0km4wct1,F. Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723147919,135,12,1,11,34,dcdnoyf6kzhj46iyfm7xq43fy,1,9.8,55.7,2024-09-21T11:42:00.599Z,2024-09-21T11:50:38Z,5226504839,167,,5226504735,140,0.0,5226504737,141,71.5,5226504733,56,Back,5226504741,213,2.38,5226504739,212,15.6,,,,,,,dedol1cdecfmywapqdnndxucp,M. Olislagers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723147939,81,6,1,11,35,7kt37xy93vjy6wac8vq6fqz3g,1,100,30.7,2024-09-21T11:42:01.170Z,2024-09-21T12:18:12Z,5226505253,233,136,5226505041,75,,5226505039,56,Center,,,,,,,,,,,,,,,,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723147929,136,6,1,11,35,dcdnoyf6kzhj46iyfm7xq43fy,0,0,69.3,2024-09-21T11:42:01.170Z,2024-09-21T12:18:13Z,5226505429,233,81,5226505209,56,Back,5226505211,73,,,,,,,,,,,,,,,,,dedol1cdecfmywapqdnndxucp,M. Olislagers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723148541,83,1,1,12,2,7kt37xy93vjy6wac8vq6fqz3g,0,99.5,0.5,2024-09-21T11:42:27.762Z,2024-09-21T11:42:29Z,5226508185,6,,5226508201,1,,5226508191,56,Center,5226508199,213,1.70,5226508193,140,95.6,5226508187,155,,5226508197,212,32.0,5226508183,2,,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,5226508189,223,,,5226508195,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2723148573,137,12,1,12,3,dcdnoyf6kzhj46iyfm7xq43fy,1,6.2,51.8,2024-09-21T11:42:29.366Z,2024-09-21T11:51:04Z,5226508379,56,Back,5226508383,140,26.9,5226508417,15,,5226508389,213,0.31,5226508385,141,62.0,5226508387,212,22.8,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723148613,84,1,1,12,6,7kt37xy93vjy6wac8vq6fqz3g,0,76.3,37,2024-09-21T11:42:31.891Z,2024-09-21T11:42:32Z,5226508575,212,14.5,5226508577,213,0.37,5226508569,56,Center,5226508573,141,44.8,5226508571,140,89.2,5226508567,3,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723148629,138,12,1,12,6,dcdnoyf6kzhj46iyfm7xq43fy,1,12.6,54.2,2024-09-21T11:42:32.662Z,2024-09-21T11:51:40Z,5226508641,140,24.3,5226508643,141,68.1,5226508639,56,Back,5226508675,15,,5226508647,213,0.66,5226508645,212,15.5,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723148689,139,1,1,12,10,dcdnoyf6kzhj46iyfm7xq43fy,0,28.7,67.5,2024-09-21T11:42:35.782Z,2024-09-21T11:53:33Z,5226508975,141,79.1,5226508977,212,10.4,5226574017,233,85,5226508973,140,35.2,5226508979,213,0.86,5226508971,56,Back,5226574021,286,,5226574015,236,,8m3okb64mh1m7dfmp0km4wct1,F. Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723148683,85,74,1,12,10,7kt37xy93vjy6wac8vq6fqz3g,1,76.1,38.6,2024-09-21T11:42:35.783Z,2024-09-21T12:18:15Z,5226573961,285,,5226508957,56,Center,5226574033,233,139,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723161149,284,1,1,12,11,dcdnoyf6kzhj46iyfm7xq43fy,1,21.8,65.6,2024-09-21T11:42:36.809Z,2024-09-21T11:53:53Z,5226576045,140,30.6,5226576051,212,9.3,5226576039,56,Back,5226576049,141,64.8,5226576053,213,6.22,,,,,,,,,,8m3okb64mh1m7dfmp0km4wct1,F. Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723148873,141,49,1,12,12,dcdnoyf6kzhj46iyfm7xq43fy,1,24.6,70.6,2024-09-21T11:42:38.360Z,2024-09-21T11:55:49Z,,,,,,,,,,,,,,,,,,,,,,,,,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723163449,197,83,1,12,12,7kt37xy93vjy6wac8vq6fqz3g,0,63,17.8,2024-09-21T11:42:38.590Z,2024-09-21T11:56:45Z,5226589161,399,9t2pn6dp6w38b169a5qo9c60a,,,,,,,,,,,,,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723161455,288,1,1,12,13,dcdnoyf6kzhj46iyfm7xq43fy,0,37.5,87.5,2024-09-21T11:42:39.486Z,2024-09-21T11:55:45Z,5226579089,56,Back,5226579095,141,84.6,5226581207,236,,5226579097,212,3.0,5226581209,233,86,5226581213,286,,5226579093,140,35.3,5226579099,213,3.85,9t2pn6dp6w38b169a5qo9c60a,Bruna Vilamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723148809,86,74,1,12,13,7kt37xy93vjy6wac8vq6fqz3g,1,75.6,27.9,2024-09-21T11:42:39.487Z,2024-09-21T12:18:15Z,5226509565,56,Center,5226581215,233,288,5226509567,285,,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723163209,196,61,1,12,14,7kt37xy93vjy6wac8vq6fqz3g,0,67,10.7,2024-09-21T11:42:40.597Z,2024-09-21T11:56:20Z,5226587569,56,Right,,,,,,,,,,,,,,,,,,,,,,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723163895,332,1,1,12,15,dcdnoyf6kzhj46iyfm7xq43fy,1,33.6,84.2,2024-09-21T11:42:41.740Z,2024-09-21T11:57:15Z,5226591039,56,Back,5226591043,141,70.9,5226591041,140,19.2,5226591045,212,17.6,5226591047,213,3.68,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723148843,140,43,1,12,16,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-09-21T11:42:42.118Z,2024-09-21T11:56:02Z,5226509761,285,0,5226509759,56,Back,5226586321,144,7,,,,,,,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723148977,142,1,1,12,19,dcdnoyf6kzhj46iyfm7xq43fy,1,24.7,69.1,2024-09-21T11:42:45.046Z,2024-09-21T11:42:50Z,5226510463,212,28.9,5226510453,56,Back,5226510461,141,26.8,5226510457,140,27.1,5226510467,213,4.80,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149007,143,1,1,12,24,dcdnoyf6kzhj46iyfm7xq43fy,1,27.5,28.5,2024-09-21T11:42:50.550Z,2024-09-21T11:42:52Z,5226510635,213,0.87,5226510633,212,9.7,5226510631,141,39.4,5226510627,56,Back,5226510629,140,33.4,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149039,144,1,1,12,26,dcdnoyf6kzhj46iyfm7xq43fy,1,30.5,44.2,2024-09-21T11:42:52.070Z,2024-09-21T11:42:53Z,5226510823,141,64.0,5226510817,56,Back,5226510819,140,33.6,5226510827,212,13.9,5226510829,213,1.33,,,,,,,,,,dedol1cdecfmywapqdnndxucp,M. Olislagers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149117,145,1,1,12,27,dcdnoyf6kzhj46iyfm7xq43fy,1,34.9,64,2024-09-21T11:42:53.735Z,2024-09-21T11:42:57Z,5226511191,56,Back,5226511199,213,2.84,5226511193,140,26.7,5226511197,212,9.0,5226511195,141,67.9,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149383,146,1,1,12,31,dcdnoyf6kzhj46iyfm7xq43fy,1,27.3,65.4,2024-09-21T11:42:57.430Z,2024-09-21T11:43:08Z,5226512617,56,Back,5226512623,141,39.7,5226512621,140,29.8,5226512631,213,4.86,5226512627,212,17.7,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149523,147,1,1,12,42,dcdnoyf6kzhj46iyfm7xq43fy,1,38.1,47.5,2024-09-21T11:43:08.231Z,2024-09-21T11:43:12Z,5226513289,56,Back,5226513295,212,13.6,5226513297,213,1.76,5226513293,141,67.2,5226513291,140,35.7,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149565,148,1,1,12,46,dcdnoyf6kzhj46iyfm7xq43fy,1,33.4,72,2024-09-21T11:43:12.535Z,2024-09-21T11:43:14Z,5226513539,213,4.40,5226513531,56,Back,5226513537,212,14.8,5226513535,141,51.2,5226513533,140,29.1,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149615,149,1,1,12,48,dcdnoyf6kzhj46iyfm7xq43fy,1,28.7,49.6,2024-09-21T11:43:14.583Z,2024-09-21T11:43:16Z,5226513775,141,47.5,5226513777,212,9.6,5226513773,140,37.7,5226513771,56,Back,5226513779,213,6.13,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149659,150,1,1,12,50,dcdnoyf6kzhj46iyfm7xq43fy,1,37.7,47.5,2024-09-21T11:43:16.583Z,2024-09-21T11:43:18Z,5226514019,212,14.5,5226514013,56,Back,5226514017,141,26.8,5226514015,140,34.2,5226514021,213,4.46,,,,,,,,,,dedol1cdecfmywapqdnndxucp,M. Olislagers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149745,151,1,1,12,52,dcdnoyf6kzhj46iyfm7xq43fy,1,36.8,25,2024-09-21T11:43:18.232Z,2024-09-21T11:43:22Z,5226514459,212,26.9,5226514451,56,Right,5226514461,213,5.80,5226514457,141,6.7,5226514455,140,59.5,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149761,152,1,1,12,56,dcdnoyf6kzhj46iyfm7xq43fy,1,61.1,6.2,2024-09-21T11:43:22.519Z,2024-09-21T11:57:51Z,5226514573,212,11.3,5226514571,141,6.8,5226514567,56,Right,5226514575,213,0.04,5226514569,140,71.9,,,,,,,,,,8m3okb64mh1m7dfmp0km4wct1,F. Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149869,153,1,1,13,0,dcdnoyf6kzhj46iyfm7xq43fy,1,79.5,11.9,2024-09-21T11:43:26.615Z,2024-09-21T11:43:50Z,5226517571,210,13,5226515205,141,44.6,5226515207,212,26.4,5226517573,154,,5226515197,2,,5226515203,140,93.1,5226515201,56,Center,5226515209,213,1.00,d1fnp3b9t3mfz4aj2csayfhwq,K. Seike,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149949,154,13,1,13,2,dcdnoyf6kzhj46iyfm7xq43fy,1,93.1,44.6,2024-09-21T11:43:28.639Z,2024-09-21T11:44:04Z,5226515573,17,,5226517597,20,,5226517613,103,13.9,5226517603,154,,5226517615,214,,5226517621,230,98.4,5226517599,73,,5226515575,56,Center,52w10pe7mkfv4twb2p2c5ugnp,P. Bremer,5226517605,55,,153,5226517601,29,,5226517619,328,,5226517611,102,62.5,5226515571,22,,5226517623,231,46.6,,,,,,,,,,,,,,
2723149889,87,5,1,13,3,7kt37xy93vjy6wac8vq6fqz3g,1,-1.1,42.3,2024-09-21T11:43:29.394Z,2024-09-21T11:59:09Z,5226515293,346,,5226515291,56,Back,5226515685,233,155,,,,,,,,,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723149959,155,5,1,13,3,dcdnoyf6kzhj46iyfm7xq43fy,0,101.1,57.7,2024-09-21T11:43:29.394Z,2024-09-21T11:59:10Z,5226515643,346,,5226515727,233,87,5226515641,56,Center,,,,,,,,,,,,,,,,52w10pe7mkfv4twb2p2c5ugnp,P. Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150619,88,1,1,13,34,7kt37xy93vjy6wac8vq6fqz3g,1,4.6,49.6,2024-09-21T11:44:00.683Z,2024-09-21T11:44:05Z,5226519187,140,4.2,5226519193,213,4.65,5226519191,212,6.3,5226519185,56,Back,5226519189,141,40.3,5226519197,237,,5226519183,124,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150715,89,1,1,13,38,7kt37xy93vjy6wac8vq6fqz3g,1,7,39.2,2024-09-21T11:44:04.387Z,2024-09-21T11:44:08Z,5226519659,213,1.40,5226519651,56,Back,5226519657,212,19.3,5226519655,141,67.2,5226519653,140,10.1,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150779,90,1,1,13,42,7kt37xy93vjy6wac8vq6fqz3g,1,14.3,76,2024-09-21T11:44:08.154Z,2024-09-21T11:44:11Z,5226520005,56,Back,5226520015,213,0.01,5226520007,140,37.7,5226520011,212,24.6,5226520009,141,76.4,,,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150973,91,1,1,13,45,7kt37xy93vjy6wac8vq6fqz3g,1,37.7,78.5,2024-09-21T11:44:11.226Z,2024-09-21T11:44:19Z,5226521105,212,13.8,5226521099,56,Back,5226521107,213,2.24,5226521103,141,94.4,5226521101,140,29.5,,,,,,,,,,6kitz3oodxt3ejj5u0fwzhhat,V. Sarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150979,92,61,1,13,53,7kt37xy93vjy6wac8vq6fqz3g,0,43.3,99.2,2024-09-21T11:44:19.258Z,2024-09-21T11:44:19Z,5226521143,56,Back,,,,,,,,,,,,,,,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723150999,156,49,1,13,54,dcdnoyf6kzhj46iyfm7xq43fy,1,46.4,5.9,2024-09-21T11:44:20.086Z,2024-09-21T11:58:29Z,,,,,,,,,,,,,,,,,,,,,,,,,d1fnp3b9t3mfz4aj2csayfhwq,K. Seike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151197,157,1,1,13,55,dcdnoyf6kzhj46iyfm7xq43fy,1,46.3,5.6,2024-09-21T11:44:21.047Z,2024-09-21T11:44:26Z,5226522133,140,44.7,5226522135,141,18.5,5226522137,212,8.9,5226522139,213,1.76,5226522131,56,Back,,,,,,,,,,d1fnp3b9t3mfz4aj2csayfhwq,K. Seike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151215,158,1,1,14,1,dcdnoyf6kzhj46iyfm7xq43fy,1,44.4,20.3,2024-09-21T11:44:26.823Z,2024-09-21T11:58:34Z,5226522245,141,39.7,5226522243,140,36.1,5226522241,56,Back,5226522249,213,2.15,5226522247,212,15.8,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151341,159,1,1,14,2,dcdnoyf6kzhj46iyfm7xq43fy,1,37.6,38.8,2024-09-21T11:44:28.712Z,2024-09-21T11:44:32Z,5226522877,212,7.8,5226522879,213,5.43,5226522871,56,Back,5226522873,140,42.5,5226522875,141,30.1,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151385,160,1,1,14,6,dcdnoyf6kzhj46iyfm7xq43fy,1,52.6,24.3,2024-09-21T11:44:32.535Z,2024-09-21T11:44:34Z,5226523035,56,Right,5226523047,212,13.6,5226523051,213,5.24,5226523039,140,59.1,5226523043,141,7.0,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151401,161,1,1,14,8,dcdnoyf6kzhj46iyfm7xq43fy,0,59.6,6.7,2024-09-21T11:44:33.911Z,2024-09-21T11:44:34Z,5226523139,213,6.26,5226523131,56,Right,5226523137,212,5.0,5226523135,141,6.5,5226523133,140,64.4,,,,,,,,,,d1fnp3b9t3mfz4aj2csayfhwq,K. Seike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151421,93,8,1,14,9,7kt37xy93vjy6wac8vq6fqz3g,1,33.7,98.7,2024-09-21T11:44:35.202Z,2024-09-21T11:44:35Z,5226523215,56,Back,,,,,,,,,,,,,,,,,,,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151443,94,5,1,14,9,7kt37xy93vjy6wac8vq6fqz3g,0,33.8,101.3,2024-09-21T11:44:35.222Z,2024-09-21T11:59:10Z,5226523387,233,162,5226523317,347,,5226523315,56,Back,,,,,,,,,,,,,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723151429,162,5,1,14,9,dcdnoyf6kzhj46iyfm7xq43fy,1,66.2,-1.3,2024-09-21T11:44:35.222Z,2024-09-21T11:59:10Z,5226523267,347,,5226523363,233,94,5226523265,56,Right,,,,,,,,,,,,,,,,d1fnp3b9t3mfz4aj2csayfhwq,K. Seike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
