id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2727924227,8,1,1,0,16,axwnneoekq2f2yq6r1l704y96,1,72,60.9,2024-09-29T13:01:59.226Z,2024-09-29T13:02:02Z,5252581317,56,Center,5252581323,212,19.9,5252581319,140,73.9,5252581325,213,4.81,5252581321,141,31.8,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727924265,9,1,1,0,20,axwnneoekq2f2yq6r1l704y96,1,73,36.6,2024-09-29T13:02:02.666Z,2024-09-29T13:02:04Z,5252581543,140,75.6,5252581541,56,Center,5252581547,212,9.8,5252581545,141,50.4,5252581549,213,1.29,,,,,,,,,,dzhvgrdkl4nuj8z4fd9to0ag9,Geyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727924297,10,1,1,0,21,axwnneoekq2f2yq6r1l704y96,0,73.2,50.7,2024-09-29T13:02:04.474Z,2024-09-29T13:02:05Z,5252581731,213,5.92,5252581723,56,Center,5252581727,141,42.8,5252581729,212,15.1,5252581725,140,86.6,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727924281,7,61,1,0,22,7kt37xy93vjy6wac8vq6fqz3g,1,21.4,54.3,2024-09-29T13:02:05.188Z,2024-09-29T13:02:05Z,5252581631,56,Back,,,,,,,,,,,,,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727940673,76,3,1,0,23,7kt37xy93vjy6wac8vq6fqz3g,1,15.5,60.2,2024-09-29T13:02:06.029Z,2024-09-29T13:56:47Z,5252673511,285,,5252673509,56,Back,5252676287,233,90,,,,,,,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727940645,90,45,1,0,23,axwnneoekq2f2yq6r1l704y96,0,84.5,39.8,2024-09-29T13:02:06.029Z,2024-09-29T13:56:47Z,5252676215,56,Center,5252676295,233,76,5252676221,286,,,,,,,,,,,,,,,,,dzhvgrdkl4nuj8z4fd9to0ag9,Geyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727924339,8,49,1,0,24,7kt37xy93vjy6wac8vq6fqz3g,1,12.2,63.7,2024-09-29T13:02:07.172Z,2024-09-29T13:02:07Z,,,,,,,,,,,,,,,,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727924555,9,1,1,0,25,7kt37xy93vjy6wac8vq6fqz3g,1,11.8,72,2024-09-29T13:02:08.323Z,2024-09-29T13:02:14Z,5252582997,56,Back,5252583007,141,93.6,5252583001,140,30.0,5252583011,212,24.1,5252583013,213,0.66,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727924659,10,1,1,0,31,7kt37xy93vjy6wac8vq6fqz3g,1,44,97.8,2024-09-29T13:02:14.386Z,2024-09-29T13:02:20Z,5252583623,56,Left,5252583631,213,6.26,5252583627,141,96.5,5252583629,212,31.8,5252583625,140,74.3,,,,,,,,,,24i5v2hlbeen8brcaa79oqjft,S. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727924671,11,1,1,0,37,7kt37xy93vjy6wac8vq6fqz3g,0,87.6,97.4,2024-09-29T13:02:19.938Z,2024-09-29T13:02:23Z,5252583683,56,Left,5252583687,141,95.9,5252583691,213,5.10,5252584165,236,,5252584169,233,11,5252584173,286,,5252583689,212,1.1,5252583685,140,88.0,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727924753,11,74,1,0,37,axwnneoekq2f2yq6r1l704y96,1,15.1,12.2,2024-09-29T13:02:19.939Z,2024-09-29T14:08:17Z,5252584109,285,,5252584107,56,Back,5252584223,233,11,,,,,,,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727924959,12,6,1,0,42,7kt37xy93vjy6wac8vq6fqz3g,1,93.1,70.5,2024-09-29T13:02:24.604Z,2024-09-29T13:55:04Z,5252585333,56,Center,5252585335,73,,5252591431,233,12,,,,,,,,,,,,,,,,d71c1o7e1t448gemysrgisj8q,Inma Gabarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727924807,12,6,1,0,42,axwnneoekq2f2yq6r1l704y96,0,6.9,29.5,2024-09-29T13:02:24.604Z,2024-09-29T13:55:05Z,5252584643,56,Back,5252591451,233,12,5252584645,73,,,,,,,,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727925855,13,1,1,1,17,7kt37xy93vjy6wac8vq6fqz3g,0,99.5,99.5,2024-09-29T13:02:59.956Z,2024-09-29T13:03:05Z,5252589907,1,,5252589885,2,,5252589903,212,37.6,5252589897,56,Center,5252589887,6,,5252589891,155,,5252589905,213,4.76,5252589901,141,44.3,avttb0ne86ra4pqruk0d8al05,L. Hope,5252589895,223,5252589899,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727926259,13,5,1,1,23,axwnneoekq2f2yq6r1l704y96,1,-1,59,2024-09-29T13:03:05.640Z,2024-09-29T13:33:50Z,5252591977,56,Back,5252591979,346,,5252592055,233,14,,,,,,,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727925859,14,5,1,1,23,7kt37xy93vjy6wac8vq6fqz3g,0,101,41,2024-09-29T13:03:05.640Z,2024-09-29T13:03:22Z,5252592127,233,13,5252589927,346,,5252589923,56,Center,,,,,,,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727926629,14,1,1,1,44,axwnneoekq2f2yq6r1l704y96,1,3.5,56.6,2024-09-29T13:03:26.923Z,2024-09-29T13:03:31Z,5252593829,124,,5252593837,140,9.4,5252593847,237,,5252593839,141,31.2,5252593835,56,Back,5252593841,212,18.3,5252593843,213,5.06,,,,8btgs1e799s3xyjfqloeg2iju,P. Tullis-Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727926731,15,1,1,1,48,axwnneoekq2f2yq6r1l704y96,1,7.7,40.9,2024-09-29T13:03:31.227Z,2024-09-29T13:03:34Z,5252594375,140,7.5,5252594379,212,20.2,5252594377,141,70.6,5252594381,213,1.58,5252594373,56,Back,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727926815,16,1,1,1,52,axwnneoekq2f2yq6r1l704y96,1,7,71.7,2024-09-29T13:03:34.634Z,2024-09-29T13:03:36Z,5252594727,213,1.02,5252594723,141,91.8,5252594719,56,Back,5252594725,212,16.0,5252594721,140,15.0,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727926939,17,1,1,1,53,axwnneoekq2f2yq6r1l704y96,1,15.3,92.1,2024-09-29T13:03:36.475Z,2024-09-29T13:03:41Z,5252595381,56,Back,5252595391,212,25.1,5252595387,141,77.9,5252595395,213,5.89,5252595383,140,37.4,,,,,,,,,,d29d4xtq3ib0nim6keirgdx3p,L. Galton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727927143,18,1,1,1,58,axwnneoekq2f2yq6r1l704y96,1,55,69.3,2024-09-29T13:03:41.211Z,2024-09-29T13:03:48Z,5252596525,140,69.2,5252596529,212,40.4,5252596531,213,5.09,5252596527,141,14.1,5252596523,56,Right,5252596533,1,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727927201,19,1,1,2,5,axwnneoekq2f2yq6r1l704y96,0,82.8,13.5,2024-09-29T13:03:48.027Z,2024-09-29T13:03:51Z,5252596851,155,,5252596861,141,48.5,5252596867,213,1.10,5252596853,56,Center,5252597135,233,15,5252596863,212,26.7,5252596857,140,94.3,5252596849,2,,dzhvgrdkl4nuj8z4fd9to0ag9,Geyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727927259,15,11,1,2,8,7kt37xy93vjy6wac8vq6fqz3g,1,4.1,48.1,2024-09-29T13:03:51.491Z,2024-09-29T13:03:52Z,5252597205,233,19,5252597101,56,Back,5252597103,88,,,,,,,,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727927613,16,80,1,2,19,7kt37xy93vjy6wac8vq6fqz3g,0,9.5,46.3,2024-09-29T13:04:01.972Z,2024-09-29T13:04:02Z,,,,,,,,,,,,,,,,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727928055,17,1,1,2,20,7kt37xy93vjy6wac8vq6fqz3g,1,10.5,46.3,2024-09-29T13:04:03.189Z,2024-09-29T13:04:19Z,5252601223,140,12.8,5252601221,56,Back,5252601227,212,16.4,5252601229,213,1.42,5252601225,141,70.2,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727928259,18,1,1,2,36,7kt37xy93vjy6wac8vq6fqz3g,1,33.3,78.5,2024-09-29T13:04:18.868Z,2024-09-29T13:04:24Z,5252602199,213,0.65,5252602195,141,97.8,5252602197,212,21.6,5252602191,56,Back,5252602193,140,49.6,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727928269,19,50,1,2,40,7kt37xy93vjy6wac8vq6fqz3g,1,54.4,89,2024-09-29T13:04:23.433Z,2024-09-29T13:14:12Z,5252602251,286,,5252602377,233,20,5252602249,56,Left,,,,,,,,,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727928271,20,7,1,2,40,axwnneoekq2f2yq6r1l704y96,1,45.6,11,2024-09-29T13:04:23.434Z,2024-09-29T13:04:32Z,5252602349,233,19,5252602277,56,Back,5252602279,285,,,,,,,,,,,,,,,,,dzhvgrdkl4nuj8z4fd9to0ag9,Geyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727946831,87,83,1,2,41,7kt37xy93vjy6wac8vq6fqz3g,0,52.3,79.7,2024-09-29T13:04:24.333Z,2024-09-29T13:14:35Z,5252705435,399,dqpv2janh4g4qkiqx7h7vs8gl,,,,,,,,,,,,,,,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727928523,22,61,1,2,42,axwnneoekq2f2yq6r1l704y96,1,54.3,29.2,2024-09-29T13:04:24.675Z,2024-09-29T13:14:59Z,5252603607,56,Center,,,,,,,,,,,,,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727928277,21,49,1,2,43,axwnneoekq2f2yq6r1l704y96,1,54,27.9,2024-09-29T13:04:25.971Z,2024-09-29T13:15:06Z,,,,,,,,,,,,,,,,,,,,,,,,,dzhvgrdkl4nuj8z4fd9to0ag9,Geyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727928541,23,1,1,2,44,axwnneoekq2f2yq6r1l704y96,0,60.5,31.2,2024-09-29T13:04:27.419Z,2024-09-29T13:04:33Z,5252603671,212,20.3,5252603663,56,Center,5252603665,140,79.8,5252603675,213,6.23,5252603667,141,29.5,,,,,,,,,,dzhvgrdkl4nuj8z4fd9to0ag9,Geyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727928407,20,49,1,2,47,7kt37xy93vjy6wac8vq6fqz3g,1,20.9,76.9,2024-09-29T13:04:29.779Z,2024-09-29T13:04:29Z,,,,,,,,,,,,,,,,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727928533,21,1,1,2,47,7kt37xy93vjy6wac8vq6fqz3g,1,20.9,76.9,2024-09-29T13:04:29.835Z,2024-09-29T13:04:33Z,5252603635,140,10.6,5252603639,212,19.2,5252603637,141,53.6,5252603641,213,4.11,5252603633,56,Back,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727928825,22,1,1,2,50,7kt37xy93vjy6wac8vq6fqz3g,1,13.8,54,2024-09-29T13:04:32.980Z,2024-09-29T13:04:43Z,5252605251,213,1.45,5252605245,141,74.8,5252605249,212,14.2,5252605237,56,Back,5252605241,140,15.4,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727928891,23,1,1,3,0,7kt37xy93vjy6wac8vq6fqz3g,1,19.7,78.7,2024-09-29T13:04:43.123Z,2024-09-29T13:04:46Z,5252605561,213,3.96,5252605559,212,18.2,5252605555,140,7.9,5252605557,141,59.1,5252605553,56,Back,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727929019,24,1,1,3,3,7kt37xy93vjy6wac8vq6fqz3g,1,7.4,56,2024-09-29T13:04:46.243Z,2024-09-29T13:04:50Z,5252606229,56,Back,5252606235,212,25.0,5252606231,140,19.0,5252606237,213,5.22,5252606233,141,23.9,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727929053,25,1,1,3,7,7kt37xy93vjy6wac8vq6fqz3g,0,25.3,20.7,2024-09-29T13:04:49.627Z,2024-09-29T13:15:47Z,5252606409,56,Back,5252606419,213,1.59,5252606415,212,13.1,5252606413,141,40.0,5252606411,140,25.1,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727949629,90,51,1,3,8,7kt37xy93vjy6wac8vq6fqz3g,1,28.3,19.9,2024-09-29T13:04:50.749Z,2024-09-29T13:16:05Z,5252720003,170,27,,,,,,,,,,,,,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727929079,24,8,1,3,9,axwnneoekq2f2yq6r1l704y96,1,77.1,60.8,2024-09-29T13:04:52.331Z,2024-09-29T13:04:52Z,5252606547,56,Center,,,,,,,,,,,,,,,,,,,,,,1ry82n1adajgmjtce487u9q1g,G. Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727929087,25,49,1,3,10,axwnneoekq2f2yq6r1l704y96,1,77.1,60.8,2024-09-29T13:04:52.971Z,2024-09-29T13:04:53Z,,,,,,,,,,,,,,,,,,,,,,,,,1ry82n1adajgmjtce487u9q1g,G. Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727929543,26,3,1,3,12,axwnneoekq2f2yq6r1l704y96,1,90,62.2,2024-09-29T13:04:55.051Z,2024-09-29T13:56:48Z,5252614785,233,27,5252609103,286,,5252609101,56,Center,,,,,,,,,,,,,,,,1ry82n1adajgmjtce487u9q1g,G. Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727930185,27,45,1,3,12,7kt37xy93vjy6wac8vq6fqz3g,0,10,37.8,2024-09-29T13:04:55.051Z,2024-09-29T13:56:48Z,5252612565,285,,5252614825,233,26,5252612563,56,Back,,,,,,,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727929555,27,16,1,3,15,axwnneoekq2f2yq6r1l704y96,1,88.2,59,2024-09-29T13:04:57.531Z,2024-09-29T13:05:48Z,5252614609,231,52.9,5252614599,458,,5252609159,254,,5252609155,17,,5252614577,80,,5252614579,102,47.8,5252614587,215,,5252610377,375,03:14.182,1ry82n1adajgmjtce487u9q1g,G. Clinton,5252610359,20,5252610373,374,2024-09-29 14:04:56.702,5252614583,214,5252609153,22,5252614581,103,15.8,5252614603,230,96.5,5252609157,56,Center,,,,,,,,,,,,,,,,
