id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value
2756877149,1,34,16,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-12-08T13:10:59.123Z,2024-12-08T13:34:01Z,5410564767,197,17481,5410564773,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5410564741,30,"e0gysmymetthyhdkn2q54l51x, 3tz0jq7tbg6u1dm6qlx53u6s5, 3ws5zg8wy6j86cr8yrqxnsx9m, 1dbhha29epjmo8g4xfm5taaj9, 9cjjs4piq3t12iltsfon52h91, 6f8lpm5ckuv4z0tbur533qpxx, 1vpy4utdaxo6zs2enj4tphejt, cs8bo5xvtd2bq7kd91flepwwl, 9jitxfwaeix5fn1n3dhartbhm, amg2zai9038cdz9uuql3l9rkl, cpvbitkove7bavl96lkgs1vc9, 3i90wgjkjzq4krgms7tfhp5p0, 8jooatan3cxd38v2jyf23pot1, b3i5okqaspq6w7w456ab4cxjp, d80r13kh5f6bcpwsy3cka75d5, dzfr9ktjmxqj2eh2xibt7konp, 5ye5h1o9ndhfeqdi8mh4f9une, 321yjdo3gio1l33hc1pdps4wl, cuwey2ph04gmxs7rwja65n1uc, bpmtdn2uqnwhllfnm59ck6rit",5410564749,59,"1, 2, 3, 8, 4, 14, 23, 5, 17, 9, 20, 35, 16, 33, 25, 10, 11, 19, 18, 28",5410564763,194,amg2zai9038cdz9uuql3l9rkl,5410564759,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5410564755,130,8,5410564745,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756881821,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-12-08T13:15:07.214Z,2024-12-08T13:15:07Z,5410589951,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5410589963,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5410589957,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5410589949,30,"c8jqnf6qf93zkyzdxtz20tgix, n70i0c7uk1qxianxoiotqmeh, 6679bfd6bjylogbe4ebese85x, 6291bj0xqq1w2631bajrpeb4l, 6zaowm8oua2nzpobekogff1lh, e3fa1ou90dirp8yjjterhrs9h, 3sn815dsm0i0rnw9nigjyb0et, 30z4o4w3iw0frztn9isqwx2ei, 5qxvej7pcqqr989sba7k0jv85, 1o0o6thivoulnmsklkpbwpiad, ddagc0khq0zh1ywynyci8nzrp, dib5a7vebmtxqcksi1tuteklx, bd1752qgxbodnsgdus42fc99l, 3kfxvwa38a7oq0d126jm4o9ka, 8lfnj5bvo97dimx52no42nmqd, 24qwx85sfxy0r8pld85w7tzze, dcr6epadtrotjsk6yzsir7t62, 3i4ljm3hqc6wg8s6l4onlagut, 5utqxprl108x404hqwul42plg, ec1vrqeqni3lmibeazgq62eol",5410589959,194,6zaowm8oua2nzpobekogff1lh,5410589955,130,8,5410589961,197,723,5410589953,59,"14, 2, 11, 8, 6, 7, 9, 32, 23, 12, 19, 1, 3, 5, 26, 22, 16, 17, 56, 25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756931003,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-12-08T14:01:30.514Z,2024-12-12T07:07:42Z,5410850211,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756931059,2,32,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-12-08T14:01:30.514Z,2024-12-08T14:01:32Z,5410850451,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758081121,781,1,1,0,1,5rurqie3qt1qav9ir5mkqinn,1,49.8,50.1,2024-12-08T14:01:31.621Z,2024-12-12T07:08:11Z,5417147743,141,59.7,5417147749,279,S,5417147747,213,2.73,5417147741,140,35.7,5417147745,212,16.2,5417147739,56,Back,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758081223,782,1,1,0,1,5rurqie3qt1qav9ir5mkqinn,1,35.5,58.2,2024-12-08T14:01:32.472Z,2024-12-12T07:08:48Z,5417148091,140,26.9,5417148097,213,4.14,5417148095,212,16.6,5417148089,56,Back,5417148093,141,37.8,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758081251,783,1,1,0,5,5rurqie3qt1qav9ir5mkqinn,1,26.9,37.8,2024-12-08T14:01:35.872Z,2024-12-12T07:08:57Z,5417148185,212,25.2,5417148187,213,1.44,5417148181,140,30.1,5417148179,56,Back,5417148183,141,74.6,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756931131,3,43,1,0,6,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-12-08T14:01:37.146Z,2024-12-12T07:25:28Z,5417156899,144,79,5410850879,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758081299,784,1,1,0,10,5rurqie3qt1qav9ir5mkqinn,1,29.1,77.2,2024-12-08T14:01:41.172Z,2024-12-12T07:09:15Z,5417148353,212,20.5,5417148351,141,56.5,5417148347,56,Back,5417148349,140,14.9,5417148355,213,3.90,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758081307,785,1,1,0,15,5rurqie3qt1qav9ir5mkqinn,1,14.9,56.5,2024-12-08T14:01:45.672Z,2024-12-12T07:09:17Z,5417148385,56,Back,5417148393,213,0.88,5417148391,212,22.1,5417148387,140,28.3,5417148389,141,81.5,,,,,,,,,,c8jqnf6qf93zkyzdxtz20tgix,D. van Domselaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
