id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/10/value,qualifier/16/value,assist
2758600757,1,34,16,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2024-12-14T11:15:45.246Z,2024-12-14T12:05:32Z,5419999925,197,9086,5419999913,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5419999911,30,"avud4qv9xovwlr2pxc8fcmiuh, 5mcszf3yuxwxcggl8ds2v1a7d, ceww6vauxaqddgogso515rcru, 15ueea8j21zale5d23rifkct1, d3qtg5xhiwe3zamb4mh50whjp, 4u9olqnk9orietagu35v6s355, 3322apmmg9crui9646d4cbm5l, 60q198d41n3y887jeiezr850q, 9ww7juyjcdpja51ov7t9hnf1l, 7p90xt2oakctnbc9a0bgbjpw5, 7f7tbbjqhhyydjj4wurm28xcl, bxrfg32lc9sspg2ewx160yqxh, 4r1z04gidueqs684yxeyrq8ve, cf88cbpwlbfw6ampeklh3kcbu, 3hi3jauxk9i5k94dniki04mei, 70itgnsfoz6fiynrcmdxtv0no, 1pbykh6l3re7ij3e7k3e7mrys, 9hgyk9yij7batwf9gf6l0jxuc, 1ct6g590mpcg14jw94v4g2tm2, 19qjvbtfwo55xwsqu5dmwh9ii",5419999919,130,8,5419999923,194,15ueea8j21zale5d23rifkct1,5419999921,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5419999917,59,"1, 17, 12, 11, 5, 22, 7, 30, 6, 29, 21, 23, 2, 31, 18, 53, 57, 47, 20, 27",5419999927,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758601027,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2024-12-14T11:16:51.143Z,2024-12-14T11:16:51Z,5420001417,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5420001427,197,25070,5420001425,194,anghujtc4achyb9mflowgg9n9,5420001429,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5420001415,30,"6bejfvxorcqyawi2fmk2kbco9, 1dg7whnmk3nb1adw7n8a7nnbp, ehmzgi988h8g6rgekp3qivkr9, 7np6c6939ms55m37juqvw0oa, 3c80px00lrpe84s9yurszqcid, anghujtc4achyb9mflowgg9n9, 2m6wew2746q1xsoio3703t8t1, agdmqurwrf5k6izewj4voxcdl, 27oce8op8b7a6fmyp8utoz5gq, 7b1wnybwn288obuc03bea8962, 1cfhmihovl78l8osqbo1w9nth, 6xrzl8rljlz8zmlaj69qqktlh, e99acckkxm6ny8ug3eu00r8yc, 69nz7p1izpw4i8tle2c8hls2y, 71koweyjpe1rf9kgd66qkm044, 5m8q057u3ek6rjdpmlu98uesq, eihksc6tdooqw7ref4nt520a, 5ibsbj2zqv62c94k5wijnayy2, c0my4y3kjf7jbbfujj5l8e8yx, 6ypmyozp8zmq4tk36n49oz5xx",5420001419,59,"24, 22, 12, 18, 14, 4, 19, 6, 7, 23, 11, 1, 40, 33, 53, 29, 27, 9, 21, 15",5420001423,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5420001421,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610755,2,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2024-12-14T12:00:17.513Z,2024-12-14T12:00:18Z,5420055085,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610745,2,32,1,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2024-12-14T12:00:17.513Z,2024-12-14T12:00:17Z,5420055045,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610789,3,1,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,50.1,50,2024-12-14T12:00:17.514Z,2024-12-14T12:00:23Z,5420055233,212,16.6,5420055231,141,39.5,5420055227,56,Back,5420055235,213,3.59,5420055237,279,S,5420055229,140,35.8,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610799,4,1,1,0,6,spi3g782q7m4evjxn1sv6cfa,1,36.6,37.7,2024-12-14T12:00:23.604Z,2024-12-14T12:00:25Z,5420055289,141,29.7,5420055285,56,Back,5420055293,213,3.65,5420055291,212,11.2,5420055287,140,27.3,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610825,5,1,1,0,7,spi3g782q7m4evjxn1sv6cfa,1,27.3,29.7,2024-12-14T12:00:25.444Z,2024-12-14T12:00:27Z,5420055415,141,71.4,5420055419,213,1.55,5420055417,212,28.4,5420055413,140,27.8,5420055411,56,Back,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610861,6,1,1,0,10,spi3g782q7m4evjxn1sv6cfa,1,29,69.1,2024-12-14T12:00:27.652Z,2024-12-14T12:00:33Z,5420055553,141,31.8,5420055551,140,28.8,5420055555,212,25.4,5420055549,56,Back,5420055557,213,4.70,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610873,7,1,1,0,15,spi3g782q7m4evjxn1sv6cfa,1,32.6,27.7,2024-12-14T12:00:32.933Z,2024-12-14T12:00:35Z,5420055617,212,35.6,5420055613,140,63.9,5420055611,56,Right,5420055621,1,,5420055615,141,7.6,5420055619,213,5.89,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610881,8,1,1,0,17,spi3g782q7m4evjxn1sv6cfa,1,66,7.3,2024-12-14T12:00:34.916Z,2024-12-14T12:00:36Z,5420055671,213,1.69,5420055667,141,18.9,5420055669,212,7.9,5420055665,140,65.1,5420055663,56,Right,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610927,9,1,1,0,18,spi3g782q7m4evjxn1sv6cfa,0,65.1,18.9,2024-12-14T12:00:36.261Z,2024-12-14T12:34:22Z,5420055875,213,5.77,5420055869,140,74.1,5420055873,212,10.9,5420055871,141,11.0,5420055867,56,Right,,,,,,,,,,7b1wnybwn288obuc03bea8962,M. Hamano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610901,3,12,1,0,20,28u3q82ip96ahymkup01vfxli,1,22.5,89.1,2024-12-14T12:00:38.073Z,2024-12-14T12:04:43Z,5420055751,56,Back,5420055753,140,30.4,5420055759,213,0.30,5420055755,141,92.9,5420068669,233,10,5420055757,212,8.7,5420068667,397,,,,,4u9olqnk9orietagu35v6s355,S. Kees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610931,10,74,1,0,20,spi3g782q7m4evjxn1sv6cfa,1,69.9,7.4,2024-12-14T12:00:38.074Z,2024-12-14T12:04:43Z,5420055901,285,,5420055899,56,Right,5420068645,397,,5420068695,233,3,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610907,4,5,1,0,22,28u3q82ip96ahymkup01vfxli,1,28.4,101.2,2024-12-14T12:00:39.660Z,2024-12-14T12:53:23Z,5420055959,233,11,5420055771,56,Back,5420055773,347,,,,,,,,,,,,,,,,,4u9olqnk9orietagu35v6s355,S. Kees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610941,11,5,1,0,22,spi3g782q7m4evjxn1sv6cfa,0,71.6,-1.2,2024-12-14T12:00:39.660Z,2024-12-14T12:04:15Z,5420055963,233,4,5420055953,347,,5420055951,56,Right,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610975,5,1,1,0,26,28u3q82ip96ahymkup01vfxli,0,26.8,100,2024-12-14T12:00:44.294Z,2024-12-14T12:00:48Z,5420056099,140,39.2,5420056095,107,,5420056097,56,Back,5420056105,213,5.90,5420056101,141,93.9,5420056103,212,14.0,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610985,12,44,1,0,30,spi3g782q7m4evjxn1sv6cfa,1,61,5.9,2024-12-14T12:00:48.069Z,2024-12-14T12:06:38Z,5420056157,286,,5420056185,233,6,5420056155,56,Right,,,,,,,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758610981,6,44,1,0,30,28u3q82ip96ahymkup01vfxli,0,39,94.1,2024-12-14T12:00:48.070Z,2024-12-14T12:00:54Z,5420056123,56,Back,5420056125,285,,5420056201,233,12,,,,,,,,,,,,,,,,9ww7juyjcdpja51ov7t9hnf1l,S. Takarada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758611015,13,1,1,0,31,spi3g782q7m4evjxn1sv6cfa,1,55.8,7.3,2024-12-14T12:00:48.901Z,2024-12-14T12:06:35Z,5420056301,140,62.5,5420056303,141,5.3,5420056305,212,7.2,5420056299,56,Right,5420056297,3,,5420056307,213,6.09,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758611001,7,83,1,0,32,28u3q82ip96ahymkup01vfxli,0,33.6,95.4,2024-12-14T12:00:50.134Z,2024-12-14T12:00:53Z,5420056391,399,2m6wew2746q1xsoio3703t8t1,,,,,,,,,,,,,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758611017,14,49,1,0,33,spi3g782q7m4evjxn1sv6cfa,1,62.5,5.3,2024-12-14T12:00:51.124Z,2024-12-14T12:00:51Z,,,,,,,,,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758611035,15,1,1,0,33,spi3g782q7m4evjxn1sv6cfa,1,62.5,5.3,2024-12-14T12:00:51.396Z,2024-12-14T12:00:52Z,5420056377,141,18.6,5420056381,213,2.06,5420056379,212,10.3,5420056375,140,57.9,5420056373,56,Right,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758611065,16,1,1,0,35,spi3g782q7m4evjxn1sv6cfa,1,58.1,17.1,2024-12-14T12:00:52.853Z,2024-12-14T12:00:57Z,5420056553,213,3.32,5420056551,212,18.8,5420056545,56,Back,5420056549,141,12.2,5420056547,140,40.5,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758611089,17,1,1,0,39,spi3g782q7m4evjxn1sv6cfa,1,40.1,14.9,2024-12-14T12:00:56.869Z,2024-12-14T12:00:59Z,5420056665,212,25.5,5420056661,140,32.0,5420056663,141,50.3,5420056659,56,Back,5420056667,213,1.91,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758611099,18,1,1,0,41,spi3g782q7m4evjxn1sv6cfa,1,31.6,50.6,2024-12-14T12:00:59.252Z,2024-12-14T12:01:01Z,5420056727,141,75.1,5420056731,213,1.02,5420056723,56,Back,5420056729,212,19.5,5420056725,140,41.3,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758611109,19,1,1,0,43,spi3g782q7m4evjxn1sv6cfa,1,41.9,75.9,2024-12-14T12:01:01.060Z,2024-12-14T12:01:02Z,5420056773,212,15.3,5420056771,141,56.3,5420056767,56,Back,5420056775,213,4.20,5420056769,140,34.8,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758611137,20,1,1,0,44,spi3g782q7m4evjxn1sv6cfa,1,34.8,56.3,2024-12-14T12:01:02.309Z,2024-12-14T12:01:05Z,5420056927,213,4.84,5420056919,56,Back,5420056921,140,37.1,5420056923,141,27.7,5420056925,212,19.6,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758611177,21,1,1,0,48,spi3g782q7m4evjxn1sv6cfa,1,37.1,27.7,2024-12-14T12:01:05.620Z,2024-12-14T12:01:10Z,5420057143,141,6.5,5420057145,212,31.1,5420057147,213,5.80,5420057135,56,Right,5420057139,140,63.3,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758611195,22,1,1,0,52,spi3g782q7m4evjxn1sv6cfa,1,64,6.1,2024-12-14T12:01:10.388Z,2024-12-14T12:01:12Z,5420057227,141,6.5,5420057231,213,3.13,5420057229,212,23.6,5420057225,140,41.5,5420057223,56,Back,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
