id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,keyPass,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2733734765,1,34,16,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-10-13T12:15:34.422Z,2024-10-13T13:07:18Z,5284394985,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5284394971,30,"el8c138wsa0bnop68caop5uxh, 8m3okb64mh1m7dfmp0km4wct1, dedol1cdecfmywapqdnndxucp, dld1dfaxrkcje24pmw72odzpw, 18f6a50q9okw7dcii40i8vd91, 589yqifloa5j7qwp2gnemyml1, 5t9mthxv6kthq6tnntv5q4fdh, 2hkkfeyzmu2pkqgjw3bpl7cnp, c705ailfiov40xwoysz0ggct1, 9t2pn6dp6w38b169a5qo9c60a, 52w10pe7mkfv4twb2p2c5ugnp, a7mvfblbrdc2xzot87jwzk4d0, d1fnp3b9t3mfz4aj2csayfhwq, af3x1ptiil8vti00lxf1x8ewa, 5zscs0qkg39k01a2n0qu9tvkk, 2w5e7dfxr588qpxex7cstyyy2, 8jcspom7vgzuzen8yw4php711, 4uest450f12ikgunglu92j0tl, 4payujvwgv750r4y1eeprn1g4",5284394973,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5284394983,197,26348,5284394977,130,13,5284394979,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5284394975,59,"32, 14, 19, 16, 5, 2, 6, 10, 9, 20, 8, 7, 11, 18, 21, 23, 27, 28, 59",5284394981,194,5t9mthxv6kthq6tnntv5q4fdh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733734775,1,34,16,0,0,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-10-13T12:15:38.360Z,2024-10-13T13:11:33Z,5284395023,194,da2wvt67j64u7zlybcel46n3e,5284395025,197,12037,5284395027,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5284395019,130,8,5284395017,59,"30, 14, 3, 17, 6, 2, 20, 5, 28, 10, 22, 19, 4, 8, 11, 24, 27, 32, 77",5284395015,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5284395013,30,"4x0c0fhtuohubcm7u16qzr2wa, 9mfotw533oa5qs1muu2z8t8lx, 8ojm3gdn5n6t8vw7by016uvh1, 3acexvvnl6jkxur5649bwjpxw, da2wvt67j64u7zlybcel46n3e, 8kmne7pn10uwqe6g1kc4w69cl, 189vxko1d1i7iiiol5ye10uay, d3uulb80d2j3hciw1v7ueodwq, dw593ezeekrbzlc2qhtc805p1, 6spinfzc1go7q5euom2apcdwq, 70h5ahiv905igqhjk86okzwt1, bhby3ex548cqf2rd527fk9iad, d9cewkta4tz35v0p71n5mcvkl, 3y8r35i7dm7sbgd9bxjd0je5m, bibuxh4qtt5zr3er5o8pssvzd, cpd3iq3dx1c9p1g74331i2mtw, cpujkte9oflwdrorh61l50v10, f204o8gildjfs87uhezqphul0, 50ef8q2ctd099il4iq14i0cfd",5284395021,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740813,2,32,1,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-10-13T13:01:37.422Z,2024-10-13T13:01:38Z,5284428913,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740809,2,32,1,0,0,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-10-13T13:01:37.422Z,2024-10-13T13:01:37Z,5284428901,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740829,3,1,1,0,0,6o6989d7o4w1kn35cu75y1mny,1,49.9,50.3,2024-10-13T13:01:37.423Z,2024-10-13T13:01:40Z,5284428977,213,3.14,5284428979,279,S,5284428975,212,18.5,5284428973,141,50.3,5284428971,140,32.3,5284428969,56,Back,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740845,4,1,1,0,2,6o6989d7o4w1kn35cu75y1mny,1,34.2,53.1,2024-10-13T13:01:40.280Z,2024-10-13T13:01:44Z,5284429061,141,66.4,5284429063,212,14.9,5284429065,213,2.49,5284429057,56,Back,5284429059,140,22.9,,,,,,,,,,3acexvvnl6jkxur5649bwjpxw,L. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740863,5,1,1,0,7,6o6989d7o4w1kn35cu75y1mny,1,26,67.9,2024-10-13T13:01:44.441Z,2024-10-13T13:01:47Z,5284429175,213,4.63,5284429173,212,16.5,5284429171,141,43.7,5284429169,140,24.7,5284429167,56,Back,,,,,,,,,,8ojm3gdn5n6t8vw7by016uvh1,F. Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740879,6,1,1,0,9,6o6989d7o4w1kn35cu75y1mny,0,24.3,41.3,2024-10-13T13:01:46.968Z,2024-10-13T13:01:48Z,5284429253,140,71.5,5284429251,56,Center,5284429249,155,,5284429259,213,6.11,5284429257,212,50.3,5284429255,141,28.3,5284429261,1,,,,,da2wvt67j64u7zlybcel46n3e,A. Everett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740889,3,49,1,0,12,dcdnoyf6kzhj46iyfm7xq43fy,1,20.7,89.3,2024-10-13T13:01:49.921Z,2024-10-13T13:01:50Z,,,,,,,,,,,,,,,,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733740907,4,1,1,0,13,dcdnoyf6kzhj46iyfm7xq43fy,1,24.1,83.5,2024-10-13T13:01:50.857Z,2024-10-13T13:01:53Z,5284429383,212,20.7,5284429385,213,3.69,5284429381,141,67.5,5284429377,56,Back,5284429379,140,7.3,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
