id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2748797157,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2024-11-16T16:36:05.114Z,2024-11-16T17:32:40Z,5366706019,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5366706011,30,"1vejfm6fcp0xeyk30r6hv79wp, 8hq106ex872xezlr1j901kpux, eb0h79vh5dwggjx7shj0ovetx, 7op9czmiln7ktmvetw97scz4l, 6bcvcloym3tzxss5hgsw4h1at, c6k1w8sothxmc08dbhqjzp1w5, bmw6mvkeropjorm2rxzw2fzai, 23kah59nbx1m7ro3imaaevoph, cm84oje8txj7m34zuhhv68ct1, 8i8zuouah6iycf9fdfmkdlppm, brflebs8m00rgali2owyoyove, bkjq8yp0rffvauz0nz94flfu2, 6r271sec7c84p1vqi2b1p5td5, 7gmh6g5c39asg7gnthx1jxp79, 8gxse7h6ucubo3weq7sp9dnf9, 3f6hkia6zu8xuwasqdz3w759m, 1hoivq7vrd8hx0e5gk4tuyxyi, ar565iwkuj9ijvgzmtniuasr8, 22blwbf4rlay0jfdecsxvu1hw, e7pnmdmll71gjbouggfrzrfh0",5366706021,194,c6k1w8sothxmc08dbhqjzp1w5,5366706025,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5366706015,59,"31, 18, 15, 25, 14, 5, 16, 10, 21, 20, 8, 35, 40, 7, 9, 19, 28, 44, 46, 52",5366706023,197,25084,5366706017,130,4,5366706013,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748805817,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2024-11-16T16:45:27.807Z,2024-11-16T17:33:23Z,5366754169,197,25069,5366754161,59,"24, 22, 17, 6, 14, 4, 19, 8, 7, 23, 11, 1, 25, 29, 12, 15, 18, 27, 33, 9",5366754157,30,"6bejfvxorcqyawi2fmk2kbco9, 1dg7whnmk3nb1adw7n8a7nnbp, dm9vc2mqtbb982sx6kkd992ax, agdmqurwrf5k6izewj4voxcdl, 3c80px00lrpe84s9yurszqcid, anghujtc4achyb9mflowgg9n9, 2m6wew2746q1xsoio3703t8t1, cij18xj0bx2zyx3mi9xwykn9x, 27oce8op8b7a6fmyp8utoz5gq, 7b1wnybwn288obuc03bea8962, 1cfhmihovl78l8osqbo1w9nth, 6xrzl8rljlz8zmlaj69qqktlh, 1n48nxf4v6reoxuyai88haw6i, 5m8q057u3ek6rjdpmlu98uesq, ehmzgi988h8g6rgekp3qivkr9, 6ypmyozp8zmq4tk36n49oz5xx, 7np6c6939ms55m37juqvw0oa, eihksc6tdooqw7ref4nt520a, 69nz7p1izpw4i8tle2c8hls2y, 5ibsbj2zqv62c94k5wijnayy2",5366754159,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5366754163,130,8,5366754167,194,anghujtc4achyb9mflowgg9n9,5366754171,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5366754165,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748833209,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2024-11-16T17:30:07.108Z,2024-11-16T17:30:08Z,5366888435,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748833197,2,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2024-11-16T17:30:07.108Z,2024-11-16T21:03:30Z,5366888393,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748833241,3,1,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,50.1,49.9,2024-11-16T17:30:07.109Z,2024-11-16T17:30:11Z,5366888625,212,13.7,5366888627,213,3.09,5366888623,141,51.0,5366888629,279,S,5366888621,140,37.1,5366888619,56,Back,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748833249,4,1,1,0,4,spi3g782q7m4evjxn1sv6cfa,1,31.6,47,2024-11-16T17:30:11.148Z,2024-11-16T17:30:12Z,5366888679,141,28.9,5366888681,212,15.6,5366888677,140,22.5,5366888683,213,4.05,5366888675,56,Back,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748833259,5,1,1,0,5,spi3g782q7m4evjxn1sv6cfa,1,22.5,28.9,2024-11-16T17:30:12.363Z,2024-11-16T17:30:13Z,5366888735,213,4.99,5366888729,141,5.9,5366888725,56,Back,5366888727,140,26.7,5366888731,212,16.2,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748833359,6,1,1,0,6,spi3g782q7m4evjxn1sv6cfa,1,26.7,5.9,2024-11-16T17:30:13.659Z,2024-11-16T17:30:19Z,5366889211,213,6.18,5366889205,212,13.4,5366889197,140,39.4,5366889201,141,3.8,5366889191,56,Back,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748837059,28,3,1,0,7,spi3g782q7m4evjxn1sv6cfa,1,37.2,8.2,2024-11-16T17:30:14.188Z,2024-11-16T20:08:24Z,5366908919,56,Back,5367245441,465,,5366909311,233,58,5366908923,286,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748837035,58,45,1,0,7,36tr17foeaf9ejjmt2txuoy3y,0,62.8,91.8,2024-11-16T17:30:14.188Z,2024-11-16T17:44:04Z,5366909315,233,28,5366909293,56,Left,5366909295,285,,,,,,,,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
