id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/11/value,keyPass,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2731523603,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-10-06T12:15:04.207Z,2024-10-06T12:15:04Z,5272235447,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5272235441,194,5m2ilglr6tlmgs2d4qzk5wno5,5272235439,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5272235437,130,8,5272235433,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5272235431,30,"c8jqnf6qf93zkyzdxtz20tgix, n70i0c7uk1qxianxoiotqmeh, 6679bfd6bjylogbe4ebese85x, 30z4o4w3iw0frztn9isqwx2ei, bd1752qgxbodnsgdus42fc99l, 3kfxvwa38a7oq0d126jm4o9ka, 3sn815dsm0i0rnw9nigjyb0et, 5m2ilglr6tlmgs2d4qzk5wno5, 5qxvej7pcqqr989sba7k0jv85, 1o0o6thivoulnmsklkpbwpiad, 6291bj0xqq1w2631bajrpeb4l, dib5a7vebmtxqcksi1tuteklx, 6zaowm8oua2nzpobekogff1lh, e3fa1ou90dirp8yjjterhrs9h, 70axdagp6dkm3fvv79ofsxfro, e8ivbfq0irn8f2p8krhkikzx1, 24qwx85sfxy0r8pld85w7tzze, dcr6epadtrotjsk6yzsir7t62, ddagc0khq0zh1ywynyci8nzrp, ec1vrqeqni3lmibeazgq62eol",5272235445,197,723,5272235435,59,"14, 2, 11, 32, 3, 5, 9, 10, 23, 12, 8, 1, 6, 7, 62, 13, 22, 16, 19, 25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731523945,1,34,16,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2024-10-06T12:15:20.065Z,2024-10-06T12:15:20Z,5272237197,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5272237195,30,"ds8eeciyv1vk6nwh26qgy1lg5, avttb0ne86ra4pqruk0d8al05, 24i5v2hlbeen8brcaa79oqjft, bdiuv7a7j50drm3gsc9ne28dl, e6s5iphbrws04dxrvw0xqd7f9, 1o571356wx95l3qbpbe00o991, 3fta0gg3ghja3x9ouubjjfzl5, ekmg1wlig0qdtzhafm3lwsz4l, 27iu58a0k5jqsxidnaxbothbd, 6kitz3oodxt3ejj5u0fwzhhat, coq2v02vrvkhdlsio0pactkru, 60yw6ejn1dnlz7ki0q05xsjdg, 57ubfxv6ujkk5cictmez4op1x, 2hbrb48fqcvv05srmzclbyp2i, 8zpj2ov0kc2d7a2b14ys2y8dl, ei8nkccvojz33whslareh4a1h, aeqzzuu4bp7trwyjezfigr9ih, dkcbvcqk9uzamv07oe49uznys, ea9dttgvt5s0lzmm355ttbsic, 9oge2hx0rg79kf79o55oovnu2",5272237205,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5272237209,197,726,5272237203,130,13,5272237201,59,"1, 17, 23, 27, 20, 8, 6, 7, 25, 21, 47, 4, 9, 11, 12, 13, 19, 38, 40, 42",5272237207,194,e6s5iphbrws04dxrvw0xqd7f9,5272237213,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570165,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-10-06T13:00:33.746Z,2024-10-06T13:02:23Z,5272489423,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570179,2,32,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2024-10-06T13:00:33.746Z,2024-10-06T13:00:36Z,5272489463,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570279,3,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,49.8,50.1,2024-10-06T13:00:33.747Z,2024-10-06T13:02:22Z,5272489895,279,S,5272489893,213,3.05,5272489891,212,26.4,5272489885,56,Back,5272489887,140,24.8,5272489889,141,53.7,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570331,4,1,1,0,5,5rurqie3qt1qav9ir5mkqinn,1,26.2,52.1,2024-10-06T13:00:39.714Z,2024-10-06T13:02:22Z,5272490197,140,30.1,5272490199,141,91.1,5272490195,56,Back,5272490201,212,26.8,5272490203,213,1.42,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570367,5,1,1,0,8,5rurqie3qt1qav9ir5mkqinn,1,23.1,86.5,2024-10-06T13:00:42.354Z,2024-10-06T13:02:22Z,5272490419,213,0.26,5272490413,141,96.0,5272490415,212,25.1,5272490405,56,Back,5272490409,140,46.2,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570421,6,1,1,0,10,5rurqie3qt1qav9ir5mkqinn,1,46.2,96,2024-10-06T13:00:44.234Z,2024-10-06T13:02:21Z,5272490679,56,Back,5272490685,212,16.9,5272490683,141,90.3,5272490687,213,3.37,5272490681,140,30.5,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570519,7,1,1,0,12,5rurqie3qt1qav9ir5mkqinn,1,30.5,90.3,2024-10-06T13:00:46.498Z,2024-10-06T13:02:21Z,5272491125,56,Back,5272491129,140,19.9,5272491135,213,4.13,5272491131,141,65.5,5272491133,212,20.2,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570559,8,1,1,0,17,5rurqie3qt1qav9ir5mkqinn,1,20,66.7,2024-10-06T13:00:51.386Z,2024-10-06T13:02:21Z,5272491355,140,13.2,5272491361,213,4.25,5272491357,141,45.5,5272491353,56,Back,5272491359,212,16.1,,,,,,,,,,3kfxvwa38a7oq0d126jm4o9ka,Laia Codina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570593,9,1,1,0,20,5rurqie3qt1qav9ir5mkqinn,1,13.3,45.2,2024-10-06T13:00:53.746Z,2024-10-06T13:02:21Z,5272491521,140,20.2,5272491527,213,5.08,5272491523,141,17.9,5272491525,212,19.9,5272491519,56,Back,,,,,,,,,,c8jqnf6qf93zkyzdxtz20tgix,D. van Domselaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570653,10,1,1,0,21,5rurqie3qt1qav9ir5mkqinn,1,19.8,16.7,2024-10-06T13:00:55.402Z,2024-10-06T13:02:20Z,5272491815,141,28.9,5272491813,140,34.7,5272491817,212,17.7,5272491811,56,Back,5272491819,213,0.49,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570663,11,1,1,0,24,5rurqie3qt1qav9ir5mkqinn,0,33.9,27.4,2024-10-06T13:00:57.866Z,2024-10-06T13:02:20Z,5272491855,213,2.65,5272491853,212,6.1,5272491847,56,Back,5272491851,141,31.6,5272491849,140,28.8,,,,,,,,,,6291bj0xqq1w2631bajrpeb4l,Mariona Caldentey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570677,3,61,1,0,25,7kt37xy93vjy6wac8vq6fqz3g,1,66.8,80.9,2024-10-06T13:00:58.860Z,2024-10-06T13:00:58Z,5272491905,56,Left,,,,,,,,,,,,,,,,,,,,,,coq2v02vrvkhdlsio0pactkru,K. Olesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570705,4,49,1,0,27,7kt37xy93vjy6wac8vq6fqz3g,1,67.4,75.7,2024-10-06T13:01:00.882Z,2024-10-06T13:01:01Z,,,,,,,,,,,,,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570761,5,1,1,0,27,7kt37xy93vjy6wac8vq6fqz3g,1,67.4,75.7,2024-10-06T13:01:01.041Z,2024-10-06T13:01:02Z,5272492275,141,78.5,5272492273,140,74.9,5272492271,56,Center,5272492277,212,8.1,5272492279,213,0.24,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570775,6,1,1,0,28,7kt37xy93vjy6wac8vq6fqz3g,1,74.9,78.5,2024-10-06T13:01:02.257Z,2024-10-06T13:01:03Z,5272492359,141,88.0,5272492365,213,2.84,5272492357,140,55.4,5272492361,212,21.5,5272492355,56,Left,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570865,7,1,1,0,29,7kt37xy93vjy6wac8vq6fqz3g,1,55.4,88,2024-10-06T13:01:03.298Z,2024-10-06T13:57:34Z,5272492831,213,3.56,5272492825,140,38.4,5272492823,56,Back,5272492827,141,76.4,5272492829,212,19.5,,,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731570937,8,1,1,0,34,7kt37xy93vjy6wac8vq6fqz3g,1,36.3,74.4,2024-10-06T13:01:08.354Z,2024-10-06T13:01:12Z,5272493201,212,15.9,5272493203,213,4.04,5272493195,56,Back,5272493197,140,26.9,5272493199,141,56.0,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731571073,9,1,1,0,38,7kt37xy93vjy6wac8vq6fqz3g,1,29.3,45.4,2024-10-06T13:01:12.673Z,2024-10-06T13:01:18Z,5272493797,56,Back,5272493799,140,31.2,5272493805,213,4.86,5272493803,212,14.0,5272493801,141,25.0,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
