id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/13/value
2736335511,1,34,16,0,0,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-10-20T12:15:08.552Z,2024-10-20T12:58:05Z,5298511867,197,20544,5298511869,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5298511865,194,9mfotw533oa5qs1muu2z8t8lx,5298511855,30,"4x0c0fhtuohubcm7u16qzr2wa, 9mfotw533oa5qs1muu2z8t8lx, 2jwojltrp06sa8qloordtohrd, 3acexvvnl6jkxur5649bwjpxw, f204o8gildjfs87uhezqphul0, 8kmne7pn10uwqe6g1kc4w69cl, 189vxko1d1i7iiiol5ye10uay, d3uulb80d2j3hciw1v7ueodwq, dw593ezeekrbzlc2qhtc805p1, 6spinfzc1go7q5euom2apcdwq, 70h5ahiv905igqhjk86okzwt1, bhby3ex548cqf2rd527fk9iad, 8ojm3gdn5n6t8vw7by016uvh1, d9cewkta4tz35v0p71n5mcvkl, 3y8r35i7dm7sbgd9bxjd0je5m, bibuxh4qtt5zr3er5o8pssvzd, cpd3iq3dx1c9p1g74331i2mtw, cpujkte9oflwdrorh61l50v10, 50ef8q2ctd099il4iq14i0cfd",5298511859,59,"30, 14, 23, 17, 32, 2, 20, 5, 28, 10, 22, 19, 3, 4, 8, 11, 24, 27, 77",5298511861,130,8,5298511857,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5298511863,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736337833,1,34,16,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2024-10-20T12:17:20.606Z,2024-10-20T13:20:26Z,5298524339,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5298524347,197,738,5298524321,30,"cn8ti0qxxvg0z0vvmwkocggr9, cq1ojxtj31dshjvlex145zw4q, 40drqeciuqe2j07g5cnc6xf55, 9parlijxpxnfis96jwy9p37bp, 871cll4se1mtci0na61o632dx, 5wjfxb57gtzmp7m29wotyafv9, 15b0z85uttk1ibcag2g4476jt, 9zmawcjx19fpz5yxrh2hkw3c9, bq6qae0iohn03ghdjgqiq7eac, 91ovdvx90zfx13eu2ood6jmga, efvcf4syatkaw5fbo37i5hat, 230r9tcwg89z5b9kxdqwi336d, 13ch4zgnhtydtkf9vlvh68hjp, 7k5or8x3fqo7qkzii18kwpaeh, doqt0my3sg0u3zmfgg59l8zxl, 9v895fdc1blaaboscv14vp149, 153m45p2fkc2q8x9zq105g45, d1qqpvdx6b20aqcqav7l2dvdg, 63ilhlep9ermqp3jpfnwfaqz8",5298524325,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",5298524329,59,"1, 2, 12, 3, 6, 23, 14, 7, 13, 11, 8, 4, 5, 9, 17, 18, 20, 34, 56",5298524333,130,12,5298524343,194,40drqeciuqe2j07g5cnc6xf55,5298524351,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380407,2,32,1,0,0,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-10-20T13:00:43.057Z,2024-10-20T13:00:45Z,5298749175,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380395,2,32,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2024-10-20T13:00:43.057Z,2024-10-20T13:00:43Z,5298749127,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380457,3,1,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,50.1,50.1,2024-10-20T13:00:43.058Z,2024-10-20T13:20:52Z,5298749437,213,3.17,5298749435,212,26.4,5298749439,279,S,5298749431,140,25.0,5298749429,56,Back,5298749433,141,49.1,,,,,,,bq6qae0iohn03ghdjgqiq7eac,M. Enderby,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380543,4,1,1,0,3,mjejb0x57ms54j9ry6s8njwh,1,24.6,48.2,2024-10-20T13:00:46.140Z,2024-10-20T13:00:51Z,5298749955,213,4.80,5298749943,56,Back,5298749953,212,17.2,5298749947,140,26.0,5298749951,141,23.0,,,,,,,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380597,5,1,1,0,8,mjejb0x57ms54j9ry6s8njwh,1,25.2,30.4,2024-10-20T13:00:51.068Z,2024-10-20T13:00:53Z,5298750175,213,2.35,5298750157,56,Back,5298750165,141,51.3,5298750169,212,20.1,5298750161,140,11.7,,,,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380637,6,1,1,0,10,mjejb0x57ms54j9ry6s8njwh,1,12.5,53.4,2024-10-20T13:00:53.116Z,2024-10-20T13:00:55Z,5298750411,213,0.78,5298750409,212,22.3,5298750405,140,27.7,5298750407,141,76.4,5298750403,56,Back,,,,,,,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380721,7,1,1,0,12,mjejb0x57ms54j9ry6s8njwh,1,27.7,75.7,2024-10-20T13:00:55.612Z,2024-10-20T13:00:59Z,5298750777,213,5.00,5298750767,140,31.6,5298750765,56,Back,5298750769,141,55.2,5298750773,212,14.5,,,,,,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380767,8,1,1,0,16,mjejb0x57ms54j9ry6s8njwh,1,31.3,62.3,2024-10-20T13:00:59.340Z,2024-10-20T13:01:02Z,5298751017,212,16.5,5298751019,213,0.17,5298751015,141,66.4,5298751011,56,Back,5298751013,140,46.8,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380775,9,50,1,0,18,mjejb0x57ms54j9ry6s8njwh,1,48,63.7,2024-10-20T13:01:01.773Z,2024-10-20T13:01:06Z,5298751187,233,3,5298751045,56,Back,5298751047,286,,,,,,,,,,,,,,,,,9zmawcjx19fpz5yxrh2hkw3c9,C. Kapocs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736380795,3,7,1,0,18,6o6989d7o4w1kn35cu75y1mny,0,52,36.3,2024-10-20T13:01:01.774Z,2024-10-20T13:01:06Z,5298751141,56,Center,5298751169,233,9,5298751143,285,,,,,,,,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
