id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/17/value,assist,qualifier/16/value
2756883091,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2024-12-08T13:16:20.304Z,2024-12-08T13:16:20Z,5410596723,197,25069,5410596711,30,"6bejfvxorcqyawi2fmk2kbco9, 1dg7whnmk3nb1adw7n8a7nnbp, ehmzgi988h8g6rgekp3qivkr9, cij18xj0bx2zyx3mi9xwykn9x, 3c80px00lrpe84s9yurszqcid, anghujtc4achyb9mflowgg9n9, 2m6wew2746q1xsoio3703t8t1, agdmqurwrf5k6izewj4voxcdl, 69nz7p1izpw4i8tle2c8hls2y, 7np6c6939ms55m37juqvw0oa, 1cfhmihovl78l8osqbo1w9nth, 6xrzl8rljlz8zmlaj69qqktlh, c0my4y3kjf7jbbfujj5l8e8yx, 5m8q057u3ek6rjdpmlu98uesq, 5ibsbj2zqv62c94k5wijnayy2, 6ypmyozp8zmq4tk36n49oz5xx, 7b1wnybwn288obuc03bea8962, eihksc6tdooqw7ref4nt520a, 1n48nxf4v6reoxuyai88haw6i, 27oce8op8b7a6fmyp8utoz5gq",5410596715,59,"24, 22, 12, 8, 14, 4, 19, 6, 33, 18, 11, 1, 21, 29, 9, 15, 23, 27, 25, 7",5410596717,130,8,5410596713,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5410596721,194,anghujtc4achyb9mflowgg9n9,5410596719,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5410596725,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756892623,1,34,16,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-12-08T13:25:24.821Z,2024-12-08T14:33:17Z,5410646485,30,"el8c138wsa0bnop68caop5uxh, 8jcspom7vgzuzen8yw4php711, dedol1cdecfmywapqdnndxucp, 8lf62k2iwmb23gywex08s6m09, 18f6a50q9okw7dcii40i8vd91, dld1dfaxrkcje24pmw72odzpw, 2hkkfeyzmu2pkqgjw3bpl7cnp, 5t9mthxv6kthq6tnntv5q4fdh, c705ailfiov40xwoysz0ggct1, d1fnp3b9t3mfz4aj2csayfhwq, 52w10pe7mkfv4twb2p2c5ugnp, 4uest450f12ikgunglu92j0tl, 7273nb8va4nhiathm3qpatii1, 9t2pn6dp6w38b169a5qo9c60a, an79zf7u85feg0fakuxdfkaok, 4payujvwgv750r4y1eeprn1g4, 7cz4dkzyhc4vozz3a25icnpqs, 3m0u2csibgcyfm6sf8jzq5ct0, 99s0gm8evx0ftk6pyc6pju3v8, 3u11jnsce7ee4ufu04ptvzb4k",5410646495,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5410646491,130,17,5410646487,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5410710769,194,5t9mthxv6kthq6tnntv5q4fdh,5410646499,197,26348,5410646501,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5410646489,59,"32, 27, 19, 3, 5, 16, 10, 6, 9, 11, 8, 28, 17, 20, 47, 59, 60, 61, 63, 48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756929863,2,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2024-12-08T14:00:26.446Z,2024-12-08T14:00:28Z,5410844197,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756929857,2,32,1,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-12-08T14:00:26.446Z,2024-12-08T14:00:26Z,5410844175,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756929941,3,1,1,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,50,50,2024-12-08T14:00:26.447Z,2024-12-08T14:00:30Z,5410844635,279,S,5410844615,56,Back,5410844629,141,44.9,5410844631,212,13.5,5410844633,213,3.40,5410844623,140,37.6,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756929949,4,1,1,0,3,dcdnoyf6kzhj46iyfm7xq43fy,0,47.9,46.1,2024-12-08T14:00:30.034Z,2024-12-08T14:00:30Z,5410844693,212,28.9,5410844689,140,73.6,5410844691,141,61.2,5410844685,157,,5410844695,213,0.36,5410844697,1,,5410844687,56,Center,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756929997,3,1,1,0,6,spi3g782q7m4evjxn1sv6cfa,0,26.9,32.5,2024-12-08T14:00:33.092Z,2024-12-08T14:00:33Z,5410844945,213,5.66,5410844935,157,,5410844939,140,33.4,5410844941,141,25.3,5410844943,212,8.4,5410844947,1,,5410844937,56,Back,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756929995,5,61,1,0,6,dcdnoyf6kzhj46iyfm7xq43fy,0,70.9,68.7,2024-12-08T14:00:33.426Z,2024-12-08T14:00:33Z,5410844931,56,Center,,,,,,,,,,,,,,,,,,,,,,dedol1cdecfmywapqdnndxucp,M. Olislagers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756930063,4,1,1,0,7,spi3g782q7m4evjxn1sv6cfa,0,27.5,21.8,2024-12-08T14:00:34.147Z,2024-12-08T14:00:38Z,5410845295,56,Back,5410845319,213,5.31,5410845313,212,1.5,5410845309,141,20.0,5410845303,140,28.3,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756930021,6,61,1,0,8,dcdnoyf6kzhj46iyfm7xq43fy,1,71.4,68.8,2024-12-08T14:00:34.936Z,2024-12-08T14:00:35Z,5410845073,56,Center,,,,,,,,,,,,,,,,,,,,,,dedol1cdecfmywapqdnndxucp,M. Olislagers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
