id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist
2728132927,9,1,1,0,13,9ijyncrxsejz505dbadwr1dir,1,22.8,35.4,2024-09-29T15:30:49.650Z,2024-09-29T15:30:54Z,5253714237,141,48.4,5253714245,213,2.48,5253714233,56,Back,5253714241,212,14.5,5253714235,140,11.9,,,,,,,,,,elelvar8kyxwpfqzwr1v00b85,M. Bartrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728132973,10,1,1,0,17,9ijyncrxsejz505dbadwr1dir,1,14.5,56.6,2024-09-29T15:30:53.899Z,2024-09-29T15:30:56Z,5253714513,140,15.0,5253714511,56,Back,5253714515,141,71.8,5253714519,213,1.52,5253714517,212,10.3,,,,,,,,,,4vgx21i9mmnoud5h6px197f11,R. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133019,11,1,1,0,20,9ijyncrxsejz505dbadwr1dir,1,19.1,73.9,2024-09-29T15:30:56.387Z,2024-09-29T15:30:58Z,5253714813,56,Back,5253714827,213,1.22,5253714825,212,14.9,5253714821,141,94.4,5253714817,140,24.0,,,,,,,,,,78f7fs64o2wlgzys9fmlmk1yh,C. Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133067,12,1,1,0,22,9ijyncrxsejz505dbadwr1dir,1,26.1,94.5,2024-09-29T15:30:58.722Z,2024-09-29T15:31:00Z,5253714995,56,Back,5253714999,141,91.7,5253714997,140,37.7,5253715007,213,6.13,5253715003,212,12.3,,,,,,,,,,7um4xb0p8zr4o11lsyd9n0hqt,A. Nildén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133093,13,1,1,0,24,9ijyncrxsejz505dbadwr1dir,0,37.7,91.7,2024-09-29T15:31:00.314Z,2024-09-29T15:31:02Z,5253715111,56,Left,5253715119,213,6.18,5253715115,141,88.1,5253715117,212,22.9,5253715113,140,59.4,,,,,,,,,,6aaes6ikbmrg75h6asm58wpg5,E. Summanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133125,3,49,1,0,27,8l30dsub3sutr6j3ruvk650xc,1,36.4,24.6,2024-09-29T15:31:03.874Z,2024-09-29T15:31:04Z,,,,,,,,,,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133283,4,1,1,0,28,8l30dsub3sutr6j3ruvk650xc,1,36.1,24.6,2024-09-29T15:31:04.321Z,2024-09-29T15:31:13Z,5253716289,140,14.6,5253716295,213,2.44,5253716291,141,52.4,5253716293,212,29.4,5253716287,56,Back,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133319,5,1,1,0,37,8l30dsub3sutr6j3ruvk650xc,1,15.7,52.5,2024-09-29T15:31:13.433Z,2024-09-29T15:31:16Z,5253716501,56,Back,5253716509,213,4.76,5253716505,141,35.2,5253716507,212,11.8,5253716503,140,16.2,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133353,6,1,1,0,39,8l30dsub3sutr6j3ruvk650xc,1,19.9,34.9,2024-09-29T15:31:15.960Z,2024-09-29T15:31:17Z,5253716715,56,Back,5253716731,213,6.15,5253716719,140,30.5,5253716723,141,32.7,5253716727,212,11.2,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133377,7,1,1,0,41,8l30dsub3sutr6j3ruvk650xc,1,29.5,29.5,2024-09-29T15:31:17.569Z,2024-09-29T15:31:19Z,5253716849,140,27.1,5253716845,56,Back,5253716853,212,14.8,5253716851,141,8.0,5253716855,213,4.54,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133555,8,1,1,0,42,8l30dsub3sutr6j3ruvk650xc,1,27.1,8,2024-09-29T15:31:18.993Z,2024-09-29T15:31:27Z,5253717947,212,20.1,5253717943,140,14.3,5253717941,56,Back,5253717949,213,2.30,5253717945,141,30.0,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133599,9,1,1,0,51,8l30dsub3sutr6j3ruvk650xc,1,23.6,26.1,2024-09-29T15:31:27.418Z,2024-09-29T15:31:30Z,5253718235,56,Back,5253718241,141,15.2,5253718237,140,39.7,5253718245,213,5.87,5253718243,212,18.5,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133607,10,61,1,0,52,8l30dsub3sutr6j3ruvk650xc,0,39.2,17.1,2024-09-29T15:31:29.080Z,2024-09-29T16:10:11Z,5253718289,56,Back,,,,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133603,14,1,1,0,53,9ijyncrxsejz505dbadwr1dir,0,57.7,87.8,2024-09-29T15:31:29.915Z,2024-09-29T15:31:30Z,5253718269,212,2.8,5253718265,140,60.4,5253718271,213,0.00,5253718267,141,87.8,5253718263,56,Left,,,,,,,,,,6aaes6ikbmrg75h6asm58wpg5,E. Summanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133617,11,61,1,0,54,8l30dsub3sutr6j3ruvk650xc,1,38.9,23.6,2024-09-29T15:31:30.789Z,2024-09-29T15:31:30Z,5253718337,56,Back,,,,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133667,12,1,1,0,56,8l30dsub3sutr6j3ruvk650xc,0,32.1,29.8,2024-09-29T15:31:32.545Z,2024-09-29T15:31:33Z,5253718597,212,5.6,5253718593,140,27.1,5253718591,56,Back,5253718599,213,3.51,5253718595,141,26.8,,,,,,,,,,brppytuf1766c50274dkue5pm,M. Kearns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133699,15,1,1,0,56,9ijyncrxsejz505dbadwr1dir,1,72.9,73,2024-09-29T15:31:33.090Z,2024-09-29T15:31:35Z,5253718775,141,64.8,5253718779,213,4.84,5253718771,56,Center,5253718773,140,73.6,5253718777,212,5.6,,,,,,,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133705,16,49,1,0,58,9ijyncrxsejz505dbadwr1dir,1,73.6,64.8,2024-09-29T15:31:35.027Z,2024-09-29T15:31:35Z,,,,,,,,,,,,,,,,,,,,,,,,,9zdmc8v5sfrv9z7da49odn4a2,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133717,17,1,1,0,58,9ijyncrxsejz505dbadwr1dir,0,73.6,64.8,2024-09-29T15:31:35.131Z,2024-09-29T15:31:37Z,5253718867,213,5.55,5253718859,56,Center,5253718863,141,48.2,5253718861,140,85.6,5253719009,4,,5253718865,212,16.9,,,,,,,9zdmc8v5sfrv9z7da49odn4a2,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133725,13,49,1,1,0,8l30dsub3sutr6j3ruvk650xc,1,17,49,2024-09-29T15:31:36.441Z,2024-09-29T15:31:36Z,,,,,,,,,,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133791,14,1,1,1,1,8l30dsub3sutr6j3ruvk650xc,1,9.9,43,2024-09-29T15:31:37.441Z,2024-09-29T15:31:38Z,5253719245,56,Back,5253719249,141,28.2,5253719253,213,4.89,5253719251,212,10.2,5253719247,140,11.6,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133839,15,1,1,1,2,8l30dsub3sutr6j3ruvk650xc,1,11.6,28.2,2024-09-29T15:31:38.376Z,2024-09-29T15:31:40Z,5253719491,140,3.7,5253719487,56,Back,5253719505,213,2.16,5253719497,141,46.6,5253719501,212,15.0,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133899,16,1,1,1,3,8l30dsub3sutr6j3ruvk650xc,1,3.7,46.6,2024-09-29T15:31:39.937Z,2024-09-29T15:31:43Z,5253719835,157,,5253719847,1,,5253719839,140,42.4,5253719845,213,6.21,5253719837,56,Back,5253719841,141,42.5,5253719843,212,40.7,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133909,17,61,1,1,7,8l30dsub3sutr6j3ruvk650xc,0,42.3,42.7,2024-09-29T15:31:43.753Z,2024-09-29T15:31:44Z,5253719905,56,Back,,,,,,,,,,,,,,,,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133915,18,49,1,1,7,9ijyncrxsejz505dbadwr1dir,1,63,71.5,2024-09-29T15:31:44.122Z,2024-09-29T15:31:44Z,,,,,,,,,,,,,,,,,,,,,,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133935,19,1,1,1,7,9ijyncrxsejz505dbadwr1dir,1,63,71.5,2024-09-29T15:31:44.250Z,2024-09-29T15:31:45Z,5253720011,140,61.5,5253720009,56,Center,5253720015,212,2.9,5253720013,141,75.1,5253720017,213,2.14,,,,,,,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133967,20,1,1,1,8,9ijyncrxsejz505dbadwr1dir,0,61.5,75.1,2024-09-29T15:31:45.034Z,2024-09-29T15:31:46Z,5253720153,213,3.95,5253720149,141,69.4,5253720145,56,Center,5253720147,140,58.0,5253720151,212,5.3,,,,,,,,,,6aaes6ikbmrg75h6asm58wpg5,E. Summanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728133987,18,8,1,1,10,8l30dsub3sutr6j3ruvk650xc,1,45.8,44.5,2024-09-29T15:31:47.169Z,2024-09-29T15:31:47Z,5253720247,56,Back,,,,,,,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728134127,19,3,1,1,12,8l30dsub3sutr6j3ruvk650xc,1,55.6,24.1,2024-09-29T15:31:49.026Z,2024-09-29T16:09:38Z,5253720997,286,,5253721073,233,21,5253720995,56,Center,,,,,,,,,,,,,,,,1vpy4utdaxo6zs2enj4tphejt,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728134033,21,45,1,1,12,9ijyncrxsejz505dbadwr1dir,0,44.4,75.9,2024-09-29T15:31:49.026Z,2024-09-29T16:09:38Z,5253720491,56,Back,5253720493,285,,5253721171,233,19,,,,,,,,,,,,,,,,78f7fs64o2wlgzys9fmlmk1yh,C. Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728134137,20,49,1,1,16,8l30dsub3sutr6j3ruvk650xc,1,68.7,30.7,2024-09-29T15:31:52.513Z,2024-09-29T15:31:52Z,,,,,,,,,,,,,,,,,,,,,,,,,1vpy4utdaxo6zs2enj4tphejt,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728134263,21,3,1,1,17,8l30dsub3sutr6j3ruvk650xc,1,73,24.4,2024-09-29T15:31:53.784Z,2024-09-29T16:09:39Z,5253721713,233,22,5253721671,56,Center,5253721673,286,,,,,,,,,,,,,,,,,1vpy4utdaxo6zs2enj4tphejt,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728134209,22,45,1,1,17,9ijyncrxsejz505dbadwr1dir,0,27,75.6,2024-09-29T15:31:53.784Z,2024-09-29T16:09:39Z,5253721369,56,Back,5253721371,285,,5253721723,233,21,,,,,,,,,,,,,,,,7um4xb0p8zr4o11lsyd9n0hqt,A. Nildén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728134291,22,1,1,1,21,8l30dsub3sutr6j3ruvk650xc,0,97.5,23.7,2024-09-29T15:31:57.481Z,2024-09-29T15:32:09Z,5253721781,140,97.2,5253721785,212,1.9,5253721783,141,26.5,5253722999,233,23,5253722997,236,,5253721787,213,1.73,5253723003,286,,5253721775,2,,1vpy4utdaxo6zs2enj4tphejt,C. Grant,5253721779,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728134299,23,12,1,1,21,9ijyncrxsejz505dbadwr1dir,1,1.2,74.1,2024-09-29T15:31:57.581Z,2024-09-29T15:32:10Z,5253722985,185,,5253721827,56,Back,5253723033,233,22,,,,,,,,,,,,,,,,78f7fs64o2wlgzys9fmlmk1yh,C. Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728134311,23,6,1,1,22,8l30dsub3sutr6j3ruvk650xc,1,99.6,26,2024-09-29T15:31:59.137Z,2024-09-29T15:32:02Z,5253722067,75,,5253722117,233,24,5253722061,56,Center,,,,,,,,,,,,,,,,1vpy4utdaxo6zs2enj4tphejt,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728134335,24,6,1,1,22,9ijyncrxsejz505dbadwr1dir,0,0.4,74,2024-09-29T15:31:59.137Z,2024-09-29T16:09:34Z,5253722135,233,23,5253721987,73,,5253721985,56,Back,,,,,,,,,,,,,,,,78f7fs64o2wlgzys9fmlmk1yh,C. Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728134991,24,1,1,1,50,8l30dsub3sutr6j3ruvk650xc,0,99.5,0.5,2024-09-29T15:32:26.921Z,2024-09-29T15:32:29Z,5253725665,213,1.76,5253725661,141,46.1,5253725663,212,31.6,5253725657,56,Center,5253725645,2,,5253725649,155,,5253725659,140,93.7,5253725647,6,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,5253725653,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728135003,25,12,1,1,53,9ijyncrxsejz505dbadwr1dir,1,5.6,61.1,2024-09-29T15:32:29.530Z,2024-09-29T15:32:33Z,5253725727,141,63.4,5253725719,56,Back,5253725723,140,30.8,5253725729,212,26.5,5253726175,15,,5253725735,213,0.06,,,,,,,78f7fs64o2wlgzys9fmlmk1yh,C. Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728135167,25,1,1,1,56,8l30dsub3sutr6j3ruvk650xc,1,70.1,31.2,2024-09-29T15:32:32.352Z,2024-09-29T15:32:37Z,5253726587,141,6.2,5253726583,56,Right,5253726591,213,5.08,5253726589,212,18.2,5253726585,140,76.3,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728135219,26,1,1,2,1,8l30dsub3sutr6j3ruvk650xc,0,91.4,6.4,2024-09-29T15:32:37.576Z,2024-09-29T15:32:40Z,5253726903,212,24.3,5253726889,155,,5253726887,2,,5253726895,140,95.9,5253726899,141,41.5,5253726891,56,Center,5253726907,213,1.38,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728135229,26,52,1,2,4,9ijyncrxsejz505dbadwr1dir,1,2.8,57.3,2024-09-29T15:32:40.522Z,2024-09-29T15:32:40Z,,,,,,,,,,,,,,,,,,,,,,,,,4vgx21i9mmnoud5h6px197f11,R. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728135277,27,1,1,2,6,9ijyncrxsejz505dbadwr1dir,1,8.6,56.3,2024-09-29T15:32:42.314Z,2024-09-29T15:32:49Z,5253728447,1,,5253727231,213,5.72,5253727225,140,45.1,5253727229,212,45.2,5253727221,123,,5253727299,287,,5253727223,56,Back,5253727227,141,21.0,4vgx21i9mmnoud5h6px197f11,R. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728135581,28,1,1,2,13,9ijyncrxsejz505dbadwr1dir,1,60.6,23,2024-09-29T15:32:49.731Z,2024-09-29T15:32:52Z,5253728825,213,2.22,5253728821,212,10.7,5253728817,141,35.5,5253728811,56,Center,5253728813,140,54.4,,,,,,,,,,1to70vfsch5kwvw3kjgo1iggl,H. Raso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728135733,29,1,1,2,16,9ijyncrxsejz505dbadwr1dir,1,54.7,38.3,2024-09-29T15:32:52.611Z,2024-09-29T15:32:57Z,5253729539,213,1.49,5253729535,141,90.3,5253729531,56,Left,5253729533,140,57.5,5253729541,1,,5253729537,212,35.5,,,,,,,5nad4qgy5hlwfsm64mhkwadw5,Maite Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728135783,30,1,1,2,21,9ijyncrxsejz505dbadwr1dir,1,59.8,90.5,2024-09-29T15:32:57.442Z,2024-09-29T15:32:59Z,5253729825,56,Center,5253729831,141,75.0,5253729829,140,81.9,5253729835,213,5.86,5253729833,212,25.5,,,,,,,,,,7um4xb0p8zr4o11lsyd9n0hqt,A. Nildén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728135867,31,1,1,2,23,9ijyncrxsejz505dbadwr1dir,1,81.9,75,2024-09-29T15:32:59.523Z,2024-09-29T15:33:02Z,5253730287,213,2.02,5253730279,56,Left,5253730281,140,76.3,5253730285,212,13.5,5253730283,141,92.9,,,,,,,,,,9zdmc8v5sfrv9z7da49odn4a2,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728135895,32,1,1,2,25,9ijyncrxsejz505dbadwr1dir,0,76.3,92.9,2024-09-29T15:33:02.299Z,2024-09-29T15:33:03Z,5253730441,213,6.14,5253730433,56,Left,5253730437,141,91.8,5253730435,140,81.3,5253730439,212,5.3,,,,,,,,,,a1v4wcs80zp79nq6u2efnzgfd,J. Naz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
