id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value
2756836317,1,34,16,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2024-12-08T12:15:16.076Z,2024-12-08T13:03:42Z,5410351239,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",5410351237,30,"avud4qv9xovwlr2pxc8fcmiuh, 6k1s7y9dnzdpppppdco7bgudx, 4r1z04gidueqs684yxeyrq8ve, 60q198d41n3y887jeiezr850q, d3qtg5xhiwe3zamb4mh50whjp, cf88cbpwlbfw6ampeklh3kcbu, 7f7tbbjqhhyydjj4wurm28xcl, 15ueea8j21zale5d23rifkct1, 9ww7juyjcdpja51ov7t9hnf1l, 7p90xt2oakctnbc9a0bgbjpw5, 1ct6g590mpcg14jw94v4g2tm2, bxrfg32lc9sspg2ewx160yqxh, 5mcszf3yuxwxcggl8ds2v1a7d, 4u9olqnk9orietagu35v6s355, 3hi3jauxk9i5k94dniki04mei, 9hgyk9yij7batwf9gf6l0jxuc, 70itgnsfoz6fiynrcmdxtv0no, 3322apmmg9crui9646d4cbm5l",5410351245,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5410351243,130,8,5410351253,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5410351241,59,"1, 4, 2, 30, 5, 31, 21, 11, 6, 29, 20, 23, 17, 22, 18, 47, 53, 7",5410351249,197,25096,5410351247,194,15ueea8j21zale5d23rifkct1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756836541,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2024-12-08T12:15:37.155Z,2024-12-08T13:07:39Z,5410352511,197,1154,5410352507,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5410352515,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5410352509,194,c6k1w8sothxmc08dbhqjzp1w5,5410352495,30,"bkjq8yp0rffvauz0nz94flfu2, 8hq106ex872xezlr1j901kpux, eb0h79vh5dwggjx7shj0ovetx, 7op9czmiln7ktmvetw97scz4l, 470uu9issmbdfyhxjq75gdbs9, c6k1w8sothxmc08dbhqjzp1w5, 23kah59nbx1m7ro3imaaevoph, bmw6mvkeropjorm2rxzw2fzai, cm84oje8txj7m34zuhhv68ct1, brflebs8m00rgali2owyoyove, 8i8zuouah6iycf9fdfmkdlppm, 6r271sec7c84p1vqi2b1p5td5, 6bcvcloym3tzxss5hgsw4h1at, 3f6hkia6zu8xuwasqdz3w759m, 1hoivq7vrd8hx0e5gk4tuyxyi, ar565iwkuj9ijvgzmtniuasr8, 22blwbf4rlay0jfdecsxvu1hw, e7pnmdmll71gjbouggfrzrfh0, 1vejfm6fcp0xeyk30r6hv79wp",5410352497,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5410352501,59,"35, 18, 15, 25, 4, 5, 10, 16, 21, 8, 20, 40, 14, 19, 28, 44, 46, 52, 31",5410352503,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756865851,2,32,1,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2024-12-08T13:00:25.143Z,2024-12-08T13:00:27Z,5410505073,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756865837,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2024-12-08T13:00:25.143Z,2024-12-11T18:08:58Z,5410505025,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756865921,3,1,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,50,50,2024-12-08T13:00:25.144Z,2024-12-08T13:00:29Z,5410505415,213,3.15,5410505409,140,23.7,5410505413,212,27.6,5410505411,141,49.7,5410505407,56,Back,5410505417,279,S,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756865943,4,1,1,0,4,36tr17foeaf9ejjmt2txuoy3y,1,23.7,49.7,2024-12-08T13:00:29.856Z,2024-12-08T13:00:31Z,5410505499,141,63.1,5410505503,213,0.96,5410505497,140,29.8,5410505501,212,11.1,5410505495,56,Back,,,,,,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756865989,5,1,1,0,6,36tr17foeaf9ejjmt2txuoy3y,1,29.8,63.1,2024-12-08T13:00:31.168Z,2024-12-08T13:00:35Z,5410505691,56,Back,5410505703,213,4.77,5410505693,140,31.0,5410505695,141,28.2,5410505699,212,23.8,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866071,6,1,1,0,9,36tr17foeaf9ejjmt2txuoy3y,1,32.3,27.7,2024-12-08T13:00:34.863Z,2024-12-08T13:00:37Z,5410506081,140,22.8,5410506085,212,13.6,5410506083,141,41.3,5410506079,56,Back,5410506087,213,2.39,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866095,7,1,1,0,12,36tr17foeaf9ejjmt2txuoy3y,1,24.1,41.8,2024-12-08T13:00:37.582Z,2024-12-08T13:00:39Z,5410506231,141,62.7,5410506229,140,27.3,5410506227,56,Back,5410506233,212,14.6,5410506235,213,1.34,,,,,,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866145,8,1,1,0,14,36tr17foeaf9ejjmt2txuoy3y,1,27.3,62.7,2024-12-08T13:00:39.456Z,2024-12-08T13:00:42Z,5410506449,56,Back,5410506457,213,1.37,5410506453,141,89.4,5410506455,212,18.5,5410506451,140,30.9,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866183,9,1,1,0,17,36tr17foeaf9ejjmt2txuoy3y,1,30.9,89.4,2024-12-08T13:00:42.175Z,2024-12-08T13:00:44Z,5410506613,141,70.3,5410506615,212,13.4,5410506609,56,Back,5410506611,140,27.8,5410506617,213,4.47,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866243,10,1,1,0,18,36tr17foeaf9ejjmt2txuoy3y,1,28.4,66.4,2024-12-08T13:00:44.127Z,2024-12-08T13:00:48Z,5410506963,56,Back,5410506965,140,30.2,5410506971,213,4.78,5410506967,141,25.8,5410506969,212,27.7,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866237,3,83,1,0,23,28u3q82ip96ahymkup01vfxli,0,64.1,71.6,2024-12-08T13:00:48.235Z,2024-12-08T13:00:54Z,5410507247,399,470uu9issmbdfyhxjq75gdbs9,,,,,,,,,,,,,,,,,,,,,,9ww7juyjcdpja51ov7t9hnf1l,S. Takarada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866285,11,1,1,0,23,36tr17foeaf9ejjmt2txuoy3y,1,33.4,24.7,2024-12-08T13:00:48.399Z,2024-12-08T13:00:51Z,5410507201,56,Back,5410507205,141,38.0,5410507203,140,22.8,5410507207,212,14.3,5410507209,213,2.46,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866363,12,1,1,0,26,36tr17foeaf9ejjmt2txuoy3y,1,22.7,38.3,2024-12-08T13:00:51.407Z,2024-12-08T13:00:56Z,5410507675,140,26.7,5410507673,56,Back,5410507679,212,10.2,5410507677,141,51.9,5410507681,213,1.14,,,,,,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866421,13,1,1,0,31,36tr17foeaf9ejjmt2txuoy3y,1,29.5,52.8,2024-12-08T13:00:56.734Z,2024-12-08T13:00:59Z,5410507967,212,22.1,5410507969,213,4.87,5410507961,56,Back,5410507963,140,32.7,5410507965,141,20.7,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866477,14,1,1,0,34,36tr17foeaf9ejjmt2txuoy3y,1,32.1,20.3,2024-12-08T13:00:59.856Z,2024-12-08T13:01:03Z,5410508283,140,59.6,5410508285,141,4.3,5410508281,56,Right,5410508289,213,5.92,5410508287,212,30.9,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866519,15,1,1,0,38,36tr17foeaf9ejjmt2txuoy3y,1,45.7,4,2024-12-08T13:01:03.840Z,2024-12-08T13:01:06Z,5410508495,141,4.9,5410508493,140,27.7,5410508491,56,Back,5410508499,213,3.11,5410508497,212,18.9,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866577,16,1,1,0,41,36tr17foeaf9ejjmt2txuoy3y,1,29,5,2024-12-08T13:01:06.319Z,2024-12-08T13:01:09Z,5410508777,56,Back,5410508781,141,30.1,5410508779,140,13.8,5410508785,213,2.32,5410508783,212,23.4,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866651,17,1,1,0,44,36tr17foeaf9ejjmt2txuoy3y,1,14,30.1,2024-12-08T13:01:09.711Z,2024-12-08T13:01:16Z,5410509217,140,20.6,5410509219,141,57.8,5410509215,56,Back,5410509223,213,1.22,5410509221,212,20.1,,,,,,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866685,18,1,1,0,51,36tr17foeaf9ejjmt2txuoy3y,1,29.6,69.6,2024-12-08T13:01:16.719Z,2024-12-08T13:01:19Z,5410509351,140,31.5,5410509361,213,1.45,5410509353,141,94.1,5410509349,56,Back,5410509357,212,16.8,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866747,19,1,1,0,54,36tr17foeaf9ejjmt2txuoy3y,1,31.5,94.1,2024-12-08T13:01:19.423Z,2024-12-08T13:01:23Z,5410509631,212,15.4,5410509629,141,74.1,5410509633,213,4.22,5410509627,140,24.6,5410509625,56,Back,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866887,20,1,1,0,57,36tr17foeaf9ejjmt2txuoy3y,1,25.4,71.5,2024-12-08T13:01:23.056Z,2024-12-08T13:01:33Z,5410510387,56,Back,5410510389,140,20.6,5410510397,1,,5410510395,213,4.61,5410510393,212,48.2,5410510391,141,1.0,5410510385,196,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756866943,21,1,1,1,8,36tr17foeaf9ejjmt2txuoy3y,1,28.9,18,2024-12-08T13:01:33.184Z,2024-12-08T13:01:36Z,5410510735,212,18.9,5410510733,141,39.7,5410510731,140,17.7,5410510729,56,Back,5410510737,213,2.24,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756867075,22,1,1,1,11,36tr17foeaf9ejjmt2txuoy3y,1,22.6,42.2,2024-12-08T13:01:36.752Z,2024-12-08T13:01:43Z,5410511383,141,60.9,5410511385,212,12.7,5410511379,56,Back,5410511381,140,22.8,5410511387,213,1.55,,,,,,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756867119,23,1,1,1,18,36tr17foeaf9ejjmt2txuoy3y,1,28.6,68.1,2024-12-08T13:01:43.344Z,2024-12-08T13:01:45Z,5410511687,212,7.4,5410511681,56,Back,5410511683,140,35.6,5410511685,141,69.4,5410511691,213,0.12,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756867159,24,1,1,1,20,36tr17foeaf9ejjmt2txuoy3y,1,35.6,69.4,2024-12-08T13:01:45.152Z,2024-12-08T13:01:48Z,5410511929,213,3.66,5410511925,212,18.4,5410511921,141,56.0,5410511943,156,,5410511915,56,Back,5410511917,140,20.4,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756867139,4,43,1,1,21,28u3q82ip96ahymkup01vfxli,1,0,0,2024-12-08T13:01:46.510Z,2024-12-08T13:01:48Z,5410511813,56,Center,5410511967,144,61,,,,,,,,,,,,,,,,,,,15ueea8j21zale5d23rifkct1,J. Cayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756867235,25,1,1,1,23,36tr17foeaf9ejjmt2txuoy3y,1,21.7,55.8,2024-12-08T13:01:48.703Z,2024-12-08T13:01:52Z,5410512309,141,28.0,5410512313,213,5.16,5410512307,140,30.4,5410512311,212,21.0,5410512305,56,Back,,,,,,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756867313,26,1,1,1,27,36tr17foeaf9ejjmt2txuoy3y,1,37.2,23.7,2024-12-08T13:01:52.768Z,2024-12-08T13:01:57Z,5410512715,56,Right,5410512717,140,70.3,5410512719,141,9.8,5410512725,1,,5410512723,213,6.02,5410512721,212,36.0,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756867345,27,1,1,1,31,36tr17foeaf9ejjmt2txuoy3y,0,73.4,13.1,2024-12-08T13:01:56.879Z,2024-12-08T13:01:58Z,5410512881,212,32.0,5410512883,213,0.90,5410512871,2,,5410512873,155,,5410512875,56,Center,5410512877,140,92.3,5410512879,141,50.0,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756867383,5,12,1,1,33,28u3q82ip96ahymkup01vfxli,1,9.1,44.5,2024-12-08T13:01:59.080Z,2024-12-08T13:02:01Z,5410513071,140,14.7,5410513073,141,50.3,5410513075,212,7.1,5410513069,56,Back,5410513077,213,0.59,,,,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
