id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/14/value,qualifier/16/value,assist
2759438281,1,34,16,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2024-12-15T13:15:31.823Z,2024-12-15T13:15:32Z,5424414441,30,"8btgs1e799s3xyjfqloeg2iju, 13up673x1kzlwwi22awilagvd, 8e7wbpcbwxvdz0fojwuyov3rp, dqpv2janh4g4qkiqx7h7vs8gl, 9t8eb24gwj56ucggp7x0n0ewa, bl6mkergo04815vpi73fgtwb9, dzhvgrdkl4nuj8z4fd9to0ag9, enh0z58rrftq2m6hybzhgf65l, brs6i21j86k1w7cpgzorrxxwp, 1ry82n1adajgmjtce487u9q1g, d29d4xtq3ib0nim6keirgdx3p, 8ll4dyc6p81nlfz81v8nz3m96, 3u2e56fhs12qok7truspt65zp, acubyto4nolysndygirwjwhzo, a6nt0vn3kgt05g1hdnubrh0yc, etyrg2e7ftd9i9qggqfuy9gk4, 8gh56ar8x8yxjfcm66m7532ll, ct4fyrkcvk3i01xiz1wpsyuw9, 1234a1tb7y6trj9xsoqvx0x5h, 1haq2mkmbebj3jbt0z2jom4lx",5424414449,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5424414453,197,25101,5424414443,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5424414447,130,8,5424414451,194,9t8eb24gwj56ucggp7x0n0ewa,5424414455,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5424414445,59,"91, 14, 3, 17, 4, 21, 23, 20, 19, 8, 11, 39, 5, 2, 13, 34, 15, 9, 28, 12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759444671,1,34,16,0,0,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-12-15T13:21:13.559Z,2024-12-15T14:25:46Z,5424445015,194,da2wvt67j64u7zlybcel46n3e,5424445007,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",5424445017,197,12037,5424445013,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5424445005,30,"4x0c0fhtuohubcm7u16qzr2wa, 189vxko1d1i7iiiol5ye10uay, 2jwojltrp06sa8qloordtohrd, 8kmne7pn10uwqe6g1kc4w69cl, da2wvt67j64u7zlybcel46n3e, 5k2tg6abpiefmb8cu4ef7z4k5, 3acexvvnl6jkxur5649bwjpxw, d3uulb80d2j3hciw1v7ueodwq, 6spinfzc1go7q5euom2apcdwq, dw593ezeekrbzlc2qhtc805p1, 70h5ahiv905igqhjk86okzwt1, bhby3ex548cqf2rd527fk9iad, 8ojm3gdn5n6t8vw7by016uvh1, d9cewkta4tz35v0p71n5mcvkl, 3y8r35i7dm7sbgd9bxjd0je5m, bibuxh4qtt5zr3er5o8pssvzd, 81zmy2om11x4pcuapm3rm9rmc, cpujkte9oflwdrorh61l50v10, 50ef8q2ctd099il4iq14i0cfd",5424445009,59,"30, 20, 23, 2, 6, 15, 17, 5, 10, 28, 22, 19, 3, 4, 8, 11, 12, 27, 77",5424445011,130,10,5424445019,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759481259,2,32,1,0,0,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-12-15T14:00:33.561Z,2024-12-15T14:00:35Z,5424641893,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759481257,2,32,1,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2024-12-15T14:00:33.561Z,2024-12-15T14:00:33Z,5424641891,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759481391,3,1,1,0,0,axwnneoekq2f2yq6r1l704y96,1,50.3,50,2024-12-15T14:00:33.562Z,2024-12-15T14:00:41Z,5424642469,56,Back,5424642471,140,32.4,5424642479,279,S,5424642475,212,20.3,5424642477,213,3.53,5424642473,141,38.6,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759481399,4,1,1,0,2,axwnneoekq2f2yq6r1l704y96,0,32.4,38.6,2024-12-15T14:00:35.613Z,2024-12-15T14:00:41Z,5424642515,140,73.2,5424642517,141,61.7,5424642513,56,Center,5424642523,1,,5424642519,212,45.6,5424642511,157,,5424642521,213,0.35,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759481403,3,1,1,0,4,6o6989d7o4w1kn35cu75y1mny,0,20.5,35.4,2024-12-15T14:00:38.389Z,2024-12-15T14:00:41Z,5424642539,56,Back,5424642553,213,0.36,5424642543,140,41.8,5424642547,141,47.6,5424642535,3,,5424642551,212,23.9,,,,,,,da2wvt67j64u7zlybcel46n3e,A. Everett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759481455,5,1,1,0,8,axwnneoekq2f2yq6r1l704y96,1,66.4,82.3,2024-12-15T14:00:42.061Z,2024-12-15T14:00:43Z,5424642811,3,,5424642813,56,Center,5424642831,213,4.30,5424642823,141,65.7,5424642825,212,12.3,5424642815,140,61.7,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759481491,6,1,1,0,9,axwnneoekq2f2yq6r1l704y96,1,61.7,65.7,2024-12-15T14:00:43.317Z,2024-12-15T14:00:45Z,5424643035,140,65.1,5424643037,141,75.7,5424643029,56,Center,5424643043,213,1.09,5424643039,212,7.7,5424643027,3,,,,,,,,1ry82n1adajgmjtce487u9q1g,G. Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759481499,7,1,1,0,10,axwnneoekq2f2yq6r1l704y96,0,63.9,75.4,2024-12-15T14:00:44.197Z,2024-12-15T14:07:26Z,5424643107,141,71.7,5424643103,56,Center,5424643109,212,3.0,5424643111,213,5.30,5424643105,140,65.5,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
