id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2731587753,1,34,16,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2024-10-06T13:12:56.085Z,2024-10-06T13:54:16Z,5272581173,130,4,5272581169,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5272581177,194,15ueea8j21zale5d23rifkct1,5272581167,30,"avud4qv9xovwlr2pxc8fcmiuh, 6k1s7y9dnzdpppppdco7bgudx, 15ueea8j21zale5d23rifkct1, 9ww7juyjcdpja51ov7t9hnf1l, d3qtg5xhiwe3zamb4mh50whjp, 5mcszf3yuxwxcggl8ds2v1a7d, 3km1u2mw1tkioh2mucow7d1pl, 60q198d41n3y887jeiezr850q, 1d7tayhjn8fifmy0brq7b5bvu, brdcdz9kn3vsijb2l5rbbgudx, 1ct6g590mpcg14jw94v4g2tm2, 4r1z04gidueqs684yxeyrq8ve, 3322apmmg9crui9646d4cbm5l, 3hi3jauxk9i5k94dniki04mei, 4u9olqnk9orietagu35v6s355, bxrfg32lc9sspg2ewx160yqxh, 38gaf1qjazayc2lo9wvly9tzo, 7p90xt2oakctnbc9a0bgbjpw5, cf88cbpwlbfw6ampeklh3kcbu, 70itgnsfoz6fiynrcmdxtv0no",5272581171,59,"1, 4, 11, 6, 5, 17, 3, 30, 10, 8, 20, 2, 7, 18, 22, 23, 28, 29, 31, 53",5272581181,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5272581179,197,9086,5272581175,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731589651,1,34,16,0,0,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-10-06T13:13:56.698Z,2024-10-06T13:19:16Z,5272591303,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5272591313,197,25092,5272591307,130,8,5272591315,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5272591309,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5272591311,194,4x0c0fhtuohubcm7u16qzr2wa,5272591305,59,"30, 14, 23, 5, 6, 2, 22, 17, 28, 10, 11, 3, 4, 8, 19, 20, 27, 32, 77",5272591299,30,"4x0c0fhtuohubcm7u16qzr2wa, 9mfotw533oa5qs1muu2z8t8lx, 2jwojltrp06sa8qloordtohrd, d3uulb80d2j3hciw1v7ueodwq, da2wvt67j64u7zlybcel46n3e, 8kmne7pn10uwqe6g1kc4w69cl, 70h5ahiv905igqhjk86okzwt1, 3acexvvnl6jkxur5649bwjpxw, dw593ezeekrbzlc2qhtc805p1, 6spinfzc1go7q5euom2apcdwq, bibuxh4qtt5zr3er5o8pssvzd, 8ojm3gdn5n6t8vw7by016uvh1, d9cewkta4tz35v0p71n5mcvkl, 3y8r35i7dm7sbgd9bxjd0je5m, bhby3ex548cqf2rd527fk9iad, 189vxko1d1i7iiiol5ye10uay, cpujkte9oflwdrorh61l50v10, f204o8gildjfs87uhezqphul0, 50ef8q2ctd099il4iq14i0cfd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731653183,2,43,1,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2024-10-06T14:00:11.638Z,2024-10-06T14:00:21Z,5272939477,127,Left to Right,5272940107,144,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731653507,2,32,1,0,0,6o6989d7o4w1kn35cu75y1mny,1,0,0,2024-10-06T14:00:34.494Z,2024-10-06T14:00:36Z,5272941007,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731653499,3,32,1,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2024-10-06T14:00:34.494Z,2024-10-06T14:00:34Z,5272940987,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731653571,3,1,1,0,0,6o6989d7o4w1kn35cu75y1mny,1,50,50,2024-10-06T14:00:34.495Z,2024-10-06T14:00:38Z,5272941361,212,18.9,5272941365,279,S,5272941357,140,32.0,5272941359,141,48.5,5272941363,213,3.20,5272941355,56,Back,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731653597,4,1,1,0,4,6o6989d7o4w1kn35cu75y1mny,1,32,48.5,2024-10-06T14:00:38.516Z,2024-10-06T14:00:39Z,5272941517,213,3.61,5272941507,56,Back,5272941515,212,9.2,5272941509,140,24.2,5272941511,141,42.4,,,,,,,,,,3acexvvnl6jkxur5649bwjpxw,L. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731653631,5,1,1,0,5,6o6989d7o4w1kn35cu75y1mny,1,24.2,42.4,2024-10-06T14:00:39.645Z,2024-10-06T14:00:41Z,5272941713,212,14.2,5272941707,56,Back,5272941711,141,63.3,5272941715,213,1.61,5272941709,140,23.7,,,,,,,,,,da2wvt67j64u7zlybcel46n3e,A. Everett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731653665,6,1,1,0,6,6o6989d7o4w1kn35cu75y1mny,1,23.7,63.3,2024-10-06T14:00:41.356Z,2024-10-06T14:00:44Z,5272941885,212,15.4,5272941879,56,Back,5272941881,140,23.3,5272941887,213,4.69,5272941883,141,40.7,,,,,,,,,,8kmne7pn10uwqe6g1kc4w69cl,K. Veje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731653711,7,1,1,0,10,6o6989d7o4w1kn35cu75y1mny,1,23.3,40.7,2024-10-06T14:00:44.892Z,2024-10-06T14:00:47Z,5272942151,56,Back,5272942159,213,4.78,5272942153,140,24.8,5272942155,141,8.6,5272942157,212,21.9,,,,,,,,,,da2wvt67j64u7zlybcel46n3e,A. Everett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
