id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2722779155,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2024-09-20T17:21:00.068Z,2024-09-23T13:38:05Z,5224513891,197,25069,5224513885,130,8,5224513881,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5224513883,59,"24, 22, 12, 6, 26, 4, 19, 8, 7, 11, 17, 1, 9, 33, 10, 14, 15, 18, 25, 23",5224513889,194,anghujtc4achyb9mflowgg9n9,5224513887,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5224513879,30,"6bejfvxorcqyawi2fmk2kbco9, 1dg7whnmk3nb1adw7n8a7nnbp, ehmzgi988h8g6rgekp3qivkr9, agdmqurwrf5k6izewj4voxcdl, 4wxqckb43bkeobwanys62zvmd, anghujtc4achyb9mflowgg9n9, 2m6wew2746q1xsoio3703t8t1, cij18xj0bx2zyx3mi9xwykn9x, 27oce8op8b7a6fmyp8utoz5gq, 1cfhmihovl78l8osqbo1w9nth, dm9vc2mqtbb982sx6kkd992ax, 6xrzl8rljlz8zmlaj69qqktlh, 5ibsbj2zqv62c94k5wijnayy2, 69nz7p1izpw4i8tle2c8hls2y, 9n2d2dv38kp2exb7z3xh2ykiy, 3c80px00lrpe84s9yurszqcid, 6ypmyozp8zmq4tk36n49oz5xx, 7np6c6939ms55m37juqvw0oa, 1n48nxf4v6reoxuyai88haw6i, 7b1wnybwn288obuc03bea8962",5224513893,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722779417,1,34,16,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-09-20T17:21:35.114Z,2024-09-20T17:21:35Z,5224515369,59,"1, 16, 3, 5, 4, 15, 23, 8, 9, 7, 10, 35, 2, 6, 14, 33, 19, 11, 20, 17",5224515367,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5224515377,197,8381,5224515379,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5224515373,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5224515375,194,amg2zai9038cdz9uuql3l9rkl,5224515371,130,8,5224515365,30,"e0gysmymetthyhdkn2q54l51x, 8jooatan3cxd38v2jyf23pot1, 3ws5zg8wy6j86cr8yrqxnsx9m, cs8bo5xvtd2bq7kd91flepwwl, 9cjjs4piq3t12iltsfon52h91, cnq88jph2nrn0o2tosrp4rmxh, 1vpy4utdaxo6zs2enj4tphejt, 1dbhha29epjmo8g4xfm5taaj9, amg2zai9038cdz9uuql3l9rkl, brppytuf1766c50274dkue5pm, dzfr9ktjmxqj2eh2xibt7konp, 3i90wgjkjzq4krgms7tfhp5p0, 3tz0jq7tbg6u1dm6qlx53u6s5, dw2a5y50m5vbzpy53w2e7n179, 6f8lpm5ckuv4z0tbur533qpxx, b3i5okqaspq6w7w456ab4cxjp, 321yjdo3gio1l33hc1pdps4wl, 5ye5h1o9ndhfeqdi8mh4f9une, cpvbitkove7bavl96lkgs1vc9, 9jitxfwaeix5fn1n3dhartbhm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801477,2,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2024-09-20T18:00:21.316Z,2024-09-23T12:56:57Z,5224634615,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801483,2,32,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2024-09-20T18:00:21.316Z,2024-09-20T18:00:23Z,5224634663,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801517,3,1,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,50.1,50,2024-09-20T18:00:21.317Z,2024-09-20T18:00:24Z,5224634821,279,S,5224634811,56,Back,5224634815,141,60.5,5224634819,213,2.62,5224634813,140,38.4,5224634817,212,14.2,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801563,4,1,1,0,3,spi3g782q7m4evjxn1sv6cfa,1,38.4,60.5,2024-09-20T18:00:24.606Z,2024-09-20T18:00:29Z,5224635067,212,21.2,5224635063,140,28.6,5224635069,213,4.20,5224635061,56,Back,5224635065,141,33.3,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801581,5,1,1,0,7,spi3g782q7m4evjxn1sv6cfa,1,28.6,33.3,2024-09-20T18:00:28.976Z,2024-09-20T18:00:30Z,5224635143,212,21.5,5224635139,140,39.4,5224635145,213,5.27,5224635141,141,6.4,5224635137,56,Back,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801671,6,1,1,0,9,spi3g782q7m4evjxn1sv6cfa,1,42.5,6.8,2024-09-20T18:00:30.706Z,2024-09-20T18:00:39Z,5224635555,212,27.5,5224635551,140,67.1,5224635549,56,Right,5224635553,141,20.7,5224635557,213,0.35,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801697,7,1,1,0,16,spi3g782q7m4evjxn1sv6cfa,1,91.9,5.5,2024-09-20T18:00:37.896Z,2024-09-20T18:04:56Z,5224635687,141,15.8,5224635683,56,Right,5224635689,212,9.3,5224635691,213,2.29,5224635685,140,86.1,,,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801665,3,83,1,0,17,8l30dsub3sutr6j3ruvk650xc,0,11,83.8,2024-09-20T18:00:38.400Z,2024-09-20T18:04:58Z,5224635771,399,2m6wew2746q1xsoio3703t8t1,,,,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801701,8,50,1,0,19,spi3g782q7m4evjxn1sv6cfa,1,87.4,11.6,2024-09-20T18:00:40.716Z,2024-09-20T18:23:10Z,5224635715,286,,5224635849,233,4,5224635713,56,Right,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801721,4,7,1,0,19,8l30dsub3sutr6j3ruvk650xc,1,12.6,88.4,2024-09-20T18:00:40.717Z,2024-09-23T13:01:16Z,5236490443,384,,5224635813,285,,5224635835,233,8,5224635811,56,Back,,,,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801725,5,49,1,0,20,8l30dsub3sutr6j3ruvk650xc,1,11.7,95.9,2024-09-20T18:00:41.513Z,2024-09-23T13:01:29Z,,,,,,,,,,,,,,,,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801745,6,1,1,0,21,8l30dsub3sutr6j3ruvk650xc,1,11.7,95.9,2024-09-20T18:00:42.592Z,2024-09-20T18:00:44Z,5224635925,140,10.0,5224635929,212,1.8,5224635923,56,Back,5224635931,213,3.03,5224635927,141,96.2,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801747,7,1,1,0,22,8l30dsub3sutr6j3ruvk650xc,0,10,96.8,2024-09-20T18:00:43.525Z,2024-09-23T13:01:37Z,5224635945,141,97.2,5224635941,56,Back,5224635939,157,,5224635961,286,,5224635955,236,,5224635951,1,,5224635957,233,9,5224635947,212,1.5,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,5224635949,213,0.18,5224635943,140,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801743,9,74,1,0,22,spi3g782q7m4evjxn1sv6cfa,1,90.2,5.3,2024-09-20T18:00:43.526Z,2024-09-23T13:01:38Z,5224636045,233,7,5224635921,285,,5224635919,56,Right,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801769,8,5,1,0,23,8l30dsub3sutr6j3ruvk650xc,1,11,101.6,2024-09-20T18:00:45.106Z,2024-09-20T18:02:30Z,5224636071,233,10,5224636063,56,Back,5224636067,347,,,,,,,,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722801753,10,5,1,0,23,spi3g782q7m4evjxn1sv6cfa,0,89,-1.6,2024-09-20T18:00:45.106Z,2024-09-20T18:00:47Z,5224635987,347,,5224635985,56,Right,5224636093,233,8,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802005,9,1,1,0,38,8l30dsub3sutr6j3ruvk650xc,0,12.4,100,2024-09-20T18:01:00.128Z,2024-09-20T18:01:01Z,5224637299,56,Back,5224637305,212,9.6,5224637301,140,19.9,5224637297,107,,5224637307,213,5.67,5224637303,141,93.2,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802027,11,8,1,0,41,spi3g782q7m4evjxn1sv6cfa,1,81.3,10.6,2024-09-20T18:01:02.636Z,2024-09-23T13:01:48Z,5224637395,56,Right,5236491417,384,,,,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802051,12,50,1,0,42,spi3g782q7m4evjxn1sv6cfa,1,88,14,2024-09-20T18:01:04.211Z,2024-09-20T18:23:10Z,5224637531,56,Right,5224637695,233,10,5224637533,286,,,,,,,,,,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802071,10,7,1,0,42,8l30dsub3sutr6j3ruvk650xc,0,12,86,2024-09-20T18:01:04.212Z,2024-09-23T13:01:56Z,5224637635,285,,5224637671,233,12,5236491579,385,,5224637633,56,Back,,,,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802065,13,49,1,0,43,spi3g782q7m4evjxn1sv6cfa,1,89.4,14.6,2024-09-20T18:01:05.186Z,2024-09-20T18:01:05Z,,,,,,,,,,,,,,,,,,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802089,14,3,1,0,44,spi3g782q7m4evjxn1sv6cfa,0,87.2,13.1,2024-09-20T18:01:06.236Z,2024-09-23T15:34:30Z,5224637713,56,Right,5236492721,465,,5224638047,286,,5236711009,233,11,,,,,,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802151,11,7,1,0,44,8l30dsub3sutr6j3ruvk650xc,1,12.8,86.9,2024-09-20T18:01:06.237Z,2024-09-23T15:34:30Z,5236493249,384,,5224637977,56,Back,5224637979,285,,5236711003,233,14,,,,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722808685,62,44,1,0,45,8l30dsub3sutr6j3ruvk650xc,1,19.6,65.2,2024-09-20T18:01:06.554Z,2024-09-20T18:23:18Z,5224674515,285,,5224675385,233,63,5224674513,56,Back,,,,,,,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722808759,63,44,1,0,45,spi3g782q7m4evjxn1sv6cfa,0,80.4,34.8,2024-09-20T18:01:06.555Z,2024-09-20T18:23:18Z,5224675375,286,,5224675449,233,62,5224675369,56,Center,,,,,,,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802165,12,1,1,0,46,8l30dsub3sutr6j3ruvk650xc,0,22,72.3,2024-09-20T18:01:07.553Z,2024-09-20T18:06:47Z,5224638083,212,2.9,5224638079,140,24.8,5224638075,56,Back,5224638071,3,,5224638085,213,6.21,5224638081,141,72.0,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802185,15,1,1,0,48,spi3g782q7m4evjxn1sv6cfa,1,69.1,33.6,2024-09-20T18:01:09.806Z,2024-09-20T18:01:11Z,5224638193,212,14.3,5224638191,141,15.8,5224638195,213,4.15,5224638189,140,61.8,5224638187,56,Right,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802231,16,1,1,0,50,spi3g782q7m4evjxn1sv6cfa,0,59.7,18.2,2024-09-20T18:01:11.426Z,2024-09-23T13:03:03Z,5224638453,213,0.54,5224638449,141,19.5,5224638443,157,,5224638447,140,61.1,5224638445,56,Right,5224638451,212,1.7,5224638455,1,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724997783,911,61,1,0,51,8l30dsub3sutr6j3ruvk650xc,1,36.9,80.1,2024-09-20T18:01:13.065Z,2024-09-23T13:03:14Z,5236494183,56,Back,,,,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802293,13,12,1,0,53,8l30dsub3sutr6j3ruvk650xc,1,12.7,38.2,2024-09-20T18:01:14.942Z,2024-09-23T13:03:19Z,5224638765,212,14.6,5224638761,140,12.2,5224638757,56,Back,5224638805,15,,5224638769,213,4.68,5224638763,141,16.7,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802327,14,83,1,0,59,8l30dsub3sutr6j3ruvk650xc,0,14.8,5.8,2024-09-20T18:01:20.704Z,2024-09-20T18:01:23Z,5224639205,399,dm9vc2mqtbb982sx6kkd992ax,,,,,,,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802365,17,1,1,0,59,spi3g782q7m4evjxn1sv6cfa,1,84.8,95,2024-09-20T18:01:21.026Z,2024-09-20T18:01:23Z,5224639149,213,3.14,5224639143,140,74.6,5224639147,212,10.7,5224639141,56,Left,5224639145,141,95.1,,,,,,,,,,dm9vc2mqtbb982sx6kkd992ax,S. Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802395,18,1,1,1,2,spi3g782q7m4evjxn1sv6cfa,0,75.7,92.4,2024-09-20T18:01:23.326Z,2024-09-20T18:01:24Z,5224639333,213,3.98,5224639325,56,Center,5224639329,141,70.2,5224639327,140,62.9,5224639331,212,20.2,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802441,15,49,1,1,3,8l30dsub3sutr6j3ruvk650xc,1,36.3,34.2,2024-09-20T18:01:24.826Z,2024-09-23T13:03:40Z,,,,,,,,,,,,,,,,,,,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802449,16,1,1,1,4,8l30dsub3sutr6j3ruvk650xc,0,36.3,34.2,2024-09-20T18:01:25.463Z,2024-09-23T13:03:45Z,5224639607,141,29.1,5224639609,212,3.9,5224639603,56,Back,5224639605,140,38.0,5224639611,213,5.19,,,,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802455,19,8,1,1,5,spi3g782q7m4evjxn1sv6cfa,1,62.5,82.9,2024-09-20T18:01:26.551Z,2024-09-23T13:03:48Z,5224639655,56,Left,5236495371,383,,,,,,,,,,,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802475,20,49,1,1,6,spi3g782q7m4evjxn1sv6cfa,1,64.7,80.9,2024-09-20T18:01:27.386Z,2024-09-23T13:03:55Z,,,,,,,,,,,,,,,,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802477,17,83,1,1,7,8l30dsub3sutr6j3ruvk650xc,0,35.7,31.8,2024-09-20T18:01:28.576Z,2024-09-20T18:01:32Z,5224640081,399,anghujtc4achyb9mflowgg9n9,,,,,,,,,,,,,,,,,,,,,,brppytuf1766c50274dkue5pm,M. Kearns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802499,21,1,1,1,7,spi3g782q7m4evjxn1sv6cfa,0,62.6,80.5,2024-09-20T18:01:28.946Z,2024-09-20T18:01:29Z,5224639865,56,Left,5224639869,141,80.9,5224639875,213,0.03,5224639871,212,8.7,5224639867,140,70.9,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802525,18,8,1,1,9,8l30dsub3sutr6j3ruvk650xc,1,29.1,28.6,2024-09-20T18:01:30.495Z,2024-09-23T13:04:06Z,5224640015,56,Back,5236495997,385,,,,,,,,,,,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802571,22,1,1,1,10,spi3g782q7m4evjxn1sv6cfa,1,68,78.5,2024-09-20T18:01:31.346Z,2024-09-20T18:48:43Z,5224640255,212,22.0,5224640251,140,86.6,5224640249,56,Center,5224974863,154,,5224640247,3,,5224640257,213,5.80,5224641265,210,13,5224640253,141,63.6,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802575,23,13,1,1,11,spi3g782q7m4evjxn1sv6cfa,1,83.7,63.4,2024-09-20T18:01:33.206Z,2024-09-23T13:04:30Z,5224640681,72,,5224641305,328,,5224641301,102,40,5224641297,55,22,5224641293,75,,5224640281,56,Center,5224641295,29,,5224974889,154,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,5224640279,64,,5224640277,22,,,5224641303,103,13.9,5224641309,231,53.4,5224641307,230,97.7,,,,,,,,,,,,,,,,,,
2722802561,19,5,1,1,13,8l30dsub3sutr6j3ruvk650xc,1,-1.6,61.4,2024-09-20T18:01:34.920Z,2024-09-20T18:04:05Z,5224640213,346,,5224640349,233,24,5224640211,56,Back,,,,,,,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722802581,24,5,1,1,13,spi3g782q7m4evjxn1sv6cfa,0,101.6,38.6,2024-09-20T18:01:34.920Z,2024-09-20T18:04:02Z,5224640309,56,Center,5224640379,233,19,5224640311,346,,,,,,,,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722803085,20,1,1,1,30,8l30dsub3sutr6j3ruvk650xc,1,5.1,50.7,2024-09-20T18:01:51.495Z,2024-09-20T18:09:31Z,5224643073,141,76.0,5224643059,124,,5224643067,140,9.1,5224643107,237,,5224643063,56,Back,5224643103,213,1.33,5224694225,189,,5224643075,212,17.7,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722803103,21,1,1,1,31,8l30dsub3sutr6j3ruvk650xc,1,9.1,76,2024-09-20T18:01:53.216Z,2024-09-20T18:09:38Z,5224643193,140,13.4,5224643199,213,1.25,5224643197,212,14.5,5224643195,141,96.2,5224643191,56,Back,5224694987,189,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722803111,22,61,1,1,32,8l30dsub3sutr6j3ruvk650xc,1,13.8,97.7,2024-09-20T18:01:54.079Z,2024-09-20T18:09:59Z,5224643243,56,Back,5224697525,189,,,,,,,,,,,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722803121,23,5,1,1,41,8l30dsub3sutr6j3ruvk650xc,0,15.9,101.6,2024-09-20T18:02:02.640Z,2024-09-20T18:02:31Z,5224643315,347,,5224643313,56,Back,5224643947,233,25,,,,,,,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722803129,25,5,1,1,41,spi3g782q7m4evjxn1sv6cfa,1,84.1,-1.6,2024-09-20T18:02:02.640Z,2024-09-20T18:02:31Z,5224643937,233,23,5224643339,347,,5224643337,56,Right,,,,,,,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722803305,26,1,1,1,48,spi3g782q7m4evjxn1sv6cfa,1,82.7,0,2024-09-20T18:02:10.076Z,2024-09-20T18:02:39Z,5224644205,141,3.7,5224644201,56,Right,5224644199,107,,5224644207,212,14.4,5224644203,140,69.4,5224644209,213,2.89,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722803321,27,1,1,1,52,spi3g782q7m4evjxn1sv6cfa,0,67.9,2.9,2024-09-20T18:02:13.346Z,2024-09-23T13:04:53Z,5224644297,213,0.02,5224644293,141,3.2,5224644289,56,Right,5224644295,212,8.3,5224644291,140,75.8,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722803331,24,8,1,1,53,8l30dsub3sutr6j3ruvk650xc,1,27.4,96.3,2024-09-20T18:02:14.482Z,2024-09-23T13:04:55Z,5236497573,385,,5224644349,56,Back,,,,,,,,,,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722803343,25,5,1,1,54,8l30dsub3sutr6j3ruvk650xc,0,25.2,101.2,2024-09-20T18:02:15.808Z,2024-09-20T18:02:19Z,5224644387,347,,5224644619,233,28,5224644385,56,Back,,,,,,,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722803381,28,5,1,1,54,spi3g782q7m4evjxn1sv6cfa,1,74.8,-1.2,2024-09-20T18:02:15.808Z,2024-09-20T18:02:32Z,5224644561,56,Right,5224644611,233,25,5224644563,347,,,,,,,,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722803551,29,1,1,1,57,spi3g782q7m4evjxn1sv6cfa,1,78.6,0,2024-09-20T18:02:18.466Z,2024-09-20T18:02:25Z,5224645423,213,0.92,5224645417,140,88.3,5224645419,141,18.8,5224645413,107,,5224645415,56,Right,5224645421,212,16.9,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722814445,90,83,1,2,0,8l30dsub3sutr6j3ruvk650xc,0,10.3,88.3,2024-09-20T18:02:22.018Z,2024-09-20T18:11:11Z,5224706759,399,27oce8op8b7a6fmyp8utoz5gq,,,,,,,,,,,,,,,,,,,,,,3ws5zg8wy6j86cr8yrqxnsx9m,Paula Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722803561,30,1,1,2,2,spi3g782q7m4evjxn1sv6cfa,0,96.2,22.5,2024-09-20T18:02:24.160Z,2024-09-23T13:05:25Z,5236498267,386,,5224645467,212,1.4,5236498269,20,,5224645469,213,2.29,5224645463,140,95.3,5224708227,236,,5224708229,233,26,5224645461,56,Center,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,5224645465,141,24.1,5236498265,225,,,5224708233,286,,5224707993,2,,,,,,,,,,,,,,,,,,,,,,
2722803587,26,12,1,2,2,8l30dsub3sutr6j3ruvk650xc,1,3.3,75.6,2024-09-20T18:02:24.260Z,2024-09-23T15:34:31Z,5224645601,56,Back,5224708211,185,,5224708277,233,30,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722803601,27,6,1,2,7,8l30dsub3sutr6j3ruvk650xc,0,7.2,75.6,2024-09-20T18:02:28.319Z,2024-09-23T13:05:33Z,5224645727,73,,5224646179,233,31,5224645725,56,Back,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722803671,31,6,1,2,7,spi3g782q7m4evjxn1sv6cfa,1,92.8,24.4,2024-09-20T18:02:28.319Z,2024-09-20T20:00:52Z,5224646113,56,Center,5224646145,233,27,5224646115,75,,,,,,,,,,,,,,,,,27oce8op8b7a6fmyp8utoz5gq,M. Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
