Player,Team,Passes,Total_xT,xT
A. Béché,Strasbourg,82,0.17414617999999998,0.174
A. Chaney,Strasbourg,56,-0.011570939999999991,-0.012
A. Cometti,Fleury 91,26,0.10863556,0.109
A. Connesson,Saint-Étienne,21,0.0,0.0
A. Ebayilin,PSG,3,0.004203539999999999,0.004
A. Felden,Montpellier,75,0.13579545999999998,0.136
A. Fontaine,Dijon,6,0.03179088000000001,0.032
A. Gajić,Saint-Étienne,32,0.018298559999999995,0.018
A. Gbedjissi,Lens,21,0.024702539999999995,0.025
A. Hegerberg,OL Lyonnes,29,0.32842549,0.328
A. Lawrence,OL Lyonnes,88,0.59869284,0.599
A. Le Moguédec,Paris FC,18,0.24058809,0.241
A. Pierre-Louis,Saint-Étienne,12,0.12533397000000002,0.125
A. Pinguet,Saint-Étienne,59,0.1861528,0.186
A. Traoré,Fleury 91,23,0.006411230000000002,0.006
A. Yeboah,Strasbourg,1,0.0,0.0
B. Joly,Lens,33,0.02986619,0.03
Bruna Lourenço,Strasbourg,56,0.09482627,0.095
C. Bertrand,Lens,25,0.001286470000000003,0.001
C. Blanc,Montpellier,50,0.09140425999999999,0.091
C. Boisard,Le Havre,32,0.27490025,0.275
C. Caputo,Fleury 91,2,0.0,0.0
C. Chabod,Montpellier,1,0.0,0.0
C. Cosme,Nantes,77,0.03688179,0.037
C. Dunn,PSG,18,0.09127877000000001,0.091
C. Effa Effa,Le Havre,27,0.07957827,0.08
C. Endler,OL Lyonnes,32,0.04830334000000001,0.048
C. Fernandes,Fleury 91,22,-0.0012802699999999965,-0.001
C. Gavory,Le Havre,42,0.10880216999999999,0.109
C. Matéo,Paris FC,38,-0.32858550999999997,-0.329
C. Meffometou,Fleury 91,32,0.0327124,0.033
C. N'Gazi,Olympique Marseille,41,0.14675588,0.147
C. Ndzana,Dijon,47,-0.006556279999999999,-0.007
C. Ould Hocine,Paris FC,68,0.42919587,0.429
C. Picaud,Fleury 91,30,0.026104530000000004,0.026
C. Robillard,Nantes,7,0.05945589,0.059
C. Tapia,Saint-Étienne,38,4.2860000000001335e-05,0.0
D. Bien-Aimé,Saint-Étienne,9,0.02806426,0.028
D. Corboz,Paris FC,31,0.06827942,0.068
D. Davis,Paris FC,44,0.027197390000000002,0.027
D. Pierre-Louis,Lens,27,0.38124796,0.381
E. Aigbogun,Strasbourg,66,-0.004033540000000002,-0.004
E. Burns,Nantes,29,0.048405590000000005,0.048
E. Gaetino,PSG,90,0.14674061000000002,0.147
E. Kamczyk,Fleury 91,7,0.24000301999999998,0.24
E. Laurent,Fleury 91,18,0.30863737999999996,0.309
E. Palis,Montpellier,70,0.10973645,0.11
E. Paljevic,Nantes,21,0.017785629999999997,0.018
E. Siren,Dijon,53,0.18836075,0.188
F. Bataillard,Saint-Étienne,28,0.005493139999999988,0.005
F. Jourde,PSG,22,0.08380819,0.084
F. Proniez,Lens,30,0.05140668999999999,0.051
Fátima Pinto,Strasbourg,45,0.02672569,0.027
G. Grzybowska,Dijon,2,0.004268819999999998,0.004
G. Mbock,PSG,68,0.036397360000000004,0.036
H. Diaz,Fleury 91,17,0.10684967,0.107
I. Adjabi,Le Havre,25,0.10595919999999999,0.106
I. Benyahia,OL Lyonnes,7,0.005258459999999996,0.005
I. Engen,OL Lyonnes,118,0.23052550000000002,0.231
I. Kbida,Olympique Marseille,7,0.011356319999999998,0.011
I. Konan,Strasbourg,18,0.11475926,0.115
I. Kristoffersen,Saint-Étienne,31,0.042455200000000005,0.042
I. Saoud,Nantes,10,0.0036662599999999993,0.004
Izarne Sarasola,Nantes,57,0.08940835,0.089
J. Brand,OL Lyonnes,24,-0.003553070000000002,-0.004
J. Brown,Olympique Marseille,10,0.005315729999999998,0.005
J. Coquet,Montpellier,27,0.07529675999999999,0.075
J. Denizot,Dijon,3,0.0,0.0
J. Echegini,PSG,33,0.06971296999999999,0.07
J. Groenen,PSG,60,0.08940412999999998,0.089
J. Lerond,Montpellier,49,0.06546942000000001,0.065
J. Limage,Lens,37,0.11268262,0.113
J. Mossard,Nantes,16,-0.00306065,-0.003
J. Nassi,Le Havre,8,0.0774497,0.077
J. Pasquereau,Nantes,23,0.040670620000000005,0.041
J. Perret,Olympique Marseille,19,0.005331169999999998,0.005
J. Rastocle,Montpellier,52,0.45176892999999996,0.452
J. Rouquet,Montpellier,18,0.26835818,0.268
K. Diani,OL Lyonnes,7,-0.08204481999999999,-0.082
K. El Koumir,Lens,8,0.03230977999999999,0.032
K. Jedlińska,Paris FC,9,0.020138720000000006,0.02
K. Korošec,Paris FC,29,0.07428632,0.074
K. Louis,Montpellier,52,0.002770510000000002,0.003
K. Roche-Dufour,Paris FC,16,0.01871021,0.019
K. Talaslahti,Dijon,41,0.1094007,0.109
K. Taylor,Dijon,43,0.45666512,0.457
L. Archier,Lens,14,-0.11035174999999997,-0.11
L. Azzaro,Paris FC,34,-0.016328829999999996,-0.016
L. Bogaert,Paris FC,71,0.0034263900000000014,0.003
L. Cance,Fleury 91,28,0.35584801,0.356
L. Declercq,Dijon,26,0.03462550999999999,0.035
L. Fleury,Nantes,29,-0.005426040000000009,-0.005
