playerName,Team,ActualDisruptions,ExpectedDisruptions
A. Anderson,Angel City,0,20.332
A. Berger,Gotham FC,1,56.196000000000005
A. Chapman,Houston Dash,18,25.74
A. Cook,Chicago Stars,5,1.9720000000000002
A. Cook,Kansas City Current,15,9.24
A. Crnogorčević,Seattle Reign,7,13.284
A. Dahlkemper,Bay,14,81.43
A. Guzmán,Utah Royals,3,0.704
A. Hatch,Washington Spirit,8,76.373
A. James-Turner,Seattle Reign,36,31.903
A. Kennedy,Angel City,30,192.395
A. Kingsbury,Washington Spirit,0,29.45
A. Lemos,Orlando Pride,29,96.159
A. Leon,San Diego Wave,9,53.76
A. Loera,Utah Royals,0,0.092
A. Malonson,Bay,72,185.472
A. McCammon,Seattle Reign,16,6.104
A. Moorhouse,Orlando Pride,0,15.162
A. Naeher,Chicago Stars,0,6.392
A. Nagai,Utah Royals,13,6.102
A. Oshoala,Bay,8,26.062
A. Patterson,Houston Dash,58,296.516
A. Sanchez,North Carolina Courage,24,142.29500000000002
A. Schlegel,Chicago Stars,26,203.79600000000002
A. Sentnor,Kansas City Current,4,6.0200000000000005
A. Sentnor,Utah Royals,17,121.04
A. Smith,Houston Dash,0,2.058
A. Solórzano,Utah Royals,8,16.958
A. Spaanstra,Portland Thorns,4,4.998
A. Thompson,Angel City,44,187.86
A. Watt,Orlando Pride,37,181.2
A. Wright,Racing Louisville,35,124.72600000000001
Aline Gomes,North Carolina Courage,5,11.032
Ana Tejada,Utah Royals,30,64.655
Angelina,Orlando Pride,20,142.142
Ary Borges,Racing Louisville,38,67.976
B. Balcer,Racing Louisville,2,0.43999999999999995
B. Banda,Orlando Pride,16,248.738
B. Bixby,Portland Thorns,0,3.024
B. Courtnall,North Carolina Courage,5,0.48
B. Feist,Kansas City Current,4,1.5810000000000002
B. Franklin,Chicago Stars,47,80.99
B. Martinez,Orlando Pride,1,0.018000000000000002
B. Mozingo,Utah Royals,23,83.6
B. Olivieri,Houston Dash,42,153.846
B. Pinto,North Carolina Courage,8,10.464
B. Ratcliffe,Washington Spirit,6,15.504000000000001
B. St-Georges,Utah Royals,27,92.4
Bia Zaneratto,Kansas City Current,24,153.224
Bruninha,Gotham FC,21,97.244
C. Barry,Chicago Stars,2,0.8320000000000001
C. Bethune,Washington Spirit,20,79.933
C. Biegalski,Chicago Stars,56,153.52
C. Brown,Washington Spirit,13,21.186
C. Conti,Bay,24,95.604
C. Curran,Chicago Stars,3,1.6
C. Dickey,Seattle Reign,0,35.343
C. Dydasco,Bay,64,368.15999999999997
C. Dyke,Orlando Pride,17,86.595
C. Emslie,Angel City,13,40.703
C. Hanks,Portland Thorns,23,71.295
C. Hutton,Kansas City Current,62,160.58
C. Kizer,Gotham FC,0,0.448
C. Kizer,Utah Royals,10,14.693999999999999
C. Krueger,Washington Spirit,14,52.242999999999995
C. Lacasse,Utah Royals,3,1.274
C. Laris­ey,Houston Dash,0,0.128
C. Murphy,North Carolina Courage,0,25.541999999999998
C. Okwuchukwu,San Diego Wave,1,2.4650000000000003
C. Onwualu,Chicago Stars,35,43.937
C. Paulson,Bay,0,0.016
C. Petersen,Racing Louisville,34,160.58
C. Pickett,Orlando Pride,17,87.912
C. Press,Angel City,11,22.791999999999998
C. Ricketts,Washington Spirit,8,2.079
C. Vine,North Carolina Courage,8,14.840000000000002
C. Westphal,Houston Dash,21,34.816
Casey Phair,Angel City,0,0.945
Claudia Zornoza,Utah Royals,47,179.545
D. Abiodun,Washington Spirit,1,0.068
D. Bailey,Bay,26,58.55200000000001
D. Cascarino,San Diego Wave,55,538.41
D. Castellanos,Portland Thorns,14,77.94500000000001
D. Colaprico,Houston Dash,61,128.4
D. Foederer,Utah Royals,33,71.91000000000001
D. O'Sullivan,North Carolina Courage,99,333.882
D. Ordoñez,Houston Dash,1,0.8160000000000001
D. Sheehan,Houston Dash,37,250.8
D. Weatherholt,North Carolina Courage,2,0.868
Daiane,Portland Thorns,3,0.116
Debinha,Kansas City Current,19,94.47000000000001
Dudinha,San Diego Wave,0,0.076
E. Adames,Seattle Reign,9,61.132
E. Allen,Bay,0,0.0
E. Ball,Kansas City Current,11,36.66
E. Duljan,Houston Dash,16,49.532
E. Favour,San Diego Wave,5,0.7420000000000001
E. Hase,Racing Louisville,39,130.849
E. Jean,Racing Louisville,15,53.775
E. Mason,Seattle Reign,17,8.92
E. Menges,Bay,4,5.184000000000001
E. Morgan,Washington Spirit,38,185.92000000000002
E. Pikkujämsä,Racing Louisville,0,0.0
E. Sams,Orlando Pride,51,280.098
E. Sears,Racing Louisville,26,289.836
E. Shores,Angel City,19,7.874
E. Sonnett,Gotham FC,29,212.57
E. Stevens,Gotham FC,14,46.480000000000004
E. Wheeler,Kansas City Current,24,106.07400000000001
Esther González,Gotham FC,15,153.657
F. Rauch,North Carolina Courage,18,47.169999999999995
Flora Marta Lacho,Kansas City Current,3,5.92
G. Carle,Washington Spirit,55,289.425
G. Chanda,Orlando Pride,2,0.32400000000000007
G. Corley,San Diego Wave,20,164.19
G. Monday,Washington Spirit,20,134.846
G. Robinson,Kansas City Current,0,0.0
G. Thompson,Angel City,44,134.16000000000003
Gabi Portilho,Gotham FC,24,107.60000000000001
Geyse,Gotham FC,17,106.73100000000001
H. Anderson,Chicago Stars,12,9.15
H. Bebar,Bay,29,49.242000000000004
H. Betfort,North Carolina Courage,5,19.028000000000002
H. Glas,Seattle Reign,0,0.0
H. Hershfelt,Washington Spirit,27,60.879
H. Hopkins,Kansas City Current,11,28.212999999999997
H. Johnson,Angel City,1,0.192
H. Lundkvist,San Diego Wave,48,476.92800000000005
H. Mace,Kansas City Current,52,224.459
H. Mackiewicz,Chicago Stars,0,0.0
H. McCutcheon,Orlando Pride,53,150.007
