playerName,Team,ActualDisruptions,ExpectedDisruptions
A. Bélem,Eibar,0,2.023
A. Canales,Badalona,0,0.056
A. Leitner,Logroño,10,4.4399999999999995
A. Marques,Sevilla,12,2.688
A. Poljak,Madrid,0,2.82
A. Quintero,Alhama,6,0.08
A. Zaremba,Tenerife,4,4.448
A. Álvarez,Sevilla,4,1.056
Adriana Nanclares,Athletic Club,0,0.24
Aiara Agirrezabala,Real Sociedad,1,2.4840000000000004
Ainhoa Marín,Deportivo La Coruña,5,4.109999999999999
Ainhoa Moraza,Real Sociedad,6,3.1790000000000003
Ainoa Campo,Espanyol,6,0.8
Aitana Bonmatí,Barcelona,1,0.406
Aitana Zumárraga,Alhama,4,0.4
Aithiara Carballo,Tenerife,0,2.688
Alba Cerrato,Sevilla,0,0.266
Alba López,Sevilla,0,0.009000000000000001
Alba Pérez,Granada,4,0.2
Alba Redondo,Real Madrid,1,0.032
Alba Ruiz,Madrid,4,2.241
Alexia Fernández,Atlético Madrid,2,1.056
Alexia Putellas,Barcelona,0,0.8190000000000001
Alharilla Casado,Levante,3,1.488
Alicia Redondo,Sevilla,1,0.10200000000000001
Amaia Iribarren,Eibar,5,0.488
Amaia Martínez,Espanyol,4,0.5680000000000001
Amaiur Sarriegi,Atlético Madrid,4,0.19
Ana Franco,Levante,0,0.024
Ana González,Badalona,6,0.22
Ana Velázquez,Alhama,4,0.053
Ana Vitória,Atlético Madrid,0,0.008
Andrea Colomina,Logroño,4,0.49
Andrea Medina,Atlético Madrid,7,2.898
Andrea Tarazona,Levante,0,0.07200000000000001
Andreia Jacinto,Real Sociedad,3,4.077
Ane Campos,Athletic Club,1,0.1
Ane Elexpuru,Athletic Club,3,0.8909999999999999
Ane Etxezarreta,Eibar,2,1.968
Anita Marcos,Madrid,1,1.22
Anna Torrodà,Espanyol,4,0.752
Arene Altonaga,Eibar,9,0.979
Ariadna Mingueza,Granada,2,0.56
Ariana Arias,Tenerife,2,0.901
Arola Aparicio,Real Sociedad,2,1.207
Astrid Álvarez,Alhama,3,0.019
Athenea del Castillo,Real Madrid,3,1.936
Aïcha Cámara,Barcelona,1,0.135
B. Amani,Tenerife,5,4.02
B. Schulze,Athletic Club,0,0.28200000000000003
Bascu,Levante,0,0.108
Belén Martínez,Alhama,0,0.063
Belén de Gracia,Madrid,0,0.444
Bicho,Tenerife,0,0.036000000000000004
Blanca Muñoz,Granada,1,0.02
Bárbara Latorre,Deportivo La Coruña,1,0.99
Bárbara López,Madrid,0,0.018000000000000002
C. Barclais,Badalona,0,0.0
C. Cavanagh,Deportivo La Coruña,3,0.47000000000000003
C. Graham Hansen,Barcelona,1,3.0709999999999997
C. Hagel,Sevilla,3,1.212
C. Hirao,Granada,0,0.124
C. Weir,Real Madrid,1,1.71
Carla Andrés,Eibar,5,2.2950000000000004
Carla Castiñeyras,Alhama,2,0.045
Carlota Suárez,Tenerife,1,0.492
Carmen Menayo,Atlético Madrid,0,0.092
Carol Marín,Levante,2,0.034
Cata Coll,Barcelona,0,0.025
Cecilia Marcos,Real Sociedad,0,0.017
Cinta Rodríguez,Tenerife,1,0.0
Clara Serrajordi,Barcelona,1,2.226
Claudia Blanco,Tenerife,0,0.063
Claudia Florentino,Real Sociedad,0,0.0
Clàudia Pina,Barcelona,0,0.20700000000000002
Cristina Baudet,Espanyol,0,0.042
Cristina Cubedo,Badalona,1,0.212
Cristina Postigo,Granada,3,1.0530000000000002
D. Caracas,Espanyol,7,1.586
D. Falfán,Logroño,7,1.312
Daniela Agote,Athletic Club,2,0.342
Daniela Luque,Levante,0,0.26
Dolores Silva,Levante,2,0.7290000000000001
Débora García,Sevilla,7,1.7999999999999998
E. Banini,Badalona,1,1.539
E. Botero,Espanyol,4,0.531
E. Brugts,Barcelona,0,1.53
E. Nautnes,Madrid,0,1.083
E. Pajor,Barcelona,1,0.6
E. Pizarro,Deportivo La Coruña,0,0.021
Elba Vergés,Tenerife,5,1.05
Elena Julve,Badalona,0,1.425
Elena Vázquez,Deportivo La Coruña,2,0.984
Elena de Toro,Alhama,1,0.0
Elene Guridi,Real Sociedad,0,0.116
Emma Moreno,Eibar,0,0.232
Emma Ramírez,Real Sociedad,3,1.445
Encarni,Alhama,3,0.0
Estefa Lima,Alhama,0,0.002
Esther Laborde,Madrid,7,2.7359999999999998
Esther Martín-Pozuelo,Sevilla,7,3.75
Esther Sullastres,Sevilla,0,0.151
Eunate Astralaga,Eibar,0,0.678
Eva Alonso,Levante,1,0.267
Eva Dios,Deportivo La Coruña,0,0.009000000000000001
Eva Llamas,Sevilla,0,0.135
Eva Navarro,Real Madrid,4,4.212
F. Angeldahl,Real Madrid,1,5.64
F. Dembele,Tenerife,5,1.512
F. Mawete,Logroño,0,0.084
F. Olofsson,Madrid,0,0.9480000000000001
Fatou Kanteh,Sevilla,0,1.56
Fiamma Benítez,Atlético Madrid,4,3.1750000000000003
G. García,Atlético Madrid,11,3.625
Garazi Fácila,Eibar,1,2.5989999999999998
Gemma Gili,Sevilla,2,0.162
Gio Garbelini,Atlético Madrid,0,0.864
Gonzi,Levante,3,0.35000000000000003
Guereñu,Eibar,9,3.2
H. Antonsdóttir,Madrid,4,2.9
H. Bennison,Real Madrid,0,0.115
Henar Muiña,Deportivo La Coruña,8,1.3780000000000001
Iara,Eibar,0,0.31200000000000006
Intza Eguiguren,Real Sociedad,0,0.0
Inés Rizo,Levante,3,0.272
Inês Pereira,Deportivo La Coruña,0,0.224
Iratxe Pérez,Tenerife,3,0.403
Irene Paredes,Barcelona,2,0.6210000000000001
Iria Castro,Logroño,4,0.609
Iris Arnaiz,Sevilla,3,0.7809999999999999
Irune Dorado,Real Madrid,0,0.27
Isabel Álvarez,Sevilla,9,6.669
Isina,Logroño,4,0.9239999999999999
Itziar Pinillos,Badalona,0,0.444
