Player,Team,GPA,Avg,GPA Rating
A. Gbedjissi,Lens,0.343,0.343,45.4
B. Joly,Lens,0.5820000000000001,0.5820000000000001,52.99
C. Bertrand,Lens,0.37,0.37,46.26
D. Pierre-Louis,Lens,0.548,0.548,51.91
F. Proniez,Lens,0.49000000000000005,0.49000000000000005,50.07
J. Limage,Lens,0.556,0.556,52.17
K. El Koumir,Lens,0.11600000000000002,0.11600000000000002,38.19
L. Archier,Lens,0.217,0.217,41.4
L. Oillic,Lens,0.597,0.597,53.47
L. Pinot,Lens,0.332,0.332,45.05
M. Revelli,Lens,0.33799999999999997,0.33799999999999997,45.24
N. Vagre,Lens,0.268,0.268,43.02
R. Lejeune,Lens,0.426,0.426,48.04
S. Jeudy,Lens,0.097,0.097,37.59
T. David,Lens,0.036,0.036,35.65
C. Boisard,Le Havre,0.7150000000000001,0.7150000000000001,57.22
C. Effa Effa,Le Havre,0.546,0.546,51.85
C. Gavory,Le Havre,0.663,0.663,55.57
I. Adjabi,Le Havre,0.461,0.461,49.15
J. Nassi,Le Havre,0.145,0.145,39.11
L. Philippe,Le Havre,0.384,0.384,46.7
M. Boucly,Le Havre,1.074,1.074,68.62
M. Mendy,Le Havre,0.23000000000000004,0.23000000000000004,41.81
M. Roth,Le Havre,0.37,0.37,46.26
R. Enguehard,Le Havre,0.5980000000000001,0.5980000000000001,53.5
S. Kassi,Le Havre,0.127,0.127,38.54
T. Gallais,Le Havre,0.05,0.05,36.09
Z. Stiévenart,Le Havre,0.573,0.573,52.71
É. Kouache,Le Havre,1.034,1.034,67.35
É. Tsé,Le Havre,0.685,0.685,56.27
A. Béché,Strasbourg,1.238,1.238,73.83
A. Chaney,Strasbourg,0.9620000000000001,0.9620000000000001,65.07
A. Yeboah,Strasbourg,0.036,0.036,35.65
Bruna Lourenço,Strasbourg,1.02,1.02,66.91
E. Aigbogun,Strasbourg,1.1019999999999999,1.1019999999999999,69.51
Fátima Pinto,Strasbourg,0.791,0.791,59.63
I. Konan,Strasbourg,0.40099999999999997,0.40099999999999997,47.24
L. Hannequin,Strasbourg,0.5589999999999999,0.5589999999999999,52.26
M. Babou,Strasbourg,0.11800000000000002,0.11800000000000002,38.25
M. Diop,Strasbourg,0.449,0.449,48.77
M. Hoeltzel,Strasbourg,0.37,0.37,46.26
M. Traoré,Strasbourg,0.544,0.544,51.79
M. Wahl,Strasbourg,0.8,0.8,59.92
S. Enge,Strasbourg,1.0370000000000001,1.0370000000000001,67.45
A. Felden,Montpellier,0.9339999999999999,0.9339999999999999,64.18
C. Blanc,Montpellier,0.6940000000000001,0.6940000000000001,56.55
C. Chabod,Montpellier,0.04,0.04,35.78
E. Palis,Montpellier,0.8459999999999999,0.8459999999999999,61.38
J. Coquet,Montpellier,0.438,0.438,48.42
J. Lerond,Montpellier,0.74,0.74,58.01
J. Rastocle,Montpellier,0.692,0.692,56.49
J. Rouquet,Montpellier,0.29500000000000004,0.29500000000000004,43.88
K. Louis,Montpellier,0.696,0.696,56.62
L. Gstalter,Montpellier,0.215,0.215,41.34
N. Ngueleu,Montpellier,0.331,0.331,45.02
S. Ouchene,Montpellier,0.534,0.534,51.47
É. Rambaud,Montpellier,0.088,0.088,37.3
C. Cosme,Nantes,1.326,1.326,76.63
C. Robillard,Nantes,0.151,0.151,39.3
E. Burns,Nantes,0.505,0.505,50.55
E. Paljevic,Nantes,0.4,0.4,47.21
I. Saoud,Nantes,0.135,0.135,38.79
Izarne Sarasola,Nantes,0.805,0.805,60.08
J. Mossard,Nantes,0.227,0.227,41.72
J. Pasquereau,Nantes,0.484,0.484,49.88
L. Fleury,Nantes,0.47400000000000003,0.47400000000000003,49.56
L. Khelifi,Nantes,0.762,0.762,58.71
L. Storti,Nantes,0.125,0.125,38.48
M. Bethi,Nantes,0.29500000000000004,0.29500000000000004,43.88
M. Cosson,Nantes,0.7270000000000001,0.7270000000000001,57.6
M. Toloba,Nantes,0.238,0.238,42.07
Nelly Rodrigues,Nantes,0.7,0.7,56.74
R. Éloissaint,Nantes,0.11500000000000002,0.11500000000000002,38.16
A. Connesson,Saint-Étienne,0.418,0.418,47.78
A. Gajić,Saint-Étienne,0.617,0.617,54.11
A. Pierre-Louis,Saint-Étienne,0.20299999999999999,0.20299999999999999,40.96
A. Pinguet,Saint-Étienne,0.9709999999999999,0.9709999999999999,65.35
C. Tapia,Saint-Étienne,0.669,0.669,55.76
D. Bien-Aimé,Saint-Étienne,0.149,0.149,39.24
F. Bataillard,Saint-Étienne,0.445,0.445,48.64
I. Kristoffersen,Saint-Étienne,0.567,0.567,52.52
L. Hermann,Saint-Étienne,0.148,0.148,39.21
M. Romanelli,Saint-Étienne,0.613,0.613,53.98
N. Ali Nadjim,Saint-Étienne,0.018,0.018,35.08
N. Istocki,Saint-Étienne,0.097,0.097,37.59
R. Corboz,Saint-Étienne,0.333,0.333,45.08
S. Cambot,Saint-Étienne,0.677,0.677,56.01
S. Hornemann,Saint-Étienne,0.366,0.366,46.13
W. Fon,Saint-Étienne,0.30700000000000005,0.30700000000000005,44.26
A. Claire,Fleury 91,0.01,0.01,34.82
A. Cometti,Fleury 91,0.484,0.484,49.88
A. Traoré,Fleury 91,0.528,0.528,51.28
C. Caputo,Fleury 91,0.023,0.023,35.24
C. Fernandes,Fleury 91,0.335,0.335,45.15
C. Meffometou,Fleury 91,0.545,0.545,51.82
C. Picaud,Fleury 91,0.521,0.521,51.06
E. Kamczyk,Fleury 91,0.168,0.168,39.84
E. Laurent,Fleury 91,0.365,0.365,46.1
H. Diaz,Fleury 91,0.21600000000000003,0.21600000000000003,41.37
L. Cance,Fleury 91,0.475,0.475,49.6
L. Goetsch,Fleury 91,0.457,0.457,49.02
M. Ngock,Fleury 91,0.602,0.602,53.63
Morgane Martins,Fleury 91,0.584,0.584,53.06
A. Ebayilin,PSG,0.083,0.083,37.14
C. Dunn,PSG,0.246,0.246,42.32
E. Gaetino,PSG,1.261,1.261,74.56
F. Jourde,PSG,0.363,0.363,46.04
G. Mbock,PSG,0.834,0.834,61.0
J. Echegini,PSG,0.458,0.458,49.06
J. Groenen,PSG,0.671,0.671,55.82
L. Morissaint,PSG,0.087,0.087,37.27
M. Earps,PSG,0.532,0.532,51.41
M. Kanjinga,PSG,0.392,0.392,46.96
R. Ajibade,PSG,0.278,0.278,43.34
S. Karchaoui,PSG,0.6799999999999999,0.6799999999999999,56.11
T. Elimbi Gilbert,PSG,0.6140000000000001,0.6140000000000001,54.01
É. De Almeida,PSG,0.982,0.982,65.7
A. Fontaine,Dijon,0.11500000000000002,0.11500000000000002,38.16
C. Ndzana,Dijon,0.9369999999999999,0.9369999999999999,64.27
E. Siren,Dijon,0.9179999999999999,0.9179999999999999,63.67
G. Grzybowska,Dijon,0.032999999999999995,0.032999999999999995,35.55
J. Denizot,Dijon,0.046,0.046,35.97
K. Talaslahti,Dijon,0.753,0.753,58.43
K. Taylor,Dijon,0.693,0.693,56.52
L. Declercq,Dijon,0.36,0.36,45.94
L. Gay,Dijon,0.27999999999999997,0.27999999999999997,43.4
M. Terchoun,Dijon,0.21200000000000002,0.21200000000000002,41.24
N. Carage,Dijon,0.629,0.629,54.49
N. Krezyman,Dijon,0.571,0.571,52.65
O. Domin,Dijon,0.49000000000000005,0.49000000000000005,50.07
Wang Yanwen,Dijon,0.47000000000000003,0.47000000000000003,49.44
Wu Chengshu,Dijon,0.43600000000000005,0.43600000000000005,48.36
A. Le Moguédec,Paris FC,0.319,0.319,44.64
C. Matéo,Paris FC,0.5650000000000001,0.5650000000000001,52.45
C. Ould Hocine,Paris FC,1.2349999999999999,1.2349999999999999,73.74
D. Corboz,Paris FC,0.544,0.544,51.79
D. Davis,Paris FC,0.774,0.774,59.09
K. Jedlińska,Paris FC,0.144,0.144,39.08
K. Korošec,Paris FC,0.532,0.532,51.41
K. Roche-Dufour,Paris FC,0.254,0.254,42.58
L. Azzaro,Paris FC,0.616,0.616,54.07
L. Bogaert,Paris FC,1.136,1.136,70.59
M. Chavas,Paris FC,0.807,0.807,60.14
M. Garbino,Paris FC,0.5509999999999999,0.5509999999999999,52.01
M. N'Dongala,Paris FC,0.364,0.364,46.07
O. Picard,Paris FC,0.368,0.368,46.2
S. Scott,Paris FC,0.266,0.266,42.96
T. Sissoko,Paris FC,0.608,0.608,53.82
A. Hegerberg,OL Lyonnes,0.47300000000000003,0.47300000000000003,49.53
A. Lawrence,OL Lyonnes,1.054,1.054,67.99
C. Endler,OL Lyonnes,0.561,0.561,52.33
I. Benyahia,OL Lyonnes,0.08,0.08,37.05
I. Engen,OL Lyonnes,1.548,1.548,83.68
J. Brand,OL Lyonnes,0.38,0.38,46.58
K. Diani,OL Lyonnes,0.096,0.096,37.56
L. Heaps,OL Lyonnes,0.977,0.977,65.54
L. Joseph,OL Lyonnes,0.40099999999999997,0.40099999999999997,47.24
L. Yohannes,OL Lyonnes,0.986,0.986,65.83
M. Fathallah,OL Lyonnes,0.324,0.324,44.8
M. Katoto,OL Lyonnes,0.21800000000000003,0.21800000000000003,41.43
S. Bacha,OL Lyonnes,0.89,0.89,62.78
S. Svava,OL Lyonnes,0.22000000000000003,0.22000000000000003,41.5
V. Bècho,OL Lyonnes,0.322,0.322,44.74
W. Renard,OL Lyonnes,1.521,1.521,82.82
C. N'Gazi,Olympique Marseille,0.67,0.67,55.79
