Player,Team,GPA,Avg,GPA Rating
I. Kbida,Olympique Marseille,0.10200000000000001,0.10200000000000001,37.75
J. Brown,Olympique Marseille,0.147,0.147,39.18
J. Perret,Olympique Marseille,0.39,0.39,46.9
M. Bourdieu,Olympique Marseille,0.42000000000000004,0.42000000000000004,47.85
M. Herrera,Olympique Marseille,0.571,0.571,52.65
M. Le Mouël,Olympique Marseille,0.418,0.418,47.78
M. Moryl,Olympique Marseille,0.187,0.187,40.45
N. Bamenga,Olympique Marseille,0.09,0.09,37.37
N. Blanchard,Olympique Marseille,0.656,0.656,55.35
R. Couasnon,Olympique Marseille,0.081,0.081,37.08
R. Khezami,Olympique Marseille,0.64,0.64,54.84
S. Elisor,Olympique Marseille,0.41900000000000004,0.41900000000000004,47.82
S. Magalhães,Olympique Marseille,0.089,0.089,37.33
T. Joseph,Olympique Marseille,0.367,0.367,46.16
T. Laplacette,Olympique Marseille,0.665,0.665,55.63
