Player,Team,Passes,Total_xT,xT
Ane Etxezarreta,Eibar,63,0.36754999,0.368
Anita Marcos,Madrid,27,0.15492923,0.155
Anna Torrodà,Espanyol,59,0.1161326,0.116
Arene Altonaga,Eibar,35,0.07489144,0.075
Ariadna Mingueza,Granada,103,0.54195181,0.542
Ariana Arias,Tenerife,17,-0.021644089999999998,-0.022
Arola Aparicio,Real Sociedad,27,0.49311229999999995,0.493
Astrid Álvarez,Alhama,39,0.021694250000000005,0.022
Athenea del Castillo,Real Madrid,40,0.25843091,0.258
Aïcha Cámara,Barcelona,39,0.28996298,0.29
B. Amani,Tenerife,51,0.27692057999999997,0.277
B. Schulze,Athletic Club,46,0.008339310000000003,0.008
Bascu,Levante,40,0.08624595999999998,0.086
Belén Martínez,Alhama,34,0.29426033999999995,0.294
Belén de Gracia,Madrid,74,0.09347416,0.093
Berta Doltra,Badalona,31,0.62306361,0.623
Bicho,Tenerife,1,-0.005311739999999999,-0.005
Blanca Muñoz,Granada,3,0.010414570000000001,0.01
Bárbara Latorre,Deportivo La Coruña,19,0.11685571000000002,0.117
Bárbara López,Madrid,2,-0.0013679799999999995,-0.001
C. Barclais,Badalona,12,0.10888138999999998,0.109
C. Cavanagh,Deportivo La Coruña,21,0.0,0.0
C. Graham Hansen,Barcelona,41,0.29600972999999997,0.296
C. Hagel,Sevilla,61,0.02293926999999999,0.023
C. Hirao,Granada,56,0.07515326,0.075
C. Weir,Real Madrid,56,0.05140511999999999,0.051
Carla Andrés,Eibar,71,0.12742009999999998,0.127
Carla Castiñeyras,Alhama,44,0.19219365,0.192
Carlota Suárez,Tenerife,7,0.03857742,0.039
Carmen Menayo,Atlético Madrid,19,0.01627062,0.016
Carol Marín,Levante,39,0.07549542,0.075
Cata Coll,Barcelona,42,0.028716290000000002,0.029
Cecilia Marcos,Real Sociedad,8,0.0,0.0
Cinta Rodríguez,Tenerife,4,-0.0010277399999999992,-0.001
Clara Serrajordi,Barcelona,71,0.30726205,0.307
Claudia Blanco,Tenerife,8,0.049948339999999994,0.05
Clàudia Pina,Barcelona,32,0.25213618,0.252
Cristina Baudet,Espanyol,5,-0.015896350000000004,-0.016
Cristina Cubedo,Badalona,70,0.36322577,0.363
Cristina Postigo,Granada,118,1.16850067,1.169
D. Caracas,Espanyol,73,1.06674802,1.067
D. Falfán,Logroño,28,0.13360685999999997,0.134
Daniela Agote,Athletic Club,28,0.03657184,0.037
Daniela Luque,Levante,21,0.07999863,0.08
Dolores Silva,Levante,96,0.6150106399999999,0.615
Débora García,Sevilla,74,0.25899998999999996,0.259
E. Banini,Badalona,73,0.007054269999999998,0.007
E. Botero,Espanyol,34,0.015285710000000003,0.015
E. Brugts,Barcelona,132,0.08201122,0.082
E. Gómez,Alhama,27,0.009976230000000003,0.01
E. Nautnes,Madrid,21,-0.33488417,-0.335
E. Pajor,Barcelona,51,-0.20340283999999997,-0.203
E. Pizarro,Deportivo La Coruña,1,0.0,0.0
Elba Vergés,Tenerife,59,0.12514413,0.125
Elena Julve,Badalona,31,0.19340356999999997,0.193
Elena Vázquez,Deportivo La Coruña,65,0.06832326999999999,0.068
Elena de Toro,Alhama,57,0.37847881,0.378
Elene Guridi,Real Sociedad,17,0.017087870000000012,0.017
Emma Moreno,Eibar,14,0.01271066,0.013
Emma Ramírez,Real Sociedad,53,0.430062,0.43
Encarni,Alhama,28,0.11430132999999999,0.114
Estefa Lima,Alhama,3,0.27318461,0.273
Esther Laborde,Madrid,66,0.6699824799999999,0.67
Esther Martín-Pozuelo,Sevilla,87,0.007965800000000002,0.008
Esther Sullastres,Sevilla,88,0.16753903,0.168
Eunate Astralaga,Eibar,66,0.65775453,0.658
Eva Alonso,Levante,86,0.5705541999999999,0.571
Eva Dios,Deportivo La Coruña,3,0.02958193,0.03
Eva Llamas,Sevilla,13,0.0120342,0.012
Eva Navarro,Real Madrid,60,0.46155809,0.462
F. Angeldahl,Real Madrid,139,0.18954448,0.19
F. Dembele,Tenerife,46,0.18440178000000002,0.184
F. Mawete,Logroño,4,0.0,0.0
F. Olofsson,Madrid,51,0.25776892,0.258
Fatou Kanteh,Sevilla,30,0.14637722,0.146
Fiamma Benítez,Atlético Madrid,73,0.15853285,0.159
G. García,Atlético Madrid,77,0.22405668999999998,0.224
Garazi Fácila,Eibar,59,0.29286661,0.293
Gemma Gili,Sevilla,34,0.14022532999999998,0.14
Gio Garbelini,Atlético Madrid,15,0.1501997,0.15
Gonzi,Levante,23,0.10539939999999999,0.105
Guereñu,Eibar,62,0.50908677,0.509
H. Antonsdóttir,Madrid,100,1.22809017,1.228
H. Bennison,Real Madrid,17,0.030510330000000006,0.031
Henar Muiña,Deportivo La Coruña,55,0.035732929999999996,0.036
Iara,Eibar,5,0.01967658,0.02
Intza Eguiguren,Real Sociedad,4,-0.001608059999999998,-0.002
Inés Rizo,Levante,28,0.018575010000000003,0.019
Inês Pereira,Deportivo La Coruña,76,0.20960547000000002,0.21
Iratxe Pérez,Tenerife,6,0.0018213200000000047,0.002
Irene Oguiza,Athletic Club,7,-0.007214519999999997,-0.007
Irene Paredes,Barcelona,121,0.227322,0.227
Iria Castro,Logroño,43,0.42562154999999996,0.426
Irina Uribe,Badalona,3,0.0,0.0
Iris Arnaiz,Sevilla,41,0.06261146,0.063
Irune Dorado,Real Madrid,44,0.05930747999999999,0.059
Isabel Álvarez,Sevilla,149,0.25120056999999996,0.251
Isina,Logroño,37,0.26218665999999996,0.262
Itziar Pinillos,Badalona,78,0.0,0.0
J. Morcillo,Logroño,8,0.010688709999999992,0.011
J. Toro,Alhama,12,0.0044118399999999985,0.004
Jone Amezaga,Athletic Club,17,0.004621249999999988,0.005
Jujuba Cardozo,Granada,105,0.10597921999999999,0.106
Julia Arrula,Real Sociedad,72,0.1621855,0.162
Julia Torres,Sevilla,92,0.033387080000000006,0.033
Júlia Bartel,Atlético Madrid,18,0.09290636,0.093
K. Cahynová,Real Sociedad,79,-0.16688767999999998,-0.167
K. Melgård,Madrid,55,0.60622783,0.606
Karolina Sarasua,Eibar,2,0.01263528,0.013
Kika Nazareth,Barcelona,59,0.32354326,0.324
L. Ballesté,Espanyol,67,0.22253781,0.223
L. Caicedo,Real Madrid,85,-0.08491602999999998,-0.085
L. Chamorro,Badalona,30,0.17957729999999997,0.18
L. Kullashi,Badalona,19,-0.20054695,-0.201
L. Solvoll,Granada,16,0.006368789999999999,0.006
Laia Aleixandri,Barcelona,60,0.09124547,0.091
Laura Camino,Eibar,61,0.30123423,0.301
Laura Coronado,Levante,42,0.15816687000000001,0.158
Laura Martínez,Espanyol,70,0.26898931,0.269
Laura Pérez,Granada,71,0.38870181000000004,0.389
Lauren Leal,Atlético Madrid,152,0.19761207,0.198
Lauri,Granada,87,-0.20051489999999997,-0.201
Leire Baños,Athletic Club,71,0.04917417000000001,0.049
Leles,Granada,9,0.005661709999999999,0.006
Lola Gallardo,Atlético Madrid,71,0.09576272000000002,0.096
Lorena Navarro,Badalona,29,0.011072319999999998,0.011
Lorena Valderas,Logroño,15,0.009512650000000003,0.01
Luany,Atlético Madrid,36,0.11424505,0.114
Lucía Martínez,Deportivo La Coruña,42,0.021348569999999997,0.021
Lucía Moral,Sevilla,21,-0.007624990000000002,-0.008
Lucía Pardo,Real Sociedad,31,-0.08170579,-0.082
Lucía Rodríguez,Real Sociedad,41,0.54914438,0.549
Lucía Vallejo,Espanyol,59,0.06312098,0.063
M. Asenjo,Logroño,40,0.2282938,0.228
M. Baquerizo,Granada,105,-0.18748361,-0.187
M. Barth,Deportivo La Coruña,159,0.43396811,0.434
M. Díaz Leal,Alhama,18,0.06669109,0.067
M. Frohms,Real Madrid,53,0.10640789,0.106
M. Kojima,Granada,66,0.043810879999999996,0.044
M. Lakrar,Real Madrid,123,0.10441046000000002,0.104
M. Marcetto,Madrid,38,0.04744902,0.047
Macarena Portales,Atlético Madrid,40,0.28361119,0.284
Maddi Torre,Athletic Club,57,0.0423958,0.042
Maite Valero,Athletic Club,43,0.08257343999999998,0.083
Maite Zubieta,Athletic Club,71,0.1390979,0.139
Malen Uranga,Eibar,5,0.006786639999999998,0.007
Mapi León,Barcelona,168,0.52505798,0.525
Mar Torrás,Espanyol,12,0.00647645,0.006
Maria Barquero,Granada,11,0.046300460000000015,0.046
Maria Gabaldón,Levante,102,0.11087603,0.111
Marina Artero,Deportivo La Coruña,130,0.27290707999999997,0.273
Marisa García,Deportivo La Coruña,20,-0.02526180999999999,-0.025
Marta Gestera,Alhama,14,-0.03682697,-0.037
Marta Masferrer,Logroño,36,0.06167878,0.062
Marta Torrejón,Barcelona,17,-0.0017395799999999975,-0.002
María Llompart,Badalona,47,0.007105650000000014,0.007
María Miralles,Logroño,57,0.42600551000000003,0.426
María Molina,Real Sociedad,60,0.07914278999999999,0.079
María Méndez,Real Madrid,158,0.47997079,0.48
Mireia Masegur,Eibar,42,0.1300174,0.13
Mônica,Madrid,79,0.05417481,0.054
N. Andonova,Madrid,30,-0.03901566,-0.039
N. Sánchez,Madrid,14,0.0074051899999999955,0.007
Nahia Aparicio,Real Sociedad,112,0.15952281,0.16
Naia Landaluze,Athletic Club,53,0.11326084,0.113
Naima García,Espanyol,35,0.36241112999999997,0.362
Natalia Cebolla,Logroño,17,0.04249351,0.042
Natalia Ramos,Tenerife,77,0.5098098,0.51
Nerea Eizagirre,Real Sociedad,62,0.39093845,0.391
Nerea Nevado,Athletic Club,108,0.07158223999999999,0.072
Noelia Ramos,Tenerife,55,0.27440683,0.274
Nuria Garrote,Badalona,49,0.43962956999999997,0.44
Núria Mendoza,Madrid,57,0.05245106,0.052
O. Fergusson,Espanyol,5,0.0311496,0.031
Oihana Agirregomezkorta,Athletic Club,13,0.012559500000000001,0.013
Olaya Rodríguez,Deportivo La Coruña,69,0.38563298999999995,0.386
Ona Baradad,Espanyol,25,-0.012309540000000002,-0.012
Ona Batlle,Barcelona,128,0.25166932000000003,0.252
P. Ali,Levante,65,0.11598503,0.116
P. Browne,Espanyol,5,0.0,0.0
Pachu,Eibar,12,0.28569665,0.286
Paola Hernández,Tenerife,48,0.012089659999999993,0.012
Patri Gavira,Tenerife,36,0.03218301,0.032
Patri Guijarro,Barcelona,55,0.15726509999999996,0.157
Patri Miñano,Alhama,5,-0.0012527999999999966,-0.001
Paula Arana,Espanyol,39,0.23971346999999998,0.24
Paula Comendador,Real Madrid,12,0.02500516,0.025
Paula Fernández,Real Sociedad,102,0.1420586,0.142
Paula Gutiérrez,Deportivo La Coruña,47,0.04967309999999999,0.05
Paula Monteagudo,Deportivo La Coruña,62,0.030895529999999994,0.031
Paula Partido,Logroño,21,0.11525347,0.115
Paula Perea,Espanyol,9,0.0,0.0
R. Carrasco,Levante,34,0.24147496,0.241
R. Salvador,Espanyol,45,0.50377573,0.504
Raquel García,Deportivo La Coruña,66,0.06100363,0.061
Raquel Pinel,Alhama,12,-0.020979569999999993,-0.021
Redru,Deportivo La Coruña,16,0.01468994,0.015
Rosa Márquez,Sevilla,88,0.12116596000000002,0.121
S. Bruun,Real Madrid,17,0.21141306999999998,0.211
S. Cabezas,Levante,7,0.0,0.0
S. Däbritz,Real Madrid,19,-0.004660150000000005,-0.005
S. Holmgaard,Real Madrid,108,0.0026560800000000016,0.003
S. Jensen,Atlético Madrid,16,-0.10430107000000001,-0.104
S. Junge Pedersen,Badalona,58,0.14008024,0.14
S. Keefe,Granada,46,0.12560253,0.126
S. Ortíz,Deportivo La Coruña,77,0.19686958,0.197
S. Ouzraoui Diki,Tenerife,18,0.13166388,0.132
S. Schertenleib,Barcelona,18,0.008447099999999992,0.008
S. Toletti,Real Madrid,87,0.45646959,0.456
Salma Paralluelo,Barcelona,54,0.042956730000000005,0.043
Sanadri,Athletic Club,1,-0.003075179999999997,-0.003
Sandra Castelló,Tenerife,5,0.015329940000000002,0.015
Sandra Villafañe,Madrid,138,0.11470545999999998,0.115
Sara Martín,Eibar,43,0.2883885199999999,0.288
Sara Ortega,Athletic Club,51,0.04055304999999999,0.041
Sheila García,Real Madrid,118,0.09274663000000002,0.093
Silvi Cristóbal,Real Madrid,22,0.043229859999999995,0.043
Silvia Lloris,Atlético Madrid,119,0.29808142,0.298
Sonia Majarín,Badalona,96,0.31264592999999996,0.313
Teresa Merida,Levante,7,0.005569230000000001,0.006
V. Bøe Risa,Atlético Madrid,108,0.14394287,0.144
Vega Montesinos,Alhama,2,0.01353259,0.014
Vera Molina,Granada,19,0.23316749999999997,0.233
Vicky López,Barcelona,72,1.12569549,1.126
Vilariño,Athletic Club,14,0.030782159999999996,0.031
X. Velazco,Logroño,3,0.010304130000000002,0.01
Xenia Barrios,Sevilla,4,0.0344173,0.034
Xènia Pérez,Atlético Madrid,72,0.04905448,0.049
Y. Correa,Alhama,9,0.0438446,0.044
Y. Relea,Alhama,40,0.33302454,0.333
Yasmim,Real Madrid,13,0.0,0.0
Z. Agama,Levante,18,0.31556819,0.316
Z. Matthews,Logroño,24,0.06252694,0.063
Ángela Sosa,Madrid,119,0.06253527,0.063
Ángeles del Álamo,Espanyol,4,-0.003696379999999999,-0.004
Érika González,Levante,82,0.21805909999999998,0.218
