playerName,Team,ActualDisruptions,ExpectedDisruptions
A. Aherne,Sheffield United,3,0.182
A. Akpan,Southampton,1,0.156
A. Andrews,Sheffield United,0,0.196
A. Baker,Birmingham City,1,0.077
A. Blanchard,Crystal Palace,0,0.8399999999999999
A. Claypole,Nottingham Forest,0,0.37700000000000006
A. Everett,Crystal Palace,1,0.5760000000000001
A. Ferguson,Southampton,1,0.6970000000000001
A. Goddard,Southampton,2,0.20700000000000002
A. Jones,Durham,0,0.0
A. Lafayette,Sheffield United,4,2.1
A. Larkin,Crystal Palace,1,0.4590000000000001
A. Mannion,Newcastle United,3,1.2870000000000001
A. Nixon,Portsmouth,2,0.6120000000000001
A. Primus,Southampton,0,0.28700000000000003
A. Rodgers,Nottingham Forest,8,0.315
A. Rowbotham,Portsmouth,0,0.0
A. Thestrup,Charlton Athletic,1,0.128
A. Weerden,Crystal Palace,1,0.34
B. Hepple,Durham,1,0.195
B. Louis,Birmingham City,1,0.162
B. Lumsden,Newcastle United,3,1.771
B. Roe,Ipswich Town,7,1.52
B. Westrup,Sunderland,0,0.0
C. Arthur,Crystal Palace,0,0.161
C. Boye-Hlorkah,Nottingham Forest,1,0.976
C. Cornet,Birmingham City,1,1.3800000000000001
C. Devlin,Sheffield United,1,0.66
C. Hamilton,Nottingham Forest,3,0.328
C. Harrison-Murray,Birmingham City,4,0.294
C. Moan,Newcastle United,0,0.0
C. Mustaki,Nottingham Forest,3,0.96
C. Newsham,Charlton Athletic,2,0.888
C. Parker-Smith,Sheffield United,0,0.0
C. Peplow,Southampton,1,0.46199999999999997
C. Sheppard,Durham,0,0.0
C. Sáez,Bristol City,0,0.036000000000000004
C. Wardlaw,Newcastle United,5,0.7380000000000001
D. Cooper,Newcastle United,5,0.336
D. Rose,Nottingham Forest,1,1.1
D. Stokes,Newcastle United,1,0.046
E. Batty,Nottingham Forest,0,0.054
E. Bissell,Charlton Athletic,0,0.039
E. Brazil,Southampton,0,0.203
E. Butler,Sheffield United,0,0.045
E. Hughes,Crystal Palace,0,0.0
E. Jones,Portsmouth,0,0.189
E. Jones,Sunderland,1,0.095
E. Kelly,Newcastle United,4,0.315
E. Kinzett,Sheffield United,7,0.39
E. Mason,Charlton Athletic,1,0.336
E. Morgan,Bristol City,2,0.35000000000000003
E. Murphy,Newcastle United,1,1.4629999999999999
E. N'Dow,Charlton Athletic,2,0.164
E. Powell,Bristol City,7,2.472
E. Roberts,Southampton,1,0.014
E. Scarr,Sunderland,1,0.8970000000000001
E. Syme,Bristol City,4,0.836
E. Taylor,Sheffield United,2,0.6
E. Watson,Crystal Palace,2,0.054
F. Bentley,Bristol City,0,0.316
F. Gregory,Newcastle United,3,0.511
F. Stenson,Southampton,0,0.186
F. Thomas,Nottingham Forest,5,0.7020000000000001
G. Ayre,Durham,1,0.495
G. Brougham,Nottingham Forest,2,0.833
G. Ede,Durham,0,0.14400000000000002
G. Freeland,Portsmouth,2,0.05
G. Humphries,Portsmouth,0,0.066
G. Kenney,Charlton Athletic,0,0.05
G. Lawley,Bristol City,3,0.658
G. Moloney,Sunderland,0,0.116
G. Neville,Ipswich Town,3,1.0530000000000002
G. Pearse,Charlton Athletic,0,0.0
H. Bennett,Bristol City,4,0.51
H. Blake,Durham,4,1.092
H. Coan,Portsmouth,1,0.427
H. Greenwood,Sunderland,0,0.108
H. Nolan,Crystal Palace,2,0.946
H. Olding,Nottingham Forest,0,0.156
I. Atkinson,Sunderland,2,0.23
I. Hebard,Bristol City,0,0.042
I. Watts,Southampton,0,0.032
J. Brown,Sunderland,2,0.504
J. Bull,Portsmouth,1,0.14400000000000002
J. Dahou,Portsmouth,2,0.161
J. Dear,Ipswich Town,3,0.165
J. Finn,Sunderland,0,0.0
J. Gale,Portsmouth,0,0.406
J. Gray,Portsmouth,0,0.034
J. Green,Crystal Palace,2,0.59
J. Hutton,Charlton Athletic,2,0.275
J. McQuade,Newcastle United,3,0.027
J. Napier,Crystal Palace,1,0.5700000000000001
J. Ralph,Sheffield United,0,0.063
J. Reavill,Sheffield United,2,0.912
J. Simpson,Southampton,6,1.52
