Player,Team,VAEP,Avg,VAEP Rating,Games
L. O'Brien,Ipswich Town,0.07235256751990503,0.036176283759952514,51.34,2
M. Ross,Charlton Athletic,0.07044068822840786,0.03522034411420393,51.3,2
J. Dear,Ipswich Town,0.06948114668363946,0.03474057334181973,51.28,2
E. Batty,Nottingham Forest,0.06696927476132919,0.033484637380664595,51.23,2
H. Nolan,Crystal Palace,0.06551478454423972,0.03275739227211986,51.2,2
C. Wardlaw,Newcastle United,0.06442210213287267,0.03221105106643633,51.17,2
K. Watson,Sunderland,0.06400998006640223,0.021336660022134076,51.17,3
E. N'Dow,Charlton Athletic,0.06440230726688462,0.03220115363344231,51.17,2
E. Taylor,Sheffield United,0.06254283218566965,0.031271416092834826,51.14,2
A. Everett,Crystal Palace,0.06254227975648591,0.06254227975648591,51.14,1
E. Kelly,Newcastle United,0.06012284803064606,0.03006142401532303,51.09,2
M. McAteer,Charlton Athletic,0.05870018476118293,0.029350092380591466,51.06,2
M. Sheva,Sunderland,0.05736568907721562,0.05736568907721562,51.03,1
S. Hopcroft,Crystal Palace,0.05469979933172198,0.05469979933172198,50.97,1
L. Cowan,Sheffield United,0.053182615129081824,0.026591307564540912,50.94,2
Ji So-Yun,Birmingham City,0.05251906118882785,0.05251906118882785,50.93,1
A. Akpan,Southampton,0.05275414822693685,0.026377074113468426,50.93,2
G. Lawley,Bristol City,0.050177251660355346,0.025088625830177673,50.88,2
K. Skeels,Charlton Athletic,0.04786078670750718,0.02393039335375359,50.83,2
M. Ward,Bristol City,0.04638851661377699,0.023194258306888496,50.8,2
L. Mitchell,Ipswich Town,0.04625690760372094,0.02312845380186047,50.8,2
C. Peplow,Southampton,0.04547157887399946,0.02273578943699973,50.78,2
T. Toland,Durham,0.044024859830344806,0.014674953276781602,50.75,3
N. Thomas,Ipswich Town,0.042763961423460395,0.021381980711730197,50.73,2
C. Hamilton,Nottingham Forest,0.04087107333066656,0.02043553666533328,50.69,2
O. Sevenius,Newcastle United,0.040961878902472895,0.020480939451236448,50.69,2
G. Neville,Ipswich Town,0.040176239775838646,0.020088119887919323,50.67,2
A. Nixon,Portsmouth,0.03788209096431956,0.03788209096431956,50.63,1
K. Sena,Southampton,0.037487328898943864,0.037487328898943864,50.62,1
J. Gray,Portsmouth,0.0355006195047243,0.01775030975236215,50.58,2
S. Peskett,Ipswich Town,0.03395943755137283,0.016979718775686416,50.54,2
K. Robertson,Ipswich Town,0.030830153677208393,0.015415076838604196,50.48,2
A. Stobbs,Durham,0.030587735482944325,0.030587735482944325,50.47,1
M. Sharpe,Crystal Palace,0.027246706776041404,0.027246706776041404,50.41,1
A. Andrews,Sheffield United,0.02738960902137311,0.013694804510686555,50.41,2
I. Collins,Portsmouth,0.025946000443818472,0.025946000443818472,50.38,1
T. Bristow,Sheffield United,0.02486302466073935,0.012431512330369675,50.36,2
M. Boswell,Ipswich Town,0.02467989203814,0.01233994601907,50.35,2
E. Hed,Nottingham Forest,0.02474191073909078,0.02474191073909078,50.35,1
P. Pritchard,Durham,0.02478457244069123,0.008261524146897077,50.35,3
A. Rodgers,Nottingham Forest,0.02389834783632862,0.01194917391816431,50.34,2
B. Salicki,Durham,0.024088974588340743,0.024088974588340743,50.34,1
R. Rowe,Nottingham Forest,0.02378176104997129,0.011890880524985645,50.33,2
L. Johnson,Portsmouth,0.020032341617296348,0.020032341617296348,50.26,1
H. Coan,Portsmouth,0.019542560778466368,0.009771280389233184,50.25,2
K. Barry,Sunderland,0.018712272544813058,0.009356136272406529,50.23,2
F. Bentley,Bristol City,0.01834472727236486,0.00917236363618243,50.22,2
L. Briggs,Durham,0.017860664249701654,0.005953554749900551,50.21,3
S. Barker,Portsmouth,0.017437234045168705,0.017437234045168705,50.2,1
D. Rose,Nottingham Forest,0.01670127704209293,0.008350638521046465,50.19,2
C. Moan,Newcastle United,0.016303131191879566,0.008151565595939783,50.18,2
O. Johnson,Bristol City,0.016066552054579922,0.016066552054579922,50.17,1
A. Lafayette,Sheffield United,0.015945209715855786,0.007972604857927893,50.17,2
J. Dahou,Portsmouth,0.013378518523431924,0.006689259261715962,50.12,2
R. Blades,Sunderland,0.011443852219880297,0.011443852219880297,50.08,1
G. Freeland,Portsmouth,0.010417919980423341,0.0052089599902116705,50.06,2
N. Negri,Ipswich Town,0.010095718859950562,0.005047859429975281,50.05,2
E. Jones,Sunderland,0.009876280201086133,0.004938140100543067,50.05,2
A. Aherne,Sheffield United,0.008187568863492941,0.004093784431746471,50.01,2
S. O'Rourke,Sheffield United,0.007640990098146401,0.0038204950490732005,50.0,2
A. Rowbotham,Portsmouth,0.00784876647461589,0.003924383237307945,50.0,2
S. Whitehouse,Charlton Athletic,0.007077733110489282,0.003538866555244641,49.99,2
Lucy Quinn,Birmingham City,0.007225719007229608,0.007225719007229608,49.99,1
B. Westrup,Sunderland,0.00669229461332643,0.00669229461332643,49.98,1
I. Atkinson,Sunderland,0.006732665243172566,0.002244221747724189,49.98,3
R. Dean,Ipswich Town,0.006180985608896998,0.003090492804448499,49.97,2
J. Chime,Charlton Athletic,0.006076732661242741,0.006076732661242741,49.97,1
R. Tucker,Southampton,0.005202100736147568,0.002601050368073784,49.95,2
M. Meena,Bristol City,0.004510624677495623,0.004510624677495623,49.94,1
M. Earl,Ipswich Town,0.0036074008538324012,0.0018037004269162006,49.92,2
E. Butler,Sheffield United,0.0034176850362133884,0.0034176850362133884,49.91,1
G. Humphries,Portsmouth,0.003455253856092347,0.0017276269280461734,49.91,2
C. Parker-Smith,Sheffield United,0.0033749026877311268,0.0016874513438655634,49.91,2
I. Watts,Southampton,0.0027430105149521054,0.0013715052574760527,49.9,2
E. Watson,Crystal Palace,0.0030182778017071895,0.0015091389008535948,49.9,2
E. Boddy,Newcastle United,0.002746581868229784,0.002746581868229784,49.9,1
M. Wearing,Ipswich Town,0.002438232908898761,0.002438232908898761,49.89,1
G. Kenney,Charlton Athletic,0.0022198663412407913,0.0011099331706203956,49.89,2
M. Dafeur,Bristol City,0.0019353013472127546,0.0019353013472127546,49.88,1
R. Doe,Ipswich Town,0.0013774500873311793,0.0013774500873311793,49.87,1
M. Hornby,Portsmouth,0.0014771650341797624,0.0014771650341797624,49.87,1
V. Lia,Nottingham Forest,0.0006832357169411487,0.00034161785847057436,49.86,2
R. Seaby,Ipswich Town,0.0004530673629982461,0.0004530673629982461,49.85,1
G. Pearse,Charlton Athletic,0.00020275021756445427,0.00020275021756445427,49.85,1
L. Watson,Durham,0.0005818125202996921,0.0005818125202996921,49.85,1
E. Hack,Southampton,2.8940079568728922e-05,2.8940079568728922e-05,49.84,1
M. Mott,Southampton,0.0,0.0,49.84,1
A. Jones,Durham,0.0,0.0,49.84,2
N. Dunbar,Sunderland,0.0,0.0,49.84,1
S. Robson,Durham,0.0,0.0,49.84,1
L. McFarland,Durham,-0.0010619625995248513,-0.0003539875331749504,49.82,3
A. Baker,Birmingham City,-0.0013537690909030866,-0.0013537690909030866,49.81,1
K. Muya,Charlton Athletic,-0.001589006543234889,-0.0007945032716174445,49.81,2
E. Hughes,Crystal Palace,-0.0018695114285995165,-0.0009347557142997582,49.8,2
S. Hughes,Ipswich Town,-0.0034513342425568664,-0.0034513342425568664,49.77,1
M. Gautrat,Newcastle United,-0.0038042554040968956,-0.0038042554040968956,49.76,1
D. Stokes,Newcastle United,-0.005044868688153935,-0.0025224343440769675,49.74,2
E. Wilson,Durham,-0.005591133291619716,-0.005591133291619716,49.73,1
F. Thomas,Nottingham Forest,-0.006014960803358032,-0.006014960803358032,49.72,1
M. Rouse,Sheffield United,-0.007063213155275571,-0.007063213155275571,49.7,1
R. McKenna,Birmingham City,-0.008066306312322222,-0.004033153156161111,49.68,2
C. Sáez,Bristol City,-0.008588224438069766,-0.004294112219034883,49.66,2
M. Green,Nottingham Forest,-0.009039329328548729,-0.009039329328548729,49.66,1
S. Ingle,Bristol City,-0.009115790622380594,-0.004557895311190297,49.65,2
J. Ralph,Sheffield United,-0.011168101861349092,-0.005584050930674546,49.61,2
H. Bennett,Bristol City,-0.011057103554297511,-0.0055285517771487555,49.61,2
I. Hebard,Bristol City,-0.011317901523000787,-0.011317901523000787,49.61,1
S. Hayles,Newcastle United,-0.015205211710279437,-0.007602605855139719,49.53,2
A. Thestrup,Charlton Athletic,-0.016277187090181094,-0.008138593545090547,49.51,2
E. Jones,Portsmouth,-0.01764932443681504,-0.00882466221840752,49.48,2
T. Almqvist,Nottingham Forest,-0.020637858359736527,-0.020637858359736527,49.42,1
M. Corbyn,Sunderland,-0.021137761782234567,-0.021137761782234567,49.41,1
L. Bance,Birmingham City,-0.02100667107125619,-0.02100667107125619,49.41,1
A. Claypole,Nottingham Forest,-0.023597317493407214,-0.011798658746703607,49.35,2
O. Hurtré,Birmingham City,-0.024708014980410885,-0.024708014980410885,49.33,1
J. Gale,Portsmouth,-0.027889643569259638,-0.027889643569259638,49.27,1
E. Morgan,Bristol City,-0.028627115858052613,-0.028627115858052613,49.25,1
L. Thomas,Sheffield United,-0.02905375351497559,-0.014526876757487796,49.24,2
E. Powell,Bristol City,-0.030566272393924267,-0.015283136196962133,49.21,2
E. Roberts,Southampton,-0.03690513927076708,-0.03690513927076708,49.08,1
J. Finn,Sunderland,-0.04252288876128859,-0.014174296253762863,48.96,3
L. Brown,Crystal Palace,-0.0457082046412849,-0.0457082046412849,48.9,1
L. Thomas,Birmingham City,-0.046912917860629254,-0.023456458930314627,48.87,2
B. Roe,Ipswich Town,-0.053123953529444455,-0.026561976764722228,48.74,2
A. Mannion,Newcastle United,-0.06126791456464865,-0.030633957282324323,48.58,2
J. Bull,Portsmouth,-0.0705300002676846,-0.0352650001338423,48.38,2
K. Flannery,Charlton Athletic,-0.07153252898639453,-0.03576626449319727,48.36,2
L. Joel,Newcastle United,-0.07343918976530565,-0.03671959488265283,48.32,2
A. Primus,Southampton,-0.10605179615124784,-0.05302589807562392,47.65,2
C. Boye-Hlorkah,Nottingham Forest,-0.16044600484610433,-0.08022300242305216,46.52,2
K. Howat,Crystal Palace,-0.1979151453076734,-0.0989575726538367,45.75,2
J. Green,Crystal Palace,-0.22034456274033914,-0.11017228137016957,45.29,2
B. Louis,Birmingham City,-0.26171322719685947,-0.13085661359842973,44.43,2
L. Crosthwaite,Birmingham City,-0.30693576697416564,-0.15346788348708282,43.5,2
V. Sarri,Birmingham City,-0.3439817594570321,-0.17199087972851604,42.73,2
M. Bashford,Southampton,-0.6853798568911161,-0.34268992844555807,35.67,2
A. Goddard,Southampton,-0.6984980241623332,-0.3492490120811666,35.4,2
Nahikari García,Nottingham Forest,-0.7136596381962875,-0.35682981909814376,35.09,2
R. Roberts,Sunderland,-0.7153856324968505,-0.23846187749895018,35.05,3
J. Vanhaevermaet,Crystal Palace,-0.7408338046655025,-0.37041690233275126,34.52,2
Vicky Losada,Bristol City,-0.7530590653094951,-0.37652953265474753,34.27,2
M. Collett,Southampton,-0.7761366522327686,-0.3880683261163843,33.79,2
E. Brazil,Southampton,-0.7830436095445694,-0.3915218047722847,33.65,2
G. Ede,Durham,-0.784008324007244,-0.392004162003622,33.63,2
J. McQuade,Newcastle United,-0.7860366664147812,-0.3930183332073906,33.59,2
M. Pike,Newcastle United,-0.7914976005379643,-0.3957488002689821,33.48,2
L. Fitzgerald,Charlton Athletic,-0.7912509034014718,-0.3956254517007359,33.48,2
E. Bissell,Charlton Athletic,-0.8083133864398628,-0.4041566932199314,33.13,2
C. Devlin,Sheffield United,-0.820006519841708,-0.410003259920854,32.89,2
M. Farrugia,Bristol City,-0.8331103294600016,-0.8331103294600016,32.62,1
K. Kitching,Sunderland,-0.8391421469851906,-0.2797140489950635,32.49,3
M. McAlonie,Southampton,-0.8422401100243716,-0.4211200550121858,32.43,2
M. Speckmaier,Durham,-0.8727954403344609,-0.43639772016723044,31.79,2
K. Smith,Nottingham Forest,-0.8839014846035929,-0.8839014846035929,31.56,1
C. Sheppard,Durham,-0.911988219642943,-0.3039960732143143,30.98,3
E. Murphy,Newcastle United,-0.9348283144624295,-0.46741415723121477,30.51,2
J. Reavill,Sheffield United,-0.9362318660341913,-0.46811593301709564,30.48,2
M. Lambert,Durham,-1.067325407581286,-0.35577513586042864,27.77,3
B. Hepple,Durham,-1.0793476834872333,-0.3597825611624111,27.52,3
E. Scarr,Sunderland,-1.3664766866393474,-0.45549222887978247,21.59,3
A. Larkin,Crystal Palace,-1.7284689428407602,-0.8642344714203801,14.1,2
S. Magill,Birmingham City,-1.8766211045804047,-0.9383105522902023,11.04,2
