playerName,Team,ActualDisruptions,ExpectedDisruptions
A. Béché,Strasbourg,6,0.384
A. Chaney,Strasbourg,0,0.1131
A. Claire,Fleury 91,0,0.0002
A. Cometti,Fleury 91,3,0.0098
A. Connesson,Saint-Étienne,4,0.07139999999999999
A. Ebayilin,PSG,1,0.0012000000000000001
A. Felden,Montpellier,1,0.1001
A. Fontaine,Dijon,0,0.014400000000000001
A. Gajić,Saint-Étienne,1,0.0372
A. Gbedjissi,Lens,2,0.04410000000000001
A. Le Moguédec,Paris FC,4,0.059800000000000006
A. Pierre-Louis,Saint-Étienne,0,0.0018000000000000002
A. Pinguet,Saint-Étienne,0,0.0166
A. Traoré,Fleury 91,3,0.1207
A. Yeboah,Strasbourg,1,0.0007
B. Joly,Lens,0,0.0
Bruna Lourenço,Strasbourg,4,0.1045
C. Bertrand,Lens,1,0.009600000000000001
C. Blanc,Montpellier,6,0.0498
C. Boisard,Le Havre,8,0.020999999999999998
C. Caputo,Fleury 91,0,0.0
C. Chabod,Montpellier,0,0.0032
C. Cosme,Nantes,3,0.0864
C. Dunn,PSG,0,0.014000000000000002
C. Effa Effa,Le Havre,0,0.0882
C. Fernandes,Fleury 91,2,0.057600000000000005
C. Gavory,Le Havre,4,0.039
C. Matéo,Paris FC,1,0.1656
C. Meffometou,Fleury 91,3,0.0372
C. Ndzana,Dijon,11,0.0728
C. Ould Hocine,Paris FC,7,0.1296
C. Picaud,Fleury 91,1,0.0
C. Robillard,Nantes,1,0.0036000000000000003
C. Tapia,Saint-Étienne,1,0.046200000000000005
D. Bien-Aimé,Saint-Étienne,0,0.0015
D. Corboz,Paris FC,8,0.072
D. Davis,Paris FC,4,0.0402
D. Pierre-Louis,Lens,7,0.09240000000000001
E. Aigbogun,Strasbourg,3,0.0728
E. Burns,Nantes,0,0.0129
E. Gaetino,PSG,3,0.0868
E. Kamczyk,Fleury 91,3,0.010400000000000001
E. Laurent,Fleury 91,1,0.057600000000000005
E. Palis,Montpellier,1,0.0492
E. Paljevic,Nantes,0,0.0756
E. Siren,Dijon,11,0.18239999999999998
F. Bataillard,Saint-Étienne,3,0.0235
F. Jourde,PSG,0,0.056400000000000006
F. Proniez,Lens,4,0.12420000000000002
Fátima Pinto,Strasbourg,2,0.2232
G. Grzybowska,Dijon,0,0.0
G. Mbock,PSG,3,0.0595
H. Diaz,Fleury 91,1,0.027000000000000003
I. Adjabi,Le Havre,2,0.06489999999999999
I. Konan,Strasbourg,1,0.1008
I. Kristoffersen,Saint-Étienne,2,0.0312
I. Saoud,Nantes,1,0.012
Izarne Sarasola,Nantes,3,0.08
J. Coquet,Montpellier,4,0.057999999999999996
J. Denizot,Dijon,0,0.0005
J. Echegini,PSG,1,0.1065
J. Groenen,PSG,1,0.0385
J. Lerond,Montpellier,0,0.0142
J. Limage,Lens,5,0.032
J. Mossard,Nantes,0,0.0308
J. Nassi,Le Havre,1,0.006
J. Pasquereau,Nantes,3,0.0204
J. Rastocle,Montpellier,4,0.1936
J. Rouquet,Montpellier,1,0.0893
K. El Koumir,Lens,1,0.0056
