Player,Team,Shots,xG,OpenPlay_xG,SetPiece_xG
G. Monday,Washington Spirit,24,5.18,3.93,1.25
G. Thompson,Angel City FC,7,0.89,0.89,0.0
Gabi Portilho,Gotham FC,15,1.02,0.78,0.24
Geyse,Gotham FC,19,2.18,1.91,0.27
H. Anderson,Chicago Stars FC,4,0.31,0.0,0.31
H. Anderson,Orlando Pride,1,0.0,0.0,0.0
H. Bebar,Bay FC,5,0.39,0.29,0.1
H. Betfort,North Carolina Courage,10,2.13,1.73,0.4
H. Hershfelt,Washington Spirit,4,0.55,0.1,0.44
H. Hopkins,Kansas City Current,7,0.46,0.36,0.1
H. Lundkvist,San Diego Wave FC,3,0.2,0.0,0.2
H. Mace,Kansas City Current,3,0.12,0.05,0.07
H. McCutcheon,Orlando Pride,19,3.24,1.91,1.34
H. Stainbrook,Washington Spirit,5,0.56,0.48,0.08
H. Sugita,Portland Thorns FC,27,3.92,2.46,1.46
I. Dorsey,Utah Royals,4,0.27,0.14,0.14
I. Obaze,Portland Thorns FC,6,0.35,0.0,0.35
I. Rodriguez,Kansas City Current,12,0.86,0.61,0.25
J. Anderson,Bay FC,6,0.41,0.09,0.32
J. Bike,Chicago Stars FC,5,0.32,0.23,0.09
J. Bugg,Seattle Reign FC,9,0.37,0.03,0.34
J. Carter,Gotham FC,1,0.4,0.0,0.4
J. Doyle,Orlando Pride,3,1.27,0.48,0.79
J. Dufour,Angel City FC,1,0.05,0.05,0.0
J. Dufour,Portland Thorns FC,1,0.05,0.0,0.05
J. Endō,Angel City FC,1,0.03,0.0,0.03
J. Fishlock,Seattle Reign FC,18,2.54,2.23,0.31
J. Fleming,Portland Thorns FC,15,1.93,1.08,0.85
J. Grosso,Chicago Stars FC,13,1.25,0.97,0.28
J. Howell,Gotham FC,24,2.29,1.9,0.39
J. Huitema,Seattle Reign FC,13,2.27,1.73,0.53
J. Joseph,Chicago Stars FC,22,2.15,1.47,0.67
J. Perry,Portland Thorns FC,3,2.57,0.0,2.57
J. Shaw,North Carolina Courage,24,3.65,2.83,0.82
J. Silkowitz,Bay FC,1,0.08,0.0,0.08
J. Sonis,Racing Louisville FC,15,1.36,1.19,0.18
J. Thomsen,Utah Royals,11,1.04,0.76,0.28
Ji So-Yun,Seattle Reign FC,8,1.45,0.62,0.84
Jéssica Silva,Gotham FC,6,0.75,0.75,0.0
K. Abello,Orlando Pride,11,0.6,0.4,0.2
K. Ascanio,San Diego Wave FC,13,3.12,3.02,0.1
K. Carusa,San Diego Wave FC,2,0.25,0.25,0.0
K. Dali,San Diego Wave FC,35,2.79,2.37,0.41
K. Del Fava,North Carolina Courage,1,0.0,0.0,0.0
K. Del Fava,Utah Royals,5,0.72,0.0,0.72
K. Fischer,Racing Louisville FC,30,4.93,4.27,0.66
K. Fuller,Angel City FC,22,2.66,2.45,0.21
K. Harper,Gotham FC,3,0.62,0.1,0.52
K. Hendrich,Chicago Stars FC,1,0.67,0.0,0.67
K. Hubly,Bay FC,2,0.9,0.0,0.9
K. Hubly,Washington Spirit,1,0.0,0.0,0.0
K. Kurtz,North Carolina Courage,8,0.52,0.06,0.46
K. Lema,Bay FC,15,1.15,1.03,0.12
K. Lind,Houston Dash,4,0.87,0.0,0.87
K. McNabb,San Diego Wave FC,6,1.17,0.12,1.05
K. Nadaner,Orlando Pride,3,0.17,0.0,0.17
K. O'Kane,Racing Louisville FC,10,1.07,0.95,0.12
K. Pickett,Bay FC,5,0.24,0.05,0.2
K. Ream,Utah Royals,3,0.62,0.62,0.0
K. Sharples,Kansas City Current,11,1.33,0.0,1.33
K. Stengel,Gotham FC,6,0.77,0.77,0.0
K. Torpey,Portland Thorns FC,2,0.08,0.08,0.0
K. Wesley,San Diego Wave FC,8,1.06,0.0,1.06
K. Wiesner,Washington Spirit,2,0.08,0.0,0.08
K. Zelem,Angel City FC,13,1.3,1.06,0.25
K. van Zanten,Houston Dash,10,1.16,1.11,0.05
L. Biyendolo,Seattle Reign FC,13,1.56,0.99,0.56
L. LaBonta,Kansas City Current,14,4.22,0.19,4.04
L. Milliet,Kansas City Current,1,0.0,0.0,0.0
L. Milliet,Racing Louisville FC,5,0.25,0.16,0.09
L. Nesbeth,Chicago Stars FC,1,0.05,0.05,0.0
L. Reale,Gotham FC,11,1.01,0.2,0.81
L. Reale,Orlando Pride,1,0.0,0.0,0.0
L. Santos,Washington Spirit,13,1.31,0.89,0.42
Ludmila,Chicago Stars FC,24,3.73,3.33,0.39
M. A. Vignola,Angel City FC,13,1.3,0.61,0.68
M. A. Vignola,Orlando Pride,1,0.0,0.0,0.0
M. Alidou,Portland Thorns FC,11,1.96,1.4,0.56
M. Alozie,Houston Dash,3,0.4,0.4,0.0
M. Barcenas,San Diego Wave FC,13,0.7,0.67,0.03
M. Bell,North Carolina Courage,9,1.05,0.03,1.02
M. Berkely,North Carolina Courage,3,0.17,0.03,0.14
M. Boade,Washington Spirit,1,0.48,0.48,0.0
M. Bright,Houston Dash,14,1.96,1.2,0.76
M. Cluff,Utah Royals,1,0.05,0.05,0.0
M. Cooper,Kansas City Current,21,3.21,2.72,0.49
M. Curry,Seattle Reign FC,7,0.53,0.29,0.24
M. Dahlien,Seattle Reign FC,29,3.27,3.15,0.12
M. Detrizio,Washington Spirit,1,0.06,0.06,0.0
M. DiGrande,Racing Louisville FC,6,0.36,0.33,0.03
M. Fishel,Seattle Reign FC,1,0.07,0.07,0.0
M. Fraser,Utah Royals,6,0.29,0.21,0.08
M. Freeman,Gotham FC,2,0.13,0.0,0.13
M. Gautrat,Orlando Pride,9,0.73,0.5,0.23
M. Graham,Houston Dash,14,2.59,2.52,0.07
M. Hammond,Angel City FC,8,1.05,0.16,0.89
M. Hayashi,Chicago Stars FC,4,0.23,0.23,0.0
M. Hodge,Angel City FC,6,0.34,0.26,0.08
M. Johnson,Chicago Stars FC,4,0.27,0.27,0.0
M. Long,Kansas City Current,2,0.44,0.44,0.0
M. Matsukubo,North Carolina Courage,40,5.93,5.78,0.15
M. McGlynn,Utah Royals,1,0.03,0.0,0.03
M. McKenzie,Portland Thorns FC,3,0.19,0.07,0.12
M. Mercado,Seattle Reign FC,7,0.59,0.49,0.1
M. Moriya,Angel City FC,4,0.3,0.22,0.08
M. Moriya,Gotham FC,1,0.0,0.0,0.0
M. Morris,Racing Louisville FC,1,0.09,0.09,0.0
M. Morris,Washington Spirit,11,1.42,1.2,0.22
M. Pogarch,Utah Royals,3,0.13,0.0,0.13
M. Purce,Gotham FC,8,0.71,0.61,0.09
M. Reid,Angel City FC,5,0.57,0.03,0.54
M. Robbe,San Diego Wave FC,12,0.9,0.62,0.29
M. Speck,North Carolina Courage,2,0.1,0.1,0.0
M. Sánchez,San Diego Wave FC,11,2.65,1.42,1.23
M. Tanaka,Utah Royals,27,2.57,1.92,0.65
M. Whitham,Gotham FC,2,0.16,0.16,0.0
Maiara Niehues,Angel City FC,4,0.26,0.21,0.05
Maitane López,Chicago Stars FC,7,0.53,0.2,0.33
Marta,Orlando Pride,20,3.24,1.45,1.79
N. Jacobs,Houston Dash,7,0.72,0.25,0.48
N. Kuikka,Chicago Stars FC,4,0.37,0.03,0.33
N. Martin,Gotham FC,6,0.3,0.09,0.21
N. Miura,Washington Spirit,8,0.65,0.62,0.03
N. Mondésir,Seattle Reign FC,4,1.0,1.0,0.0
N. Prince,Kansas City Current,10,0.78,0.6,0.18
N. Staude,North Carolina Courage,3,0.2,0.1,0.1
Nuria Rábano,Utah Royals,2,0.07,0.07,0.0
Nádia Gomes,Chicago Stars FC,8,0.69,0.63,0.06
O. Moultrie,Portland Thorns FC,36,4.28,3.24,1.05
Oihane Hernández,Orlando Pride,5,0.55,0.33,0.22
P. Chilufya,Orlando Pride,4,1.09,1.01,0.07
P. Hocking,Bay FC,19,4.3,2.54,1.76
P. Linnehan,North Carolina Courage,1,0.07,0.07,0.0
P. Linnehan,Portland Thorns FC,19,1.86,1.78,0.08
P. McClernon,Seattle Reign FC,1,0.1,0.0,0.1
P. Metayer,Washington Spirit,4,0.63,0.58,0.05
P. Monaghan,Utah Royals,6,0.63,0.63,0.0
P. Morroni,San Diego Wave FC,10,0.9,0.76,0.13
P. Nielsen,Houston Dash,4,1.03,0.04,0.98
P. Tordin,Portland Thorns FC,25,3.66,3.49,0.17
Q. McMahon,San Diego Wave FC,1,0.08,0.0,0.08
R. Bernal,Racing Louisville FC,1,0.0,0.0,0.0
R. Bernal,Utah Royals,1,0.0,0.0,0.0
R. Bernal,Washington Spirit,14,0.85,0.31,0.54
R. Gareis,Houston Dash,4,0.27,0.24,0.03
R. Hill,Bay FC,12,1.99,1.99,0.0
R. Jackson,North Carolina Courage,6,2.2,0.62,1.58
R. Kouassi,Washington Spirit,25,3.79,3.55,0.24
R. Kundananji,Bay FC,54,4.93,3.89,1.05
R. Lavelle,Gotham FC,8,0.95,0.85,0.1
R. Reyes,Portland Thorns FC,10,0.7,0.17,0.52
R. Rodríguez,Kansas City Current,3,0.17,0.08,0.08
R. Tiernan,Angel City FC,35,4.52,3.69,0.84
R. Turner,Portland Thorns FC,39,7.9,5.04,2.86
R. Williams,North Carolina Courage,12,1.39,1.23,0.16
Rafaelle,Orlando Pride,2,0.08,0.03,0.05
S. Cantore,Washington Spirit,6,0.67,0.67,0.0
S. Charley,Orlando Pride,4,0.34,0.26,0.07
S. Coffey,Portland Thorns FC,15,2.55,0.8,1.75
S. Cook,Gotham FC,3,0.25,0.16,0.09
S. DeMelo,Racing Louisville FC,37,4.07,2.03,2.04
S. Gorden,Angel City FC,1,0.06,0.0,0.06
S. Groom,Chicago Stars FC,9,1.02,0.72,0.31
S. Hiatt,Houston Dash,1,0.0,0.0,0.0
S. Hiatt,Portland Thorns FC,3,0.24,0.0,0.24
S. Holmes,Seattle Reign FC,2,0.54,0.47,0.07
S. Holmes,Washington Spirit,1,0.0,0.0,0.0
S. Huerta,Seattle Reign FC,2,0.15,0.11,0.04
S. Jackson,Orlando Pride,8,0.8,0.37,0.43
S. Jónsdóttir,Angel City FC,6,0.33,0.33,0.0
S. King,Angel City FC,2,0.16,0.0,0.16
S. Koyama,North Carolina Courage,21,2.65,1.84,0.81
S. McCaskill,San Diego Wave FC,8,0.43,0.34,0.09
S. Menti,Seattle Reign FC,6,1.08,1.08,0.0
S. Meza,Seattle Reign FC,7,0.35,0.21,0.13
S. Puntigam,Houston Dash,1,0.07,0.0,0.07
S. Schmidt,Houston Dash,4,1.38,0.68,0.7
S. Schupansky,Gotham FC,10,0.88,0.85,0.03
S. Staab,Chicago Stars FC,7,1.09,0.53,0.56
S. Staab,San Diego Wave FC,1,0.0,0.0,0.0
S. Weber,Racing Louisville FC,19,2.2,1.15,1.05
S. Yates,Orlando Pride,10,1.21,1.15,0.06
T. Armstrong,San Diego Wave FC,7,0.75,0.07,0.68
T. Boade,Bay FC,4,1.07,1.07,0.0
T. Chawinga,Kansas City Current,48,11.63,11.25,0.38
T. Davidson,Gotham FC,2,0.19,0.1,0.08
T. Flint,Racing Louisville FC,23,4.1,1.14,2.96
T. Huff,Bay FC,24,3.28,2.63,0.65
T. Lussi,North Carolina Courage,27,1.95,1.51,0.45
T. Malham,Chicago Stars FC,4,0.27,0.12,0.15
T. McKeown,Washington Spirit,11,1.33,0.0,1.33
T. Rodman,Washington Spirit,18,2.42,1.45,0.97
T. Torres,Gotham FC,4,0.25,0.1,0.15
U. Kanu,Racing Louisville FC,3,0.59,0.1,0.5
V. DiBernardo,Gotham FC,1,0.0,0.0,0.0
V. DiBernardo,Kansas City Current,10,0.67,0.57,0.09
Y. Ryan,Houston Dash,21,2.57,2.39,0.17
