Player,Team,GPA,Avg,GPA Rating
A. Pierre-Louis,Saint-Étienne,0.20299999999999999,0.20299999999999999,40.52
A. Pinguet,Saint-Étienne,0.9709999999999999,0.9709999999999999,66.31
C. Tapia,Saint-Étienne,0.669,0.669,56.17
D. Bien-Aimé,Saint-Étienne,0.149,0.149,38.7
F. Bataillard,Saint-Étienne,0.445,0.445,48.65
I. Kristoffersen,Saint-Étienne,0.567,0.567,52.74
L. Hermann,Saint-Étienne,0.148,0.148,38.67
M. Romanelli,Saint-Étienne,0.613,0.613,54.29
N. Ali Nadjim,Saint-Étienne,0.018,0.018,34.3
N. Istocki,Saint-Étienne,0.097,0.097,36.96
R. Corboz,Saint-Étienne,0.333,0.333,44.88
S. Cambot,Saint-Étienne,0.677,0.677,56.44
S. Hornemann,Saint-Étienne,0.366,0.366,45.99
W. Fon,Saint-Étienne,0.30700000000000005,0.30700000000000005,44.01
A. Claire,Fleury 91,0.01,0.01,34.04
A. Cometti,Fleury 91,0.484,0.484,49.96
A. Traoré,Fleury 91,0.528,0.528,51.43
C. Caputo,Fleury 91,0.023,0.023,34.47
C. Fernandes,Fleury 91,0.335,0.335,44.95
C. Meffometou,Fleury 91,0.545,0.545,52.0
C. Picaud,Fleury 91,0.521,0.521,51.2
E. Kamczyk,Fleury 91,0.168,0.168,39.34
E. Laurent,Fleury 91,0.365,0.365,45.96
H. Diaz,Fleury 91,0.21600000000000003,0.21600000000000003,40.95
L. Cance,Fleury 91,0.475,0.475,49.65
L. Goetsch,Fleury 91,0.457,0.457,49.05
M. Ngock,Fleury 91,0.602,0.602,53.92
Morgane Martins,Fleury 91,0.584,0.584,53.31
A. Ebayilin,PSG,0.083,0.083,36.49
C. Dunn,PSG,0.246,0.246,41.96
E. Gaetino,PSG,1.261,1.261,76.05
F. Jourde,PSG,0.363,0.363,45.89
G. Mbock,PSG,0.834,0.834,61.71
J. Echegini,PSG,0.458,0.458,49.08
J. Groenen,PSG,0.671,0.671,56.24
L. Morissaint,PSG,0.087,0.087,36.62
M. Earps,PSG,0.532,0.532,51.57
M. Kanjinga,PSG,0.392,0.392,46.87
R. Ajibade,PSG,0.278,0.278,43.04
S. Karchaoui,PSG,0.6799999999999999,0.6799999999999999,56.54
T. Elimbi Gilbert,PSG,0.6140000000000001,0.6140000000000001,54.32
É. De Almeida,PSG,0.982,0.982,66.68
A. Fontaine,Dijon,0.11500000000000002,0.11500000000000002,37.56
C. Ndzana,Dijon,0.9369999999999999,0.9369999999999999,65.17
E. Siren,Dijon,0.9179999999999999,0.9179999999999999,64.53
G. Grzybowska,Dijon,0.032999999999999995,0.032999999999999995,34.81
J. Denizot,Dijon,0.046,0.046,35.25
K. Talaslahti,Dijon,0.753,0.753,58.99
K. Taylor,Dijon,0.693,0.693,56.97
L. Declercq,Dijon,0.36,0.36,45.79
L. Gay,Dijon,0.27999999999999997,0.27999999999999997,43.1
M. Terchoun,Dijon,0.21200000000000002,0.21200000000000002,40.82
N. Carage,Dijon,0.629,0.629,54.83
N. Krezyman,Dijon,0.571,0.571,52.88
O. Domin,Dijon,0.49000000000000005,0.49000000000000005,50.16
Wang Yanwen,Dijon,0.47000000000000003,0.47000000000000003,49.49
Wu Chengshu,Dijon,0.43600000000000005,0.43600000000000005,48.34
A. Le Moguédec,Paris FC,0.319,0.319,44.41
C. Matéo,Paris FC,0.5650000000000001,0.5650000000000001,52.68
C. Ould Hocine,Paris FC,1.2349999999999999,1.2349999999999999,75.18
D. Corboz,Paris FC,0.544,0.544,51.97
D. Davis,Paris FC,0.774,0.774,59.7
K. Jedlińska,Paris FC,0.144,0.144,38.54
K. Korošec,Paris FC,0.532,0.532,51.57
K. Roche-Dufour,Paris FC,0.254,0.254,42.23
L. Azzaro,Paris FC,0.616,0.616,54.39
L. Bogaert,Paris FC,1.136,1.136,71.85
M. Chavas,Paris FC,0.807,0.807,60.8
M. Garbino,Paris FC,0.5509999999999999,0.5509999999999999,52.21
M. N'Dongala,Paris FC,0.364,0.364,45.93
O. Picard,Paris FC,0.368,0.368,46.06
S. Scott,Paris FC,0.266,0.266,42.63
T. Sissoko,Paris FC,0.608,0.608,54.12
