Player,Team,Shots,xG,OpenPlay_xG,SetPiece_xG
A. Altena,SC Heerenveen,2,0.2647330127656458,0.0352059118449688,0.229527100920677
A. Andradóttir,FC Twente,5,0.2423746902495622,0.2423746902495622,0.0
A. Eloualidi,Alkmaar Zaanstreek,1,0.084457203745842,0.084457203745842,0.0
A. Gelevert,FC Twente,1,0.0984329655766487,0.0984329655766487,0.0
A. Nassette,SC Heerenveen,2,0.1237640120089054,0.1237640120089054,0.0
A. Tuin,FC Twente,3,0.1494658812880516,0.117835808545351,0.0316300727427006
A. Weerelts,FC Utrecht,1,0.08160400390625,0.0,0.08160400390625
A. van Egmond,ADO Den Haag,2,0.509986147284508,0.509986147284508,0.0
B. Franken,NAC Breda,5,0.5837652646005151,0.1034696474671364,0.48029561713337876
B. Vermeer,SC Heerenveen,2,0.1181783452630043,0.0857033357024193,0.032475009560585
B. Vonk,ADO Den Haag,1,0.0923642367124557,0.0923642367124557,0.0
B. van Egmond,AFC Ajax,2,0.1290580593049526,0.1290580593049526,0.0
C. Ishida,PEC Zwolle,3,0.2139585949480532,0.1314995251595972,0.082459069788456
C. Kira,HERA United,1,0.0294429622590542,0.0294429622590542,0.0
C. Mol,Alkmaar Zaanstreek,2,0.11514629796147349,0.11514629796147349,0.0
C. Obispo,Feyenoord Rotterdam,3,0.2550965026021006,0.0610450506210327,0.1940514519810679
C. Ripa,PSV Eindhoven,5,0.6881587263196703,0.6881587263196702,0.0
D. Lont,Feyenoord Rotterdam,1,0.79,0.0,0.79
D. Noordermeer,AFC Ajax,2,0.1351699307560918,0.0,0.1351699307560918
D. Noordman,AFC Ajax,3,0.2780601903796192,0.1805362254381176,0.0975239649415016
D. Tolhoek,AFC Ajax,5,0.5303217209875585,0.4763785377144815,0.053943183273077
D. de Klonia,AFC Ajax,2,0.1438036486506462,0.1438036486506462,0.0
D. van Ginkel,FC Twente,2,0.23698139935731902,0.147305265069008,0.089676134288311
D. van Lunteren,Alkmaar Zaanstreek,6,1.8792965830862525,1.0892965830862524,0.79
E. Henschen,PSV Eindhoven,1,0.0937594324350357,0.0,0.0937594324350357
E. Kerkhof,SC Heerenveen,4,0.3402735926210881,0.3402735926210881,0.0
E. Maatman,SC Heerenveen,5,0.6203420870006084,0.6203420870006086,0.0
E. Oude Elberink,FC Twente,4,0.8383842073380949,0.8383842073380949,0.0
E. Van Kerkhoven,Feyenoord Rotterdam,5,0.4240161292254926,0.3620328456163408,0.0619832836091518
E. de Graaf,Feyenoord Rotterdam,2,0.179669603705406,0.179669603705406,0.0
E. van Deursen,Feyenoord Rotterdam,2,0.0786972418427467,0.0786972418427467,0.0
E. van Vilsteren,SC Heerenveen,1,0.10318586230278,0.10318586230278,0.0
E. van der Vliet,FC Twente,1,0.0,0.0,0.0
E. van der Vliet,NAC Breda,3,0.19712562114000273,0.06241784244775771,0.134707778692245
F. Kroese,Alkmaar Zaanstreek,12,2.1777537912130365,2.023727767169476,0.15402602404356008
F. Meijer,SC Heerenveen,2,0.1427968181669712,0.0503618456423283,0.0924349725246429
F. Stoit,Feyenoord Rotterdam,3,0.2230782695114613,0.17036384344100958,0.0527144260704517
G. Viehoff,ADO Den Haag,1,0.0331606082618237,0.0331606082618237,0.0
G. op den Kelder,FC Utrecht,1,0.467130035161972,0.0,0.467130035161972
H. Huizenga,PEC Zwolle,11,1.309156365692616,1.2339868322014813,0.0751695334911346
I. Colin,AFC Ajax,2,0.1260516382753849,0.0329199396073818,0.0931316986680031
